#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
655981,24567069,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Geomyces destructans).,other,-,-,-,-,20181203,-
655981,36285457,VC83_02374,VC83_02374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285458,VC83_02375,VC83_02375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285459,VC83_02376,VC83_02376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285460,VC83_02377,VC83_02377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285461,VC83_02378,VC83_02378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285462,VC83_02379,VC83_02379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285463,VC83_02380,VC83_02380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285464,VC83_02381,VC83_02381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285465,VC83_02382,VC83_02382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285466,VC83_02383,VC83_02383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285467,VC83_02384,VC83_02384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285468,VC83_02385,VC83_02385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285469,VC83_02386,VC83_02386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285470,MET3,VC83_02387,-,-,Unknown,-,Sulfate adenylyltransferase,protein-coding,-,-,-,Sulfate adenylyltransferase,20200909,-
655981,36285471,VC83_02388,VC83_02388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285472,VC83_02389,VC83_02389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285473,VC83_02390,VC83_02390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285474,VC83_02391,VC83_02391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285475,VC83_02392,VC83_02392,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285476,SEC21,VC83_02393,-,-,Unknown,-,coatomer subunit gamma,protein-coding,-,-,-,coatomer subunit gamma,20200909,-
655981,36285477,VC83_02394,VC83_02394,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36285478,HRR25_1,VC83_02395,-,-,Unknown,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20200909,-
655981,36285479,KEL2,VC83_02396,-,-,Unknown,-,Negative regulator of mitotic exit,protein-coding,-,-,-,Negative regulator of mitotic exit,20200909,-
655981,36285480,VC83_02397,VC83_02397,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285481,VC83_02398,VC83_02398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285482,RPS27,VC83_02399,-,-,Unknown,-,40S ribosomal protein S27,protein-coding,-,-,-,40S ribosomal protein S27,20200909,-
655981,36285483,VC83_02400,VC83_02400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285484,VC83_02401,VC83_02401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285485,VC83_02402,VC83_02402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285486,VC83_02403,VC83_02403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285487,VC83_02404,VC83_02404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285488,VC83_02405,VC83_02405,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285489,VC83_02406,VC83_02406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285490,VC83_02407,VC83_02407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285491,VC83_02408,VC83_02408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285492,RRP40,VC83_02409,-,-,Unknown,-,exosome non-catalytic core subunit rrp40,protein-coding,-,-,-,exosome non-catalytic core subunit rrp40,20200909,-
655981,36285493,SSZ1,VC83_02410,-,-,Unknown,-,regulator protein,protein-coding,-,-,-,regulator protein,20200909,-
655981,36285494,VC83_02411,VC83_02411,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36285495,VC83_02412,VC83_02412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285496,VC83_02413,VC83_02413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285497,VC83_02414,VC83_02414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285498,VC83_02415,VC83_02415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285499,VC83_02416,VC83_02416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285500,VC83_02417,VC83_02417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285501,VC83_02418,VC83_02418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285502,SCO1,VC83_02419,-,-,Unknown,-,Cu-binding protein,protein-coding,-,-,-,Cu-binding protein,20200909,-
655981,36285503,VC83_02420,VC83_02420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285504,VC83_02421,VC83_02421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285505,VC83_02422,VC83_02422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285506,VC83_02423,VC83_02423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285507,VC83_02424,VC83_02424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285508,VC83_02425,VC83_02425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285509,MRS6,VC83_02426,-,-,Unknown,-,Rab proteins geranylgeranyltransferase component A,protein-coding,-,-,-,Rab proteins geranylgeranyltransferase component A,20200909,-
655981,36285510,VC83_02427,VC83_02427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285511,VC83_02428,VC83_02428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285512,VC83_02429,VC83_02429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285513,VC83_02430,VC83_02430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285514,MER3,VC83_02431,-,-,Unknown,-,Sec63,protein-coding,-,-,-,Sec63,20200909,-
655981,36285515,VC83_02432,VC83_02432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285516,VC83_02433,VC83_02433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285517,PAC1_1,VC83_02434,-,-,Unknown,-,protein with putative role during mitosis,protein-coding,-,-,-,protein with putative role during mitosis,20200909,-
655981,36285518,VC83_02435,VC83_02435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285519,VC83_02436,VC83_02436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285520,VC83_02437,VC83_02437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285521,VC83_02438,VC83_02438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285522,NUO51,VC83_02439,-,-,Unknown,-,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor",protein-coding,-,-,-,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor",20200909,-
655981,36285523,VC83_02440,VC83_02440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285524,VC83_02441,VC83_02441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285525,VC83_02442,VC83_02442,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36285526,VC83_02443,VC83_02443,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285527,CDC31,VC83_02444,-,-,Unknown,-,centrin,protein-coding,-,-,-,centrin,20200909,-
655981,36285528,VC83_02445,VC83_02445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285529,VC83_02446,VC83_02446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285530,VC83_02447,VC83_02447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285531,VC83_02449,VC83_02449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285532,VC83_02450,VC83_02450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285533,VC83_02451,VC83_02451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285534,VC83_02452,VC83_02452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285535,VC83_02453,VC83_02453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285536,VC83_02454,VC83_02454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285537,VC83_02455,VC83_02455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285538,VC83_02456,VC83_02456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285539,VC83_02457,VC83_02457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285540,VC83_02458,VC83_02458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285541,VC83_02459,VC83_02459,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285542,VC83_02460,VC83_02460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285543,VC83_02461,VC83_02461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285544,VC83_02462,VC83_02462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285545,VC83_02463,VC83_02463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285546,VC83_02464,VC83_02464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285547,VC83_02465,VC83_02465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285548,VC83_02466,VC83_02466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285549,CDC4_2,VC83_02467,-,-,Unknown,-,SCF ubiquitin ligase complex subunit cdc4,protein-coding,-,-,-,SCF ubiquitin ligase complex subunit cdc4,20200909,-
655981,36285550,HOP1,VC83_02468,-,-,Unknown,-,DNA binding protein,protein-coding,-,-,-,DNA binding protein,20200909,-
655981,36285551,VC83_02470,VC83_02470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285552,VC83_02471,VC83_02471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285553,VC83_02472,VC83_02472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285554,VC83_02473,VC83_02473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285555,VC83_02474,VC83_02474,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285556,VC83_02475,VC83_02475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285557,VC83_02476,VC83_02476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285558,VC83_02477,VC83_02477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285559,VC83_02478,VC83_02478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285560,VC83_02479,VC83_02479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285561,VC83_02480,VC83_02480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285562,VC83_02481,VC83_02481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285563,VC83_02482,VC83_02482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285564,VC83_02483,VC83_02483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285565,VC83_02484,VC83_02484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285566,VC83_02485,VC83_02485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285567,VC83_02486,VC83_02486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285568,VC83_02487,VC83_02487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285569,VC83_02488,VC83_02488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285570,VC83_02489,VC83_02489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285571,VC83_02490,VC83_02490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285572,VC83_02491,VC83_02491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285573,VC83_02492,VC83_02492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285574,CHO2,VC83_02493,-,-,Unknown,-,phosphatidylethanolamine N-methyltransferase,protein-coding,-,-,-,phosphatidylethanolamine N-methyltransferase,20200909,-
655981,36285575,VC83_02494,VC83_02494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285576,VC83_02495,VC83_02495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285577,VC83_02496,VC83_02496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285578,VC83_02497,VC83_02497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285579,TMP1,VC83_02498,-,-,Unknown,-,Thymidylate synthase,protein-coding,-,-,-,Thymidylate synthase,20200909,-
655981,36285580,VC83_02499,VC83_02499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285581,VC83_02500,VC83_02500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285582,VC83_02501,VC83_02501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285583,VC83_02502,VC83_02502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285584,VC83_02503,VC83_02503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285585,BEM1,VC83_02504,-,-,Unknown,-,bud emergence protein 1,protein-coding,-,-,-,bud emergence protein 1,20200909,-
655981,36285586,VC83_02505,VC83_02505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285587,VC83_02506,VC83_02506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285588,VC83_02507,VC83_02507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285589,VC83_02508,VC83_02508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285590,VC83_02509,VC83_02509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285591,VC83_02510,VC83_02510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285592,VC83_02511,VC83_02511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285593,VC83_02512,VC83_02512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285594,VC83_02513,VC83_02513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285595,VC83_02514,VC83_02514,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285596,SUV3,VC83_02515,-,-,Unknown,-,RNA helicase,protein-coding,-,-,-,RNA helicase,20200909,-
655981,36285597,VC83_02516,VC83_02516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285598,VC83_02517,VC83_02517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285599,VC83_02518,VC83_02518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285600,VC83_02519,VC83_02519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285601,VC83_02520,VC83_02520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285602,VC83_02521,VC83_02521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285603,VC83_02522,VC83_02522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285604,VC83_02523,VC83_02523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285605,VC83_02524,VC83_02524,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36285606,PEX12,VC83_02525,-,-,Unknown,-,ubiquitin-protein ligase peroxin 12,protein-coding,-,-,-,ubiquitin-protein ligase peroxin 12,20200909,-
