#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2594798,55636404,GKQ38_RS00005,GKQ38_RS00005,GKQ38_00005,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55637212,GKQ38_RS04045,GKQ38_RS04045,GKQ38_04040,-,-,-,FKBP-type peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,FKBP-type peptidyl-prolyl cis-trans isomerase,20210522,-
2594798,55637213,ftsZ,GKQ38_RS04050,GKQ38_04045,-,-,-,cell division protein FtsZ,protein-coding,-,-,-,cell division protein FtsZ,20210522,-
2594798,55637214,GKQ38_RS04055,GKQ38_RS04055,GKQ38_04050,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20210522,-
2594798,55637215,GKQ38_RS04060,GKQ38_RS04060,GKQ38_04055,-,-,-,protein translocase SEC61 complex subunit gamma,protein-coding,-,-,-,protein translocase SEC61 complex subunit gamma,20210522,-
2594798,55637216,GKQ38_RS04065,GKQ38_RS04065,GKQ38_04060,-,-,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20210522,-
2594798,55637217,GKQ38_RS04070,GKQ38_RS04070,GKQ38_04065,-,-,-,50S ribosomal protein L11,protein-coding,-,-,-,50S ribosomal protein L11,20210522,-
2594798,55637218,GKQ38_RS04075,GKQ38_RS04075,GKQ38_04070,-,-,-,50S ribosomal protein L1,protein-coding,-,-,-,50S ribosomal protein L1,20210522,-
2594798,55637219,GKQ38_RS04080,GKQ38_RS04080,GKQ38_04075,-,-,-,50S ribosomal protein L10,protein-coding,-,-,-,50S ribosomal protein L10,20210522,-
2594798,55637220,GKQ38_RS04085,GKQ38_RS04085,GKQ38_04080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637221,GKQ38_RS04090,GKQ38_RS04090,GKQ38_04085,-,-,-,50S ribosomal protein P1,protein-coding,-,-,-,50S ribosomal protein P1,20210522,-
2594798,55637222,GKQ38_RS04095,GKQ38_RS04095,GKQ38_04090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637223,alaS,GKQ38_RS04100,GKQ38_04095,-,-,-,alanine--tRNA ligase,protein-coding,-,-,-,alanine--tRNA ligase,20210522,-
2594798,55637224,GKQ38_RS04105,GKQ38_RS04105,GKQ38_04100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637225,GKQ38_RS04110,GKQ38_RS04110,GKQ38_04105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637226,GKQ38_RS04115,GKQ38_RS04115,GKQ38_04110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637227,GKQ38_RS04120,GKQ38_RS04120,GKQ38_04115,-,-,-,exodeoxyribonuclease VII small subunit,protein-coding,-,-,-,exodeoxyribonuclease VII small subunit,20200624,-
2594798,55637228,GKQ38_RS04125,GKQ38_RS04125,GKQ38_04120,-,-,-,Hsp20 family protein,protein-coding,-,-,-,Hsp20 family protein,20200624,-
2594798,55637229,GKQ38_RS04130,GKQ38_RS04130,GKQ38_04125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637230,GKQ38_RS04135,GKQ38_RS04135,GKQ38_04130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637231,GKQ38_RS04140,GKQ38_RS04140,GKQ38_04135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637232,GKQ38_RS04145,GKQ38_RS04145,GKQ38_04140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637233,GKQ38_RS04150,GKQ38_RS04150,GKQ38_04145,-,-,-,tyrosine--tRNA ligase,protein-coding,-,-,-,tyrosine--tRNA ligase,20210522,-
2594798,55637234,GKQ38_RS04155,GKQ38_RS04155,GKQ38_04150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637235,GKQ38_RS04160,GKQ38_RS04160,GKQ38_04155,-,-,-,methylated-DNA--[protein]-cysteine S-methyltransferase,protein-coding,-,-,-,methylated-DNA--[protein]-cysteine S-methyltransferase,20210522,-
2594798,55637236,serS,GKQ38_RS04165,GKQ38_04160,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20210522,-
2594798,55637237,GKQ38_RS04170,GKQ38_RS04170,GKQ38_04165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637238,GKQ38_RS04175,GKQ38_RS04175,GKQ38_04170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637239,topA,GKQ38_RS04180,GKQ38_04175,-,-,-,DNA topoisomerase I,protein-coding,-,-,-,DNA topoisomerase I,20210522,-
2594798,55637240,GKQ38_RS04185,GKQ38_RS04185,GKQ38_04180,-,-,-,chorismate mutase,protein-coding,-,-,-,chorismate mutase,20210522,-
2594798,55637241,GKQ38_RS04190,GKQ38_RS04190,GKQ38_04185,-,-,-,prephenate dehydrogenase/arogenate dehydrogenase family protein,protein-coding,-,-,-,prephenate dehydrogenase/arogenate dehydrogenase family protein,20200624,-
2594798,55637242,GKQ38_RS04195,GKQ38_RS04195,GKQ38_04190,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20210522,-
2594798,55637243,pheA,GKQ38_RS04200,GKQ38_04195,-,-,-,prephenate dehydratase,protein-coding,-,-,-,prephenate dehydratase,20210522,-
2594798,55637244,radB,GKQ38_RS04205,GKQ38_04200,-,-,-,DNA repair and recombination protein RadB,protein-coding,-,-,-,DNA repair and recombination protein RadB,20200624,-
2594798,55637245,GKQ38_RS04210,GKQ38_RS04210,GKQ38_04205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637246,GKQ38_RS04215,GKQ38_RS04215,GKQ38_04210,-,-,-,CDC48 family AAA ATPase,protein-coding,-,-,-,CDC48 family AAA ATPase,20210522,-
2594798,55637247,GKQ38_RS04220,GKQ38_RS04220,GKQ38_04215,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210522,-
2594798,55637248,GKQ38_RS04225,GKQ38_RS04225,GKQ38_04220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637249,GKQ38_RS04230,GKQ38_RS04230,GKQ38_04225,-,-,-,type II methionyl aminopeptidase,protein-coding,-,-,-,type II methionyl aminopeptidase,20210522,-
2594798,55637250,GKQ38_RS04235,GKQ38_RS04235,GKQ38_04230,-,-,-,NAD-dependent malic enzyme,protein-coding,-,-,-,NAD-dependent malic enzyme,20210522,-
2594798,55637251,GKQ38_RS04240,GKQ38_RS04240,GKQ38_04235,-,-,-,DUF502 domain-containing protein,protein-coding,-,-,-,DUF502 domain-containing protein,20210522,-
2594798,55637252,GKQ38_RS04245,GKQ38_RS04245,GKQ38_04240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637253,GKQ38_RS04250,GKQ38_RS04250,GKQ38_04245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637254,GKQ38_RS04255,GKQ38_RS04255,GKQ38_04250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637255,GKQ38_RS04260,GKQ38_RS04260,GKQ38_04255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637256,GKQ38_RS04265,GKQ38_RS04265,GKQ38_04260,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20200624,-
2594798,55637257,pdhA,GKQ38_RS04270,GKQ38_04265,-,-,-,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,protein-coding,-,-,-,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,20210522,-
2594798,55637258,GKQ38_RS04275,GKQ38_RS04275,GKQ38_04270,-,-,-,alpha-ketoacid dehydrogenase subunit beta,protein-coding,-,-,-,alpha-ketoacid dehydrogenase subunit beta,20210522,-
2594798,55637259,GKQ38_RS04280,GKQ38_RS04280,GKQ38_04275,-,-,-,2-oxo acid dehydrogenase subunit E2,protein-coding,-,-,-,2-oxo acid dehydrogenase subunit E2,20210522,-
2594798,55637260,lpdA,GKQ38_RS04285,GKQ38_04280,-,-,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20210522,-
2594798,55637261,GKQ38_RS04290,GKQ38_RS04290,GKQ38_04285,-,-,-,HAD-IC family P-type ATPase,protein-coding,-,-,-,HAD-IC family P-type ATPase,20210522,-
2594798,55637262,GKQ38_RS04295,GKQ38_RS04295,GKQ38_04290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637263,GKQ38_RS04300,GKQ38_RS04300,GKQ38_04295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637264,GKQ38_RS04305,GKQ38_RS04305,GKQ38_04300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637265,GKQ38_RS04310,GKQ38_RS04310,GKQ38_04305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637266,GKQ38_RS04315,GKQ38_RS04315,GKQ38_04310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637267,GKQ38_RS04320,GKQ38_RS04320,GKQ38_04315,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210522,-
2594798,55637268,GKQ38_RS04325,GKQ38_RS04325,GKQ38_04320,-,-,-,NFYB/HAP3 family transcription factor subunit,protein-coding,-,-,-,NFYB/HAP3 family transcription factor subunit,20210522,-
2594798,55637269,GKQ38_RS04330,GKQ38_RS04330,GKQ38_04325,-,-,-,ribonuclease H-like domain-containing protein,protein-coding,-,-,-,ribonuclease H-like domain-containing protein,20210522,-
2594798,55637270,GKQ38_RS04335,GKQ38_RS04335,GKQ38_04330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637271,GKQ38_RS04340,GKQ38_RS04340,GKQ38_04335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637272,GKQ38_RS04345,GKQ38_RS04345,GKQ38_04340,-,-,-,nucleotide exchange factor GrpE,protein-coding,-,-,-,nucleotide exchange factor GrpE,20210522,-
2594798,55637273,dnaK,GKQ38_RS04350,GKQ38_04345,-,-,-,molecular chaperone DnaK,protein-coding,-,-,-,molecular chaperone DnaK,20210522,-
2594798,55637274,GKQ38_RS04355,GKQ38_RS04355,GKQ38_04350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637275,dnaJ,GKQ38_RS04360,GKQ38_04355,-,-,-,molecular chaperone DnaJ,protein-coding,-,-,-,molecular chaperone DnaJ,20210522,-
2594798,55637276,GKQ38_RS04365,GKQ38_RS04365,GKQ38_04360,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20210522,-
2594798,55637277,GKQ38_RS04370,GKQ38_RS04370,GKQ38_04365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637278,GKQ38_RS04375,GKQ38_RS04375,GKQ38_04370,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210522,-
2594798,55637279,GKQ38_RS04380,GKQ38_RS04380,GKQ38_04375,-,-,-,CYTH domain-containing protein,protein-coding,-,-,-,CYTH domain-containing protein,20210522,-
2594798,55637280,GKQ38_RS04385,GKQ38_RS04385,GKQ38_04380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637281,GKQ38_RS04390,GKQ38_RS04390,GKQ38_04385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637282,GKQ38_RS04395,GKQ38_RS04395,GKQ38_04390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637283,GKQ38_RS04400,GKQ38_RS04400,GKQ38_04395,-,-,-,prolyl oligopeptidase family serine peptidase,protein-coding,-,-,-,prolyl oligopeptidase family serine peptidase,20210522,-
2594798,55637284,GKQ38_RS04405,GKQ38_RS04405,GKQ38_04400,-,-,-,winged helix DNA-binding protein,protein-coding,-,-,-,winged helix DNA-binding protein,20210522,-
2594798,55637285,GKQ38_RS04410,GKQ38_RS04410,GKQ38_04405,-,-,-,NFYB/HAP3 family transcription factor subunit,protein-coding,-,-,-,NFYB/HAP3 family transcription factor subunit,20200624,-
2594798,55637286,GKQ38_RS04415,GKQ38_RS04415,GKQ38_04410,-,-,-,DUF2240 family protein,protein-coding,-,-,-,DUF2240 family protein,20210522,-
2594798,55637287,radA,GKQ38_RS04420,GKQ38_04415,-,-,-,DNA repair and recombination protein RadA,protein-coding,-,-,-,DNA repair and recombination protein RadA,20210522,-
2594798,55637288,GKQ38_RS04425,GKQ38_RS04425,GKQ38_04420,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55637289,GKQ38_RS04430,GKQ38_RS04430,GKQ38_04425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637290,GKQ38_RS04435,GKQ38_RS04435,GKQ38_04430,-,-,-,PRC-barrel domain-containing protein,protein-coding,-,-,-,PRC-barrel domain-containing protein,20210522,-
2594798,55637291,thpR,GKQ38_RS04440,GKQ38_04435,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",protein-coding,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",20210522,-
2594798,55637292,GKQ38_RS04445,GKQ38_RS04445,GKQ38_04440,-,-,-,exodeoxyribonuclease VII large subunit,protein-coding,-,-,-,exodeoxyribonuclease VII large subunit,20210522,-
2594798,55637293,GKQ38_RS04450,GKQ38_RS04450,GKQ38_04445,-,-,-,FxsA family protein,protein-coding,-,-,-,FxsA family protein,20210522,-
2594798,55637294,GKQ38_RS04455,GKQ38_RS04455,GKQ38_04450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637295,GKQ38_RS04460,GKQ38_RS04460,GKQ38_04455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637296,GKQ38_RS04465,GKQ38_RS04465,GKQ38_04460,-,-,-,aminopeptidase,protein-coding,-,-,-,aminopeptidase,20210522,-
2594798,55637297,GKQ38_RS04470,GKQ38_RS04470,GKQ38_04465,-,-,-,winged helix-turn-helix domain-containing protein,protein-coding,-,-,-,winged helix-turn-helix domain-containing protein,20210522,-
2594798,55637298,GKQ38_RS04475,GKQ38_RS04475,GKQ38_04470,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637299,GKQ38_RS04480,GKQ38_RS04480,GKQ38_04475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637300,GKQ38_RS04485,GKQ38_RS04485,GKQ38_04480,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20210522,-
2594798,55637301,GKQ38_RS04490,GKQ38_RS04490,GKQ38_04485,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210522,-
2594798,55637302,GKQ38_RS04495,GKQ38_RS04495,GKQ38_04490,-,-,-,DUF167 domain-containing protein,protein-coding,-,-,-,DUF167 domain-containing protein,20200624,-
2594798,55637303,GKQ38_RS04500,GKQ38_RS04500,GKQ38_04495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637304,GKQ38_RS04505,GKQ38_RS04505,GKQ38_04500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637305,GKQ38_RS04510,GKQ38_RS04510,GKQ38_04505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637306,GKQ38_RS04515,GKQ38_RS04515,GKQ38_04510,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210522,-
2594798,55637307,GKQ38_RS04520,GKQ38_RS04520,GKQ38_04515,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210522,-
2594798,55637308,GKQ38_RS04525,GKQ38_RS04525,GKQ38_04520,-,-,-,DNA polymerase II large subunit,protein-coding,-,-,-,DNA polymerase II large subunit,20200624,-
2594798,55637309,GKQ38_RS04530,GKQ38_RS04530,GKQ38_04525,-,-,-,DNA-directed DNA polymerase II small subunit,protein-coding,-,-,-,DNA-directed DNA polymerase II small subunit,20210522,-
2594798,55637310,GKQ38_RS04535,GKQ38_RS04535,GKQ38_04530,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20210522,-
2594798,55637311,GKQ38_RS04540,GKQ38_RS04540,GKQ38_04535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637312,GKQ38_RS04545,GKQ38_RS04545,GKQ38_04540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637313,GKQ38_RS04550,GKQ38_RS04550,GKQ38_04545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637314,GKQ38_RS04555,GKQ38_RS04555,GKQ38_04550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637315,GKQ38_RS04560,GKQ38_RS04560,GKQ38_04555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637316,GKQ38_RS04565,GKQ38_RS04565,GKQ38_04560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637317,GKQ38_RS04570,GKQ38_RS04570,GKQ38_04565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637318,GKQ38_RS04575,GKQ38_RS04575,GKQ38_04570,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210522,-
2594798,55637319,GKQ38_RS04580,GKQ38_RS04580,GKQ38_04575,-,-,-,oligosaccharide flippase family protein,protein-coding,-,-,-,oligosaccharide flippase family protein,20210522,-
2594798,55637320,GKQ38_RS04585,GKQ38_RS04585,GKQ38_04580,-,-,-,CopG family transcriptional regulator,protein-coding,-,-,-,CopG family transcriptional regulator,20200624,-
2594798,55637321,GKQ38_RS04590,GKQ38_RS04590,GKQ38_04585,-,-,-,phosphoadenosine phosphosulfate reductase family protein,protein-coding,-,-,-,phosphoadenosine phosphosulfate reductase family protein,20210522,-
2594798,55637322,GKQ38_RS04595,GKQ38_RS04595,GKQ38_04590,-,-,-,nucleoside triphosphate pyrophosphohydrolase family protein,protein-coding,-,-,-,nucleoside triphosphate pyrophosphohydrolase family protein,20210522,-
2594798,55637323,GKQ38_RS04600,GKQ38_RS04600,GKQ38_04595,-,-,-,formyl transferase,protein-coding,-,-,-,formyl transferase,20210522,-
2594798,55637324,GKQ38_RS04605,GKQ38_RS04605,GKQ38_04600,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210522,-
2594798,55637325,GKQ38_RS04610,GKQ38_RS04610,GKQ38_04605,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20210522,-
2594798,55637326,GKQ38_RS04615,GKQ38_RS04615,GKQ38_04610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637327,GKQ38_RS04620,GKQ38_RS04620,GKQ38_04615,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210522,-
2594798,55637328,GKQ38_RS04625,GKQ38_RS04625,GKQ38_04620,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210522,-
2594798,55637329,GKQ38_RS04630,GKQ38_RS04630,GKQ38_04625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637330,GKQ38_RS04635,GKQ38_RS04635,GKQ38_04630,-,-,-,glycosyltransferase family 39 protein,protein-coding,-,-,-,glycosyltransferase family 39 protein,20210522,-
2594798,55637331,GKQ38_RS04640,GKQ38_RS04640,GKQ38_04635,-,-,-,protein translocase subunit SecF,protein-coding,-,-,-,protein translocase subunit SecF,20210522,-
2594798,55637332,GKQ38_RS04645,GKQ38_RS04645,GKQ38_04640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637333,GKQ38_RS04650,GKQ38_RS04650,GKQ38_04645,-,-,-,nascent polypeptide-associated complex protein,protein-coding,-,-,-,nascent polypeptide-associated complex protein,20210522,-
2594798,55637334,GKQ38_RS04655,GKQ38_RS04655,GKQ38_04650,-,-,-,tripartite tricarboxylate transporter permease,protein-coding,-,-,-,tripartite tricarboxylate transporter permease,20200624,-
2594798,55637335,GKQ38_RS04660,GKQ38_RS04660,GKQ38_04655,-,-,-,AI-2E family transporter,protein-coding,-,-,-,AI-2E family transporter,20210522,-
2594798,55637336,GKQ38_RS04665,GKQ38_RS04665,GKQ38_04660,-,-,-,lamin tail domain-containing protein,protein-coding,-,-,-,lamin tail domain-containing protein,20210522,-
2594798,55637337,GKQ38_RS04670,GKQ38_RS04670,GKQ38_04665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637338,GKQ38_RS04675,GKQ38_RS04675,GKQ38_04670,-,-,-,DUF123 domain-containing protein,protein-coding,-,-,-,DUF123 domain-containing protein,20210522,-
2594798,55637339,GKQ38_RS04680,GKQ38_RS04680,GKQ38_04675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637340,GKQ38_RS04685,GKQ38_RS04685,GKQ38_04680,-,-,-,8-oxoguanine DNA glycosylase,protein-coding,-,-,-,8-oxoguanine DNA glycosylase,20210522,-
2594798,55637341,GKQ38_RS04690,GKQ38_RS04690,GKQ38_04685,-,-,-,nucleotide pyrophosphohydrolase,protein-coding,-,-,-,nucleotide pyrophosphohydrolase,20210522,-
2594798,55637342,GKQ38_RS04695,GKQ38_RS04695,GKQ38_04690,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20210522,-
2594798,55637343,GKQ38_RS04700,GKQ38_RS04700,GKQ38_04695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637344,GKQ38_RS04705,GKQ38_RS04705,GKQ38_04700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637345,GKQ38_RS04710,GKQ38_RS04710,GKQ38_04705,-,-,-,PRC-barrel domain-containing protein,protein-coding,-,-,-,PRC-barrel domain-containing protein,20210522,-
2594798,55637346,GKQ38_RS04715,GKQ38_RS04715,GKQ38_04710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637347,GKQ38_RS04720,GKQ38_RS04720,GKQ38_04715,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637348,GKQ38_RS04725,GKQ38_RS04725,GKQ38_04720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637349,GKQ38_RS04730,GKQ38_RS04730,GKQ38_04725,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20210522,-
2594798,55637350,GKQ38_RS04735,GKQ38_RS04735,GKQ38_04730,-,-,-,TIGR00270 family protein,protein-coding,-,-,-,TIGR00270 family protein,20210522,-
2594798,55637351,GKQ38_RS04740,GKQ38_RS04740,GKQ38_04735,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20210522,-
2594798,55637352,GKQ38_RS04745,GKQ38_RS04745,GKQ38_04740,-,-,-,DUF1931 domain-containing protein,protein-coding,-,-,-,DUF1931 domain-containing protein,20210522,-
2594798,55637353,GKQ38_RS04750,GKQ38_RS04750,GKQ38_04745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637354,GKQ38_RS04755,GKQ38_RS04755,GKQ38_04750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637355,GKQ38_RS04760,GKQ38_RS04760,GKQ38_04755,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637356,GKQ38_RS04765,GKQ38_RS04765,GKQ38_04760,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20210522,-
2594798,55637357,GKQ38_RS04770,GKQ38_RS04770,GKQ38_04765,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20210522,-
2594798,55637358,GKQ38_RS04775,GKQ38_RS04775,GKQ38_04770,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20210522,-
2594798,55637359,GKQ38_RS04780,GKQ38_RS04780,GKQ38_04775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637360,GKQ38_RS04785,GKQ38_RS04785,GKQ38_04780,-,-,-,50S ribosomal protein L16,protein-coding,-,-,-,50S ribosomal protein L16,20210522,-
2594798,55637361,GKQ38_RS04790,GKQ38_RS04790,GKQ38_04785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637362,dph2,GKQ38_RS04795,GKQ38_04790,-,-,-,diphthamide biosynthesis enzyme Dph2,protein-coding,-,-,-,diphthamide biosynthesis enzyme Dph2,20210522,-
2594798,55637363,GKQ38_RS04800,GKQ38_RS04800,GKQ38_04795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637364,GKQ38_RS04805,GKQ38_RS04805,GKQ38_04800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637365,GKQ38_RS04810,GKQ38_RS04810,GKQ38_04805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637366,GKQ38_RS04815,GKQ38_RS04815,GKQ38_04810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637367,GKQ38_RS04820,GKQ38_RS04820,GKQ38_04815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637368,GKQ38_RS04825,GKQ38_RS04825,GKQ38_04820,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210522,-
2594798,55637369,GKQ38_RS04830,GKQ38_RS04830,GKQ38_04825,-,-,-,TSUP family transporter,protein-coding,-,-,-,TSUP family transporter,20210522,-
2594798,55637370,GKQ38_RS04835,GKQ38_RS04835,GKQ38_04830,-,-,-,-,tRNA,-,-,-,-,20200624,-
