#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
134537,58747553,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia fungorum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200824,-
134537,61178441,imuA,A8H39_RS02955,A8H39_02950,-,-,-,translesion DNA synthesis-associated protein ImuA,protein-coding,-,-,-,translesion DNA synthesis-associated protein ImuA,20210424,-
134537,61178442,A8H39_RS02960,A8H39_RS02960,A8H39_02955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178443,A8H39_RS02965,A8H39_RS02965,A8H39_02960,-,-,-,DUF5623 domain-containing protein,protein-coding,-,-,-,DUF5623 domain-containing protein,20210417,-
134537,61178444,A8H39_RS02970,A8H39_RS02970,A8H39_02965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178445,bamE,A8H39_RS02980,A8H39_02975,-,-,-,outer membrane protein assembly factor BamE,protein-coding,-,-,-,outer membrane protein assembly factor BamE,20210424,-
134537,61178446,A8H39_RS02985,A8H39_RS02985,A8H39_02980,-,-,-,DUF3597 domain-containing protein,protein-coding,-,-,-,DUF3597 domain-containing protein,20210424,-
134537,61178447,A8H39_RS02990,A8H39_RS02990,A8H39_02985,-,-,-,DUF746 domain-containing protein,protein-coding,-,-,-,DUF746 domain-containing protein,20201230,-
134537,61178448,A8H39_RS02995,A8H39_RS02995,A8H39_02990,-,-,-,SET domain-containing protein-lysine N-methyltransferase,protein-coding,-,-,-,SET domain-containing protein-lysine N-methyltransferase,20210424,-
134537,61178449,A8H39_RS03000,A8H39_RS03000,A8H39_02995,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178450,A8H39_RS03005,A8H39_RS03005,A8H39_03000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178451,A8H39_RS03010,A8H39_RS03010,A8H39_03005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178452,A8H39_RS03015,A8H39_RS03015,A8H39_03010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178453,A8H39_RS03025,A8H39_RS03025,A8H39_03020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178454,A8H39_RS03030,A8H39_RS03030,A8H39_03025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178455,A8H39_RS03035,A8H39_RS03035,A8H39_03030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178456,A8H39_RS03040,A8H39_RS03040,A8H39_03035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178457,A8H39_RS03045,A8H39_RS03045,A8H39_03040,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201227,-
134537,61178458,A8H39_RS03050,A8H39_RS03050,A8H39_03045,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201230,-
134537,61178459,A8H39_RS03055,A8H39_RS03055,A8H39_03050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178460,A8H39_RS03060,A8H39_RS03060,A8H39_03055,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,protein-coding,-,-,-,topoisomerase DNA-binding C4 zinc finger domain-containing protein,20210417,-
134537,61178461,A8H39_RS03065,A8H39_RS03065,A8H39_03060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178462,A8H39_RS03070,A8H39_RS03070,A8H39_03065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178463,A8H39_RS03075,A8H39_RS03075,A8H39_03070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178464,A8H39_RS03080,A8H39_RS03080,A8H39_03075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178465,A8H39_RS03085,A8H39_RS03085,A8H39_03080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178466,A8H39_RS03090,A8H39_RS03090,A8H39_03085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178467,A8H39_RS03095,A8H39_RS03095,A8H39_03090,-,-,-,sel1 repeat family protein,protein-coding,-,-,-,sel1 repeat family protein,20201226,-
134537,61178468,A8H39_RS03100,A8H39_RS03100,A8H39_03095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178469,A8H39_RS03105,A8H39_RS03105,A8H39_03100,-,-,-,TraU family protein,protein-coding,-,-,-,TraU family protein,20210424,-
134537,61178470,A8H39_RS03110,A8H39_RS03110,A8H39_03105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
134537,61178471,lepB,A8H39_RS03115,A8H39_03110,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20210116,-
134537,61178472,A8H39_RS03120,A8H39_RS03120,A8H39_03115,-,-,-,TraC family protein,protein-coding,-,-,-,TraC family protein,20201230,-
134537,61178473,A8H39_RS03125,A8H39_RS03125,A8H39_03120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178474,A8H39_RS03130,A8H39_RS03130,A8H39_03125,-,-,-,TraV family lipoprotein,protein-coding,-,-,-,TraV family lipoprotein,20201227,-
134537,61178475,A8H39_RS03135,A8H39_RS03135,A8H39_03130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
134537,61178476,A8H39_RS03140,A8H39_RS03140,A8H39_03135,-,-,-,type-F conjugative transfer system secretin TraK,protein-coding,-,-,-,type-F conjugative transfer system secretin TraK,20210129,-
134537,61178477,A8H39_RS03145,A8H39_RS03145,A8H39_03140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178478,traL,A8H39_RS03150,A8H39_03145,-,-,-,type IV conjugative transfer system protein TraL,protein-coding,-,-,-,type IV conjugative transfer system protein TraL,20210424,-
134537,61178479,A8H39_RS03155,A8H39_RS03155,A8H39_03150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178480,A8H39_RS03165,A8H39_RS03165,A8H39_03160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178481,A8H39_RS03170,A8H39_RS03170,A8H39_03165,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20210424,-
134537,61178482,tadA,A8H39_RS03175,A8H39_03170,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20201230,-
134537,61178483,A8H39_RS03180,A8H39_RS03180,A8H39_03175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178484,A8H39_RS03185,A8H39_RS03185,A8H39_03180,-,-,-,lytic transglycosylase domain-containing protein,protein-coding,-,-,-,lytic transglycosylase domain-containing protein,20210417,-
134537,61178485,A8H39_RS03190,A8H39_RS03190,A8H39_03185,-,-,-,conjugal transfer protein TraF,protein-coding,-,-,-,conjugal transfer protein TraF,20210417,-
134537,61178486,A8H39_RS03195,A8H39_RS03195,A8H39_03190,-,-,-,conjugal transfer protein TraH,protein-coding,-,-,-,conjugal transfer protein TraH,20210129,-
134537,61178487,A8H39_RS03200,A8H39_RS03200,A8H39_03195,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20210424,-
134537,61178488,A8H39_RS03205,A8H39_RS03205,A8H39_03200,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61178489,A8H39_RS03215,A8H39_RS03215,A8H39_03210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178490,A8H39_RS03220,A8H39_RS03220,A8H39_03215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178491,A8H39_RS03225,A8H39_RS03225,A8H39_03220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178492,A8H39_RS03230,A8H39_RS03230,A8H39_03225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178493,A8H39_RS03235,A8H39_RS03235,A8H39_03230,-,-,-,IS701 family transposase,protein-coding,-,-,-,IS701 family transposase,20210424,-
134537,61178494,A8H39_RS03240,A8H39_RS03240,A8H39_03235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178495,A8H39_RS03245,A8H39_RS03245,A8H39_03240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178496,A8H39_RS03260,A8H39_RS03260,A8H39_03255,-,-,-,type IV secretion system DNA-binding domain-containing protein,protein-coding,-,-,-,type IV secretion system DNA-binding domain-containing protein,20210424,-
134537,61178497,A8H39_RS03265,A8H39_RS03265,A8H39_03260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178498,A8H39_RS03270,A8H39_RS03270,A8H39_03265,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201230,-
134537,61178499,A8H39_RS03275,A8H39_RS03275,A8H39_03270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178500,A8H39_RS03280,A8H39_RS03280,A8H39_03275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178501,A8H39_RS03285,A8H39_RS03285,A8H39_03280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178502,A8H39_RS03290,A8H39_RS03290,A8H39_03285,-,-,-,RepA,protein-coding,-,-,-,RepA,20201227,-
134537,61178503,A8H39_RS03295,A8H39_RS03295,A8H39_03290,-,-,-,transposase,protein-coding,-,-,-,transposase,20201227,-
134537,61178504,A8H39_RS03300,A8H39_RS03300,A8H39_03295,-,-,-,IS21 family transposase,protein-coding,-,-,-,IS21 family transposase,20201227,-
134537,61178505,A8H39_RS03305,A8H39_RS03305,A8H39_03300,-,-,-,IS21-like element IS408 family helper ATPase IstB,protein-coding,-,-,-,IS21-like element IS408 family helper ATPase IstB,20201227,-
134537,61178506,A8H39_RS03310,A8H39_RS03310,A8H39_03305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178507,A8H39_RS03315,A8H39_RS03315,A8H39_03310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178508,A8H39_RS03320,A8H39_RS03320,A8H39_03315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178509,A8H39_RS03325,A8H39_RS03325,A8H39_03320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178510,A8H39_RS03335,A8H39_RS03335,A8H39_03330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178511,A8H39_RS03340,A8H39_RS03340,A8H39_03335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178512,A8H39_RS03345,A8H39_RS03345,A8H39_03340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178513,A8H39_RS03350,A8H39_RS03350,A8H39_03345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178514,A8H39_RS03355,A8H39_RS03355,A8H39_03350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178515,A8H39_RS03360,A8H39_RS03360,A8H39_03355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178516,A8H39_RS03365,A8H39_RS03365,A8H39_03360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178517,A8H39_RS03370,A8H39_RS03370,A8H39_03365,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61178518,A8H39_RS03375,A8H39_RS03375,A8H39_03370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178519,A8H39_RS03380,A8H39_RS03380,A8H39_03375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178520,A8H39_RS03390,A8H39_RS03390,A8H39_03385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178521,A8H39_RS03395,A8H39_RS03395,A8H39_03390,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210424,-
134537,61178522,A8H39_RS03400,A8H39_RS03400,A8H39_03395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178523,A8H39_RS03405,A8H39_RS03405,A8H39_03400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178524,A8H39_RS03410,A8H39_RS03410,A8H39_03405,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178525,A8H39_RS03415,A8H39_RS03415,A8H39_03410,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178526,A8H39_RS03420,A8H39_RS03420,A8H39_03415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178527,A8H39_RS03425,A8H39_RS03425,A8H39_03420,-,-,-,DUF2786 domain-containing protein,protein-coding,-,-,-,DUF2786 domain-containing protein,20201230,-
134537,61178528,A8H39_RS03430,A8H39_RS03430,A8H39_03425,-,-,-,DsbC family protein,protein-coding,-,-,-,DsbC family protein,20201230,-
134537,61178529,A8H39_RS03435,A8H39_RS03435,A8H39_03430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178530,A8H39_RS03440,A8H39_RS03440,A8H39_03435,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178531,A8H39_RS03445,A8H39_RS03445,A8H39_03440,-,-,-,ParM/StbA family protein,protein-coding,-,-,-,ParM/StbA family protein,20201227,-
134537,61178532,A8H39_RS03450,A8H39_RS03450,A8H39_03445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178533,A8H39_RS03455,A8H39_RS03455,A8H39_03450,-,-,-,conjugal transfer protein TraG N-terminal domain-containing protein,protein-coding,-,-,-,conjugal transfer protein TraG N-terminal domain-containing protein,20210424,-
134537,61178534,A8H39_RS03460,A8H39_RS03460,A8H39_03455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178535,A8H39_RS03465,A8H39_RS03465,A8H39_03460,-,-,-,DUF1738 domain-containing protein,protein-coding,-,-,-,DUF1738 domain-containing protein,20210417,-
134537,61178536,A8H39_RS03470,A8H39_RS03470,A8H39_03465,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210327,-
134537,61178537,A8H39_RS03475,A8H39_RS03475,A8H39_03470,-,-,-,YqaJ viral recombinase family protein,protein-coding,-,-,-,YqaJ viral recombinase family protein,20210424,-
134537,61178538,A8H39_RS03480,A8H39_RS03480,A8H39_03475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178539,A8H39_RS03485,A8H39_RS03485,A8H39_03480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210116,-
134537,61178540,A8H39_RS03490,A8H39_RS03490,A8H39_03485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178541,A8H39_RS03495,A8H39_RS03495,A8H39_03490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178542,A8H39_RS03500,A8H39_RS03500,A8H39_03495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178543,A8H39_RS03505,A8H39_RS03505,A8H39_03500,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201230,-
134537,61178544,A8H39_RS03510,A8H39_RS03510,A8H39_03505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178545,A8H39_RS03515,A8H39_RS03515,A8H39_03510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178546,A8H39_RS03520,A8H39_RS03520,A8H39_03515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178547,A8H39_RS03525,A8H39_RS03525,A8H39_03520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178548,A8H39_RS03530,A8H39_RS03530,A8H39_03525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178549,A8H39_RS03535,A8H39_RS03535,A8H39_03530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178550,A8H39_RS03540,A8H39_RS03540,A8H39_03535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178551,A8H39_RS03545,A8H39_RS03545,A8H39_03540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178552,A8H39_RS03550,A8H39_RS03550,A8H39_03545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178553,A8H39_RS03555,A8H39_RS03555,A8H39_03550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
134537,61178554,A8H39_RS03560,A8H39_RS03560,A8H39_03555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178555,A8H39_RS03570,A8H39_RS03570,A8H39_03565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178556,A8H39_RS03575,A8H39_RS03575,A8H39_03570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178557,A8H39_RS03580,A8H39_RS03580,A8H39_03575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178558,A8H39_RS03590,A8H39_RS03590,A8H39_03585,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20210417,-
134537,61178559,A8H39_RS03595,A8H39_RS03595,A8H39_03590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178560,A8H39_RS03600,A8H39_RS03600,A8H39_03595,-,-,-,TcpQ domain-containing protein,protein-coding,-,-,-,TcpQ domain-containing protein,20210424,-
134537,61178561,A8H39_RS03605,A8H39_RS03605,A8H39_03600,-,-,-,CAP domain-containing protein,protein-coding,-,-,-,CAP domain-containing protein,20210424,-
134537,61178562,pilV,A8H39_RS03620,A8H39_03615,-,-,-,shufflon system plasmid conjugative transfer pilus tip adhesin PilV,protein-coding,-,-,-,shufflon system plasmid conjugative transfer pilus tip adhesin PilV,20201230,-
134537,61178563,A8H39_RS03625,A8H39_RS03625,A8H39_03620,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178564,A8H39_RS03630,A8H39_RS03630,A8H39_03625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178565,A8H39_RS03635,A8H39_RS03635,A8H39_03630,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210424,-
134537,61178566,tadA,A8H39_RS03640,A8H39_03635,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20210417,-
134537,61178567,pilO2,A8H39_RS03645,A8H39_03640,-,-,-,type 4b pilus protein PilO2,protein-coding,-,-,-,type 4b pilus protein PilO2,20210424,-
134537,61178568,A8H39_RS03650,A8H39_RS03650,A8H39_03645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178569,A8H39_RS03655,A8H39_RS03655,A8H39_03650,-,-,-,pilus assembly protein PilN,protein-coding,-,-,-,pilus assembly protein PilN,20201226,-
134537,61178570,A8H39_RS03660,A8H39_RS03660,A8H39_03655,-,-,-,TcpQ domain-containing protein,protein-coding,-,-,-,TcpQ domain-containing protein,20210417,-
134537,61178571,A8H39_RS03670,A8H39_RS03670,A8H39_03665,-,-,-,replication initiation protein,protein-coding,-,-,-,replication initiation protein,20210424,-
134537,61178572,A8H39_RS03675,A8H39_RS03675,A8H39_03670,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201230,-
134537,61178573,A8H39_RS03680,A8H39_RS03680,A8H39_03675,-,-,-,ParB/RepB/Spo0J family partition protein,protein-coding,-,-,-,ParB/RepB/Spo0J family partition protein,20201230,-
134537,61178574,A8H39_RS03685,A8H39_RS03685,A8H39_03680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61178575,A8H39_RS03690,A8H39_RS03690,A8H39_03685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61178576,A8H39_RS03695,A8H39_RS03695,A8H39_03690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178577,A8H39_RS03700,A8H39_RS03700,A8H39_03695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61178578,A8H39_RS03705,A8H39_RS03705,A8H39_03700,-,-,-,cation transporter,protein-coding,-,-,-,cation transporter,20201230,-
134537,61178579,cadR,A8H39_RS03710,A8H39_03705,-,-,-,Cd(II)/Pb(II)-responsive transcriptional regulator,protein-coding,-,-,-,Cd(II)/Pb(II)-responsive transcriptional regulator,20201230,-
