#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5699547,GL50803_0015244,GL50803_0015244,GL50803_15244,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699548,GL50803_008880,GL50803_008880,GL50803_8880,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699549,GL50803_0028657,GL50803_0028657,GL50803_28657,-,4,-,Tetratricopeptide repeat-containing protein,protein-coding,-,-,-,Tetratricopeptide repeat-containing protein,20201210,-
5741,5699550,GL50803_008883,GL50803_008883,GL50803_8883,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699551,GL50803_0016558,GL50803_0016558,GL50803_16558,-,4,-,Phosphatidylinositol 4-kinase,protein-coding,-,-,-,Phosphatidylinositol 4-kinase,20201210,-
5741,5699552,GL50803_008886,GL50803_008886,GL50803_8886,-,4,-,Kinesin-14,protein-coding,-,-,-,Kinesin-14,20201210,-
5741,5699553,GL50803_0014796,GL50803_0014796,GL50803_14796,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699554,GL50803_0014797,GL50803_0014797,GL50803_14797,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699555,GL50803_008890,GL50803_008890,GL50803_8890,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699557,GL50803_008892,GL50803_008892,GL50803_8892,-,4,-,putative U3 small nucleolar RNA-associated protein 6,protein-coding,-,-,-,putative U3 small nucleolar RNA-associated protein 6,20201210,-
5741,5699559,GL50803_0086934,GL50803_0086934,GL50803_86934,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699562,GL50803_00102575,GL50803_00102575,GL50803_102575,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699563,GL50803_00112008,GL50803_00112008,GL50803_112008,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5699564,GL50803_00t0035,GL50803_00t0035,GL50803_t0035,-,4,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5699565,GL50803_0014241,GL50803_0014241,GL50803_14241,-,5,-,C3HC4-type zinc-finger domain-containing protein,protein-coding,-,-,-,C3HC4-type zinc-finger domain-containing protein,20201210,-
5741,5699566,GL50803_00t0031,GL50803_00t0031,GL50803_t0031,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5699567,GL50803_006563,GL50803_006563,GL50803_6563,-,5,-,Uracil phosphoribosyltransferase,protein-coding,-,-,-,Uracil phosphoribosyltransferase,20201210,-
5741,5699568,GL50803_006564,GL50803_006564,GL50803_6564,-,5,-,Proliferating cell nuclear antigen,protein-coding,-,-,-,Proliferating cell nuclear antigen,20201210,-
5741,5699571,GL50803_0035180,GL50803_0035180,GL50803_35180,-,5,-,GTOR,protein-coding,-,-,-,GTOR,20201210,-
5741,5699574,GL50803_007728,GL50803_007728,GL50803_7728,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5699577,GL50803_0024400,GL50803_0024400,GL50803_24400,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699580,GL50803_0014242,GL50803_0014242,GL50803_14242,-,5,-,putative Dynein heavy chain,protein-coding,-,-,-,putative Dynein heavy chain,20210417,-
5741,5699581,GL50803_0032730,GL50803_0032730,GL50803_32730,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699583,GL50803_0016554,GL50803_0016554,GL50803_16554,-,5,-,putative Splicing factor U2AF subunit,protein-coding,-,-,-,putative Splicing factor U2AF subunit,20210424,-
5741,5699585,GL50803_00t0032,GL50803_00t0032,GL50803_t0032,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5699586,GL50803_00t0033,GL50803_00t0033,GL50803_t0033,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5699587,GL50803_0014525,GL50803_0014525,GL50803_14525,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699588,GL50803_0016194,GL50803_0016194,GL50803_16194,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699589,GL50803_0021622,GL50803_0021622,GL50803_21622,-,5,-,Ring finger domain-containing protein,protein-coding,-,-,-,Ring finger domain-containing protein,20201210,-
5741,5699590,GL50803_0013901,GL50803_0013901,GL50803_13901,-,5,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5699592,GL50803_0016556,GL50803_0016556,GL50803_16556,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699593,GL50803_0024471,GL50803_0024471,GL50803_24471,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699595,GL50803_00114161,GL50803_00114161,GL50803_114161,-,5,-,High cysteine membrane protein EGF-like,pseudo,-,-,-,-,20201210,-
5741,5699597,GL50803_008025,GL50803_008025,GL50803_8025,-,5,-,Nuclear ATP/GTP-binding protein,protein-coding,-,-,-,Nuclear ATP/GTP-binding protein,20201210,-
5741,5699598,GL50803_008026,GL50803_008026,GL50803_8026,-,5,-,"Cleavage and polyadenylation specificity factor, 73 kDa subunit",protein-coding,-,-,-,"Cleavage and polyadenylation specificity factor, 73 kDa subunit",20201210,-
5741,5699599,GL50803_0016552,GL50803_0016552,GL50803_16552,-,5,-,Phosphomevalonate kinase,protein-coding,-,-,-,Phosphomevalonate kinase,20201210,-
5741,5699600,GL50803_0016553,GL50803_0016553,GL50803_16553,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699601,GL50803_0086761,GL50803_0086761,GL50803_86761,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699602,GL50803_0016550,GL50803_0016550,GL50803_16550,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699604,GL50803_0014364,GL50803_0014364,GL50803_14364,-,5,-,"Kinase, CAMK CAMKL",protein-coding,-,-,-,"Kinase, CAMK CAMKL",20201210,-
5741,5699606,GL50803_0016549,GL50803_0016549,GL50803_16549,-,5,-,Uridine kinase,protein-coding,-,-,-,Uridine kinase,20201210,-
5741,5699607,GL50803_0016548,GL50803_0016548,GL50803_16548,-,5,-,PX domain-containing protein,protein-coding,-,-,-,PX domain-containing protein,20210424,-
5741,5699608,GL50803_007114,GL50803_007114,GL50803_7114,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699610,GL50803_0014362,GL50803_0014362,GL50803_14362,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699611,GL50803_0014361,GL50803_0014361,GL50803_14361,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699612,GL50803_007110,GL50803_007110,GL50803_7110,-,5,-,Ubiquitin,protein-coding,-,-,-,Ubiquitin,20201210,-
5741,5699613,GL50803_0014360,GL50803_0014360,GL50803_14360,-,5,-,Tenascin-like protein,protein-coding,-,-,-,Tenascin-like protein,20201210,-
5741,5699615,GL50803_007103,GL50803_007103,GL50803_7103,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699616,GL50803_0016547,GL50803_0016547,GL50803_16547,-,5,-,Intraflagellar transport protein IFT122,protein-coding,-,-,-,Intraflagellar transport protein IFT122,20201210,-
5741,5699619,GL50803_002366,GL50803_002366,GL50803_2366,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699620,GL50803_00104031,GL50803_00104031,GL50803_104031,-,5,-,putative Glycogen synthase,protein-coding,-,-,-,putative Glycogen synthase,20201210,-
5741,5699621,GL50803_001903,GL50803_001903,GL50803_1903,-,5,-,Glutamine methyltransferase,protein-coding,-,-,-,Glutamine methyltransferase,20201210,-
5741,5699624,GL50803_0014783,GL50803_0014783,GL50803_14783,-,5,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20201210,-
5741,5699627,GL50803_008827,GL50803_008827,GL50803_8827,-,5,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201210,-
5741,5699628,GL50803_008826,GL50803_008826,GL50803_8826,-,5,-,Glucokinase,protein-coding,-,-,-,Glucokinase,20201210,-
5741,5699630,GL50803_0037711,GL50803_0037711,GL50803_37711,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699632,GL50803_008822,GL50803_008822,GL50803_8822,-,5,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",protein-coding,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",20201210,-
5741,5699634,GL50803_008821,GL50803_008821,GL50803_8821,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699635,GL50803_008820,GL50803_008820,GL50803_8820,-,5,-,putative Spindle pole protein,protein-coding,-,-,-,putative Spindle pole protein,20201210,-
5741,5699636,GL50803_008819,GL50803_008819,GL50803_8819,-,5,-,Cia2,protein-coding,-,-,-,Cia2,20201210,-
5741,5699638,GL50803_00102034,GL50803_00102034,GL50803_102034,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699639,GL50803_008816,GL50803_008816,GL50803_8816,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699640,GL50803_0017112,GL50803_0017112,GL50803_17112,-,5,-,putative U3 small nucleolar ribonucleoprotein IMP4,protein-coding,-,-,-,putative U3 small nucleolar ribonucleoprotein IMP4,20201210,-
5741,5699641,GL50803_001657,GL50803_001657,GL50803_1657,-,5,-,Translation initiation factor,protein-coding,-,-,-,Translation initiation factor,20201210,-
5741,5699642,GL50803_001656,GL50803_001656,GL50803_1656,-,5,-,"Kinase, STE STE11",protein-coding,-,-,-,"Kinase, STE STE11",20201210,-
5741,5699644,GL50803_0017111,GL50803_0017111,GL50803_17111,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699645,GL50803_0017110,GL50803_0017110,GL50803_17110,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699646,GL50803_0022338,GL50803_0022338,GL50803_22338,-,5,-,mRNA cap guanine-N7 methyltransferase,protein-coding,-,-,-,mRNA cap guanine-N7 methyltransferase,20201210,-
5741,5699647,GL50803_002906,GL50803_002906,GL50803_2906,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699648,GL50803_0017109,GL50803_0017109,GL50803_17109,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699649,GL50803_006430,GL50803_006430,GL50803_6430,-,5,-,14-3-3 protein,protein-coding,-,-,-,14-3-3 protein,20201210,-
5741,5699650,GL50803_0014200,GL50803_0014200,GL50803_14200,-,5,-,Molybdenum cofactor sulfurase,protein-coding,-,-,-,Molybdenum cofactor sulfurase,20201210,-
5741,5699652,GL50803_006427,GL50803_006427,GL50803_6427,-,5,-,Major facilitator family transporter,protein-coding,-,-,-,Major facilitator family transporter,20201210,-
5741,5699653,GL50803_0027852,GL50803_0027852,GL50803_27852,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699654,GL50803_0017106,GL50803_0017106,GL50803_17106,-,5,-,26S protease regulatory subunit 8,protein-coding,-,-,-,26S protease regulatory subunit 8,20201210,-
5741,5699655,GL50803_006423,GL50803_006423,GL50803_6423,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699656,GL50803_006422,GL50803_006422,GL50803_6422,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699657,GL50803_0017105,GL50803_0017105,GL50803_17105,-,5,-,Intraflagellar transport protein IFT172,protein-coding,-,-,-,Intraflagellar transport protein IFT172,20201210,-
5741,5699660,GL50803_00102051,GL50803_00102051,GL50803_102051,-,5,-,Amino acid transporter family,protein-coding,-,-,-,Amino acid transporter family,20201210,-
5741,5699663,GL50803_0017104,GL50803_0017104,GL50803_17104,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699666,GL50803_0017103,GL50803_0017103,GL50803_17103,-,5,-,Orc1/CDC6,protein-coding,-,-,-,Orc1/CDC6,20201210,-
5741,5699669,GL50803_00t0034,GL50803_00t0034,GL50803_t0034,-,5,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5699670,GL50803_0017102,GL50803_0017102,GL50803_17102,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699672,GL50803_00102056,GL50803_00102056,GL50803_102056,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699673,GL50803_0013239,GL50803_0013239,GL50803_13239,-,5,-,Dynein heavy chain and region D6 of dynein motor containing protein,protein-coding,-,-,-,Dynein heavy chain and region D6 of dynein motor containing protein,20201210,-
5741,5699675,GL50803_0092673,GL50803_0092673,GL50803_92673,-,5,-,Rad3-related DNA helicase,protein-coding,-,-,-,Rad3-related DNA helicase,20201210,-
5741,5699678,GL50803_005180,GL50803_005180,GL50803_5180,-,5,-,Peptide methionine sulfoxide reductase msrB,protein-coding,-,-,-,Peptide methionine sulfoxide reductase msrB,20201210,-
5741,5699679,GL50803_00102978,GL50803_00102978,GL50803_102978,-,5,-,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase,protein-coding,-,-,-,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase,20201210,-
5741,5699683,GL50803_0023694,GL50803_0023694,GL50803_23694,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699684,GL50803_009219,GL50803_009219,GL50803_9219,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699685,GL50803_0014905,GL50803_0014905,GL50803_14905,-,5,-,Nuclear LIM interactor-interacting factor 1,protein-coding,-,-,-,Nuclear LIM interactor-interacting factor 1,20201210,-
5741,5699686,GL50803_0092602,GL50803_0092602,GL50803_92602,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699688,GL50803_00121046,GL50803_00121046,GL50803_121046,-,5,-,Histone H2B,protein-coding,-,-,-,Histone H2B,20201210,-
5741,5699689,GL50803_005171,GL50803_005171,GL50803_5171,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5699691,GL50803_005183,GL50803_005183,GL50803_5183,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699692,GL50803_0016700,GL50803_0016700,GL50803_16700,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699693,GL50803_0016701,GL50803_0016701,GL50803_16701,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699695,GL50803_005593,GL50803_005593,GL50803_5593,-,5,-,Ribosomal protein L11,protein-coding,-,-,-,Ribosomal protein L11,20201210,-
5741,5699696,GL50803_00137689,GL50803_00137689,GL50803_137689,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699698,GL50803_00121045,GL50803_00121045,GL50803_121045,-,5,-,Histone H2B,protein-coding,-,-,-,Histone H2B,20201210,-
5741,5699699,GL50803_0016699,GL50803_0016699,GL50803_16699,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699701,GL50803_0016460,GL50803_0016460,GL50803_16460,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5699703,GL50803_009213,GL50803_009213,GL50803_9213,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699704,GL50803_0023699,GL50803_0023699,GL50803_23699,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699705,GL50803_009210,GL50803_009210,GL50803_9210,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699708,GL50803_0017205,GL50803_0017205,GL50803_17205,-,5,-,5' nucleotidase family protein,protein-coding,-,-,-,5' nucleotidase family protein,20201210,-
5741,5699709,GL50803_0092618,GL50803_0092618,GL50803_92618,-,5,-,Nicotinamide-nucleotide adenylyltransferase,protein-coding,-,-,-,Nicotinamide-nucleotide adenylyltransferase,20201210,-
5741,5699711,GL50803_0017203,GL50803_0017203,GL50803_17203,-,5,-,SacB,protein-coding,-,-,-,SacB,20201210,-
5741,5699712,GL50803_0011196,GL50803_0011196,GL50803_11196,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699717,GL50803_0011201,GL50803_0011201,GL50803_11201,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699718,GL50803_0015367,GL50803_0015367,GL50803_15367,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5699720,GL50803_0015368,GL50803_0015368,GL50803_15368,-,5,-,Katanin (p60),protein-coding,-,-,-,Katanin (p60),20201210,-
5741,5699721,GL50803_0011204,GL50803_0011204,GL50803_11204,-,5,-,Rab-GTPase-TBC domain-containing protein,protein-coding,-,-,-,Rab-GTPase-TBC domain-containing protein,20201210,-
5741,5699722,GL50803_0011207,GL50803_0011207,GL50803_11207,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699723,GL50803_0011209,GL50803_0011209,GL50803_11209,-,5,-,Cathepsin L,protein-coding,-,-,-,Cathepsin L,20201210,-
5741,5699724,GL50803_0092645,GL50803_0092645,GL50803_92645,-,5,-,5' nucleotidase family protein,protein-coding,-,-,-,5' nucleotidase family protein,20201210,-
5741,5699725,GL50803_0093938,GL50803_0093938,GL50803_93938,-,5,-,"Triosephosphate isomerase, cytosolic",protein-coding,-,-,-,"Triosephosphate isomerase, cytosolic",20201210,-
5741,5699727,GL50803_0017200,GL50803_0017200,GL50803_17200,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699728,GL50803_0011214,GL50803_0011214,GL50803_11214,-,5,-,"Kinase, AGC PKA",protein-coding,-,-,-,"Kinase, AGC PKA",20201210,-
5741,5699729,GL50803_0017199,GL50803_0017199,GL50803_17199,-,5,-,Sun/nucleolar protein family protein,protein-coding,-,-,-,Sun/nucleolar protein family protein,20201210,-
5741,5699731,GL50803_0017198,GL50803_0017198,GL50803_17198,-,5,-,Leucine-rich repeat protein,protein-coding,-,-,-,Leucine-rich repeat protein,20201210,-
5741,5699732,GL50803_0011218,GL50803_0011218,GL50803_11218,-,5,-,Inositol hexakisphosphate kinase,protein-coding,-,-,-,Inositol hexakisphosphate kinase,20201210,-
5741,5699734,GL50803_0039587,GL50803_0039587,GL50803_39587,-,5,-,Translation initiation factor,protein-coding,-,-,-,Translation initiation factor,20201210,-
5741,5699735,GL50803_0011220,GL50803_0011220,GL50803_11220,-,5,-,Qa-SNARE 4,protein-coding,-,-,-,Qa-SNARE 4,20201210,-
5741,5699736,GL50803_0015376,GL50803_0015376,GL50803_15376,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699737,GL50803_0015377,GL50803_0015377,GL50803_15377,-,5,-,"Metallocarboxypeptidase, M14 family protein",protein-coding,-,-,-,"Metallocarboxypeptidase, M14 family protein",20201210,-
5741,5699738,GL50803_00103676,GL50803_00103676,GL50803_103676,-,5,-,Alpha-tubulin 1,protein-coding,-,-,-,Alpha-tubulin 1,20201210,-
5741,5699740,GL50803_001995,GL50803_001995,GL50803_1995,-,5,-,Proteasome subunit beta type 4,protein-coding,-,-,-,Proteasome subunit beta type 4,20201210,-
5741,5699741,GL50803_0017195,GL50803_0017195,GL50803_17195,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699742,GL50803_0013940,GL50803_0013940,GL50803_13940,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699743,GL50803_0013941,GL50803_0013941,GL50803_13941,-,5,-,putative Histidinol-phosphatase,protein-coding,-,-,-,putative Histidinol-phosphatase,20201210,-
5741,5699744,GL50803_0013942,GL50803_0013942,GL50803_13942,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5699745,GL50803_0013943,GL50803_0013943,GL50803_13943,-,5,-,Eukaryotic translation initiation factor 2 alpha subunit,protein-coding,-,-,-,Eukaryotic translation initiation factor 2 alpha subunit,20201210,-
5741,5699746,GL50803_0021485,GL50803_0021485,GL50803_21485,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
