#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4781,36395056,PHALS_00001,PHALS_00001,-,-,Unknown,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",protein-coding,-,-,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",20201008,-
4781,36399117,PHALS_04062,PHALS_04062,-,-,Unknown,-,PDZ domain,protein-coding,-,-,-,PDZ domain,20201008,-
4781,36399118,PHALS_04063,PHALS_04063,-,-,Unknown,-,Ubiquitin-like protein,protein-coding,-,-,-,Ubiquitin-like protein,20201008,-
4781,36399119,PHALS_04064,PHALS_04064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399120,PHALS_04065,PHALS_04065,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399121,PHALS_04066,PHALS_04066,-,-,Unknown,-,multidrug resistance protein abc superfamily,protein-coding,-,-,-,multidrug resistance protein abc superfamily,20201008,-
4781,36399122,PHALS_04067,PHALS_04067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36399123,PHALS_04068,PHALS_04068,-,-,Unknown,-,methyltransfer with n-terminal ankyrin repeats,protein-coding,-,-,-,methyltransfer with n-terminal ankyrin repeats,20201008,-
4781,36399124,PHALS_04069,PHALS_04069,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36399125,PHALS_04070,PHALS_04070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399126,PHALS_04071,PHALS_04071,-,-,Unknown,-,protein prolifera-like,protein-coding,-,-,-,protein prolifera-like,20201008,-
4781,36399127,PHALS_04072,PHALS_04072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399128,PHALS_04073,PHALS_04073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399129,PHALS_04074,PHALS_04074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399130,PHALS_04075,PHALS_04075,-,-,Unknown,-,gag-pol polyprotein,protein-coding,-,-,-,gag-pol polyprotein,20201008,-
4781,36399131,PHALS_04076,PHALS_04076,-,-,Unknown,-,Ran-binding protein RANBP1 and related RanBD domain proteins,protein-coding,-,-,-,Ran-binding protein RANBP1 and related RanBD domain proteins,20201008,-
4781,36399132,PHALS_04077,PHALS_04077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399133,PHALS_04078,PHALS_04078,-,-,Unknown,-,3-methyladenine DNA glycosidase,protein-coding,-,-,-,3-methyladenine DNA glycosidase,20201008,-
4781,36399134,PHALS_04079,PHALS_04079,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399135,PHALS_04080,PHALS_04080,-,-,Unknown,-,dynein heavy chain,protein-coding,-,-,-,dynein heavy chain,20201008,-
4781,36399136,PHALS_04081,PHALS_04081,-,-,Unknown,-,nuclear protein x1,protein-coding,-,-,-,nuclear protein x1,20201008,-
4781,36399137,PHALS_04082,PHALS_04082,-,-,Unknown,-,ck1 ttbk protein kinase,protein-coding,-,-,-,ck1 ttbk protein kinase,20201008,-
4781,36399138,PHALS_04083,PHALS_04083,-,-,Unknown,-,dynein heavy outer arm,protein-coding,-,-,-,dynein heavy outer arm,20201008,-
4781,36399139,PHALS_04084,PHALS_04084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399140,PHALS_04085,PHALS_04085,-,-,Unknown,-,hypothetical protein PPTG_12742,protein-coding,-,-,-,hypothetical protein PPTG_12742,20201008,-
4781,36399141,PHALS_04086,PHALS_04086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399142,PHALS_04087,PHALS_04087,-,-,Unknown,-,hypothetical protein F443_11938,protein-coding,-,-,-,hypothetical protein F443_11938,20201008,-
4781,36399143,PHALS_04088,PHALS_04088,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36399144,PHALS_04089,PHALS_04089,-,-,Unknown,-,serine protease family,protein-coding,-,-,-,serine protease family,20201008,-
4781,36399145,PHALS_04090,PHALS_04090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399146,PHALS_04091,PHALS_04091,-,-,Unknown,-,had-superfamily hydrolase,protein-coding,-,-,-,had-superfamily hydrolase,20201008,-
4781,36399147,PHALS_04092,PHALS_04092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399148,PHALS_04093,PHALS_04093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399149,PHALS_04094,PHALS_04094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399150,PHALS_04095,PHALS_04095,-,-,Unknown,-,heat shock protein 70,protein-coding,-,-,-,heat shock protein 70,20201008,-
4781,36399151,PHALS_04096,PHALS_04096,-,-,Unknown,-,small nuclear ribonucleoprotein sm d2,protein-coding,-,-,-,small nuclear ribonucleoprotein sm d2,20201008,-
4781,36399152,PHALS_04097,PHALS_04097,-,-,Unknown,-,F-box domain,protein-coding,-,-,-,F-box domain,20201008,-
4781,36399153,PHALS_04098,PHALS_04098,-,-,Unknown,-,cmgc mapk protein kinase,protein-coding,-,-,-,cmgc mapk protein kinase,20201008,-
4781,36399154,PHALS_04099,PHALS_04099,-,-,Unknown,-,Tub family proteins,protein-coding,-,-,-,Tub family proteins,20201008,-
4781,36399155,PHALS_04100,PHALS_04100,-,-,Unknown,-,Regulator of nuclear mRNA,protein-coding,-,-,-,Regulator of nuclear mRNA,20201008,-
4781,36399156,PHALS_04101,PHALS_04101,-,-,Unknown,-,RNA-binding Ran Zn-finger protein and related proteins,protein-coding,-,-,-,RNA-binding Ran Zn-finger protein and related proteins,20201008,-
4781,36399157,PHALS_04102,PHALS_04102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399158,PHALS_04103,PHALS_04103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399159,PHALS_04104,PHALS_04104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399160,PHALS_04105,PHALS_04105,-,-,Unknown,-,nek protein kinase,protein-coding,-,-,-,nek protein kinase,20201008,-
4781,36399161,PHALS_04106,PHALS_04106,-,-,Unknown,-,ctd small phosphatase-like,protein-coding,-,-,-,ctd small phosphatase-like,20201008,-
4781,36399162,PHALS_04107,PHALS_04107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399163,PHALS_04108,PHALS_04108,-,-,Unknown,-,rab11 family,protein-coding,-,-,-,rab11 family,20201008,-
4781,36399164,PHALS_04109,PHALS_04109,-,-,Unknown,-,hypothetical protein L915_18630,protein-coding,-,-,-,hypothetical protein L915_18630,20201008,-
4781,36399165,PHALS_04110,PHALS_04110,-,-,Unknown,-,hypothetical protein L916_18535,protein-coding,-,-,-,hypothetical protein L916_18535,20201008,-
4781,36399166,PHALS_04111,PHALS_04111,-,-,Unknown,-,"IQ motif, EF-hand binding site",protein-coding,-,-,-,"IQ motif, EF-hand binding site",20201008,-
4781,36399167,PHALS_04112,PHALS_04112,-,-,Unknown,-,exosome complex exonuclease rrp6-like protein,protein-coding,-,-,-,exosome complex exonuclease rrp6-like protein,20201008,-
4781,36399168,PHALS_04113,PHALS_04113,-,-,Unknown,-,exosome complex exonuclease rrp6-like protein,protein-coding,-,-,-,exosome complex exonuclease rrp6-like protein,20201008,-
4781,36399169,PHALS_04114,PHALS_04114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399170,PHALS_04115,PHALS_04115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399171,PHALS_04116,PHALS_04116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399172,PHALS_04117,PHALS_04117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399173,PHALS_04118,PHALS_04118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399174,PHALS_04119,PHALS_04119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399175,PHALS_04120,PHALS_04120,-,-,Unknown,-,stearoyl-desaturase 5,protein-coding,-,-,-,stearoyl-desaturase 5,20201008,-
4781,36399176,PHALS_04121,PHALS_04121,-,-,Unknown,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20201008,-
4781,36399177,PHALS_04122,PHALS_04122,-,-,Unknown,-,dynein heavy chain family protein,protein-coding,-,-,-,dynein heavy chain family protein,20201008,-
4781,36399178,PHALS_04123,PHALS_04123,-,-,Unknown,-,autophagy-related protein 3-like,protein-coding,-,-,-,autophagy-related protein 3-like,20201008,-
4781,36399179,PHALS_04124,PHALS_04124,-,-,Unknown,-,NUDIX hydrolase domain-like,protein-coding,-,-,-,NUDIX hydrolase domain-like,20201008,-
4781,36399180,PHALS_04125,PHALS_04125,-,-,Unknown,-,gtp-binding protein gb2,protein-coding,-,-,-,gtp-binding protein gb2,20201008,-
4781,36399181,PHALS_04126,PHALS_04126,-,-,Unknown,-,Protein of unknown function DUF501,protein-coding,-,-,-,Protein of unknown function DUF501,20201008,-
4781,36399182,PHALS_04127,PHALS_04127,-,-,Unknown,-,"Uncharacterized conserved protein, contains LRR repeats",protein-coding,-,-,-,"Uncharacterized conserved protein, contains LRR repeats",20201008,-
4781,36399183,PHALS_04128,PHALS_04128,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399184,PHALS_04129,PHALS_04129,-,-,Unknown,-,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,protein-coding,-,-,-,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,20201008,-
4781,36399185,PHALS_04130,PHALS_04130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36399186,PHALS_04131,PHALS_04131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36399187,PHALS_04132,PHALS_04132,-,-,Unknown,-,FKBP-type peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,FKBP-type peptidyl-prolyl cis-trans isomerase,20201008,-
4781,36399188,PHALS_04133,PHALS_04133,-,-,Unknown,-,mitochondrial carrier family,protein-coding,-,-,-,mitochondrial carrier family,20201008,-
4781,36399189,PHALS_04134,PHALS_04134,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399190,PHALS_04135,PHALS_04135,-,-,Unknown,-,leukotriene a-4 hydrolase aminopeptidase,protein-coding,-,-,-,leukotriene a-4 hydrolase aminopeptidase,20201008,-
4781,36399191,PHALS_04136,PHALS_04136,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399192,PHALS_04137,PHALS_04137,-,-,Unknown,-,chloride channel family,protein-coding,-,-,-,chloride channel family,20201008,-
4781,36399193,PHALS_04138,PHALS_04138,-,-,Unknown,-,Vacuolar sorting protein/ubiquitin receptor VPS23,protein-coding,-,-,-,Vacuolar sorting protein/ubiquitin receptor VPS23,20201008,-
4781,36399194,PHALS_04139,PHALS_04139,-,-,Unknown,-,chloride channel family,protein-coding,-,-,-,chloride channel family,20201008,-
4781,36399195,PHALS_04140,PHALS_04140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399196,PHALS_04141,PHALS_04141,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase,20201008,-
4781,36399197,PHALS_04142,PHALS_04142,-,-,Unknown,-,"Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains",protein-coding,-,-,-,"Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains",20201008,-
4781,36399198,PHALS_04143,PHALS_04143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399199,PHALS_04144,PHALS_04144,-,-,Unknown,-,Winged helix-turn-helix DNA-binding domain,protein-coding,-,-,-,Winged helix-turn-helix DNA-binding domain,20201008,-
4781,36399200,PHALS_04145,PHALS_04145,-,-,Unknown,-,Inositol-polyphosphate 4-phosphatase,protein-coding,-,-,-,Inositol-polyphosphate 4-phosphatase,20201008,-
4781,36399201,PHALS_04146,PHALS_04146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399202,PHALS_04147,PHALS_04147,-,-,Unknown,-,c transferase,protein-coding,-,-,-,c transferase,20201008,-
4781,36399203,PHALS_04148,PHALS_04148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399204,PHALS_04149,PHALS_04149,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399205,PHALS_04150,PHALS_04150,-,-,Unknown,-,e1-like protein-activating enzyme gsa7p apg7p,protein-coding,-,-,-,e1-like protein-activating enzyme gsa7p apg7p,20201008,-
4781,36399206,PHALS_04151,PHALS_04151,-,-,Unknown,-,peptidyl-prolyl isomerase,protein-coding,-,-,-,peptidyl-prolyl isomerase,20201008,-
4781,36399207,PHALS_04152,PHALS_04152,-,-,Unknown,-,eukaryotic peptide chain release factor subunit 1,protein-coding,-,-,-,eukaryotic peptide chain release factor subunit 1,20201008,-
4781,36399208,PHALS_04153,PHALS_04153,-,-,Unknown,-,gephyrin-like protein,protein-coding,-,-,-,gephyrin-like protein,20201008,-
4781,36399209,PHALS_04154,PHALS_04154,-,-,Unknown,-,selt selw selh selenoprotein domain containing protein,protein-coding,-,-,-,selt selw selh selenoprotein domain containing protein,20201008,-
4781,36399210,PHALS_04155,PHALS_04155,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399211,PHALS_04156,PHALS_04156,-,-,Unknown,-,B-block binding subunit of TFIIIC,protein-coding,-,-,-,B-block binding subunit of TFIIIC,20201008,-
4781,36399212,PHALS_04157,PHALS_04157,-,-,Unknown,-,"Protein phosphatase 1, regulatory subunit, and related proteins",protein-coding,-,-,-,"Protein phosphatase 1, regulatory subunit, and related proteins",20201008,-
4781,36399213,PHALS_04158,PHALS_04158,-,-,Unknown,-,"Zinc finger, RanBP2-type",protein-coding,-,-,-,"Zinc finger, RanBP2-type",20201008,-
4781,36399214,PHALS_04159,PHALS_04159,-,-,Unknown,-,hect e3 ubiquitin,protein-coding,-,-,-,hect e3 ubiquitin,20201008,-
4781,36399215,PHALS_04160,PHALS_04160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36399216,PHALS_04161,PHALS_04161,-,-,Unknown,-,ap-4 complex subunit mu,protein-coding,-,-,-,ap-4 complex subunit mu,20201008,-
4781,36399217,PHALS_04162,PHALS_04162,-,-,Unknown,-,"Ribosomal protein S24/S35, mitochondrial, conserved domain",protein-coding,-,-,-,"Ribosomal protein S24/S35, mitochondrial, conserved domain",20201008,-
4781,36399218,PHALS_04163,PHALS_04163,-,-,Unknown,-,pre-mrna-splicing factor spf27-like,protein-coding,-,-,-,pre-mrna-splicing factor spf27-like,20201008,-
4781,36399219,PHALS_04164,PHALS_04164,-,-,Unknown,-,cell 5a endo--betaglucanase,protein-coding,-,-,-,cell 5a endo--betaglucanase,20201008,-
4781,36399220,PHALS_04165,PHALS_04165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399221,PHALS_04166,PHALS_04166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399222,PHALS_04167,PHALS_04167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399223,PHALS_04168,PHALS_04168,-,-,Unknown,-,lissencephaly-1 homolog,protein-coding,-,-,-,lissencephaly-1 homolog,20201008,-
4781,36399224,PHALS_04169,PHALS_04169,-,-,Unknown,-,katanin p60 atpase-containing subunit a-like 2-like,protein-coding,-,-,-,katanin p60 atpase-containing subunit a-like 2-like,20201008,-
4781,36399225,PHALS_04170,PHALS_04170,-,-,Unknown,-,"Peptidase C2, calpain, catalytic domain",protein-coding,-,-,-,"Peptidase C2, calpain, catalytic domain",20201008,-
4781,36399226,PHALS_04171,PHALS_04171,-,-,Unknown,-,"ADP-ribosylation factor-like 2-binding protein, domain",protein-coding,-,-,-,"ADP-ribosylation factor-like 2-binding protein, domain",20201008,-
4781,36399227,PHALS_04172,PHALS_04172,-,-,Unknown,-,reverse transcriptase,protein-coding,-,-,-,reverse transcriptase,20201008,-
4781,36399228,PHALS_04173,PHALS_04173,-,-,Unknown,-,phosphoribosylpyrophosphate synthetase,protein-coding,-,-,-,phosphoribosylpyrophosphate synthetase,20201008,-
4781,36399229,PHALS_04174,PHALS_04174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36399230,PHALS_04175,PHALS_04175,-,-,Unknown,-,anthranilate synthase component 2,protein-coding,-,-,-,anthranilate synthase component 2,20201008,-
4781,36399231,PHALS_04176,PHALS_04176,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399232,PHALS_04177,PHALS_04177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399233,PHALS_04178,PHALS_04178,-,-,Unknown,-,exo1 exonuclease 1 dna repair,protein-coding,-,-,-,exo1 exonuclease 1 dna repair,20201008,-
4781,36399234,PHALS_04179,PHALS_04179,-,-,Unknown,-,isochorismatase domain containing protein,protein-coding,-,-,-,isochorismatase domain containing protein,20201008,-
4781,36399235,PHALS_04180,PHALS_04180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399236,PHALS_04181,PHALS_04181,-,-,Unknown,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201008,-
4781,36399237,PHALS_04182,PHALS_04182,-,-,Unknown,-,Predicted membrane protein (associated with esophageal cancer in humans),protein-coding,-,-,-,Predicted membrane protein (associated with esophageal cancer in humans),20201008,-
4781,36399238,PHALS_04183,PHALS_04183,-,-,Unknown,-,carbohydratebinding protein,protein-coding,-,-,-,carbohydratebinding protein,20201008,-
4781,36399239,PHALS_04184,PHALS_04184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399240,PHALS_04185,PHALS_04185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399241,PHALS_04186,PHALS_04186,-,-,Unknown,-,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3a-like,protein-coding,-,-,-,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3a-like,20201008,-
4781,36399242,PHALS_04187,PHALS_04187,-,-,Unknown,-,proteasome subunit alpha type 7,protein-coding,-,-,-,proteasome subunit alpha type 7,20201008,-
4781,36399243,PHALS_04188,PHALS_04188,-,-,Unknown,-,gamma-tubulin complex component,protein-coding,-,-,-,gamma-tubulin complex component,20201008,-
4781,36399244,PHALS_04189,PHALS_04189,-,-,Unknown,-,reverse transcriptase,protein-coding,-,-,-,reverse transcriptase,20201008,-
4781,36399245,PHALS_04190,PHALS_04190,-,-,Unknown,-,"hypothetical protein F443_12138, partial",protein-coding,-,-,-,"hypothetical protein F443_12138, partial",20201008,-
4781,36399246,PHALS_04191,PHALS_04191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399247,PHALS_04192,PHALS_04192,-,-,Unknown,-,phosphatidylinositol n-acetylglucosaminyltransferase subunit q,protein-coding,-,-,-,phosphatidylinositol n-acetylglucosaminyltransferase subunit q,20201008,-
4781,36399248,PHALS_04193,PHALS_04193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399249,PHALS_04194,PHALS_04194,-,-,Unknown,-,dna binding,protein-coding,-,-,-,dna binding,20201008,-
4781,36399250,PHALS_04195,PHALS_04195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36399251,PHALS_04196,PHALS_04196,-,-,Unknown,-,uracil-dna glycosylase,protein-coding,-,-,-,uracil-dna glycosylase,20201008,-
