#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
29519,3293299,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Borrelia garinii; Borrelia genomic group 20047.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210405,-
29519,64198695,ptsP,DB281_RS02795,DB281_02795,-,-,-,phosphoenolpyruvate--protein phosphotransferase,protein-coding,-,-,-,phosphoenolpyruvate--protein phosphotransferase,20210423,-
29519,64198696,crr,DB281_RS02800,DB281_02800,-,-,-,PTS glucose transporter subunit IIA,protein-coding,-,-,-,PTS glucose transporter subunit IIA,20210423,-
29519,64198697,htpG,DB281_RS02805,DB281_02805,-,-,-,molecular chaperone HtpG,protein-coding,-,-,-,molecular chaperone HtpG,20210423,-
29519,64198698,gnd,DB281_RS02810,DB281_02810,-,-,-,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase,protein-coding,-,-,-,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase,20210423,-
29519,64198699,DB281_RS02815,DB281_RS02815,DB281_02815,-,-,-,DUF3996 domain-containing protein,protein-coding,-,-,-,DUF3996 domain-containing protein,20210423,-
29519,64198700,DB281_RS02820,DB281_RS02820,DB281_02820,-,-,-,DUF3996 domain-containing protein,protein-coding,-,-,-,DUF3996 domain-containing protein,20210423,-
29519,64198701,DB281_RS02825,DB281_RS02825,DB281_02825,-,-,-,DUF3996 domain-containing protein,protein-coding,-,-,-,DUF3996 domain-containing protein,20210423,-
29519,64198702,DB281_RS02830,DB281_RS02830,DB281_02830,-,-,-,chemotaxis protein CheW,protein-coding,-,-,-,chemotaxis protein CheW,20210423,-
29519,64198703,DB281_RS02835,DB281_RS02835,DB281_02835,-,-,-,STAS domain-containing protein,protein-coding,-,-,-,STAS domain-containing protein,20210423,-
29519,64198704,DB281_RS02840,DB281_RS02840,DB281_02840,-,-,-,chemotaxis protein CheA,protein-coding,-,-,-,chemotaxis protein CheA,20210423,-
29519,64198705,DB281_RS02845,DB281_RS02845,DB281_02845,-,-,-,chemotaxis protein CheB,protein-coding,-,-,-,chemotaxis protein CheB,20210423,-
29519,64198706,DB281_RS02850,DB281_RS02850,DB281_02850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198707,DB281_RS02855,DB281_RS02855,DB281_02855,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210423,-
29519,64198708,DB281_RS02860,DB281_RS02860,DB281_02860,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198709,DB281_RS02865,DB281_RS02865,DB281_02865,-,-,-,UMP kinase,protein-coding,-,-,-,UMP kinase,20210423,-
29519,64198710,DB281_RS02870,DB281_RS02870,DB281_02870,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210423,-
29519,64198711,DB281_RS02875,DB281_RS02875,DB281_02875,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210423,-
29519,64198712,DB281_RS02880,DB281_RS02880,DB281_02880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198713,pyrG,DB281_RS02885,DB281_02885,-,-,-,CTP synthase (glutamine hydrolyzing),protein-coding,-,-,-,CTP synthase (glutamine hydrolyzing),20210423,-
29519,64198714,DB281_RS02890,DB281_RS02890,DB281_02890,-,-,-,DUF1761 family protein,protein-coding,-,-,-,DUF1761 family protein,20210423,-
29519,64198715,DB281_RS02895,DB281_RS02895,DB281_02895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198716,DB281_RS02900,DB281_RS02900,DB281_02900,-,-,-,chemotaxis protein,protein-coding,-,-,-,chemotaxis protein,20210423,-
29519,64198717,dnaE,DB281_RS02905,DB281_02905,-,-,-,DNA polymerase III subunit alpha,protein-coding,-,-,-,DNA polymerase III subunit alpha,20210423,-
29519,64198718,DB281_RS02910,DB281_RS02910,DB281_02910,-,-,-,YggT family protein,protein-coding,-,-,-,YggT family protein,20210423,-
29519,64198719,recG,DB281_RS02915,DB281_02915,-,-,-,ATP-dependent DNA helicase RecG,protein-coding,-,-,-,ATP-dependent DNA helicase RecG,20210423,-
29519,64198720,DB281_RS02920,DB281_RS02920,DB281_02920,-,-,-,D-alanyl-D-alanine carboxypeptidase family protein,protein-coding,-,-,-,D-alanyl-D-alanine carboxypeptidase family protein,20210423,-
29519,64198721,DB281_RS02925,DB281_RS02925,DB281_02925,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210423,-
29519,64198722,DB281_RS02935,DB281_RS02935,DB281_02935,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210423,-
29519,64198723,murD,DB281_RS02940,DB281_02940,-,-,-,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,protein-coding,-,-,-,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,20210423,-
29519,64198724,DB281_RS02945,DB281_RS02945,DB281_02945,-,-,-,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein,protein-coding,-,-,-,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein,20210423,-
29519,64198725,metG,DB281_RS02950,DB281_02950,-,-,-,methionine--tRNA ligase,protein-coding,-,-,-,methionine--tRNA ligase,20210423,-
29519,64198726,DB281_RS02955,DB281_RS02955,DB281_02955,-,-,-,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,protein-coding,-,-,-,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,20210423,-
29519,64198727,pta,DB281_RS02960,DB281_02960,-,-,-,phosphate acetyltransferase,protein-coding,-,-,-,phosphate acetyltransferase,20210423,-
29519,64198728,rsmA,DB281_RS02965,DB281_02965,-,-,-,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,protein-coding,-,-,-,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,20210423,-
29519,64198729,DB281_RS02970,DB281_RS02970,DB281_02970,-,-,-,ComEC/Rec2 family competence protein,protein-coding,-,-,-,ComEC/Rec2 family competence protein,20210423,-
29519,64198730,DB281_RS02975,DB281_RS02975,DB281_02975,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210423,-
29519,64198731,DB281_RS02980,DB281_RS02980,DB281_02980,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210423,-
29519,64198732,DB281_RS02985,DB281_RS02985,DB281_02985,-,-,-,arginine--tRNA ligase,protein-coding,-,-,-,arginine--tRNA ligase,20210423,-
29519,64198733,DB281_RS02990,DB281_RS02990,DB281_02990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198734,DB281_RS02995,DB281_RS02995,DB281_02995,-,-,-,methyl-accepting chemotaxis protein,protein-coding,-,-,-,methyl-accepting chemotaxis protein,20210423,-
29519,64198735,DB281_RS03000,DB281_RS03000,DB281_03000,-,-,-,methyl-accepting chemotaxis protein,protein-coding,-,-,-,methyl-accepting chemotaxis protein,20210423,-
29519,64198736,DB281_RS03005,DB281_RS03005,DB281_03005,-,-,-,UDP-N-acetylmuramate dehydrogenase,protein-coding,-,-,-,UDP-N-acetylmuramate dehydrogenase,20210423,-
29519,64198737,DB281_RS03010,DB281_RS03010,DB281_03010,-,-,-,cysteine--tRNA ligase,protein-coding,-,-,-,cysteine--tRNA ligase,20210423,-
29519,64198738,DB281_RS03015,DB281_RS03015,DB281_03015,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20210423,-
29519,64198739,DB281_RS03020,DB281_RS03020,DB281_03020,-,-,-,serine hydroxymethyltransferase,protein-coding,-,-,-,serine hydroxymethyltransferase,20210423,-
29519,64198740,DB281_RS03025,DB281_RS03025,DB281_03025,-,-,-,J domain-containing protein,protein-coding,-,-,-,J domain-containing protein,20210423,-
29519,64198741,DB281_RS03030,DB281_RS03030,DB281_03030,-,-,-,integrin-binding adhesin P66 family protein,protein-coding,-,-,-,integrin-binding adhesin P66 family protein,20210423,-
29519,64198742,DB281_RS03035,DB281_RS03035,DB281_03035,-,-,-,lactate permease LctP family transporter,protein-coding,-,-,-,lactate permease LctP family transporter,20210423,-
29519,64198743,DB281_RS03040,DB281_RS03040,DB281_03040,-,-,-,D-alanyl-D-alanine carboxypeptidase,protein-coding,-,-,-,D-alanyl-D-alanine carboxypeptidase,20210423,-
29519,64198744,cheD,DB281_RS03045,DB281_03045,-,-,-,chemoreceptor glutamine deamidase CheD,protein-coding,-,-,-,chemoreceptor glutamine deamidase CheD,20210423,-
29519,64198745,DB281_RS03050,DB281_RS03050,DB281_03050,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20210423,-
29519,64198746,pepD,DB281_RS03055,DB281_03055,-,-,-,beta-Ala-His dipeptidase,protein-coding,-,-,-,beta-Ala-His dipeptidase,20210423,-
29519,64198747,DB281_RS03060,DB281_RS03060,DB281_03060,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198748,DB281_RS03065,DB281_RS03065,DB281_03065,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198749,DB281_RS03070,DB281_RS03070,DB281_03070,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198750,DB281_RS03075,DB281_RS03075,DB281_03075,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198751,DB281_RS03080,DB281_RS03080,DB281_03080,-,-,-,trigger factor,protein-coding,-,-,-,trigger factor,20210423,-
29519,64198752,clpP,DB281_RS03085,DB281_03085,-,-,-,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,protein-coding,-,-,-,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,20210423,-
29519,64198753,clpX,DB281_RS03090,DB281_03090,-,-,-,ATP-dependent protease ATP-binding subunit ClpX,protein-coding,-,-,-,ATP-dependent protease ATP-binding subunit ClpX,20210423,-
29519,64198754,lon,DB281_RS03095,DB281_03095,-,-,-,endopeptidase La,protein-coding,-,-,-,endopeptidase La,20210423,-
29519,64198755,DB281_RS03100,DB281_RS03100,DB281_03100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198756,rpsD,DB281_RS03105,DB281_03105,-,-,-,30S ribosomal protein S4,protein-coding,-,-,-,30S ribosomal protein S4,20210423,-
29519,64198757,DB281_RS03110,DB281_RS03110,DB281_03110,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198758,DB281_RS03115,DB281_RS03115,DB281_03115,-,-,-,cation transporter,protein-coding,-,-,-,cation transporter,20210423,-
29519,64198759,DB281_RS03120,DB281_RS03120,DB281_03120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198760,cdd,DB281_RS03125,DB281_03125,-,-,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20210423,-
29519,64198761,DB281_RS03130,DB281_RS03130,DB281_03130,-,-,-,bifunctional oligoribonuclease/PAP phosphatase NrnA,protein-coding,-,-,-,bifunctional oligoribonuclease/PAP phosphatase NrnA,20210423,-
29519,64198762,DB281_RS03135,DB281_RS03135,DB281_03135,-,-,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20210423,-
29519,64198763,DB281_RS03140,DB281_RS03140,DB281_03140,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198764,DB281_RS03145,DB281_RS03145,DB281_03145,-,-,-,DJ-1/PfpI family protein,protein-coding,-,-,-,DJ-1/PfpI family protein,20210423,-
29519,64198765,DB281_RS03150,DB281_RS03150,DB281_03150,-,-,-,acetate kinase,protein-coding,-,-,-,acetate kinase,20210423,-
29519,64198766,mfd,DB281_RS03155,DB281_03155,-,-,-,transcription-repair coupling factor,protein-coding,-,-,-,transcription-repair coupling factor,20210423,-
29519,64198767,DB281_RS03160,DB281_RS03160,DB281_03160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198768,DB281_RS03165,DB281_RS03165,DB281_03165,-,-,-,LysM peptidoglycan-binding domain-containing protein,protein-coding,-,-,-,LysM peptidoglycan-binding domain-containing protein,20210423,-
29519,64198769,DB281_RS03170,DB281_RS03170,DB281_03170,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198770,rnmV,DB281_RS03175,DB281_03175,-,-,-,ribonuclease M5,protein-coding,-,-,-,ribonuclease M5,20210423,-
29519,64198771,DB281_RS03180,DB281_RS03180,DB281_03180,-,-,-,M18 family aminopeptidase,protein-coding,-,-,-,M18 family aminopeptidase,20210423,-
29519,64198772,DB281_RS03185,DB281_RS03185,DB281_03185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198773,DB281_RS03190,DB281_RS03190,DB281_03190,-,-,-,PTS sugar transporter subunit IIA,protein-coding,-,-,-,PTS sugar transporter subunit IIA,20210423,-
29519,64198774,pfkB,DB281_RS03195,DB281_03195,-,-,-,1-phosphofructokinase,protein-coding,-,-,-,1-phosphofructokinase,20210423,-
29519,64198775,DB281_RS03200,DB281_RS03200,DB281_03200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198776,DB281_RS03205,DB281_RS03205,DB281_03205,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198777,recD,DB281_RS03210,DB281_03210,-,-,-,exodeoxyribonuclease V subunit alpha,protein-coding,-,-,-,exodeoxyribonuclease V subunit alpha,20210423,-
29519,64198778,recB,DB281_RS03215,DB281_03215,-,-,-,exodeoxyribonuclease V subunit beta,protein-coding,-,-,-,exodeoxyribonuclease V subunit beta,20210423,-
29519,64198779,DB281_RS03220,DB281_RS03220,DB281_03220,-,-,-,exodeoxyribonuclease V subunit gamma,protein-coding,-,-,-,exodeoxyribonuclease V subunit gamma,20210423,-
29519,64198780,DB281_RS03225,DB281_RS03225,DB281_03225,-,-,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20210423,-
29519,64198781,DB281_RS03230,DB281_RS03230,DB281_03230,-,-,-,glucose-6-phosphate dehydrogenase,protein-coding,-,-,-,glucose-6-phosphate dehydrogenase,20210423,-
29519,64198782,DB281_RS03235,DB281_RS03235,DB281_03235,-,-,-,Na+/H+ antiporter NhaC family protein,protein-coding,-,-,-,Na+/H+ antiporter NhaC family protein,20210423,-
29519,64198783,DB281_RS03240,DB281_RS03240,DB281_03240,-,-,-,Na+/H+ antiporter NhaC family protein,protein-coding,-,-,-,Na+/H+ antiporter NhaC family protein,20210423,-
29519,64198784,DB281_RS03245,DB281_RS03245,DB281_03245,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210423,-
29519,64198785,DB281_RS03250,DB281_RS03250,DB281_03250,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210423,-
29519,64198786,DB281_RS03255,DB281_RS03255,DB281_03255,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210423,-
29519,64198787,DB281_RS03260,DB281_RS03260,DB281_03260,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210423,-
29519,64198788,ylqF,DB281_RS03265,DB281_03265,-,-,-,ribosome biogenesis GTPase YlqF,protein-coding,-,-,-,ribosome biogenesis GTPase YlqF,20210423,-
29519,64198789,DB281_RS03270,DB281_RS03270,DB281_03270,-,-,-,N-acetylmannosamine-6-phosphate 2-epimerase,protein-coding,-,-,-,N-acetylmannosamine-6-phosphate 2-epimerase,20210423,-
29519,64198790,DB281_RS03275,DB281_RS03275,DB281_03275,-,-,-,PTS transporter subunit EIIC,protein-coding,-,-,-,PTS transporter subunit EIIC,20210423,-
29519,64198791,DB281_RS03280,DB281_RS03280,DB281_03280,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210423,-
29519,64198792,bosR,DB281_RS03285,DB281_03285,-,-,-,oxidative stress transcriptional regulator BosR,protein-coding,-,-,-,oxidative stress transcriptional regulator BosR,20210423,-
29519,64198793,DB281_RS03290,DB281_RS03290,DB281_03290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198794,groL,DB281_RS03295,DB281_03295,-,-,-,chaperonin GroEL,protein-coding,-,-,-,chaperonin GroEL,20210423,-
29519,64198795,DB281_RS03300,DB281_RS03300,DB281_03300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198796,yajC,DB281_RS03305,DB281_03305,-,-,-,preprotein translocase subunit YajC,protein-coding,-,-,-,preprotein translocase subunit YajC,20210423,-
29519,64198797,secD,DB281_RS03310,DB281_03310,-,-,-,protein translocase subunit SecD,protein-coding,-,-,-,protein translocase subunit SecD,20210423,-
29519,64198798,secF,DB281_RS03315,DB281_03315,-,-,-,protein translocase subunit SecF,protein-coding,-,-,-,protein translocase subunit SecF,20210423,-
29519,64198799,DB281_RS03320,DB281_RS03320,DB281_03320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198800,DB281_RS03325,DB281_RS03325,DB281_03325,-,-,-,J domain-containing protein,protein-coding,-,-,-,J domain-containing protein,20210423,-
29519,64198801,psgB,DB281_RS03330,DB281_03330,-,-,-,HemN-related non-iron pseudo-SAM protein PsgB,protein-coding,-,-,-,HemN-related non-iron pseudo-SAM protein PsgB,20210423,-
29519,64198802,rpiA,DB281_RS03335,DB281_03335,-,-,-,ribose 5-phosphate isomerase A,protein-coding,-,-,-,ribose 5-phosphate isomerase A,20210423,-
29519,64198803,gpmA,DB281_RS03340,DB281_03340,-,-,-,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase",protein-coding,-,-,-,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase",20210423,-
29519,64198804,lysS,DB281_RS03345,DB281_03345,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20210423,-
29519,64198805,era,DB281_RS03350,DB281_03350,-,-,-,GTPase Era,protein-coding,-,-,-,GTPase Era,20210423,-
29519,64198806,DB281_RS03355,DB281_RS03355,DB281_03355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198807,DB281_RS03360,DB281_RS03360,DB281_03360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198808,DB281_RS03365,DB281_RS03365,DB281_03365,-,-,-,DUF192 domain-containing protein,protein-coding,-,-,-,DUF192 domain-containing protein,20210423,-
29519,64198809,DB281_RS03370,DB281_RS03370,DB281_03370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198810,DB281_RS03375,DB281_RS03375,DB281_03375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198811,DB281_RS03380,DB281_RS03380,DB281_03380,-,-,-,N-acetylmuramoyl-L-alanine amidase,protein-coding,-,-,-,N-acetylmuramoyl-L-alanine amidase,20210423,-
29519,64198812,DB281_RS03385,DB281_RS03385,DB281_03385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198813,flaA,DB281_RS03390,DB281_03390,-,-,-,flagellar filament outer layer protein FlaA,protein-coding,-,-,-,flagellar filament outer layer protein FlaA,20210423,-
29519,64198814,DB281_RS03395,DB281_RS03395,DB281_03395,-,-,-,chemotaxis protein CheA,protein-coding,-,-,-,chemotaxis protein CheA,20210423,-
29519,64198815,DB281_RS03400,DB281_RS03400,DB281_03400,-,-,-,chemotaxis protein CheW,protein-coding,-,-,-,chemotaxis protein CheW,20210423,-
29519,64198816,DB281_RS03405,DB281_RS03405,DB281_03405,-,-,-,chemotaxis protein CheX,protein-coding,-,-,-,chemotaxis protein CheX,20210423,-
29519,64198817,DB281_RS03410,DB281_RS03410,DB281_03410,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210423,-
29519,64198818,DB281_RS03415,DB281_RS03415,DB281_03415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198819,DB281_RS03420,DB281_RS03420,DB281_03420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198820,DB281_RS03425,DB281_RS03425,DB281_03425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198821,DB281_RS03430,DB281_RS03430,DB281_03430,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20210423,-
29519,64198822,DB281_RS03435,DB281_RS03435,DB281_03435,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210423,-
29519,64198823,DB281_RS03440,DB281_RS03440,DB281_03440,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210423,-
29519,64198824,DB281_RS03445,DB281_RS03445,DB281_03445,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210423,-
29519,64198825,DB281_RS03450,DB281_RS03450,DB281_03450,-,-,-,chemotaxis protein,protein-coding,-,-,-,chemotaxis protein,20210423,-
29519,64198826,DB281_RS03455,DB281_RS03455,DB281_03455,-,-,-,methyl-accepting chemotaxis protein,protein-coding,-,-,-,methyl-accepting chemotaxis protein,20210423,-
29519,64198827,mnmA,DB281_RS03460,DB281_03460,-,-,-,tRNA 2-thiouridine(34) synthase MnmA,protein-coding,-,-,-,tRNA 2-thiouridine(34) synthase MnmA,20210423,-
29519,64198828,DB281_RS03465,DB281_RS03465,DB281_03465,-,-,-,hydroxymethylglutaryl-CoA synthase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA synthase,20210423,-
29519,64198829,fni,DB281_RS03470,DB281_03470,-,-,-,type 2 isopentenyl-diphosphate Delta-isomerase,protein-coding,-,-,-,type 2 isopentenyl-diphosphate Delta-isomerase,20210423,-
29519,64198830,DB281_RS03475,DB281_RS03475,DB281_03475,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",protein-coding,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",20210423,-
29519,64198831,mvaD,DB281_RS03480,DB281_03480,-,-,-,diphosphomevalonate decarboxylase,protein-coding,-,-,-,diphosphomevalonate decarboxylase,20210423,-
29519,64198832,DB281_RS03485,DB281_RS03485,DB281_03485,-,-,-,phosphomevalonate kinase,protein-coding,-,-,-,phosphomevalonate kinase,20210423,-
29519,64198833,mvk,DB281_RS03490,DB281_03490,-,-,-,mevalonate kinase,protein-coding,-,-,-,mevalonate kinase,20210423,-
29519,64198834,DB281_RS03495,DB281_RS03495,DB281_03495,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198835,DB281_RS03500,DB281_RS03500,DB281_03500,-,-,-,CAP domain-containing protein,protein-coding,-,-,-,CAP domain-containing protein,20210423,-
29519,64198836,DB281_RS03505,DB281_RS03505,DB281_03505,-,-,-,DNA starvation/stationary phase protection protein,protein-coding,-,-,-,DNA starvation/stationary phase protection protein,20210423,-
29519,64198837,DB281_RS03510,DB281_RS03510,DB281_03510,-,-,-,elongation factor G,protein-coding,-,-,-,elongation factor G,20210423,-
29519,64198838,DB281_RS03515,DB281_RS03515,DB281_03515,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20210423,-
29519,64198839,ffh,DB281_RS03520,DB281_03520,-,-,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20210423,-
29519,64198840,rpsP,DB281_RS03525,DB281_03525,-,-,-,30S ribosomal protein S16,protein-coding,-,-,-,30S ribosomal protein S16,20210423,-
29519,64198841,DB281_RS03530,DB281_RS03530,DB281_03530,-,-,-,KH domain-containing protein,protein-coding,-,-,-,KH domain-containing protein,20210423,-
29519,64198842,rimM,DB281_RS03535,DB281_03535,-,-,-,16S rRNA processing protein RimM,protein-coding,-,-,-,16S rRNA processing protein RimM,20210423,-
29519,64198843,trmD,DB281_RS03540,DB281_03540,-,-,-,tRNA (guanosine(37)-N1)-methyltransferase TrmD,protein-coding,-,-,-,tRNA (guanosine(37)-N1)-methyltransferase TrmD,20210423,-
29519,64198844,rplS,DB281_RS03545,DB281_03545,-,-,-,50S ribosomal protein L19,protein-coding,-,-,-,50S ribosomal protein L19,20210423,-
29519,64198845,DB281_RS03550,DB281_RS03550,DB281_03550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198846,coaD,DB281_RS03555,DB281_03555,-,-,-,pantetheine-phosphate adenylyltransferase,protein-coding,-,-,-,pantetheine-phosphate adenylyltransferase,20210423,-
29519,64198847,rpmF,DB281_RS03560,DB281_03560,-,-,-,50S ribosomal protein L32,protein-coding,-,-,-,50S ribosomal protein L32,20210423,-
29519,64198848,acpP,DB281_RS03565,DB281_03565,-,-,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210423,-
29519,64198849,rnc,DB281_RS03570,DB281_03570,-,-,-,ribonuclease III,protein-coding,-,-,-,ribonuclease III,20210423,-
29519,64198850,DB281_RS03575,DB281_RS03575,DB281_03575,-,-,-,CCA tRNA nucleotidyltransferase,protein-coding,-,-,-,CCA tRNA nucleotidyltransferase,20210423,-
29519,64198851,DB281_RS03580,DB281_RS03580,DB281_03580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198852,DB281_RS03585,DB281_RS03585,DB281_03585,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198853,DB281_RS03590,DB281_RS03590,DB281_03590,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198854,DB281_RS03595,DB281_RS03595,DB281_03595,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198855,mltG,DB281_RS03600,DB281_03600,-,-,-,endolytic transglycosylase MltG,protein-coding,-,-,-,endolytic transglycosylase MltG,20210423,-
29519,64198856,dnaG,DB281_RS03605,DB281_03605,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210423,-
29519,64198857,rpoD,DB281_RS03610,DB281_03610,-,-,-,RNA polymerase sigma factor RpoD,protein-coding,-,-,-,RNA polymerase sigma factor RpoD,20210423,-
29519,64198858,DB281_RS03615,DB281_RS03615,DB281_03615,-,-,-,zinc ribbon domain-containing protein,protein-coding,-,-,-,zinc ribbon domain-containing protein,20210423,-
29519,64198859,rnpB,DB281_RS03620,DB281_03620,-,-,-,ncRNA,ncRNA,-,-,-,-,20210422,-
29519,64198860,DB281_RS03625,DB281_RS03625,DB281_03625,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210423,-
29519,64198861,DB281_RS03630,DB281_RS03630,DB281_03630,-,-,-,rod shape-determining protein,protein-coding,-,-,-,rod shape-determining protein,20210423,-
29519,64198862,mreC,DB281_RS03635,DB281_03635,-,-,-,rod shape-determining protein MreC,protein-coding,-,-,-,rod shape-determining protein MreC,20210423,-
29519,64198863,DB281_RS03640,DB281_RS03640,DB281_03640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198864,mrdA,DB281_RS03645,DB281_03645,-,-,-,penicillin-binding protein 2,protein-coding,-,-,-,penicillin-binding protein 2,20210423,-
29519,64198865,rodA,DB281_RS03650,DB281_03650,-,-,-,rod shape-determining protein RodA,protein-coding,-,-,-,rod shape-determining protein RodA,20210423,-
