#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
209559,43621699,BDW43DRAFT_100089,BDW43DRAFT_100089,-,-,Unknown,-,XRCC4-like factor-domain-containing protein,protein-coding,-,-,-,XRCC4-like factor-domain-containing protein,20210306,-
209559,43625461,BDW43DRAFT_272030,BDW43DRAFT_272030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625462,BDW43DRAFT_272031,BDW43DRAFT_272031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625463,BDW43DRAFT_272039,BDW43DRAFT_272039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625464,BDW43DRAFT_272044,BDW43DRAFT_272044,-,-,Unknown,-,UQCRX/QCR9 like ubiquinol-cytochrome C reductase family protein,protein-coding,-,-,-,UQCRX/QCR9 like ubiquinol-cytochrome C reductase family protein,20210306,-
209559,43625465,BDW43DRAFT_272046,BDW43DRAFT_272046,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625466,BDW43DRAFT_272053,BDW43DRAFT_272053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625467,BDW43DRAFT_272061,BDW43DRAFT_272061,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
209559,43625468,BDW43DRAFT_272100,BDW43DRAFT_272100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625469,BDW43DRAFT_272103,BDW43DRAFT_272103,-,-,Unknown,-,Man1-Src1p-C-terminal domain-containing protein,protein-coding,-,-,-,Man1-Src1p-C-terminal domain-containing protein,20210306,-
209559,43625470,BDW43DRAFT_272116,BDW43DRAFT_272116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625471,BDW43DRAFT_272117,BDW43DRAFT_272117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625472,BDW43DRAFT_272120,BDW43DRAFT_272120,-,-,Unknown,-,RNA cap guanine-N2 methyltransferase-domain-containing protein,protein-coding,-,-,-,RNA cap guanine-N2 methyltransferase-domain-containing protein,20210306,-
209559,43625473,BDW43DRAFT_272125,BDW43DRAFT_272125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625474,BDW43DRAFT_272128,BDW43DRAFT_272128,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625475,BDW43DRAFT_272134,BDW43DRAFT_272134,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625476,BDW43DRAFT_272135,BDW43DRAFT_272135,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625477,BDW43DRAFT_272151,BDW43DRAFT_272151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625478,BDW43DRAFT_272168,BDW43DRAFT_272168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625479,BDW43DRAFT_272181,BDW43DRAFT_272181,-,-,Unknown,-,Aldehyde/histidinol dehydrogenase,protein-coding,-,-,-,Aldehyde/histidinol dehydrogenase,20201217,-
209559,43625480,BDW43DRAFT_272183,BDW43DRAFT_272183,-,-,Unknown,-,FAD-linked oxidoreductase-like protein,protein-coding,-,-,-,FAD-linked oxidoreductase-like protein,20210306,-
209559,43625481,BDW43DRAFT_272185,BDW43DRAFT_272185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625482,BDW43DRAFT_272187,BDW43DRAFT_272187,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20201217,-
209559,43625483,BDW43DRAFT_272204,BDW43DRAFT_272204,-,-,Unknown,-,thiamine diphosphate-binding protein,protein-coding,-,-,-,thiamine diphosphate-binding protein,20201217,-
209559,43625484,BDW43DRAFT_272209,BDW43DRAFT_272209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625485,BDW43DRAFT_272211,BDW43DRAFT_272211,-,-,Unknown,-,UbiE/COQ5 methyltransferase,protein-coding,-,-,-,UbiE/COQ5 methyltransferase,20201217,-
209559,43625486,BDW43DRAFT_272213,BDW43DRAFT_272213,-,-,Unknown,-,sugar isomerase,protein-coding,-,-,-,sugar isomerase,20201217,-
209559,43625487,BDW43DRAFT_272216,BDW43DRAFT_272216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625488,BDW43DRAFT_272233,BDW43DRAFT_272233,-,-,Unknown,-,FtsJ-like methyltransferase-domain-containing protein,protein-coding,-,-,-,FtsJ-like methyltransferase-domain-containing protein,20201217,-
209559,43625489,BDW43DRAFT_272234,BDW43DRAFT_272234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625490,BDW43DRAFT_272252,BDW43DRAFT_272252,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20201217,-
209559,43625491,BDW43DRAFT_272258,BDW43DRAFT_272258,-,-,Unknown,-,GPI transamidase component PIG-T,protein-coding,-,-,-,GPI transamidase component PIG-T,20210306,-
209559,43625492,BDW43DRAFT_272260,BDW43DRAFT_272260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625493,BDW43DRAFT_272265,BDW43DRAFT_272265,-,-,Unknown,-,putative mitochondrial 37S ribosomal protein S27,protein-coding,-,-,-,putative mitochondrial 37S ribosomal protein S27,20210306,-
209559,43625494,BDW43DRAFT_272267,BDW43DRAFT_272267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625495,BDW43DRAFT_272269,BDW43DRAFT_272269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625496,BDW43DRAFT_272270,BDW43DRAFT_272270,-,-,Unknown,-,ER lumen protein retaining receptor-domain-containing protein,protein-coding,-,-,-,ER lumen protein retaining receptor-domain-containing protein,20210306,-
209559,43625497,BDW43DRAFT_272272,BDW43DRAFT_272272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625498,BDW43DRAFT_272280,BDW43DRAFT_272280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625499,BDW43DRAFT_27230,BDW43DRAFT_27230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
209559,43625500,BDW43DRAFT_272306,BDW43DRAFT_272306,-,-,Unknown,-,Ssl1-like-domain-containing protein,protein-coding,-,-,-,Ssl1-like-domain-containing protein,20201217,-
209559,43625501,BDW43DRAFT_272308,BDW43DRAFT_272308,-,-,Unknown,-,peptidase family M1-domain-containing protein,protein-coding,-,-,-,peptidase family M1-domain-containing protein,20210306,-
209559,43625502,BDW43DRAFT_272326,BDW43DRAFT_272326,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210306,-
209559,43625503,BDW43DRAFT_272328,BDW43DRAFT_272328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625504,BDW43DRAFT_272364,BDW43DRAFT_272364,-,-,Unknown,-,membrane-associating domain-containing protein,protein-coding,-,-,-,membrane-associating domain-containing protein,20201217,-
209559,43625505,BDW43DRAFT_272370,BDW43DRAFT_272370,-,-,Unknown,-,Cys/Met metabolism PLP-dependent enzyme-domain-containing protein,protein-coding,-,-,-,Cys/Met metabolism PLP-dependent enzyme-domain-containing protein,20201217,-
209559,43625506,BDW43DRAFT_272383,BDW43DRAFT_272383,-,-,Unknown,-,putative citrate synthase,protein-coding,-,-,-,putative citrate synthase,20201217,-
209559,43625507,BDW43DRAFT_272387,BDW43DRAFT_272387,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
209559,43625508,BDW43DRAFT_272389,BDW43DRAFT_272389,-,-,Unknown,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",protein-coding,-,-,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",20201217,-
209559,43625509,BDW43DRAFT_272443,BDW43DRAFT_272443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625510,BDW43DRAFT_272452,BDW43DRAFT_272452,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
209559,43625511,BDW43DRAFT_272454,BDW43DRAFT_272454,-,-,Unknown,-,DHS-like NAD/FAD-binding domain-containing protein,protein-coding,-,-,-,DHS-like NAD/FAD-binding domain-containing protein,20210306,-
209559,43625512,BDW43DRAFT_272461,BDW43DRAFT_272461,-,-,Unknown,-,terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,protein-coding,-,-,-,terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,20201217,-
209559,43625513,BDW43DRAFT_272480,BDW43DRAFT_272480,-,-,Unknown,-,ubiquitin-conjugating enzyme/RWD-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme/RWD-like protein,20201217,-
209559,43625514,BDW43DRAFT_272483,BDW43DRAFT_272483,-,-,Unknown,-,Scramblase-domain-containing protein,protein-coding,-,-,-,Scramblase-domain-containing protein,20210306,-
209559,43625515,BDW43DRAFT_272484,BDW43DRAFT_272484,-,-,Unknown,-,Long chronological lifespan protein 2,protein-coding,-,-,-,Long chronological lifespan protein 2,20200918,-
209559,43625516,BDW43DRAFT_272485,BDW43DRAFT_272485,-,-,Unknown,-,ribosomal L27 protein-domain-containing protein,protein-coding,-,-,-,ribosomal L27 protein-domain-containing protein,20210306,-
209559,43625517,BDW43DRAFT_272486,BDW43DRAFT_272486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625518,BDW43DRAFT_272489,BDW43DRAFT_272489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625519,BDW43DRAFT_272495,BDW43DRAFT_272495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625520,BDW43DRAFT_272513,BDW43DRAFT_272513,-,-,Unknown,-,Rrp15p-domain-containing protein,protein-coding,-,-,-,Rrp15p-domain-containing protein,20210306,-
209559,43625521,BDW43DRAFT_272519,BDW43DRAFT_272519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625522,BDW43DRAFT_272534,BDW43DRAFT_272534,-,-,Unknown,-,Cupredoxin,protein-coding,-,-,-,Cupredoxin,20201217,-
209559,43625523,BDW43DRAFT_272537,BDW43DRAFT_272537,-,-,Unknown,-,alpha/beta hydrolase fold-domain-containing protein,protein-coding,-,-,-,alpha/beta hydrolase fold-domain-containing protein,20210306,-
209559,43625524,BDW43DRAFT_272594,BDW43DRAFT_272594,-,-,Unknown,-,CRAL-TRIO domain-containing protein,protein-coding,-,-,-,CRAL-TRIO domain-containing protein,20210306,-
209559,43625525,BDW43DRAFT_272597,BDW43DRAFT_272597,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625526,BDW43DRAFT_272604,BDW43DRAFT_272604,-,-,Unknown,-,60Kd inner membrane protein-domain-containing protein,protein-coding,-,-,-,60Kd inner membrane protein-domain-containing protein,20210306,-
209559,43625527,BDW43DRAFT_272607,BDW43DRAFT_272607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625528,BDW43DRAFT_272613,BDW43DRAFT_272613,-,-,Unknown,-,ribosomal protein L1-like protein,protein-coding,-,-,-,ribosomal protein L1-like protein,20201217,-
209559,43625529,BDW43DRAFT_272621,BDW43DRAFT_272621,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625530,BDW43DRAFT_272625,BDW43DRAFT_272625,-,-,Unknown,-,glycosyl hydrolases family 31-domain-containing protein,protein-coding,-,-,-,glycosyl hydrolases family 31-domain-containing protein,20210306,-
209559,43625531,BDW43DRAFT_272687,BDW43DRAFT_272687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625532,BDW43DRAFT_272701,BDW43DRAFT_272701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625533,BDW43DRAFT_272702,BDW43DRAFT_272702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625534,BDW43DRAFT_272708,BDW43DRAFT_272708,-,-,Unknown,-,emp24/gp25L/p24 family/GOLD-domain-containing protein,protein-coding,-,-,-,emp24/gp25L/p24 family/GOLD-domain-containing protein,20210306,-
209559,43625535,BDW43DRAFT_272712,BDW43DRAFT_272712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625536,BDW43DRAFT_272727,BDW43DRAFT_272727,-,-,Unknown,-,branched-chain alpha-ketoacid dehydrogenase,protein-coding,-,-,-,branched-chain alpha-ketoacid dehydrogenase,20210306,-
209559,43625537,BDW43DRAFT_272737,BDW43DRAFT_272737,-,-,Unknown,-,translation initiation factor eIF 4e-like domain-containing protein,protein-coding,-,-,-,translation initiation factor eIF 4e-like domain-containing protein,20210306,-
209559,43625538,BDW43DRAFT_272769,BDW43DRAFT_272769,-,-,Unknown,-,GTP cyclohydrolase I,protein-coding,-,-,-,GTP cyclohydrolase I,20201217,-
209559,43625539,BDW43DRAFT_272773,BDW43DRAFT_272773,-,-,Unknown,-,histone acetyltransferase type B subunit 2,protein-coding,-,-,-,histone acetyltransferase type B subunit 2,20210306,-
209559,43625540,BDW43DRAFT_272843,BDW43DRAFT_272843,-,-,Unknown,-,ribosomal protein L4 domain-containing protein,protein-coding,-,-,-,ribosomal protein L4 domain-containing protein,20201217,-
209559,43625541,BDW43DRAFT_272879,BDW43DRAFT_272879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625542,BDW43DRAFT_272893,BDW43DRAFT_272893,-,-,Unknown,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210306,-
209559,43625543,BDW43DRAFT_272908,BDW43DRAFT_272908,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210306,-
209559,43625544,BDW43DRAFT_272962,BDW43DRAFT_272962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625545,BDW43DRAFT_272966,BDW43DRAFT_272966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625546,BDW43DRAFT_272977,BDW43DRAFT_272977,-,-,Unknown,-,CobB/CobQ-like glutamine amidotransferase domain-containing protein,protein-coding,-,-,-,CobB/CobQ-like glutamine amidotransferase domain-containing protein,20201217,-
209559,43625547,BDW43DRAFT_272981,BDW43DRAFT_272981,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
209559,43625548,BDW43DRAFT_272985,BDW43DRAFT_272985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625549,BDW43DRAFT_272994,BDW43DRAFT_272994,-,-,Unknown,-,glycosyl transferase family 90-domain-containing protein,protein-coding,-,-,-,glycosyl transferase family 90-domain-containing protein,20201217,-
209559,43625550,BDW43DRAFT_272996,BDW43DRAFT_272996,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625551,BDW43DRAFT_272999,BDW43DRAFT_272999,-,-,Unknown,-,CWC16 protein,protein-coding,-,-,-,CWC16 protein,20210306,-
209559,43625552,BDW43DRAFT_273020,BDW43DRAFT_273020,-,-,Unknown,-,RNA polymerase III transcription factor IIIC subunit-domain-containing protein,protein-coding,-,-,-,RNA polymerase III transcription factor IIIC subunit-domain-containing protein,20210306,-
209559,43625553,BDW43DRAFT_273024,BDW43DRAFT_273024,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20201217,-
209559,43625554,BDW43DRAFT_273025,BDW43DRAFT_273025,-,-,Unknown,-,Mss4-like protein,protein-coding,-,-,-,Mss4-like protein,20210306,-
209559,43625555,BDW43DRAFT_273030,BDW43DRAFT_273030,-,-,Unknown,-,MCM2/3/5 family-domain-containing protein,protein-coding,-,-,-,MCM2/3/5 family-domain-containing protein,20210306,-
209559,43625556,BDW43DRAFT_273035,BDW43DRAFT_273035,-,-,Unknown,-,GARP complex component,protein-coding,-,-,-,GARP complex component,20210306,-
209559,43625557,BDW43DRAFT_273036,BDW43DRAFT_273036,-,-,Unknown,-,chaperonin 10-like protein,protein-coding,-,-,-,chaperonin 10-like protein,20201217,-
209559,43625558,BDW43DRAFT_273062,BDW43DRAFT_273062,-,-,Unknown,-,isoprenoid synthase domain-containing protein,protein-coding,-,-,-,isoprenoid synthase domain-containing protein,20210306,-
209559,43625559,BDW43DRAFT_273064,BDW43DRAFT_273064,-,-,Unknown,-,anaphase promoting complex subunit 8,protein-coding,-,-,-,anaphase promoting complex subunit 8,20210306,-
209559,43625560,BDW43DRAFT_273067,BDW43DRAFT_273067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625561,BDW43DRAFT_273080,BDW43DRAFT_273080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625562,BDW43DRAFT_273120,BDW43DRAFT_273120,-,-,Unknown,-,DASH complex subunit Dad1-domain-containing protein,protein-coding,-,-,-,DASH complex subunit Dad1-domain-containing protein,20210306,-
209559,43625563,BDW43DRAFT_273121,BDW43DRAFT_273121,-,-,Unknown,-,GTP-binding protein rhoC,protein-coding,-,-,-,GTP-binding protein rhoC,20201217,-
209559,43625564,BDW43DRAFT_273138,BDW43DRAFT_273138,-,-,Unknown,-,phosphatidic acid phosphatase type 2/haloperoxidase,protein-coding,-,-,-,phosphatidic acid phosphatase type 2/haloperoxidase,20201217,-
209559,43625565,BDW43DRAFT_273140,BDW43DRAFT_273140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
209559,43625566,BDW43DRAFT_273143,BDW43DRAFT_273143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625567,BDW43DRAFT_273148,BDW43DRAFT_273148,-,-,Unknown,-,Fe-S cluster assembly protein dre2,protein-coding,-,-,-,Fe-S cluster assembly protein dre2,20210306,-
209559,43625568,BDW43DRAFT_273165,BDW43DRAFT_273165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625569,BDW43DRAFT_273188,BDW43DRAFT_273188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625570,BDW43DRAFT_273191,BDW43DRAFT_273191,-,-,Unknown,-,translation machinery-associated protein 46,protein-coding,-,-,-,translation machinery-associated protein 46,20201217,-
209559,43625571,BDW43DRAFT_273205,BDW43DRAFT_273205,-,-,Unknown,-,Snf7-domain-containing protein,protein-coding,-,-,-,Snf7-domain-containing protein,20210306,-
209559,43625572,BDW43DRAFT_273213,BDW43DRAFT_273213,-,-,Unknown,-,RNA binding domain protein,protein-coding,-,-,-,RNA binding domain protein,20210306,-
209559,43625573,BDW43DRAFT_273223,BDW43DRAFT_273223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625574,BDW43DRAFT_273229,BDW43DRAFT_273229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625575,BDW43DRAFT_273234,BDW43DRAFT_273234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
209559,43625576,BDW43DRAFT_273256,BDW43DRAFT_273256,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210306,-
209559,43625577,BDW43DRAFT_273271,BDW43DRAFT_273271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625578,BDW43DRAFT_273278,BDW43DRAFT_273278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625579,BDW43DRAFT_273282,BDW43DRAFT_273282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
209559,43625580,BDW43DRAFT_273284,BDW43DRAFT_273284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
