#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11594466,P186_RS13430,P186_RS13430,P186_2867,-,-,-,family 2 glycosyl transferase,protein-coding,-,-,-,family 2 glycosyl transferase,20200905,-
1104324,11594467,P186_RS13435,P186_RS13435,P186_2868,-,-,-,GTP cyclohydrolase I,protein-coding,-,-,-,GTP cyclohydrolase I,20200218,-
1104324,11594468,P186_RS13445,P186_RS13445,P186_2869,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594469,P186_RS13450,P186_RS13450,P186_2870,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200905,-
1104324,11594470,P186_RS13455,P186_RS13455,P186_2871,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594471,P186_RS13460,P186_RS13460,P186_2872,-,-,-,M1 family metallopeptidase,protein-coding,-,-,-,M1 family metallopeptidase,20200905,-
1104324,11594472,upp,P186_RS13465,P186_2873,-,-,-,uracil phosphoribosyltransferase,protein-coding,-,-,-,uracil phosphoribosyltransferase,20200218,-
1104324,11594473,P186_RS13470,P186_RS13470,P186_2874,-,-,-,peptidase A24,protein-coding,-,-,-,peptidase A24,20200218,-
1104324,11594474,P186_RS13475,P186_RS13475,P186_2875,-,-,-,bifunctional phosphoglucose/phosphomannose isomerase,protein-coding,-,-,-,bifunctional phosphoglucose/phosphomannose isomerase,20201217,-
1104324,11594475,P186_RS13480,P186_RS13480,P186_2876,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201217,-
1104324,11594476,P186_RS13485,P186_RS13485,P186_2877,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201217,-
1104324,11594477,P186_RS13490,P186_RS13490,P186_2878,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594478,P186_RS13495,P186_RS13495,P186_2879,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594479,P186_RS13500,P186_RS13500,P186_2880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594481,P186_RS13505,P186_RS13505,P186_2882,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594482,P186_RS13510,P186_RS13510,P186_2883,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594484,P186_RS13515,P186_RS13515,P186_2885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594485,P186_RS13520,P186_RS13520,P186_2886,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594486,P186_RS13525,P186_RS13525,P186_2887,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201217,-
1104324,11594487,P186_RS13530,P186_RS13530,P186_2888,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594488,P186_RS13535,P186_RS13535,P186_2889,-,-,-,DUF3883 domain-containing protein,protein-coding,-,-,-,DUF3883 domain-containing protein,20200905,-
1104324,11594490,P186_RS13540,P186_RS13540,P186_2891,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594491,P186_RS13545,P186_RS13545,P186_2892,-,-,-,DUF499 domain-containing protein,protein-coding,-,-,-,DUF499 domain-containing protein,20200905,-
1104324,11594492,P186_RS13550,P186_RS13550,P186_2893,-,-,-,DUF1156 domain-containing protein,protein-coding,-,-,-,DUF1156 domain-containing protein,20200218,-
1104324,11594493,P186_RS13555,P186_RS13555,P186_2894,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594496,P186_RS13570,P186_RS13570,P186_2897,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594497,P186_RS13575,P186_RS13575,P186_2898,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594498,P186_RS13580,P186_RS13580,P186_2899,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594499,P186_RS13585,P186_RS13585,P186_2900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594500,P186_RS13590,P186_RS13590,P186_2901,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594501,P186_RS13600,P186_RS13600,P186_2902,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594502,P186_RS13605,P186_RS13605,P186_2903,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200905,-
1104324,11594504,P186_RS13615,P186_RS13615,P186_2905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594505,P186_RS13620,P186_RS13620,P186_2906,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594506,P186_RS13625,P186_RS13625,P186_2907,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594507,P186_RS13630,P186_RS13630,P186_2908,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594508,P186_RS13635,P186_RS13635,P186_2909,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20200905,-
1104324,11594509,P186_RS13640,P186_RS13640,P186_2910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594510,P186_RS13645,P186_RS13645,P186_2911,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594511,P186_RS13650,P186_RS13650,P186_2912,-,-,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20200218,-
1104324,11594512,P186_RS13655,P186_RS13655,P186_2913,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594513,P186_RS13660,P186_RS13660,P186_2914,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594514,P186_RS13665,P186_RS13665,P186_2915,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594515,P186_RS13670,P186_RS13670,P186_2916,-,-,-,Fis family transcriptional regulator,protein-coding,-,-,-,Fis family transcriptional regulator,20201217,-
1104324,11594517,P186_RS13675,P186_RS13675,P186_2918,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594518,P186_RS13680,P186_RS13680,P186_2919,-,-,-,PaRep2b protein,protein-coding,-,-,-,PaRep2b protein,20201217,-
1104324,11594519,P186_RS13685,P186_RS13685,P186_2920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594520,P186_RS13690,P186_RS13690,P186_2921,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210424,-
1104324,11594521,P186_RS01170,P186_RS01170,P186_0255,-,-,-,DUF1614 domain-containing protein,protein-coding,-,-,-,DUF1614 domain-containing protein,20200905,-
1104324,11594522,P186_RS01175,P186_RS01175,P186_0256,-,-,-,riboflavin synthase,protein-coding,-,-,-,riboflavin synthase,20200218,-
1104324,11594523,P186_RS01180,P186_RS01180,P186_0257,-,-,-,CopG family ribbon-helix-helix protein,protein-coding,-,-,-,CopG family ribbon-helix-helix protein,20201217,-
1104324,11594524,P186_RS01185,P186_RS01185,P186_0258,-,-,-,M67 family metallopeptidase,protein-coding,-,-,-,M67 family metallopeptidase,20200218,-
1104324,11594525,P186_RS01190,P186_RS01190,P186_0259,-,-,-,aminopeptidase P family protein,protein-coding,-,-,-,aminopeptidase P family protein,20200905,-
1104324,11594527,P186_RS01195,P186_RS01195,P186_0261,-,-,-,hydantoinase B/oxoprolinase family protein,protein-coding,-,-,-,hydantoinase B/oxoprolinase family protein,20210208,-
1104324,11594528,P186_RS01200,P186_RS01200,P186_0262,-,-,-,hydantoinase/oxoprolinase family protein,protein-coding,-,-,-,hydantoinase/oxoprolinase family protein,20200905,-
1104324,11594529,P186_RS01205,P186_RS01205,P186_R0005,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11594530,P186_RS01210,P186_RS01210,P186_0263,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200905,-
1104324,11594531,P186_RS01215,P186_RS01215,P186_0264,-,-,-,antitoxin,protein-coding,-,-,-,antitoxin,20200218,-
1104324,11594532,P186_RS01220,P186_RS01220,P186_0265,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20200905,-
1104324,11594533,P186_RS01225,P186_RS01225,P186_0266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594534,P186_RS01230,P186_RS01230,P186_0267,-,-,-,DUF58 domain-containing protein,protein-coding,-,-,-,DUF58 domain-containing protein,20200905,-
1104324,11594535,P186_RS01235,P186_RS01235,P186_0268,-,-,-,MoxR family ATPase,protein-coding,-,-,-,MoxR family ATPase,20200905,-
1104324,11594536,P186_RS01240,P186_RS01240,P186_0269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594537,P186_RS01245,P186_RS01245,P186_0270,-,-,-,transglutaminase domain-containing protein,protein-coding,-,-,-,transglutaminase domain-containing protein,20200905,-
1104324,11594538,P186_RS01250,P186_RS01250,P186_0271,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200218,-
1104324,11594539,P186_RS01255,P186_RS01255,P186_0272,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200905,-
1104324,11594540,P186_RS01260,P186_RS01260,P186_0273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594541,P186_RS01265,P186_RS01265,P186_0274,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200905,-
1104324,11594543,P186_RS01270,P186_RS01270,P186_0276,-,-,-,TatD family hydrolase,protein-coding,-,-,-,TatD family hydrolase,20201028,-
1104324,11594544,P186_RS01275,P186_RS01275,P186_0277,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594545,P186_RS01280,P186_RS01280,P186_0279,-,-,-,DegT/DnrJ/EryC1/StrS family aminotransferase,protein-coding,-,-,-,DegT/DnrJ/EryC1/StrS family aminotransferase,20200218,-
1104324,11594546,P186_RS01285,P186_RS01285,P186_0280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594547,P186_RS01290,P186_RS01290,P186_0281,-,-,-,metal-sulfur cluster assembly factor,protein-coding,-,-,-,metal-sulfur cluster assembly factor,20200218,-
1104324,11594548,P186_RS01295,P186_RS01295,P186_0282,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20200218,-
1104324,11594549,P186_RS01300,P186_RS01300,P186_0283,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594550,P186_RS01305,P186_RS01305,P186_0284,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594551,P186_RS01310,P186_RS01310,P186_0285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594552,P186_RS01320,P186_RS01320,P186_0286,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594553,P186_RS01325,P186_RS01325,P186_0287,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,protein-coding,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,20200218,-
1104324,11594555,P186_RS01330,P186_RS01330,P186_0289,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594556,P186_RS01335,P186_RS01335,P186_0290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11594558,P186_RS01340,P186_RS01340,P186_0292,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594561,P186_RS01350,P186_RS01350,P186_0295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594562,P186_RS01355,P186_RS01355,P186_0296,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594565,P186_RS01360,P186_RS01360,P186_0300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594566,P186_RS01365,P186_RS01365,P186_0301,-,-,-,DUF499 domain-containing protein,protein-coding,-,-,-,DUF499 domain-containing protein,20200905,-
1104324,11594568,P186_RS01380,P186_RS01380,P186_0304,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20201028,-
1104324,11594570,P186_RS01385,P186_RS01385,P186_0306,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594571,P186_RS01390,P186_RS01390,P186_0307,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11594573,P186_RS01400,P186_RS01400,P186_0309,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594574,P186_RS01405,P186_RS01405,P186_0310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594575,P186_RS01410,P186_RS01410,P186_0311,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594576,P186_RS01415,P186_RS01415,P186_0312,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200905,-
1104324,11594577,P186_RS01420,P186_RS01420,P186_0313,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11594578,P186_RS01425,P186_RS01425,P186_0314,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594579,P186_RS01430,P186_RS01430,P186_0315,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20200905,-
1104324,11594580,P186_RS01435,P186_RS01435,P186_0316,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594581,P186_RS01440,P186_RS01440,P186_0317,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594582,P186_RS01445,P186_RS01445,P186_0318,-,-,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20200905,-
1104324,11594583,P186_RS01450,P186_RS01450,P186_0319,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594584,P186_RS01455,P186_RS01455,P186_0320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594585,P186_RS01460,P186_RS01460,P186_0321,-,-,-,Fis family transcriptional regulator,protein-coding,-,-,-,Fis family transcriptional regulator,20200905,-
1104324,11594587,P186_RS01465,P186_RS01465,P186_0323,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594588,P186_RS01470,P186_RS01470,P186_0324,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594589,P186_RS01475,P186_RS01475,P186_0325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594592,P186_RS01485,P186_RS01485,P186_0328,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11594594,P186_RS01500,P186_RS01500,P186_R0006,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11594596,P186_RS01505,P186_RS01505,P186_0331,-,-,-,DUF1646 family protein,protein-coding,-,-,-,DUF1646 family protein,20201217,-
1104324,11594597,P186_RS01510,P186_RS01510,P186_0332,-,-,-,TAXI family TRAP transporter solute-binding subunit,protein-coding,-,-,-,TAXI family TRAP transporter solute-binding subunit,20201217,-
1104324,11594598,P186_RS01515,P186_RS01515,P186_0333,-,-,-,TRAP transporter fused permease subunit,protein-coding,-,-,-,TRAP transporter fused permease subunit,20200905,-
1104324,11594599,P186_RS01520,P186_RS01520,P186_0334,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20200218,-
1104324,11594600,P186_RS01525,P186_RS01525,P186_0335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594601,P186_RS01530,P186_RS01530,P186_0336,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,protein-coding,-,-,-,acyl-CoA/acyl-ACP dehydrogenase,20200905,-
1104324,11594602,P186_RS01535,P186_RS01535,P186_0337,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201217,-
1104324,11594603,P186_RS01540,P186_RS01540,P186_0338,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210208,-
1104324,11594604,P186_RS01545,P186_RS01545,P186_0339,-,-,-,7-cyano-7-deazaguanine synthase,protein-coding,-,-,-,7-cyano-7-deazaguanine synthase,20200218,-
1104324,11594605,P186_RS01550,P186_RS01550,P186_0340,-,-,-,carbon-nitrogen hydrolase family protein,protein-coding,-,-,-,carbon-nitrogen hydrolase family protein,20200218,-
1104324,11594606,P186_RS01555,P186_RS01555,P186_0341,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200218,-
1104324,11594607,P186_RS01560,P186_RS01560,P186_0342,-,-,-,LysE family transporter,protein-coding,-,-,-,LysE family transporter,20200218,-
1104324,11594608,P186_RS01565,P186_RS01565,P186_0343,-,-,-,DUF72 domain-containing protein,protein-coding,-,-,-,DUF72 domain-containing protein,20201217,-
1104324,11594609,P186_RS01570,P186_RS01570,P186_0344,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594610,P186_RS01575,P186_RS01575,P186_0345,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200905,-
1104324,11594611,P186_RS01580,P186_RS01580,P186_0346,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20200905,-
1104324,11594612,P186_RS01585,P186_RS01585,P186_0347,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594614,P186_RS01590,P186_RS01590,P186_0349,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594615,P186_RS01595,P186_RS01595,P186_0350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594616,P186_RS01600,P186_RS01600,P186_R0007,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11594617,P186_RS01605,P186_RS01605,P186_0351,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11594618,P186_RS01610,P186_RS01610,P186_0352,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11594619,P186_RS01615,P186_RS01615,P186_0353,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11594620,P186_RS01620,P186_RS01620,P186_0354,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200905,-
1104324,11594621,P186_RS01625,P186_RS01625,P186_0355,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20201217,-
1104324,11594622,P186_RS01630,P186_RS01630,P186_0356,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200218,-
1104324,11594623,P186_RS01635,P186_RS01635,P186_0357,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20201217,-
1104324,11594626,P186_RS01640,P186_RS01640,P186_0361,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
