#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448312,37169529,BO86DRAFT_100071,BO86DRAFT_100071,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
1448312,37173308,BO86DRAFT_355328,BO86DRAFT_355328,-,-,Unknown,-,gamma-glutamylputrescine oxidoreductase,protein-coding,-,-,-,gamma-glutamylputrescine oxidoreductase,20200919,-
1448312,37173309,BO86DRAFT_355332,BO86DRAFT_355332,-,-,Unknown,-,MFS multidrug transporter,protein-coding,-,-,-,MFS multidrug transporter,20200919,-
1448312,37173310,BO86DRAFT_355356,BO86DRAFT_355356,-,-,Unknown,-,DUF1445 domain protein,protein-coding,-,-,-,DUF1445 domain protein,20200919,-
1448312,37173311,BO86DRAFT_355359,BO86DRAFT_355359,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448312,37173312,BO86DRAFT_355365,BO86DRAFT_355365,-,-,Unknown,-,squalene cyclase,protein-coding,-,-,-,squalene cyclase,20200919,-
1448312,37173313,BO86DRAFT_355368,BO86DRAFT_355368,-,-,Unknown,-,putative cytochrome P450 oxidoreductase/alkane hydroxylase,protein-coding,-,-,-,putative cytochrome P450 oxidoreductase/alkane hydroxylase,20200919,-
1448312,37173314,BO86DRAFT_355414,BO86DRAFT_355414,-,-,Unknown,-,PIG-P-domain-containing protein,protein-coding,-,-,-,PIG-P-domain-containing protein,20200919,-
1448312,37173315,BO86DRAFT_355417,BO86DRAFT_355417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173316,BO86DRAFT_355426,BO86DRAFT_355426,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37173317,BO86DRAFT_355437,BO86DRAFT_355437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173318,BO86DRAFT_355480,BO86DRAFT_355480,-,-,Unknown,-,pyrroline-5-carboxylate dehydrogenase,protein-coding,-,-,-,pyrroline-5-carboxylate dehydrogenase,20200919,-
1448312,37173319,BO86DRAFT_355537,BO86DRAFT_355537,-,-,Unknown,-,zf-DHHC-domain-containing protein,protein-coding,-,-,-,zf-DHHC-domain-containing protein,20200919,-
1448312,37173320,BO86DRAFT_355570,BO86DRAFT_355570,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37173321,BO86DRAFT_355581,BO86DRAFT_355581,-,-,Unknown,-,aldehyde dehydrogenase PutA,protein-coding,-,-,-,aldehyde dehydrogenase PutA,20200919,-
1448312,37173322,BO86DRAFT_355583,BO86DRAFT_355583,-,-,Unknown,-,cupin domain protein,protein-coding,-,-,-,cupin domain protein,20200919,-
1448312,37173323,BO86DRAFT_355637,BO86DRAFT_355637,-,-,Unknown,-,apses transcription factor,protein-coding,-,-,-,apses transcription factor,20200919,-
1448312,37173324,BO86DRAFT_355641,BO86DRAFT_355641,-,-,Unknown,-,phospholipase PldA,protein-coding,-,-,-,phospholipase PldA,20200919,-
1448312,37173325,BO86DRAFT_355671,BO86DRAFT_355671,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20200919,-
1448312,37173326,BO86DRAFT_355676,BO86DRAFT_355676,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37173327,BO86DRAFT_355679,BO86DRAFT_355679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173328,BO86DRAFT_355690,BO86DRAFT_355690,-,-,Unknown,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20200919,-
1448312,37173329,BO86DRAFT_355712,BO86DRAFT_355712,-,-,Unknown,-,monooxygenase,protein-coding,-,-,-,monooxygenase,20200919,-
1448312,37173330,BO86DRAFT_355719,BO86DRAFT_355719,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448312,37173331,BO86DRAFT_355768,BO86DRAFT_355768,-,-,Unknown,-,SNO glutamine amidotransferase,protein-coding,-,-,-,SNO glutamine amidotransferase,20200919,-
1448312,37173332,BO86DRAFT_355777,BO86DRAFT_355777,-,-,Unknown,-,mitochondrial 54S ribosomal protein YmL38/YmL34,protein-coding,-,-,-,mitochondrial 54S ribosomal protein YmL38/YmL34,20200919,-
1448312,37173333,BO86DRAFT_355787,BO86DRAFT_355787,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448312,37173334,BO86DRAFT_355846,BO86DRAFT_355846,-,-,Unknown,-,DNA repair helicase rad25,protein-coding,-,-,-,DNA repair helicase rad25,20200919,-
1448312,37173335,BO86DRAFT_355848,BO86DRAFT_355848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173336,BO86DRAFT_355861,BO86DRAFT_355861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173337,BO86DRAFT_355912,BO86DRAFT_355912,-,-,Unknown,-,methylenetetrahydrofolate reduct,protein-coding,-,-,-,methylenetetrahydrofolate reduct,20200919,-
1448312,37173338,BO86DRAFT_355916,BO86DRAFT_355916,-,-,Unknown,-,glutamyl-tRNA synthetase,protein-coding,-,-,-,glutamyl-tRNA synthetase,20200919,-
1448312,37173339,BO86DRAFT_355919,BO86DRAFT_355919,-,-,Unknown,-,ribosomal protein L1,protein-coding,-,-,-,ribosomal protein L1,20200919,-
1448312,37173340,BO86DRAFT_356001,BO86DRAFT_356001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173341,BO86DRAFT_356047,BO86DRAFT_356047,-,-,Unknown,-,terpene synthase,protein-coding,-,-,-,terpene synthase,20200919,-
1448312,37173342,BO86DRAFT_356082,BO86DRAFT_356082,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173343,BO86DRAFT_356087,BO86DRAFT_356087,-,-,Unknown,-,Nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A,protein-coding,-,-,-,Nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A,20200919,-
1448312,37173344,BO86DRAFT_356138,BO86DRAFT_356138,-,-,Unknown,-,PRTase-like protein,protein-coding,-,-,-,PRTase-like protein,20200919,-
1448312,37173345,BO86DRAFT_356146,BO86DRAFT_356146,-,-,Unknown,-,short-chain dehydrogenases/reductase,protein-coding,-,-,-,short-chain dehydrogenases/reductase,20200919,-
1448312,37173346,BO86DRAFT_356152,BO86DRAFT_356152,-,-,Unknown,-,sugar transporter,protein-coding,-,-,-,sugar transporter,20200919,-
1448312,37173347,BO86DRAFT_356157,BO86DRAFT_356157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173348,BO86DRAFT_356183,BO86DRAFT_356183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173349,BO86DRAFT_356196,BO86DRAFT_356196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173350,BO86DRAFT_356216,BO86DRAFT_356216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173351,BO86DRAFT_356230,BO86DRAFT_356230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173352,BO86DRAFT_356236,BO86DRAFT_356236,-,-,Unknown,-,peptidase M61 domain-containing protein,protein-coding,-,-,-,peptidase M61 domain-containing protein,20200919,-
1448312,37173353,BO86DRAFT_356250,BO86DRAFT_356250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173354,BO86DRAFT_356290,BO86DRAFT_356290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173355,BO86DRAFT_356298,BO86DRAFT_356298,-,-,Unknown,-,putative C6 finger domain protein,protein-coding,-,-,-,putative C6 finger domain protein,20200919,-
1448312,37173356,BO86DRAFT_356312,BO86DRAFT_356312,-,-,Unknown,-,putative Ctr copper transporter,protein-coding,-,-,-,putative Ctr copper transporter,20200919,-
1448312,37173357,BO86DRAFT_356320,BO86DRAFT_356320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173358,BO86DRAFT_356334,BO86DRAFT_356334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173359,BO86DRAFT_35641,BO86DRAFT_35641,-,-,Unknown,-,ureidoglycolate hydrolase,protein-coding,-,-,-,ureidoglycolate hydrolase,20200919,-
1448312,37173360,BO86DRAFT_356471,BO86DRAFT_356471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173361,BO86DRAFT_356510,BO86DRAFT_356510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173362,BO86DRAFT_356560,BO86DRAFT_356560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173363,BO86DRAFT_356566,BO86DRAFT_356566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173364,BO86DRAFT_356569,BO86DRAFT_356569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173365,BO86DRAFT_356630,BO86DRAFT_356630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173366,BO86DRAFT_356632,BO86DRAFT_356632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173367,BO86DRAFT_356652,BO86DRAFT_356652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173368,BO86DRAFT_356672,BO86DRAFT_356672,-,-,Unknown,-,2-hydroxychromene-2-carboxylate isomerase,protein-coding,-,-,-,2-hydroxychromene-2-carboxylate isomerase,20200919,-
1448312,37173369,BO86DRAFT_356703,BO86DRAFT_356703,-,-,Unknown,-,Metallo-dependent hydrolase,protein-coding,-,-,-,Metallo-dependent hydrolase,20200919,-
1448312,37173370,BO86DRAFT_356716,BO86DRAFT_356716,-,-,Unknown,-,alpha-ketoglutarate-dependent sulfonate dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent sulfonate dioxygenase,20200919,-
1448312,37173371,BO86DRAFT_356762,BO86DRAFT_356762,-,-,Unknown,-,neutral amino acid permease,protein-coding,-,-,-,neutral amino acid permease,20200919,-
1448312,37173372,BO86DRAFT_356772,BO86DRAFT_356772,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200919,-
1448312,37173373,BO86DRAFT_356775,BO86DRAFT_356775,-,-,Unknown,-,Six-hairpin glycosidase,protein-coding,-,-,-,Six-hairpin glycosidase,20200919,-
1448312,37173374,BO86DRAFT_35682,BO86DRAFT_35682,-,-,Unknown,-,putative MFS transporter,protein-coding,-,-,-,putative MFS transporter,20200919,-
1448312,37173375,BO86DRAFT_356858,BO86DRAFT_356858,-,-,Unknown,-,DUF1740-domain-containing protein,protein-coding,-,-,-,DUF1740-domain-containing protein,20200919,-
1448312,37173376,BO86DRAFT_356884,BO86DRAFT_356884,-,-,Unknown,-,putative lipid transfer protein,protein-coding,-,-,-,putative lipid transfer protein,20200919,-
1448312,37173377,BO86DRAFT_356918,BO86DRAFT_356918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173378,BO86DRAFT_356972,BO86DRAFT_356972,-,-,Unknown,-,DNA repair protein rhp54,protein-coding,-,-,-,DNA repair protein rhp54,20200919,-
1448312,37173379,BO86DRAFT_356982,BO86DRAFT_356982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173380,BO86DRAFT_356991,BO86DRAFT_356991,-,-,Unknown,-,kinesin-domain-containing protein,protein-coding,-,-,-,kinesin-domain-containing protein,20200919,-
1448312,37173381,BO86DRAFT_357010,BO86DRAFT_357010,-,-,Unknown,-,Gaa1-domain-containing protein,protein-coding,-,-,-,Gaa1-domain-containing protein,20200919,-
1448312,37173382,BO86DRAFT_357024,BO86DRAFT_357024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173383,BO86DRAFT_357045,BO86DRAFT_357045,-,-,Unknown,-,"leucyl-tRNA synthetase, cytoplasmic",protein-coding,-,-,-,"leucyl-tRNA synthetase, cytoplasmic",20200919,-
1448312,37173384,BO86DRAFT_357102,BO86DRAFT_357102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173385,BO86DRAFT_357122,BO86DRAFT_357122,-,-,Unknown,-,Mog1p/PsbP-like protein,protein-coding,-,-,-,Mog1p/PsbP-like protein,20200919,-
1448312,37173386,BO86DRAFT_357153,BO86DRAFT_357153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173387,BO86DRAFT_357215,BO86DRAFT_357215,-,-,Unknown,-,mitochondrial 54S ribosomal protein YmL9,protein-coding,-,-,-,mitochondrial 54S ribosomal protein YmL9,20200919,-
1448312,37173388,BO86DRAFT_357231,BO86DRAFT_357231,-,-,Unknown,-,protein transport protein sec13,protein-coding,-,-,-,protein transport protein sec13,20200919,-
1448312,37173389,BO86DRAFT_357234,BO86DRAFT_357234,-,-,Unknown,-,putative MFS myo-inositol transporter,protein-coding,-,-,-,putative MFS myo-inositol transporter,20200919,-
1448312,37173390,BO86DRAFT_357331,BO86DRAFT_357331,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 5,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 5,20200919,-
1448312,37173391,BO86DRAFT_357344,BO86DRAFT_357344,-,-,Unknown,-,ribonucleotide reductase large subunit RNR1,protein-coding,-,-,-,ribonucleotide reductase large subunit RNR1,20200919,-
1448312,37173392,BO86DRAFT_35742,BO86DRAFT_35742,-,-,Unknown,-,18S rRNA biogenesis protein,protein-coding,-,-,-,18S rRNA biogenesis protein,20200919,-
1448312,37173393,BO86DRAFT_35746,BO86DRAFT_35746,-,-,Unknown,-,putative Noc1p protein,protein-coding,-,-,-,putative Noc1p protein,20200919,-
1448312,37173394,BO86DRAFT_357461,BO86DRAFT_357461,-,-,Unknown,-,RecF/RecN/SMC protein,protein-coding,-,-,-,RecF/RecN/SMC protein,20200919,-
1448312,37173395,BO86DRAFT_357486,BO86DRAFT_357486,-,-,Unknown,-,CDC73-domain-containing protein,protein-coding,-,-,-,CDC73-domain-containing protein,20200919,-
1448312,37173396,BO86DRAFT_3575,BO86DRAFT_3575,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448312,37173397,BO86DRAFT_357500,BO86DRAFT_357500,-,-,Unknown,-,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphate transferase,protein-coding,-,-,-,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphate transferase,20200919,-
1448312,37173398,BO86DRAFT_357530,BO86DRAFT_357530,-,-,Unknown,-,V-type proton ATPase subunit E,protein-coding,-,-,-,V-type proton ATPase subunit E,20200919,-
1448312,37173399,BO86DRAFT_357543,BO86DRAFT_357543,-,-,Unknown,-,spindle pole body component alp4,protein-coding,-,-,-,spindle pole body component alp4,20200919,-
1448312,37173400,BO86DRAFT_357547,BO86DRAFT_357547,-,-,Unknown,-,putative rRNA assembly protein Mis3,protein-coding,-,-,-,putative rRNA assembly protein Mis3,20200919,-
1448312,37173401,BO86DRAFT_35763,BO86DRAFT_35763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173402,BO86DRAFT_357646,BO86DRAFT_357646,-,-,Unknown,-,calcium/calmodulin-dependent protein kinase,protein-coding,-,-,-,calcium/calmodulin-dependent protein kinase,20200919,-
1448312,37173403,BO86DRAFT_35766,BO86DRAFT_35766,-,-,Unknown,-,putative C4-dicarboxylate transporter/malic acid transport protein,protein-coding,-,-,-,putative C4-dicarboxylate transporter/malic acid transport protein,20200919,-
1448312,37173404,BO86DRAFT_357670,BO86DRAFT_357670,-,-,Unknown,-,ATP-NAD kinase,protein-coding,-,-,-,ATP-NAD kinase,20200919,-
1448312,37173405,BO86DRAFT_357692,BO86DRAFT_357692,-,-,Unknown,-,homoserine kinase,protein-coding,-,-,-,homoserine kinase,20200919,-
1448312,37173406,BO86DRAFT_357700,BO86DRAFT_357700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173407,BO86DRAFT_357742,BO86DRAFT_357742,-,-,Unknown,-,G10 protein,protein-coding,-,-,-,G10 protein,20200919,-
1448312,37173408,BO86DRAFT_357773,BO86DRAFT_357773,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20200919,-
1448312,37173409,BO86DRAFT_357780,BO86DRAFT_357780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173410,BO86DRAFT_357804,BO86DRAFT_357804,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
1448312,37173411,BO86DRAFT_357834,BO86DRAFT_357834,-,-,Unknown,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20200919,-
1448312,37173412,BO86DRAFT_357878,BO86DRAFT_357878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173413,BO86DRAFT_357938,BO86DRAFT_357938,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37173414,BO86DRAFT_357953,BO86DRAFT_357953,-,-,Unknown,-,DUF1716-domain-containing protein,protein-coding,-,-,-,DUF1716-domain-containing protein,20200919,-
1448312,37173415,BO86DRAFT_357956,BO86DRAFT_357956,-,-,Unknown,-,"RNA polymerase II, second largest subunit",protein-coding,-,-,-,"RNA polymerase II, second largest subunit",20200919,-
1448312,37173416,BO86DRAFT_358017,BO86DRAFT_358017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173417,BO86DRAFT_358068,BO86DRAFT_358068,-,-,Unknown,-,putative FAD dependent sulfhydryl oxidase Erv1,protein-coding,-,-,-,putative FAD dependent sulfhydryl oxidase Erv1,20200919,-
1448312,37173418,BO86DRAFT_358097,BO86DRAFT_358097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173419,BO86DRAFT_358110,BO86DRAFT_358110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173420,BO86DRAFT_358136,BO86DRAFT_358136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173421,BO86DRAFT_358166,BO86DRAFT_358166,-,-,Unknown,-,organelle alpha-mannosidase,protein-coding,-,-,-,organelle alpha-mannosidase,20200919,-
1448312,37173422,BO86DRAFT_358169,BO86DRAFT_358169,-,-,Unknown,-,Ctr copper transporter,protein-coding,-,-,-,Ctr copper transporter,20200919,-
1448312,37173423,BO86DRAFT_358187,BO86DRAFT_358187,-,-,Unknown,-,MRS7 family protein,protein-coding,-,-,-,MRS7 family protein,20200919,-
1448312,37173424,BO86DRAFT_358217,BO86DRAFT_358217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173425,BO86DRAFT_358219,BO86DRAFT_358219,-,-,Unknown,-,DUF1746-domain-containing protein,protein-coding,-,-,-,DUF1746-domain-containing protein,20200919,-
1448312,37173426,BO86DRAFT_358222,BO86DRAFT_358222,-,-,Unknown,-,aspartyl aminopeptidase,protein-coding,-,-,-,aspartyl aminopeptidase,20200919,-
1448312,37173427,BO86DRAFT_358228,BO86DRAFT_358228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173428,BO86DRAFT_358318,BO86DRAFT_358318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173429,BO86DRAFT_358343,BO86DRAFT_358343,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20200919,-
1448312,37173430,BO86DRAFT_358351,BO86DRAFT_358351,-,-,Unknown,-,26S protease regulatory subunit 7,protein-coding,-,-,-,26S protease regulatory subunit 7,20200919,-
1448312,37173431,BO86DRAFT_358353,BO86DRAFT_358353,-,-,Unknown,-,flavo protein subunit of succinate dehydrogenase,protein-coding,-,-,-,flavo protein subunit of succinate dehydrogenase,20200919,-
1448312,37173432,BO86DRAFT_358357,BO86DRAFT_358357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173433,BO86DRAFT_358381,BO86DRAFT_358381,-,-,Unknown,-,putative metal-binding protein,protein-coding,-,-,-,putative metal-binding protein,20200919,-
1448312,37173434,BO86DRAFT_358401,BO86DRAFT_358401,-,-,Unknown,-,zf-CHY-domain-containing protein,protein-coding,-,-,-,zf-CHY-domain-containing protein,20200919,-
1448312,37173435,BO86DRAFT_358442,BO86DRAFT_358442,-,-,Unknown,-,protein serine/threonine phosphatase 2C,protein-coding,-,-,-,protein serine/threonine phosphatase 2C,20200919,-
1448312,37173436,BO86DRAFT_358454,BO86DRAFT_358454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37173437,BO86DRAFT_358477,BO86DRAFT_358477,-,-,Unknown,-,putative short-chain dehydrogenase,protein-coding,-,-,-,putative short-chain dehydrogenase,20200919,-
1448312,37173438,BO86DRAFT_358489,BO86DRAFT_358489,-,-,Unknown,-,STT3 subunit of Oligosaccharyl transferase,protein-coding,-,-,-,STT3 subunit of Oligosaccharyl transferase,20200919,-
1448312,37173439,BO86DRAFT_358506,BO86DRAFT_358506,-,-,Unknown,-,putative l-carnitine dehydratase/alpha-methylacyl-CoA racemase,protein-coding,-,-,-,putative l-carnitine dehydratase/alpha-methylacyl-CoA racemase,20200919,-
