#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37041635,FA10DRAFT_254156,FA10DRAFT_254156,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37041636,FA10DRAFT_254177,FA10DRAFT_254177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041637,FA10DRAFT_254187,FA10DRAFT_254187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041638,FA10DRAFT_254249,FA10DRAFT_254249,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20200918,-
215250,37041639,FA10DRAFT_254258,FA10DRAFT_254258,-,-,Unknown,-,putative MET6-methionine synthase,protein-coding,-,-,-,putative MET6-methionine synthase,20200918,-
215250,37041640,FA10DRAFT_254303,FA10DRAFT_254303,-,-,Unknown,-,putative mitochondrial precursor protein import receptor tom70,protein-coding,-,-,-,putative mitochondrial precursor protein import receptor tom70,20200918,-
215250,37041641,FA10DRAFT_254332,FA10DRAFT_254332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041642,FA10DRAFT_254343,FA10DRAFT_254343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041643,FA10DRAFT_254349,FA10DRAFT_254349,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20200918,-
215250,37041644,FA10DRAFT_254413,FA10DRAFT_254413,-,-,Unknown,-,Sybindin-like protein,protein-coding,-,-,-,Sybindin-like protein,20200918,-
215250,37041645,FA10DRAFT_254443,FA10DRAFT_254443,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041646,FA10DRAFT_254470,FA10DRAFT_254470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041647,FA10DRAFT_254506,FA10DRAFT_254506,-,-,Unknown,-,isomerising glucosamine-fructose-6-phosphate aminotransferase,protein-coding,-,-,-,isomerising glucosamine-fructose-6-phosphate aminotransferase,20200918,-
215250,37041648,FA10DRAFT_254515,FA10DRAFT_254515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041649,FA10DRAFT_254572,FA10DRAFT_254572,-,-,Unknown,-,putative CYB2-L-lactate dehydrogenase,protein-coding,-,-,-,putative CYB2-L-lactate dehydrogenase,20200918,-
215250,37041650,FA10DRAFT_254612,FA10DRAFT_254612,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37041651,FA10DRAFT_254616,FA10DRAFT_254616,-,-,Unknown,-,FAD/NAD-P-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD-P-binding domain-containing protein,20200918,-
215250,37041652,FA10DRAFT_254621,FA10DRAFT_254621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041653,FA10DRAFT_254643,FA10DRAFT_254643,-,-,Unknown,-,"TFIIH basal transcription factor complex, subunit SSL1",protein-coding,-,-,-,"TFIIH basal transcription factor complex, subunit SSL1",20200918,-
215250,37041654,FA10DRAFT_254666,FA10DRAFT_254666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041655,FA10DRAFT_254686,FA10DRAFT_254686,-,-,Unknown,-,glucose dehydrogenase,protein-coding,-,-,-,glucose dehydrogenase,20200918,-
215250,37041656,FA10DRAFT_254704,FA10DRAFT_254704,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041657,FA10DRAFT_254726,FA10DRAFT_254726,-,-,Unknown,-,21 kDa subunit of NADH dehydrogenase,protein-coding,-,-,-,21 kDa subunit of NADH dehydrogenase,20200918,-
215250,37041658,FA10DRAFT_254738,FA10DRAFT_254738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041659,FA10DRAFT_254743,FA10DRAFT_254743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041660,FA10DRAFT_254808,FA10DRAFT_254808,-,-,Unknown,-,phosphatases II,protein-coding,-,-,-,phosphatases II,20200918,-
215250,37041661,FA10DRAFT_254907,FA10DRAFT_254907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041662,FA10DRAFT_254925,FA10DRAFT_254925,-,-,Unknown,-,threonine dehydratase I,protein-coding,-,-,-,threonine dehydratase I,20200918,-
215250,37041663,FA10DRAFT_254991,FA10DRAFT_254991,-,-,Unknown,-,CoA-dependent acyltransferase,protein-coding,-,-,-,CoA-dependent acyltransferase,20200918,-
215250,37041664,FA10DRAFT_2550,FA10DRAFT_2550,-,-,Unknown,-,MTHFR-domain-containing protein,protein-coding,-,-,-,MTHFR-domain-containing protein,20200918,-
215250,37041665,FA10DRAFT_255022,FA10DRAFT_255022,-,-,Unknown,-,putative peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,putative peptidyl-prolyl cis-trans isomerase,20200918,-
215250,37041666,FA10DRAFT_255059,FA10DRAFT_255059,-,-,Unknown,-,peroxisomal membrane protein 4,protein-coding,-,-,-,peroxisomal membrane protein 4,20200918,-
215250,37041667,FA10DRAFT_255073,FA10DRAFT_255073,-,-,Unknown,-,Oligoxyloglucan reducing end-specific cellobiohydrolase,protein-coding,-,-,-,Oligoxyloglucan reducing end-specific cellobiohydrolase,20200918,-
215250,37041668,FA10DRAFT_255091,FA10DRAFT_255091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041669,FA10DRAFT_255118,FA10DRAFT_255118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041670,FA10DRAFT_255140,FA10DRAFT_255140,-,-,Unknown,-,putative exported lipase/esterase,protein-coding,-,-,-,putative exported lipase/esterase,20200918,-
215250,37041671,FA10DRAFT_255151,FA10DRAFT_255151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041672,FA10DRAFT_255158,FA10DRAFT_255158,-,-,Unknown,-,putative aminohydrolase,protein-coding,-,-,-,putative aminohydrolase,20200918,-
215250,37041673,FA10DRAFT_255181,FA10DRAFT_255181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041674,FA10DRAFT_255212,FA10DRAFT_255212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041675,FA10DRAFT_255223,FA10DRAFT_255223,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37041676,FA10DRAFT_255243,FA10DRAFT_255243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041677,FA10DRAFT_255246,FA10DRAFT_255246,-,-,Unknown,-,putative CCT7-component of chaperonin-containing T-complex,protein-coding,-,-,-,putative CCT7-component of chaperonin-containing T-complex,20200918,-
215250,37041678,FA10DRAFT_255249,FA10DRAFT_255249,-,-,Unknown,-,putative aspartyl aminopeptidase,protein-coding,-,-,-,putative aspartyl aminopeptidase,20200918,-
215250,37041679,FA10DRAFT_255268,FA10DRAFT_255268,-,-,Unknown,-,FtsJ-domain-containing protein,protein-coding,-,-,-,FtsJ-domain-containing protein,20200918,-
215250,37041680,FA10DRAFT_255287,FA10DRAFT_255287,-,-,Unknown,-,SE-domain-containing protein,protein-coding,-,-,-,SE-domain-containing protein,20200918,-
215250,37041681,FA10DRAFT_255302,FA10DRAFT_255302,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20200918,-
215250,37041682,FA10DRAFT_255311,FA10DRAFT_255311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041683,FA10DRAFT_255329,FA10DRAFT_255329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041684,FA10DRAFT_255419,FA10DRAFT_255419,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20200918,-
215250,37041685,FA10DRAFT_255512,FA10DRAFT_255512,-,-,Unknown,-,transcription elongation factor,protein-coding,-,-,-,transcription elongation factor,20200918,-
215250,37041686,FA10DRAFT_255518,FA10DRAFT_255518,-,-,Unknown,-,putative exopolygalacturonase precursor,protein-coding,-,-,-,putative exopolygalacturonase precursor,20200918,-
215250,37041687,FA10DRAFT_255554,FA10DRAFT_255554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041688,FA10DRAFT_255607,FA10DRAFT_255607,-,-,Unknown,-,phosphoserine aminotransferase,protein-coding,-,-,-,phosphoserine aminotransferase,20200918,-
215250,37041689,FA10DRAFT_255626,FA10DRAFT_255626,-,-,Unknown,-,nucleotide-binding domain-containing protein,protein-coding,-,-,-,nucleotide-binding domain-containing protein,20200918,-
215250,37041690,FA10DRAFT_255628,FA10DRAFT_255628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041691,FA10DRAFT_255641,FA10DRAFT_255641,-,-,Unknown,-,PTR2-domain-containing protein,protein-coding,-,-,-,PTR2-domain-containing protein,20200918,-
215250,37041692,FA10DRAFT_255666,FA10DRAFT_255666,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200918,-
215250,37041693,FA10DRAFT_255683,FA10DRAFT_255683,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37041694,FA10DRAFT_255686,FA10DRAFT_255686,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20200918,-
215250,37041695,FA10DRAFT_255694,FA10DRAFT_255694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041696,FA10DRAFT_255706,FA10DRAFT_255706,-,-,Unknown,-,putative NAD binding Rossmann fold oxidoreductase,protein-coding,-,-,-,putative NAD binding Rossmann fold oxidoreductase,20200918,-
215250,37041697,FA10DRAFT_255716,FA10DRAFT_255716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041698,FA10DRAFT_255721,FA10DRAFT_255721,-,-,Unknown,-,Intradiol ring-cleavage dioxygenase,protein-coding,-,-,-,Intradiol ring-cleavage dioxygenase,20200918,-
215250,37041699,FA10DRAFT_255736,FA10DRAFT_255736,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200918,-
215250,37041700,FA10DRAFT_255843,FA10DRAFT_255843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041701,FA10DRAFT_255879,FA10DRAFT_255879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041702,FA10DRAFT_255883,FA10DRAFT_255883,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20200918,-
215250,37041703,FA10DRAFT_255898,FA10DRAFT_255898,-,-,Unknown,-,cobW-domain-containing protein,protein-coding,-,-,-,cobW-domain-containing protein,20200918,-
215250,37041704,FA10DRAFT_255972,FA10DRAFT_255972,-,-,Unknown,-,MT-A70-domain-containing protein,protein-coding,-,-,-,MT-A70-domain-containing protein,20200918,-
215250,37041705,FA10DRAFT_255981,FA10DRAFT_255981,-,-,Unknown,-,concanavalin A-like lectin/glucanase,protein-coding,-,-,-,concanavalin A-like lectin/glucanase,20200918,-
215250,37041706,FA10DRAFT_255986,FA10DRAFT_255986,-,-,Unknown,-,Nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A,protein-coding,-,-,-,Nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A,20200918,-
215250,37041707,FA10DRAFT_256008,FA10DRAFT_256008,-,-,Unknown,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20200918,-
215250,37041708,FA10DRAFT_256011,FA10DRAFT_256011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041709,FA10DRAFT_256034,FA10DRAFT_256034,-,-,Unknown,-,putative cytoplasmic dynein heavy chain 2,protein-coding,-,-,-,putative cytoplasmic dynein heavy chain 2,20200918,-
215250,37041710,FA10DRAFT_256048,FA10DRAFT_256048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041711,FA10DRAFT_256050,FA10DRAFT_256050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041712,FA10DRAFT_256139,FA10DRAFT_256139,-,-,Unknown,-,putative phospholipase C,protein-coding,-,-,-,putative phospholipase C,20200918,-
215250,37041713,FA10DRAFT_256144,FA10DRAFT_256144,-,-,Unknown,-,nicotinamide N-methyltransferase,protein-coding,-,-,-,nicotinamide N-methyltransferase,20200918,-
215250,37041714,FA10DRAFT_256154,FA10DRAFT_256154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041715,FA10DRAFT_256177,FA10DRAFT_256177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041716,FA10DRAFT_256188,FA10DRAFT_256188,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37041717,FA10DRAFT_256326,FA10DRAFT_256326,-,-,Unknown,-,fungal pheromone STE3G-protein-coupled receptor,protein-coding,-,-,-,fungal pheromone STE3G-protein-coupled receptor,20200918,-
215250,37041718,FA10DRAFT_256358,FA10DRAFT_256358,-,-,Unknown,-,"3-hydroxyanthranilate 3,4-dioxygenase 2",protein-coding,-,-,-,"3-hydroxyanthranilate 3,4-dioxygenase 2",20200918,-
215250,37041719,FA10DRAFT_256377,FA10DRAFT_256377,-,-,Unknown,-,phenazine biosynthesis protein PhzF family,protein-coding,-,-,-,phenazine biosynthesis protein PhzF family,20200918,-
215250,37041720,FA10DRAFT_256400,FA10DRAFT_256400,-,-,Unknown,-,Allantoicase,protein-coding,-,-,-,Allantoicase,20200918,-
215250,37041721,FA10DRAFT_256418,FA10DRAFT_256418,-,-,Unknown,-,putative 60S large subunit ribosomal protein L20,protein-coding,-,-,-,putative 60S large subunit ribosomal protein L20,20200918,-
215250,37041722,FA10DRAFT_256442,FA10DRAFT_256442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041723,FA10DRAFT_256461,FA10DRAFT_256461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041724,FA10DRAFT_256487,FA10DRAFT_256487,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37041725,FA10DRAFT_256497,FA10DRAFT_256497,-,-,Unknown,-,putative MFS nicotinic acid transporter Tna1,protein-coding,-,-,-,putative MFS nicotinic acid transporter Tna1,20200918,-
215250,37041726,FA10DRAFT_256535,FA10DRAFT_256535,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20200918,-
215250,37041727,FA10DRAFT_256574,FA10DRAFT_256574,-,-,Unknown,-,putative cytochrome P450 monooxygenase/Phenylacetate hydroxylase,protein-coding,-,-,-,putative cytochrome P450 monooxygenase/Phenylacetate hydroxylase,20200918,-
215250,37041728,FA10DRAFT_256609,FA10DRAFT_256609,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200918,-
215250,37041729,FA10DRAFT_256625,FA10DRAFT_256625,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37041730,FA10DRAFT_256634,FA10DRAFT_256634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041731,FA10DRAFT_256661,FA10DRAFT_256661,-,-,Unknown,-,aquaporin-like protein,protein-coding,-,-,-,aquaporin-like protein,20200918,-
215250,37041732,FA10DRAFT_256680,FA10DRAFT_256680,-,-,Unknown,-,duf895 domain protein membrane protein,protein-coding,-,-,-,duf895 domain protein membrane protein,20200918,-
215250,37041733,FA10DRAFT_256708,FA10DRAFT_256708,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200918,-
215250,37041734,FA10DRAFT_256712,FA10DRAFT_256712,-,-,Unknown,-,putative MFS monosaccharide transporter,protein-coding,-,-,-,putative MFS monosaccharide transporter,20200918,-
215250,37041735,FA10DRAFT_256717,FA10DRAFT_256717,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37041736,FA10DRAFT_256726,FA10DRAFT_256726,-,-,Unknown,-,putative GTP binding protein and negative regulator of the Ran/Tc4 GTPase cycle,protein-coding,-,-,-,putative GTP binding protein and negative regulator of the Ran/Tc4 GTPase cycle,20200918,-
215250,37041737,FA10DRAFT_256760,FA10DRAFT_256760,-,-,Unknown,-,putative ornithine-oxo-acid aminotransferase,protein-coding,-,-,-,putative ornithine-oxo-acid aminotransferase,20200918,-
215250,37041738,FA10DRAFT_256789,FA10DRAFT_256789,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20200918,-
215250,37041739,FA10DRAFT_256793,FA10DRAFT_256793,-,-,Unknown,-,homoserine acetyltransferase family protein,protein-coding,-,-,-,homoserine acetyltransferase family protein,20200918,-
215250,37041740,FA10DRAFT_256820,FA10DRAFT_256820,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20200918,-
215250,37041741,FA10DRAFT_256846,FA10DRAFT_256846,-,-,Unknown,-,flavin-containing amine oxidoreductase,protein-coding,-,-,-,flavin-containing amine oxidoreductase,20200918,-
215250,37041742,FA10DRAFT_256858,FA10DRAFT_256858,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37041743,FA10DRAFT_256861,FA10DRAFT_256861,-,-,Unknown,-,putative short chain dehydrogenase,protein-coding,-,-,-,putative short chain dehydrogenase,20200918,-
215250,37041744,FA10DRAFT_256934,FA10DRAFT_256934,-,-,Unknown,-,seven-hairpin glycosidase,protein-coding,-,-,-,seven-hairpin glycosidase,20200918,-
215250,37041745,FA10DRAFT_256943,FA10DRAFT_256943,-,-,Unknown,-,Ribonuclease/ribotoxin,protein-coding,-,-,-,Ribonuclease/ribotoxin,20200918,-
215250,37041746,FA10DRAFT_256956,FA10DRAFT_256956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041747,FA10DRAFT_257005,FA10DRAFT_257005,-,-,Unknown,-,S13-like H2TH domain-containing protein,protein-coding,-,-,-,S13-like H2TH domain-containing protein,20200918,-
215250,37041748,FA10DRAFT_257036,FA10DRAFT_257036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041749,FA10DRAFT_257076,FA10DRAFT_257076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041750,FA10DRAFT_257078,FA10DRAFT_257078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041751,FA10DRAFT_257089,FA10DRAFT_257089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041752,FA10DRAFT_257105,FA10DRAFT_257105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041753,FA10DRAFT_257109,FA10DRAFT_257109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041754,FA10DRAFT_257112,FA10DRAFT_257112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041755,FA10DRAFT_257118,FA10DRAFT_257118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041756,FA10DRAFT_257157,FA10DRAFT_257157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041757,FA10DRAFT_257178,FA10DRAFT_257178,-,-,Unknown,-,putative ribonuclease T2,protein-coding,-,-,-,putative ribonuclease T2,20200918,-
215250,37041758,FA10DRAFT_257190,FA10DRAFT_257190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041759,FA10DRAFT_257198,FA10DRAFT_257198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041760,FA10DRAFT_257232,FA10DRAFT_257232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041761,FA10DRAFT_257238,FA10DRAFT_257238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041762,FA10DRAFT_257239,FA10DRAFT_257239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37041763,FA10DRAFT_25725,FA10DRAFT_25725,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
