#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5322,5666623,LOC5666623,-,-,-,MT,-,cox1,protein-coding,-,-,-,cytochrome c oxidase subunit 1;hypothetical protein,20201029,-
5322,59373799,PC9H_003981,PC9H_003981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373800,PC9H_003982,PC9H_003982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373801,LEA1,PC9H_003983,-,-,Unknown,-,U2 snRNP complex subunit,protein-coding,-,-,-,U2 snRNP complex subunit,20210529,-
5322,59373802,PC9H_003984,PC9H_003984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373803,PC9H_003985,PC9H_003985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373804,CDA2_2,PC9H_003986,-,-,Unknown,-,chitin deacetylase,protein-coding,-,-,-,chitin deacetylase,20210529,-
5322,59373805,COX19,PC9H_003987,-,-,Unknown,-,Cytochrome c oxidase assembly protein cox19,protein-coding,-,-,-,Cytochrome c oxidase assembly protein cox19,20210529,-
5322,59373806,PC9H_003988,PC9H_003988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373807,NPL4,PC9H_003989,-,-,Unknown,-,nuclear protein localization protein 4,protein-coding,-,-,-,nuclear protein localization protein 4,20210529,-
5322,59373808,PC9H_003990,PC9H_003990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373809,PC9H_003991,PC9H_003991,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373810,PC9H_003992,PC9H_003992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373811,MTQ2,PC9H_003993,-,-,Unknown,-,S-adenosylmethionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosylmethionine-dependent methyltransferase,20210529,-
5322,59373812,PC9H_003994,PC9H_003994,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373813,PC9H_003995,PC9H_003995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373814,PC9H_003996,PC9H_003996,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373815,PC9H_003997,PC9H_003997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373816,PC9H_003998,PC9H_003998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373817,PC9H_003999,PC9H_003999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373818,PC9H_004000,PC9H_004000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373819,ALG10,PC9H_004001,-,-,Unknown,-,glucosyltransferase,protein-coding,-,-,-,glucosyltransferase,20210529,-
5322,59373820,PC9H_004002,PC9H_004002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373821,PC9H_004003,PC9H_004003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373822,PC9H_004004,PC9H_004004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373823,PC9H_004005,PC9H_004005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373824,PC9H_004006,PC9H_004006,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373825,PC9H_004007,PC9H_004007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373826,MCM3,PC9H_004008,-,-,Unknown,-,MCM DNA helicase complex subunit,protein-coding,-,-,-,MCM DNA helicase complex subunit,20210529,-
5322,59373827,PC9H_004009,PC9H_004009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373828,PC9H_004010,PC9H_004010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373829,PC9H_004011,PC9H_004011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373830,PC9H_004012,PC9H_004012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373831,PC9H_004013,PC9H_004013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373832,PC9H_004014,PC9H_004014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373833,PC9H_004015,PC9H_004015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5322,59373834,PC9H_004016,PC9H_004016,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373835,PC9H_004017,PC9H_004017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373836,PC9H_004018,PC9H_004018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373837,PC9H_004019,PC9H_004019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373838,PC9H_004020,PC9H_004020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373839,PC9H_004021,PC9H_004021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373840,SSK2,PC9H_004022,-,-,Unknown,-,Suppressor of Sensor Kinase (SLN1),protein-coding,-,-,-,Suppressor of Sensor Kinase (SLN1),20210529,-
5322,59373841,DRG2,PC9H_004023,-,-,Unknown,-,Developmentally-regulated GTP-binding protein 2,protein-coding,-,-,-,Developmentally-regulated GTP-binding protein 2,20210529,-
5322,59373842,PC9H_004024,PC9H_004024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373843,ATG26,PC9H_004025,-,-,Unknown,-,Sterol 3-beta-glucosyltransferase,protein-coding,-,-,-,Sterol 3-beta-glucosyltransferase,20210529,-
5322,59373844,PC9H_004026,PC9H_004026,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373845,PC9H_004027,PC9H_004027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373846,PC9H_004028,PC9H_004028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373847,PC9H_004029,PC9H_004029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373848,PC9H_004030,PC9H_004030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373849,PC9H_004031,PC9H_004031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373850,PC9H_004032,PC9H_004032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373851,LAS1,PC9H_004033,-,-,Unknown,-,rRNA-processing protein las1,protein-coding,-,-,-,rRNA-processing protein las1,20210529,-
5322,59373852,PC9H_004034,PC9H_004034,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373853,PC9H_004035,PC9H_004035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373854,PC9H_004036,PC9H_004036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373855,PC9H_004037,PC9H_004037,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373856,PC9H_004038,PC9H_004038,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373857,ERG5,PC9H_004039,-,-,Unknown,-,RNA polymerase C-22 sterol desaturase,protein-coding,-,-,-,RNA polymerase C-22 sterol desaturase,20210529,-
5322,59373858,PC9H_004040,PC9H_004040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373859,PC9H_004041,PC9H_004041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373860,PC9H_004042,PC9H_004042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373861,PC9H_004043,PC9H_004043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373862,PC9H_004044,PC9H_004044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373863,ROK1,PC9H_004045,-,-,Unknown,-,RNA-dependent ATPase rok1,protein-coding,-,-,-,RNA-dependent ATPase rok1,20210529,-
5322,59373864,CCA1,PC9H_004046,-,-,Unknown,-,"CCA tRNA nucleotidyltransferase, mitochondrial",protein-coding,-,-,-,"CCA tRNA nucleotidyltransferase, mitochondrial",20210529,-
5322,59373865,PC9H_004047,PC9H_004047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373866,PC9H_004048,PC9H_004048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373867,VAC8,PC9H_004049,-,-,Unknown,-,Vacuolar protein 8,protein-coding,-,-,-,Vacuolar protein 8,20210529,-
5322,59373868,PC9H_004050,PC9H_004050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373869,PC9H_004051,PC9H_004051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373870,PC9H_004052,PC9H_004052,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373871,PC9H_004053,PC9H_004053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373872,PC9H_004054,PC9H_004054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373873,PC9H_004055,PC9H_004055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373874,PC9H_004056,PC9H_004056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373875,DIC1_2,PC9H_004057,-,-,Unknown,-,Mitochondrial dicarboxylate transporter,protein-coding,-,-,-,Mitochondrial dicarboxylate transporter,20210529,-
5322,59373876,PC9H_004058,PC9H_004058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373877,PC9H_004059,PC9H_004059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373878,SUB2,PC9H_004060,-,-,Unknown,-,Suppressor of the cold-sensitive snRNP bioproteinsis mutant brr1-1,protein-coding,-,-,-,Suppressor of the cold-sensitive snRNP bioproteinsis mutant brr1-1,20210424,-
5322,59373879,PC9H_004061,PC9H_004061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373880,PC9H_004062,PC9H_004062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373881,PC9H_004063,PC9H_004063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373882,PC9H_004064,PC9H_004064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373883,GAS1,PC9H_004065,-,-,Unknown,-,"1,3-beta-glucanosyltransferase gas1",protein-coding,-,-,-,"1,3-beta-glucanosyltransferase gas1",20210529,-
5322,59373884,PC9H_004066,PC9H_004066,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59373885,PC9H_004067,PC9H_004067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373886,PC9H_004068,PC9H_004068,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373887,PHO85,PC9H_004069,-,-,Unknown,-,negative regulator of the PHO system,protein-coding,-,-,-,negative regulator of the PHO system,20210529,-
5322,59373888,PC9H_004070,PC9H_004070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373889,PC9H_004071,PC9H_004071,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373890,PC9H_004072,PC9H_004072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373891,PC9H_004073,PC9H_004073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373892,UTP5,PC9H_004074,-,-,Unknown,-,Small subunit (SSU) processome component,protein-coding,-,-,-,Small subunit (SSU) processome component,20210529,-
5322,59373893,MDV1,PC9H_004075,-,-,Unknown,-,Mitochondrial fission protein,protein-coding,-,-,-,Mitochondrial fission protein,20210529,-
5322,59373894,PC9H_004076,PC9H_004076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373895,PC9H_004077,PC9H_004077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373896,SME1,PC9H_004078,-,-,Unknown,-,mRNA splicing protein sme1,protein-coding,-,-,-,mRNA splicing protein sme1,20210424,-
5322,59373897,MGR2,PC9H_004079,-,-,Unknown,-,subunit of TIM23 translocase complex,protein-coding,-,-,-,subunit of TIM23 translocase complex,20210529,-
5322,59373898,PEX10,PC9H_004080,-,-,Unknown,-,peroxisome bioproteinsis factor 10,protein-coding,-,-,-,peroxisome bioproteinsis factor 10,20210529,-
5322,59373899,PC9H_004081,PC9H_004081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373900,PC9H_004082,PC9H_004082,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373901,PC9H_004083,PC9H_004083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373902,PC9H_004084,PC9H_004084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373903,PC9H_004085,PC9H_004085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373904,PC9H_004086,PC9H_004086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373905,PC9H_004087,PC9H_004087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373906,PC9H_004088,PC9H_004088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373907,PC9H_004089,PC9H_004089,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373908,PC9H_004090,PC9H_004090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373909,PC9H_004091,PC9H_004091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373910,PC9H_004092,PC9H_004092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373911,PC9H_004093,PC9H_004093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373912,PC9H_004094,PC9H_004094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373913,PC9H_004095,PC9H_004095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373914,PRP16,PC9H_004096,-,-,Unknown,-,DEAH-box RNA helicase prp16,protein-coding,-,-,-,DEAH-box RNA helicase prp16,20210529,-
5322,59373915,PC9H_004097,PC9H_004097,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373916,PC9H_004098,PC9H_004098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373917,PC9H_004099,PC9H_004099,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373918,PC9H_004100,PC9H_004100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373919,PC9H_004101,PC9H_004101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373920,PC9H_004102,PC9H_004102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373921,PC9H_004103,PC9H_004103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373922,PC9H_004104,PC9H_004104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373923,PC9H_004105,PC9H_004105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373924,PC9H_004106,PC9H_004106,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373925,PC9H_004107,PC9H_004107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373926,PC9H_004108,PC9H_004108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373927,PC9H_004109,PC9H_004109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373928,PC9H_004110,PC9H_004110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59373929,PHY1_1,PC9H_004111,-,-,Unknown,-,Light-sensor Protein kinase,protein-coding,-,-,-,Light-sensor Protein kinase,20210529,-
5322,59373930,PHY1_2,PC9H_004112,-,-,Unknown,-,Light-sensor Protein kinase,protein-coding,-,-,-,Light-sensor Protein kinase,20210529,-
5322,59373931,PC9H_004113,PC9H_004113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373932,PC9H_004114,PC9H_004114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59373933,PC9H_004115,PC9H_004115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373934,PC9H_004116,PC9H_004116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373935,RPS29,PC9H_004117,-,-,Unknown,-,40S ribosomal protein S29,protein-coding,-,-,-,40S ribosomal protein S29,20210424,-
5322,59373936,PC9H_004118,PC9H_004118,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59373937,PC9H_004119,PC9H_004119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373938,PC9H_004120,PC9H_004120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373939,PC9H_004121,PC9H_004121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373940,PC9H_004122,PC9H_004122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373941,PC9H_004123,PC9H_004123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373942,PC9H_004124,PC9H_004124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59373943,SEC4,PC9H_004125,-,-,Unknown,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210529,-
