#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15803767,BEWA_032190,BEWA_032190,-,-,1,-,"eukaryotic translation initiation factor 3, subunit 10, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor 3, subunit 10, putative",20200911,-
1537102,15803768,BEWA_018700,BEWA_018700,-,-,1,-,ubiquitin family member protein,protein-coding,-,-,-,ubiquitin family member protein,20200911,-
1537102,15803769,BEWA_020510,BEWA_020510,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803770,BEWA_018720,BEWA_018720,-,-,1,-,"rad25/xp-B DNA repair helicase, putative",protein-coding,-,-,-,"rad25/xp-B DNA repair helicase, putative",20200911,-
1537102,15803771,BEWA_021160,BEWA_021160,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803772,BEWA_018470,BEWA_018470,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803773,BEWA_022100,BEWA_022100,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803774,BEWA_019680,BEWA_019680,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803775,BEWA_027160,BEWA_027160,-,-,1,-,"chromatin assembly protein, putative",protein-coding,-,-,-,"chromatin assembly protein, putative",20200911,-
1537102,15803776,BEWA_022340,BEWA_022340,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803777,BEWA_028370,BEWA_028370,-,-,1,-,pseudo,pseudo,-,-,-,-,20200911,-
1537102,15803778,BEWA_028070,BEWA_028070,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803779,BEWA_022410,BEWA_022410,-,-,1,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200911,-
1537102,15803780,BEWA_024490,BEWA_024490,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803781,BEWA_018730,BEWA_018730,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803782,BEWA_029930,BEWA_029930,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803783,BEWA_022480,BEWA_022480,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803784,BEWA_034110,BEWA_034110,-,-,1,-,"hexokinase 1, putative",protein-coding,-,-,-,"hexokinase 1, putative",20200911,-
1537102,15803785,BEWA_034540,BEWA_034540,-,-,1,-,"cysteine desulfurylase, putative",protein-coding,-,-,-,"cysteine desulfurylase, putative",20200911,-
1537102,15803786,BEWA_034190,BEWA_034190,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803787,BEWA_029800,BEWA_029800,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803788,BEWA_022090,BEWA_022090,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803789,BEWA_029070,BEWA_029070,-,-,1,-,"aminomethyltransferase, putative",protein-coding,-,-,-,"aminomethyltransferase, putative",20200911,-
1537102,15803790,BEWA_032130,BEWA_032130,-,-,1,-,"chaperonin-60kD, ch60, putative",protein-coding,-,-,-,"chaperonin-60kD, ch60, putative",20200911,-
1537102,15803791,BEWA_021930,BEWA_021930,-,-,1,-,exonuclease family member protein,protein-coding,-,-,-,exonuclease family member protein,20200911,-
1537102,15803792,BEWA_033840,BEWA_033840,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803793,BEWA_019520,BEWA_019520,-,-,1,-,"heat shock protein 90 HSP90, putative",protein-coding,-,-,-,"heat shock protein 90 HSP90, putative",20200911,-
1537102,15803794,BEWA_020500,BEWA_020500,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803795,BEWA_029960,BEWA_029960,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803796,BEWA_018740,BEWA_018740,-,-,1,-,"histone acetyltransferase, ELP3 family member protein",protein-coding,-,-,-,"histone acetyltransferase, ELP3 family member protein",20200911,-
1537102,15803797,BEWA_034530,BEWA_034530,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803798,BEWA_020480,BEWA_020480,-,-,1,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15803799,BEWA_022330,BEWA_022330,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803800,BEWA_033150,BEWA_033150,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803801,BEWA_019570,BEWA_019570,-,-,1,-,"nucleolar GTP-binding protein, putative",protein-coding,-,-,-,"nucleolar GTP-binding protein, putative",20200911,-
1537102,15803802,BEWA_034150,BEWA_034150,-,-,1,-,kelch domain containing protein,protein-coding,-,-,-,kelch domain containing protein,20200911,-
1537102,15803803,BEWA_017590,BEWA_017590,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803804,BEWA_019700,BEWA_019700,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803805,BEWA_033400,BEWA_033400,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803806,BEWA_021390,BEWA_021390,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803807,BEWA_029200,BEWA_029200,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803808,BEWA_030340,BEWA_030340,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803809,BEWA_029580,BEWA_029580,-,-,1,-,MutS domain V containing protein,protein-coding,-,-,-,MutS domain V containing protein,20200911,-
1537102,15803810,BEWA_019490,BEWA_019490,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803811,BEWA_030110,BEWA_030110,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803812,BEWA_019720,BEWA_019720,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803813,BEWA_022080,BEWA_022080,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803814,BEWA_019000,BEWA_019000,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803815,BEWA_026250,BEWA_026250,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803816,BEWA_020470,BEWA_020470,-,-,1,-,"apurinic/apyrimidinic endonuclease, putative",protein-coding,-,-,-,"apurinic/apyrimidinic endonuclease, putative",20200911,-
1537102,15803817,BEWA_021320,BEWA_021320,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803818,BEWA_022670,BEWA_022670,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803819,BEWA_020460,BEWA_020460,-,-,1,-,"translation initiation factor 6, putative",protein-coding,-,-,-,"translation initiation factor 6, putative",20200911,-
1537102,15803820,BEWA_026240,BEWA_026240,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803821,BEWA_022540,BEWA_022540,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803822,BEWA_032750,BEWA_032750,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803823,BEWA_018540,BEWA_018540,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803824,BEWA_022010,BEWA_022010,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803825,BEWA_020820,BEWA_020820,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803826,BEWA_021280,BEWA_021280,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803827,BEWA_018840,BEWA_018840,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803828,BEWA_033460,BEWA_033460,-,-,1,-,"protein disulfide isomerase precursor, putative",protein-coding,-,-,-,"protein disulfide isomerase precursor, putative",20200911,-
1537102,15803829,BEWA_026300,BEWA_026300,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803830,BEWA_018930,BEWA_018930,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803831,BEWA_018410,BEWA_018410,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803832,BEWA_026290,BEWA_026290,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803833,BEWA_030410,BEWA_030410,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803834,BEWA_018160,BEWA_018160,-,-,1,-,"60S ribosomal protein L21e, putative",protein-coding,-,-,-,"60S ribosomal protein L21e, putative",20200911,-
1537102,15803835,BEWA_023970,BEWA_023970,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803836,BEWA_029020,BEWA_029020,-,-,1,-,"WD domain, G-beta repeat family protein",protein-coding,-,-,-,"WD domain, G-beta repeat family protein",20200911,-
1537102,15803837,BEWA_020810,BEWA_020810,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803838,BEWA_033710,BEWA_033710,-,-,1,-,Helicase associated domain HA2 containing protein,protein-coding,-,-,-,Helicase associated domain HA2 containing protein,20200911,-
1537102,15803839,BEWA_022000,BEWA_022000,-,-,1,-,"tubulin beta chain, putative",protein-coding,-,-,-,"tubulin beta chain, putative",20200911,-
1537102,15803840,BEWA_031970,BEWA_031970,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803841,BEWA_032180,BEWA_032180,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803842,BEWA_019080,BEWA_019080,-,-,1,-,erythrocyte membrane-associated malaria like protein,protein-coding,-,-,-,erythrocyte membrane-associated malaria like protein,20200911,-
1537102,15803843,BEWA_018510,BEWA_018510,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803844,BEWA_018820,BEWA_018820,-,-,1,-,"ubiquitin-conjugating enzyme E2, putative",protein-coding,-,-,-,"ubiquitin-conjugating enzyme E2, putative",20200911,-
1537102,15803845,BEWA_026280,BEWA_026280,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803846,BEWA_033650,BEWA_033650,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803847,BEWA_022290,BEWA_022290,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803848,BEWA_024660,BEWA_024660,-,-,1,-,"clathrin coat associated protein ap-50, putative",protein-coding,-,-,-,"clathrin coat associated protein ap-50, putative",20200911,-
1537102,15803849,BEWA_031330,BEWA_031330,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803850,BEWA_027090,BEWA_027090,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803851,BEWA_017760,BEWA_017760,-,-,1,-,"aspartate aminotransferase, putative",protein-coding,-,-,-,"aspartate aminotransferase, putative",20200911,-
1537102,15803852,BEWA_019290,BEWA_019290,-,-,1,-,"DNAj/HSP40, putative",protein-coding,-,-,-,"DNAj/HSP40, putative",20200911,-
1537102,15803853,BEWA_018920,BEWA_018920,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803854,BEWA_032710,BEWA_032710,-,-,1,-,"40s ribosomal protein S16, putative",protein-coding,-,-,-,"40s ribosomal protein S16, putative",20200911,-
1537102,15803855,BEWA_019850,BEWA_019850,-,-,1,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200911,-
1537102,15803856,BEWA_021590,BEWA_021590,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803857,BEWA_020940,BEWA_020940,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803858,BEWA_024750,BEWA_024750,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803859,BEWA_023590,BEWA_023590,-,-,1,-,"proteasome subunit y, putative",protein-coding,-,-,-,"proteasome subunit y, putative",20200911,-
1537102,15803860,BEWA_021210,BEWA_021210,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803861,BEWA_024720,BEWA_024720,-,-,1,-,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative",protein-coding,-,-,-,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative",20200911,-
1537102,15803862,BEWA_021290,BEWA_021290,-,-,1,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15803863,BEWA_020800,BEWA_020800,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803864,BEWA_030810,BEWA_030810,-,-,1,-,"guanosine monophosphate reductase, putative",protein-coding,-,-,-,"guanosine monophosphate reductase, putative",20200911,-
1537102,15803865,BEWA_017670,BEWA_017670,-,-,1,-,"choline/ethanolamine kinase, putative",protein-coding,-,-,-,"choline/ethanolamine kinase, putative",20200911,-
1537102,15803866,BEWA_029420,BEWA_029420,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803867,BEWA_027610,BEWA_027610,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803868,BEWA_026750,BEWA_026750,-,-,1,-,"26s proteasome subunit p55, putative",protein-coding,-,-,-,"26s proteasome subunit p55, putative",20200911,-
1537102,15803869,BEWA_021230,BEWA_021230,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803870,BEWA_032430,BEWA_032430,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803871,BEWA_029090,BEWA_029090,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803872,BEWA_031080,BEWA_031080,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803873,BEWA_030010,BEWA_030010,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803874,BEWA_033690,BEWA_033690,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803875,BEWA_033980,BEWA_033980,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803876,BEWA_032690,BEWA_032690,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803877,BEWA_029120,BEWA_029120,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803878,BEWA_031810,BEWA_031810,-,-,1,-,"glutathione synthetase, putative",protein-coding,-,-,-,"glutathione synthetase, putative",20200911,-
1537102,15803879,BEWA_032360,BEWA_032360,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803880,BEWA_033160,BEWA_033160,-,-,1,-,MORN repeat domain containing protein,protein-coding,-,-,-,MORN repeat domain containing protein,20200911,-
1537102,15803881,BEWA_029870,BEWA_029870,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803882,BEWA_033250,BEWA_033250,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803883,BEWA_031100,BEWA_031100,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803884,BEWA_034230,BEWA_034230,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803885,BEWA_028520,BEWA_028520,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803886,BEWA_021090,BEWA_021090,-,-,1,-,"dual-specificity protein phosphatase, putative",protein-coding,-,-,-,"dual-specificity protein phosphatase, putative",20200911,-
1537102,15803887,BEWA_019740,BEWA_019740,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803888,BEWA_025180,BEWA_025180,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803889,BEWA_033740,BEWA_033740,-,-,1,-,Skb1 methyltransferase family member protein,protein-coding,-,-,-,Skb1 methyltransferase family member protein,20200911,-
1537102,15803890,BEWA_020450,BEWA_020450,-,-,1,-,DEAD box ATP-dependent RNA helicase family member protein,protein-coding,-,-,-,DEAD box ATP-dependent RNA helicase family member protein,20200911,-
1537102,15803891,BEWA_024740,BEWA_024740,-,-,1,-,82-kilodalton protein,protein-coding,-,-,-,82-kilodalton protein,20200911,-
1537102,15803892,BEWA_023100,BEWA_023100,-,-,1,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15803893,BEWA_031790,BEWA_031790,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803894,BEWA_021040,BEWA_021040,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803895,BEWA_020960,BEWA_020960,-,-,1,-,"small nuclear ribonucleoprotein-associated protein B, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein-associated protein B, putative",20200911,-
1537102,15803896,BEWA_022140,BEWA_022140,-,-,1,-,"diacylglycerol kinase, putative",protein-coding,-,-,-,"diacylglycerol kinase, putative",20200911,-
1537102,15803897,BEWA_032910,BEWA_032910,-,-,1,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15803898,BEWA_034140,BEWA_034140,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803899,BEWA_034580,BEWA_034580,-,-,1,-,signal peptide-containing protein,protein-coding,-,-,-,signal peptide-containing protein,20200911,-
1537102,15803900,BEWA_019750,BEWA_019750,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15803901,BEWA_030550,BEWA_030550,-,-,1,-,ribosomal protein L35 family member protein,protein-coding,-,-,-,ribosomal protein L35 family member protein,20200911,-
1537102,15803902,BEWA_029040,BEWA_029040,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
