#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4956,5848217,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Saccharomyces rouxii).,other,-,-,-,-,20181022,-
4956,8203213,ZYRO0C08228g,ZYRO0C08228g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203214,ZYRO0C08250g,ZYRO0C08250g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203215,ZYRO0C08272g,ZYRO0C08272g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203216,ZYRO0C08294r,ZYRO0C08294r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203217,ZYRO0C08316g,ZYRO0C08316g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203218,ZYRO0C08338g,ZYRO0C08338g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203219,ZYRO0C08360g,ZYRO0C08360g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203220,ZYRO0C08382g,ZYRO0C08382g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203221,ZYRO0C08404g,ZYRO0C08404g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203222,ZYRO0C08426g,ZYRO0C08426g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203223,ZYRO0C08448g,ZYRO0C08448g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203224,ZYRO0C08470g,ZYRO0C08470g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203225,ZYRO0C08492g,ZYRO0C08492g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203226,ZYRO0C08514g,ZYRO0C08514g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203227,ZYRO0C08536g,ZYRO0C08536g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203228,ZYRO0C08558g,ZYRO0C08558g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203229,ZYRO0C08580g,ZYRO0C08580g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203230,ZYRO0C08602g,ZYRO0C08602g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203231,ZYRO0C08624r,ZYRO0C08624r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203232,ZYRO0C08646g,ZYRO0C08646g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203233,ZYRO0C08668g,ZYRO0C08668g,-,-,C,-,40S ribosomal protein S24,protein-coding,-,-,-,-,20170926,-
4956,8203234,ZYRO0C08690g,ZYRO0C08690g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203235,ZYRO0C08712g,ZYRO0C08712g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203236,ZYRO0C08734r,ZYRO0C08734r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203237,ZYRO0C08756g,ZYRO0C08756g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203238,ZYRO0C08778g,ZYRO0C08778g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203239,ZYRO0C08800g,ZYRO0C08800g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203240,ZYRO0C08822g,ZYRO0C08822g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203241,ZYRO0C08844g,ZYRO0C08844g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203242,ZYRO0C08866g,ZYRO0C08866g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203243,ZYRO0C08888g,ZYRO0C08888g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203244,ZYRO0C08910g,ZYRO0C08910g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203245,ZYRO0C08932g,ZYRO0C08932g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203246,ZYRO0C08954g,ZYRO0C08954g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203247,ZYRO0C08976g,ZYRO0C08976g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203248,ZYRO0C08998g,ZYRO0C08998g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203249,ZYRO0C09020g,ZYRO0C09020g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203250,ZYRO0C09042g,ZYRO0C09042g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203251,ZYRO0C09064g,ZYRO0C09064g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203252,ZYRO0C09086g,ZYRO0C09086g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203253,ZYRO0C09108g,ZYRO0C09108g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203254,ZYRO0C09130g,ZYRO0C09130g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203255,ZYRO0C09152g,ZYRO0C09152g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203256,ZYRO0C09174g,ZYRO0C09174g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203257,ZYRO0C09196g,ZYRO0C09196g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203258,ZYRO0C09218g,ZYRO0C09218g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203259,ZYRO0C09240g,ZYRO0C09240g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203260,ZYRO0C09262g,ZYRO0C09262g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203261,ZYRO0C09284g,ZYRO0C09284g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203262,ZYRO0C09306g,ZYRO0C09306g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203263,ZYRO0C09328g,ZYRO0C09328g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203264,ZYRO0C09350g,ZYRO0C09350g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203265,ZYRO0C09372g,ZYRO0C09372g,-,-,C,-,60S acidic ribosomal protein P1,protein-coding,-,-,-,-,20180130,-
4956,8203266,ZYRO0C09394g,ZYRO0C09394g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203267,ZYRO0C09416g,ZYRO0C09416g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203268,ZYRO0C09438g,ZYRO0C09438g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203269,ZYRO0C09460g,ZYRO0C09460g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203270,ZYRO0C09482g,ZYRO0C09482g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203271,ZYRO0C09504g,ZYRO0C09504g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203272,ZYRO0C09526r,ZYRO0C09526r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203273,ZYRO0C09548g,ZYRO0C09548g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203274,ZYRO0C09570g,ZYRO0C09570g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203275,ZYRO0C09592g,ZYRO0C09592g,-,-,C,-,mitochondrial 54S ribosomal protein YmL22,protein-coding,-,-,-,-,20170926,-
4956,8203276,ZYRO0C09614g,ZYRO0C09614g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203277,ZYRO0C09636g,ZYRO0C09636g,-,-,C,-,40S ribosomal protein S3,protein-coding,-,-,-,-,20180130,-
4956,8203278,ZYRO0C09658r,ZYRO0C09658r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203279,ZYRO0C09680g,ZYRO0C09680g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203280,ZYRO0C09702g,ZYRO0C09702g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203281,ZYRO0C09724g,ZYRO0C09724g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203282,ZYRO0C09746g,ZYRO0C09746g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203283,ZYRO0C09768g,ZYRO0C09768g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203284,ZYRO0C09790g,ZYRO0C09790g,-,-,C,-,mitochondrial 54S ribosomal protein YmL19,protein-coding,-,-,-,-,20170926,-
4956,8203285,ZYRO0C09812g,ZYRO0C09812g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203286,ZYRO0C09834g,ZYRO0C09834g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203287,ZYRO0C09856g,ZYRO0C09856g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203288,ZYRO0C09878g,ZYRO0C09878g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203289,ZYRO0C09900g,ZYRO0C09900g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203290,ZYRO0C09922g,ZYRO0C09922g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203291,ZYRO0C09944g,ZYRO0C09944g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203292,ZYRO0C09966g,ZYRO0C09966g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203293,ZYRO0C09988r,ZYRO0C09988r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203294,ZYRO0C10010g,ZYRO0C10010g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203295,ZYRO0C10032g,ZYRO0C10032g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203296,ZYRO0C10054g,ZYRO0C10054g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203297,ZYRO0C10076g,ZYRO0C10076g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203298,ZYRO0C10098g,ZYRO0C10098g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203299,ZYRO0C10120g,ZYRO0C10120g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203300,ZYRO0C10142g,ZYRO0C10142g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203301,ZYRO0C10164g,ZYRO0C10164g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203302,ZYRO0C10186g,ZYRO0C10186g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203303,ZYRO0C10208g,ZYRO0C10208g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203304,ZYRO0C10230g,ZYRO0C10230g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203305,ZYRO0C10252g,ZYRO0C10252g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203306,ZYRO0C10274g,ZYRO0C10274g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203307,ZYRO0C10296g,ZYRO0C10296g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203308,ZYRO0C10318g,ZYRO0C10318g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203309,ZYRO0C10340g,ZYRO0C10340g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203310,ZYRO0C10362g,ZYRO0C10362g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203311,ZYRO0C10384g,ZYRO0C10384g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203312,ZYRO0C10406g,ZYRO0C10406g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203313,ZYRO0C10428g,ZYRO0C10428g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203314,ZYRO0C10450g,ZYRO0C10450g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203315,ZYRO0C10472g,ZYRO0C10472g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203316,ZYRO0C10494g,ZYRO0C10494g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203317,ZYRO0C10516g,ZYRO0C10516g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203318,ZYRO0C10538g,ZYRO0C10538g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203319,ZYRO0C10560g,ZYRO0C10560g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203320,ZYRO0C10582g,ZYRO0C10582g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203321,ZYRO0C10604g,ZYRO0C10604g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203322,ZYRO0C10626g,ZYRO0C10626g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203323,ZYRO0C10648g,ZYRO0C10648g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203324,ZYRO0C10670g,ZYRO0C10670g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203325,ZYRO0C10692g,ZYRO0C10692g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203326,ZYRO0C10714r,ZYRO0C10714r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203327,ZYRO0C10736g,ZYRO0C10736g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203328,ZYRO0C10758g,ZYRO0C10758g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203329,ZYRO0C10780g,ZYRO0C10780g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203330,ZYRO0C10802g,ZYRO0C10802g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203331,ZYRO0C10824g,ZYRO0C10824g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203332,ZYRO0C10846g,ZYRO0C10846g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203333,ZYRO0C10868g,ZYRO0C10868g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203334,ZYRO0C10890g,ZYRO0C10890g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203335,ZYRO0C10912g,ZYRO0C10912g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203336,ZYRO0C10934r,ZYRO0C10934r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203337,ZYRO0C10956r,ZYRO0C10956r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203338,ZYRO0C10978g,ZYRO0C10978g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203339,ZYRO0C11000g,ZYRO0C11000g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203340,ZYRO0C11022g,ZYRO0C11022g,-,-,C,-,mitochondrial 37S ribosomal protein RSM22,protein-coding,-,-,-,-,20170926,-
4956,8203341,ZYRO0C11044g,ZYRO0C11044g,-,-,C,-,40S ribosomal protein S27,protein-coding,-,-,-,-,20180130,-
4956,8203342,ZYRO0C11066g,ZYRO0C11066g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203343,ZYRO0C11088g,ZYRO0C11088g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203344,ZYRO0C11110g,ZYRO0C11110g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203345,ZYRO0C11132g,ZYRO0C11132g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203346,ZYRO0C11154g,ZYRO0C11154g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203347,ZYRO0C11176g,ZYRO0C11176g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203348,ZYRO0C11198g,ZYRO0C11198g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203349,ZYRO0C11220g,ZYRO0C11220g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203350,ZYRO0C11242g,ZYRO0C11242g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203351,ZYRO0C11264g,ZYRO0C11264g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203352,ZYRO0C11286g,ZYRO0C11286g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203353,ZYRO0C11308g,ZYRO0C11308g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203354,ZYRO0C11330g,ZYRO0C11330g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203355,ZYRO0C11352g,ZYRO0C11352g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203356,ZYRO0C11374g,ZYRO0C11374g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203357,ZYRO0C11396g,ZYRO0C11396g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203358,ZYRO0C11418g,ZYRO0C11418g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203359,ZYRO0C11440g,ZYRO0C11440g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203360,ZYRO0C11462g,ZYRO0C11462g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203361,ZYRO0C11484g,ZYRO0C11484g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203362,ZYRO0C11506g,ZYRO0C11506g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203363,ZYRO0C11528g,ZYRO0C11528g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203364,ZYRO0C11550g,ZYRO0C11550g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203365,ZYRO0C11572g,ZYRO0C11572g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203366,ZYRO0C11594g,ZYRO0C11594g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203367,ZYRO0C11616g,ZYRO0C11616g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203368,ZYRO0C11638g,ZYRO0C11638g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203369,ZYRO0C11660g,ZYRO0C11660g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203370,ZYRO0C11682g,ZYRO0C11682g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203371,ZYRO0C11704g,ZYRO0C11704g,-,-,C,-,60S ribosomal export protein NMD3,protein-coding,-,-,-,-,20170926,-
4956,8203372,ZYRO0C11726g,ZYRO0C11726g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203373,ZYRO0C11748g,ZYRO0C11748g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203374,ZYRO0C11770g,ZYRO0C11770g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203375,ZYRO0C11792g,ZYRO0C11792g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203376,ZYRO0C11814g,ZYRO0C11814g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203377,ZYRO0C11836g,ZYRO0C11836g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203378,ZYRO0C11858g,ZYRO0C11858g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203379,ZYRO0C11880g,ZYRO0C11880g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203380,ZYRO0C11902g,ZYRO0C11902g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203381,ZYRO0C11924g,ZYRO0C11924g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203382,ZYRO0C11946g,ZYRO0C11946g,-,-,C,-,putative mitochondrial 37S ribosomal protein MRPS12,protein-coding,-,-,-,-,20180130,-
4956,8203383,ZYRO0C11968g,ZYRO0C11968g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203384,ZYRO0C11990g,ZYRO0C11990g,-,-,C,-,mitochondrial 37S ribosomal protein RSM19,protein-coding,-,-,-,-,20180130,-
4956,8203385,ZYRO0C12012g,ZYRO0C12012g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203386,ZYRO0C12034g,ZYRO0C12034g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203387,ZYRO0C12056g,ZYRO0C12056g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203388,ZYRO0C12078g,ZYRO0C12078g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203389,SNR65,ZYRO0C12100r,-,-,C,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8203390,ZYRO0C12144g,ZYRO0C12144g,-,-,C,-,40S ribosomal protein S14,protein-coding,-,-,-,-,20180130,-
4956,8203391,ZYRO0C12166g,ZYRO0C12166g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203392,ZYRO0C12188g,ZYRO0C12188g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203393,ZYRO0C12210g,ZYRO0C12210g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203394,ZYRO0C12232g,ZYRO0C12232g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20171220,-
4956,8203395,ZYRO0C12254g,ZYRO0C12254g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203396,ZYRO0C12276g,ZYRO0C12276g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203397,ZYRO0C12298r,ZYRO0C12298r,-,-,C,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203398,ZYRO0C12320g,ZYRO0C12320g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203399,ZYRO0C12342g,ZYRO0C12342g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203400,ZYRO0C12364g,ZYRO0C12364g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203401,ZYRO0C12386g,ZYRO0C12386g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203402,ZYRO0C12408g,ZYRO0C12408g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203403,ZYRO0C12430g,ZYRO0C12430g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203404,ZYRO0C12452g,ZYRO0C12452g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203405,ZYRO0C12474g,ZYRO0C12474g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203406,ZYRO0C12496g,ZYRO0C12496g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203407,ZYRO0C12518g,ZYRO0C12518g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203408,ZYRO0C12540g,ZYRO0C12540g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203409,ZYRO0C12562g,ZYRO0C12562g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203410,ZYRO0C12584g,ZYRO0C12584g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203411,ZYRO0C12606g,ZYRO0C12606g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203412,ZYRO0C12628g,ZYRO0C12628g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203413,ZYRO0C12650g,ZYRO0C12650g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203414,ZYRO0C12672g,ZYRO0C12672g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203415,ZYRO0C12694g,ZYRO0C12694g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203416,ZYRO0C12716g,ZYRO0C12716g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203417,ZYRO0C12738g,ZYRO0C12738g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203418,ZYRO0C12760g,ZYRO0C12760g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8203419,ZYRO0C12782g,ZYRO0C12782g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20170926,-
4956,8203420,ZYRO0C12804g,ZYRO0C12804g,-,-,C,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
