#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192010,26836085,nad3,AYC56_gp02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
192010,65082737,FMAN_03466,FMAN_03466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082738,FMAN_03467,FMAN_03467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082739,FMAN_03468,FMAN_03468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082740,FMAN_03469,FMAN_03469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082741,FMAN_03470,FMAN_03470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082742,FMAN_03471,FMAN_03471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082743,FMAN_03472,FMAN_03472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082744,FMAN_03473,FMAN_03473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082745,FMAN_03474,FMAN_03474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082746,FMAN_03475,FMAN_03475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082747,FMAN_03476,FMAN_03476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082748,FMAN_03477,FMAN_03477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082749,FMAN_03478,FMAN_03478,-,-,Unknown,-,Protein CGI121,protein-coding,-,-,-,Protein CGI121,20210607,-
192010,65082750,FMAN_03479,FMAN_03479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082751,FMAN_03480,FMAN_03480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082752,FMAN_03481,FMAN_03481,-,-,Unknown,-,putative kinesin-related protein KIP3,protein-coding,-,-,-,putative kinesin-related protein KIP3,20210607,-
192010,65082753,FMAN_03482,FMAN_03482,-,-,Unknown,-,related to ketoreductases,protein-coding,-,-,-,related to ketoreductases,20210607,-
192010,65082754,FMAN_03483,FMAN_03483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082755,FMAN_03484,FMAN_03484,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082756,FMAN_03485,FMAN_03485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082757,FMAN_03486,FMAN_03486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082758,FMAN_03487,FMAN_03487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082759,FMAN_03488,FMAN_03488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082760,FMAN_03489,FMAN_03489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082761,FMAN_03490,FMAN_03490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082762,FMAN_03491,FMAN_03491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082763,FMAN_03492,FMAN_03492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082764,FMAN_03493,FMAN_03493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082765,FMAN_03494,FMAN_03494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082766,FMAN_03495,FMAN_03495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082767,FMAN_03496,FMAN_03496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082768,FMAN_03497,FMAN_03497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082769,FMAN_03498,FMAN_03498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082770,FMAN_03499,FMAN_03499,-,-,Unknown,-,related to P. aeruginosa hyuA and hyuB,protein-coding,-,-,-,related to P. aeruginosa hyuA and hyuB,20210607,-
192010,65082771,FMAN_03500,FMAN_03500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082772,FMAN_03501,FMAN_03501,-,-,Unknown,-,"related to alpha-1,3-mannosyltransferases",protein-coding,-,-,-,"related to alpha-1,3-mannosyltransferases",20210607,-
192010,65082773,FMAN_03502,FMAN_03502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082774,FMAN_03503,FMAN_03503,-,-,Unknown,-,putative lysosomal cobalamin transporter,protein-coding,-,-,-,putative lysosomal cobalamin transporter,20210607,-
192010,65082775,FMAN_03504,FMAN_03504,-,-,Unknown,-,related to pre-mRNA 3`-end processing factor CF II,protein-coding,-,-,-,related to pre-mRNA 3`-end processing factor CF II,20210607,-
192010,65082776,FMAN_03505,FMAN_03505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082777,FMAN_03506,FMAN_03506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082778,FMAN_03507,FMAN_03507,-,-,Unknown,-,putative cyclin-dependent kinases regulatory subunit CKS1,protein-coding,-,-,-,putative cyclin-dependent kinases regulatory subunit CKS1,20210607,-
192010,65082779,FMAN_03508,FMAN_03508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082780,FMAN_03509,FMAN_03509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082781,FMAN_03510,FMAN_03510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082782,FMAN_03511,FMAN_03511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082783,FMAN_03512,FMAN_03512,-,-,Unknown,-,"putative 40S ribosomal protein S30.e, cytosolic",protein-coding,-,-,-,"putative 40S ribosomal protein S30.e, cytosolic",20210607,-
192010,65082784,FMAN_03513,FMAN_03513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082785,FMAN_03514,FMAN_03514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082786,FMAN_03515,FMAN_03515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082787,FMAN_03516,FMAN_03516,-,-,Unknown,-,putative Na+-transporting ATPase ENA-1 (sodium P-type ATPase ENA-1),protein-coding,-,-,-,putative Na+-transporting ATPase ENA-1 (sodium P-type ATPase ENA-1),20210607,-
192010,65082788,FMAN_03517,FMAN_03517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082789,FMAN_03518,FMAN_03518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082790,FMAN_03519,FMAN_03519,-,-,Unknown,-,putative xylitol dehydrogenase,protein-coding,-,-,-,putative xylitol dehydrogenase,20210607,-
192010,65082791,FMAN_03520,FMAN_03520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082792,FMAN_03521,FMAN_03521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082793,FMAN_03522,FMAN_03522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082794,FMAN_03523,FMAN_03523,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082795,FMAN_03524,FMAN_03524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082796,FMAN_03525,FMAN_03525,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082797,FMAN_03526,FMAN_03526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082798,FMAN_03527,FMAN_03527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082799,FMAN_03528,FMAN_03528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082800,FMAN_03529,FMAN_03529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082801,FMAN_03530,FMAN_03530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082802,FMAN_03531,FMAN_03531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082803,FMAN_03532,FMAN_03532,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082804,FMAN_03533,FMAN_03533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082805,FMAN_03534,FMAN_03534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082806,FMAN_03535,FMAN_03535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082807,FMAN_03536,FMAN_03536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082808,FMAN_03537,FMAN_03537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082809,FMAN_03538,FMAN_03538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082810,FMAN_03539,FMAN_03539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082811,FMAN_03540,FMAN_03540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082812,FMAN_03541,FMAN_03541,-,-,Unknown,-,putative monoamine oxidase N,protein-coding,-,-,-,putative monoamine oxidase N,20210607,-
192010,65082813,FMAN_03542,FMAN_03542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082814,FMAN_03543,FMAN_03543,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082815,FMAN_03544,FMAN_03544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082816,FMAN_03545,FMAN_03545,-,-,Unknown,-,related to permeases-unknown function,protein-coding,-,-,-,related to permeases-unknown function,20210607,-
192010,65082817,FMAN_03546,FMAN_03546,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082818,FMAN_03547,FMAN_03547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082819,FMAN_03548,FMAN_03548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082820,FMAN_03549,FMAN_03549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082821,FMAN_03550,FMAN_03550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082822,FMAN_03551,FMAN_03551,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082823,FMAN_03552,FMAN_03552,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082824,FMAN_03553,FMAN_03553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082825,FMAN_03554,FMAN_03554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082826,FMAN_03555,FMAN_03555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082827,FMAN_03556,FMAN_03556,-,-,Unknown,-,putative rhamnogalacturonan acetylesterase precursor,protein-coding,-,-,-,putative rhamnogalacturonan acetylesterase precursor,20210607,-
192010,65082828,FMAN_03557,FMAN_03557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082829,FMAN_03558,FMAN_03558,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082830,FMAN_03559,FMAN_03559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082831,FMAN_03560,FMAN_03560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082832,FMAN_03561,FMAN_03561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082833,FMAN_03562,FMAN_03562,-,-,Unknown,-,putative pectate lyase,protein-coding,-,-,-,putative pectate lyase,20210607,-
192010,65082834,FMAN_03563,FMAN_03563,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082835,FMAN_03564,FMAN_03564,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082836,FMAN_03565,FMAN_03565,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082837,FMAN_03566,FMAN_03566,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082838,FMAN_03567,FMAN_03567,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082839,FMAN_03568,FMAN_03568,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082840,FMAN_03569,FMAN_03569,-,-,Unknown,-,related to positive regulator of PUT (proline utilization) genes,protein-coding,-,-,-,related to positive regulator of PUT (proline utilization) genes,20210607,-
192010,65082841,FMAN_03570,FMAN_03570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082842,FMAN_03571,FMAN_03571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082843,FMAN_03572,FMAN_03572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082844,FMAN_03573,FMAN_03573,-,-,Unknown,-,mannitol dehydrogenase,protein-coding,-,-,-,mannitol dehydrogenase,20210607,-
192010,65082845,FMAN_03574,FMAN_03574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082846,FMAN_03575,FMAN_03575,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082847,FMAN_03576,FMAN_03576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082848,FMAN_03577,FMAN_03577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082849,FMAN_03578,FMAN_03578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082850,FMAN_03579,FMAN_03579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082851,FMAN_03580,FMAN_03580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082852,FMAN_03581,FMAN_03581,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082853,FMAN_03582,FMAN_03582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082854,FMAN_03583,FMAN_03583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082855,FMAN_03584,FMAN_03584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082856,FMAN_03585,FMAN_03585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082857,FMAN_03586,FMAN_03586,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082858,FMAN_03587,FMAN_03587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082859,FMAN_03588,FMAN_03588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082860,FMAN_03589,FMAN_03589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082861,FMAN_03590,FMAN_03590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082862,FMAN_03591,FMAN_03591,-,-,Unknown,-,putative L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,protein-coding,-,-,-,putative L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,20210607,-
192010,65082863,FMAN_03592,FMAN_03592,-,-,Unknown,-,putative dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),protein-coding,-,-,-,putative dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),20210607,-
192010,65082864,FMAN_03593,FMAN_03593,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082865,FMAN_03594,FMAN_03594,-,-,Unknown,-,putative monosaccharide transporter,protein-coding,-,-,-,putative monosaccharide transporter,20210607,-
192010,65082866,FMAN_03595,FMAN_03595,-,-,Unknown,-,putative dihydrodipicolinate synthase,protein-coding,-,-,-,putative dihydrodipicolinate synthase,20210607,-
192010,65082867,FMAN_03596,FMAN_03596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082868,FMAN_03597,FMAN_03597,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082869,FMAN_03598,FMAN_03598,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082870,FMAN_03599,FMAN_03599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082871,FMAN_03600,FMAN_03600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65082872,FMAN_03601,FMAN_03601,-,-,Unknown,-,putative transcription factor Pig1p,protein-coding,-,-,-,putative transcription factor Pig1p,20210607,-
