#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
120017,64860427,UHO2_00001,UHO2_00001,-,-,Unknown,-,putative zinc metallo-protease,protein-coding,-,-,-,putative zinc metallo-protease,20210514,-
120017,64862193,UHO2_01769,UHO2_01769,-,-,Unknown,-,related to RIX7 - AAA-type ATPase required for biogenesis and nuclear export of 60S ribosomal subunits,protein-coding,-,-,-,related to RIX7 - AAA-type ATPase required for biogenesis and nuclear export of 60S ribosomal subunits,20210514,-
120017,64862194,UHO2_01770,UHO2_01770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862195,UHO2_01771,UHO2_01771,-,-,Unknown,-,putative cytochrome b5,protein-coding,-,-,-,putative cytochrome b5,20210514,-
120017,64862196,UHO2_01772,UHO2_01772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862197,UHO2_01773,UHO2_01773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862198,UHO2_01774,UHO2_01774,-,-,Unknown,-,putative 26S proteasome non-atpase regulatory subunit 8,protein-coding,-,-,-,putative 26S proteasome non-atpase regulatory subunit 8,20210514,-
120017,64862199,UHO2_01775,UHO2_01775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862200,UHO2_01776,UHO2_01776,-,-,Unknown,-,putative BET3 - involved in targeting and fusion of ER to golgi transport vesicles,protein-coding,-,-,-,putative BET3 - involved in targeting and fusion of ER to golgi transport vesicles,20210514,-
120017,64862201,UHO2_01777,UHO2_01777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862202,UHO2_01778,UHO2_01778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862203,UHO2_01779,UHO2_01779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862204,UHO2_01780,UHO2_01780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862205,UHO2_01781,UHO2_01781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862206,UHO2_01782,UHO2_01782,-,-,Unknown,-,"putative SEC18 - vesicular-fusion protein, functional homolog of NSF",protein-coding,-,-,-,"putative SEC18 - vesicular-fusion protein, functional homolog of NSF",20210514,-
120017,64862207,UHO2_01783,UHO2_01783,-,-,Unknown,-,putative human translationally-controlled tumor protein (TCTP),protein-coding,-,-,-,putative human translationally-controlled tumor protein (TCTP),20210514,-
120017,64862208,UHO2_01784,UHO2_01784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862209,UHO2_01785,UHO2_01785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862210,UHO2_01786,UHO2_01786,-,-,Unknown,-,putative Small nuclear ribonucleoprotein F,protein-coding,-,-,-,putative Small nuclear ribonucleoprotein F,20210514,-
120017,64862211,UHO2_01787,UHO2_01787,-,-,Unknown,-,putative TCP1 - component of chaperonin-containing T-complex,protein-coding,-,-,-,putative TCP1 - component of chaperonin-containing T-complex,20210514,-
120017,64862212,UHO2_01788,UHO2_01788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862213,UHO2_01789,UHO2_01789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862214,UHO2_01790,UHO2_01790,-,-,Unknown,-,"putative CNB1 - calcineurin B, regulatory subunit",protein-coding,-,-,-,"putative CNB1 - calcineurin B, regulatory subunit",20210514,-
120017,64862215,UHO2_01791,UHO2_01791,-,-,Unknown,-,putative PRE3 - 20S proteasome subunit (beta1),protein-coding,-,-,-,putative PRE3 - 20S proteasome subunit (beta1),20210514,-
120017,64862216,UHO2_01792,UHO2_01792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862217,UHO2_01793,UHO2_01793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862218,UHO2_01794,UHO2_01794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862219,UHO2_01795,UHO2_01795,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862220,UHO2_01796,UHO2_01796,-,-,Unknown,-,"putative aminopeptidase P, cytoplasmic",protein-coding,-,-,-,"putative aminopeptidase P, cytoplasmic",20210514,-
120017,64862221,UHO2_01797,UHO2_01797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862222,UHO2_01798,UHO2_01798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862223,UHO2_01799,UHO2_01799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862224,UHO2_01800,UHO2_01800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862225,UHO2_01801,UHO2_01801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862226,UHO2_01802,UHO2_01802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862227,UHO2_01803,UHO2_01803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862228,UHO2_01804,UHO2_01804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862229,UHO2_01805,UHO2_01805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862230,UHO2_01806,UHO2_01806,-,-,Unknown,-,putative translation elongation factor 2 -putative,protein-coding,-,-,-,putative translation elongation factor 2 -putative,20210514,-
120017,64862231,UHO2_01807,UHO2_01807,-,-,Unknown,-,putative U5 snRNP-specific 40 kD protein (novel WD-40 repeat protein),protein-coding,-,-,-,putative U5 snRNP-specific 40 kD protein (novel WD-40 repeat protein),20210514,-
120017,64862232,UHO2_01808,UHO2_01808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862233,UHO2_01809,UHO2_01809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862234,UHO2_01810,UHO2_01810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862235,UHO2_01811,UHO2_01811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862236,UHO2_01812,UHO2_01812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862237,UHO2_01813,UHO2_01813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862238,UHO2_01814,UHO2_01814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862239,UHO2_01815,UHO2_01815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862240,UHO2_01816,UHO2_01816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862241,UHO2_01817,UHO2_01817,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862242,UHO2_01818,UHO2_01818,-,-,Unknown,-,putative NOG1 - nucleolar G-protein required for 60S ribosomal subunit biogenesis,protein-coding,-,-,-,putative NOG1 - nucleolar G-protein required for 60S ribosomal subunit biogenesis,20210514,-
120017,64862243,UHO2_01819,UHO2_01819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862244,UHO2_01820,UHO2_01820,-,-,Unknown,-,putative delta-1-pyrroline-5-carboxylate dehydrogenase,protein-coding,-,-,-,putative delta-1-pyrroline-5-carboxylate dehydrogenase,20210514,-
120017,64862245,UHO2_01821,UHO2_01821,-,-,Unknown,-,putative LSM3 - U6 snRNA-associated Sm-like protein,protein-coding,-,-,-,putative LSM3 - U6 snRNA-associated Sm-like protein,20210514,-
120017,64862246,UHO2_01822,UHO2_01822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862247,UHO2_01823,UHO2_01823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862248,UHO2_01824,UHO2_01824,-,-,Unknown,-,putative LEU2 - beta-isopropyl-malate dehydrogenase,protein-coding,-,-,-,putative LEU2 - beta-isopropyl-malate dehydrogenase,20210514,-
120017,64862249,UHO2_01825,UHO2_01825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862250,UHO2_01826,UHO2_01826,-,-,Unknown,-,GPN-loop GTPase 3 homolog UM01243,protein-coding,-,-,-,GPN-loop GTPase 3 homolog UM01243,20210514,-
120017,64862251,UHO2_01827,UHO2_01827,-,-,Unknown,-,"related to SRP101 - signal recognition particle receptor, alpha chain",protein-coding,-,-,-,"related to SRP101 - signal recognition particle receptor, alpha chain",20210514,-
120017,64862252,UHO2_01828,UHO2_01828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862253,UHO2_01829,UHO2_01829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862254,UHO2_01830,UHO2_01830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862255,UHO2_01831,UHO2_01831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862256,UHO2_01832,UHO2_01832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862257,UHO2_01833,UHO2_01833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862258,UHO2_01834,UHO2_01834,-,-,Unknown,-,putative 3-phosphoglycerate dehydrogenase,protein-coding,-,-,-,putative 3-phosphoglycerate dehydrogenase,20210514,-
120017,64862259,UHO2_01835,UHO2_01835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862260,UHO2_01836,UHO2_01836,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862261,UHO2_01837,UHO2_01837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862262,UHO2_01838,UHO2_01838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862263,UHO2_01839,UHO2_01839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862264,UHO2_01840,UHO2_01840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862265,UHO2_01841,UHO2_01841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862266,UHO2_01842,UHO2_01842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862267,UHO2_01843,UHO2_01843,-,-,Unknown,-,putative MADS-box homolog Umc1,protein-coding,-,-,-,putative MADS-box homolog Umc1,20210514,-
120017,64862268,UHO2_01844,UHO2_01844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862269,UHO2_01845,UHO2_01845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862270,UHO2_01846,UHO2_01846,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862271,UHO2_01847,UHO2_01847,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862272,UHO2_01848,UHO2_01848,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862273,UHO2_01849,UHO2_01849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862274,UHO2_01850,UHO2_01850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862275,UHO2_01851,UHO2_01851,-,-,Unknown,-,alpha tubulin,protein-coding,-,-,-,alpha tubulin,20210514,-
120017,64862276,UHO2_01852,UHO2_01852,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862277,UHO2_01853,UHO2_01853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862278,UHO2_01854,UHO2_01854,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862279,UHO2_01855,UHO2_01855,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862280,UHO2_01856,UHO2_01856,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862281,UHO2_01857,UHO2_01857,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862282,UHO2_01858,UHO2_01858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862283,UHO2_01859,UHO2_01859,-,-,Unknown,-,putative flavoprotein-ubiquinone oxidoreductase,protein-coding,-,-,-,putative flavoprotein-ubiquinone oxidoreductase,20210514,-
120017,64862284,UHO2_01860,UHO2_01860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862285,UHO2_01861,UHO2_01861,-,-,Unknown,-,putative transposase,protein-coding,-,-,-,putative transposase,20210514,-
120017,64862286,UHO2_01862,UHO2_01862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862287,UHO2_01863,UHO2_01863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862288,UHO2_01864,UHO2_01864,-,-,Unknown,-,putative SSC1 - mitochondrial HSP70 member,protein-coding,-,-,-,putative SSC1 - mitochondrial HSP70 member,20210514,-
120017,64862289,UHO2_01865,UHO2_01865,-,-,Unknown,-,putative RAD6 - E2 ubiquitin-conjugating enzyme,protein-coding,-,-,-,putative RAD6 - E2 ubiquitin-conjugating enzyme,20210514,-
120017,64862290,UHO2_01866,UHO2_01866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862291,UHO2_01867,UHO2_01867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862292,UHO2_01868,UHO2_01868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862293,UHO2_01869,UHO2_01869,-,-,Unknown,-,putative Mitochondrial distribution and morphology protein 34,protein-coding,-,-,-,putative Mitochondrial distribution and morphology protein 34,20210514,-
120017,64862294,UHO2_01870,UHO2_01870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862295,UHO2_01871,UHO2_01871,-,-,Unknown,-,putative cation-transporting ATPase,protein-coding,-,-,-,putative cation-transporting ATPase,20210514,-
120017,64862296,UHO2_01872,UHO2_01872,-,-,Unknown,-,related to PRY1 - strong similarity to the plant PR-1 class of pathogen related proteins,protein-coding,-,-,-,related to PRY1 - strong similarity to the plant PR-1 class of pathogen related proteins,20210514,-
120017,64862297,UHO2_01873,UHO2_01873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862298,UHO2_01874,UHO2_01874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862299,UHO2_01875,UHO2_01875,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862300,UHO2_01876,UHO2_01876,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862301,UHO2_01877,UHO2_01877,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862302,UHO2_01878,UHO2_01878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862303,UHO2_01879,UHO2_01879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862304,UHO2_01880,UHO2_01880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862305,UHO2_01881,UHO2_01881,-,-,Unknown,-,putative transposase,protein-coding,-,-,-,putative transposase,20210514,-
120017,64862306,UHO2_01882,UHO2_01882,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862307,UHO2_01883,UHO2_01883,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862308,UHO2_01884,UHO2_01884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862309,UHO2_01885,UHO2_01885,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862310,UHO2_01886,UHO2_01886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862311,UHO2_01887,UHO2_01887,-,-,Unknown,-,putative EFB1 - translation elongation factor eEF1beta,protein-coding,-,-,-,putative EFB1 - translation elongation factor eEF1beta,20210514,-
120017,64862312,UHO2_01888,UHO2_01888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862313,UHO2_01889,UHO2_01889,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862314,UHO2_01890,UHO2_01890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862315,UHO2_01891,UHO2_01891,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862316,UHO2_01892,UHO2_01892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862317,UHO2_01893,UHO2_01893,-,-,Unknown,-,putative SNF2 - component of SWI/SNF global transcription activator complex,protein-coding,-,-,-,putative SNF2 - component of SWI/SNF global transcription activator complex,20210514,-
120017,64862318,UHO2_01894,UHO2_01894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862319,UHO2_01895,UHO2_01895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862320,UHO2_01896,UHO2_01896,-,-,Unknown,-,putative transposase,protein-coding,-,-,-,putative transposase,20210514,-
120017,64862321,UHO2_01897,UHO2_01897,-,-,Unknown,-,putative protein kinase CK2 alpha subunit,protein-coding,-,-,-,putative protein kinase CK2 alpha subunit,20210514,-
120017,64862322,UHO2_01898,UHO2_01898,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64862323,UHO2_01899,UHO2_01899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
