#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16573161,N186_RS02490,N186_RS02490,N186_02575,-,-,-,molybdenum cofactor biosynthesis protein MoaE,protein-coding,-,-,-,molybdenum cofactor biosynthesis protein MoaE,20200829,-
1365176,16573162,N186_RS02495,N186_RS02495,N186_02580,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20200829,-
1365176,16573163,N186_RS02500,N186_RS02500,N186_02585,-,-,-,M20 family metallopeptidase,protein-coding,-,-,-,M20 family metallopeptidase,20200829,-
1365176,16573164,N186_RS02505,N186_RS02505,N186_02590,-,-,-,ribose-phosphate diphosphokinase,protein-coding,-,-,-,ribose-phosphate diphosphokinase,20200829,-
1365176,16573166,hypF,N186_RS02515,N186_02600,-,-,-,carbamoyltransferase HypF,protein-coding,-,-,-,carbamoyltransferase HypF,20200829,-
1365176,16573167,N186_RS02520,N186_RS02520,N186_02605,-,-,-,Zn-dependent exopeptidase M28,protein-coding,-,-,-,Zn-dependent exopeptidase M28,20200829,-
1365176,16573168,thiI,N186_RS02525,N186_02610,-,-,-,tRNA 4-thiouridine(8) synthase ThiI,protein-coding,-,-,-,tRNA 4-thiouridine(8) synthase ThiI,20200829,-
1365176,16573170,N186_RS02530,N186_RS02530,N186_02620,-,-,-,50S ribosomal protein L35ae,protein-coding,-,-,-,50S ribosomal protein L35ae,20210424,-
1365176,16573171,N186_RS02535,N186_RS02535,N186_02625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573172,N186_RS02540,N186_RS02540,N186_02630,-,-,-,ASCH domain-containing protein,protein-coding,-,-,-,ASCH domain-containing protein,20200829,-
1365176,16573173,N186_RS02545,N186_RS02545,N186_02635,-,-,-,valine--tRNA ligase,protein-coding,-,-,-,valine--tRNA ligase,20200829,-
1365176,16573174,N186_RS02550,N186_RS02550,N186_02640,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20201217,-
1365176,16573175,rpiA,N186_RS02555,N186_02645,-,-,-,ribose 5-phosphate isomerase A,protein-coding,-,-,-,ribose 5-phosphate isomerase A,20200829,-
1365176,16573176,N186_RS02560,N186_RS02560,N186_02650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573177,N186_RS02565,N186_RS02565,N186_02655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573178,pyk,N186_RS02570,N186_02660,-,-,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20200829,-
1365176,16573179,N186_RS02575,N186_RS02575,N186_02665,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200829,-
1365176,16573180,N186_RS02580,N186_RS02580,N186_02670,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20210529,-
1365176,16573181,N186_RS02585,N186_RS02585,N186_02675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573182,N186_RS02590,N186_RS02590,N186_02680,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200829,-
1365176,16573183,N186_RS02595,N186_RS02595,N186_02685,-,-,-,anaerobic ribonucleoside triphosphate reductase,protein-coding,-,-,-,anaerobic ribonucleoside triphosphate reductase,20200829,-
1365176,16573184,N186_RS02600,N186_RS02600,N186_02690,-,-,-,CoA-binding protein,protein-coding,-,-,-,CoA-binding protein,20200829,-
1365176,16573185,N186_RS02605,N186_RS02605,N186_02695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573186,N186_RS02610,N186_RS02610,N186_02700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573187,N186_RS02615,N186_RS02615,N186_02705,-,-,-,V-type ATPase subunit,protein-coding,-,-,-,V-type ATPase subunit,20200829,-
1365176,16573188,N186_RS02620,N186_RS02620,N186_02710,-,-,-,V-type ATP synthase subunit D,protein-coding,-,-,-,V-type ATP synthase subunit D,20210529,-
1365176,16573189,N186_RS02625,N186_RS02625,N186_02715,-,-,-,V-type ATP synthase subunit B,protein-coding,-,-,-,V-type ATP synthase subunit B,20200919,-
1365176,16573190,N186_RS02630,N186_RS02630,N186_02720,-,-,-,V-type ATP synthase subunit A,protein-coding,-,-,-,V-type ATP synthase subunit A,20200829,-
1365176,16573191,N186_RS02635,N186_RS02635,N186_02725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573192,N186_RS02640,N186_RS02640,N186_02730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573193,N186_RS02645,N186_RS02645,N186_02735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573194,N186_RS02650,N186_RS02650,N186_02740,-,-,-,M56 family metallopeptidase,protein-coding,-,-,-,M56 family metallopeptidase,20200829,-
1365176,16573195,N186_RS02655,N186_RS02655,N186_02745,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200829,-
1365176,16573196,N186_RS02660,N186_RS02660,N186_02750,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573197,N186_RS02665,N186_RS02665,N186_02755,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573198,N186_RS02670,N186_RS02670,N186_02760,-,-,-,histone family protein,protein-coding,-,-,-,histone family protein,20200829,-
1365176,16573199,N186_RS02675,N186_RS02675,N186_02765,-,-,-,30S ribosomal protein S17e,protein-coding,-,-,-,30S ribosomal protein S17e,20200829,-
1365176,16573200,N186_RS02680,N186_RS02680,N186_02770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573201,N186_RS02685,N186_RS02685,N186_02775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573202,N186_RS02690,N186_RS02690,N186_02780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573203,N186_RS02695,N186_RS02695,N186_02785,-,-,-,DUF655 domain-containing protein,protein-coding,-,-,-,DUF655 domain-containing protein,20201217,-
1365176,16573204,N186_RS02700,N186_RS02700,N186_02790,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,protein-coding,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,20200829,-
1365176,16573205,N186_RS02705,N186_RS02705,N186_02795,-,-,-,50S ribosomal protein L21e,protein-coding,-,-,-,50S ribosomal protein L21e,20200829,-
1365176,16573206,tgtA,N186_RS02710,N186_02800,-,-,-,tRNA guanosine(15) transglycosylase TgtA,protein-coding,-,-,-,tRNA guanosine(15) transglycosylase TgtA,20210529,-
1365176,16573207,N186_RS02715,N186_RS02715,N186_02805,-,-,-,proteasome assembly chaperone family protein,protein-coding,-,-,-,proteasome assembly chaperone family protein,20200829,-
1365176,16573208,N186_RS02720,N186_RS02720,N186_02810,-,-,-,30S ribosomal protein S8e,protein-coding,-,-,-,30S ribosomal protein S8e,20201026,-
1365176,16573209,N186_RS02725,N186_RS02725,N186_02815,-,-,-,signal recognition particle subunit SRP19/SEC65 family protein,protein-coding,-,-,-,signal recognition particle subunit SRP19/SEC65 family protein,20201026,-
1365176,16573210,gatE,N186_RS02730,N186_02820,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,20201026,-
1365176,16573211,gatD,N186_RS02735,N186_02825,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatD,20201026,-
1365176,16573212,N186_RS02740,N186_RS02740,N186_02830,-,-,-,30S ribosomal protein S30e,protein-coding,-,-,-,30S ribosomal protein S30e,20201026,-
1365176,16573213,N186_RS02745,N186_RS02745,N186_02835,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573214,N186_RS02750,N186_RS02750,N186_02840,-,-,-,DNA-directed RNA polymerase subunit L,protein-coding,-,-,-,DNA-directed RNA polymerase subunit L,20201217,-
1365176,16573215,N186_RS02755,N186_RS02755,N186_02845,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20201026,-
1365176,16573216,N186_RS02760,N186_RS02760,N186_02850,-,-,-,Lrp/AsnC ligand binding domain-containing protein,protein-coding,-,-,-,Lrp/AsnC ligand binding domain-containing protein,20201217,-
1365176,16573217,N186_RS02765,N186_RS02765,N186_02855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,16573218,cca,N186_RS02770,N186_02860,-,-,-,CCA tRNA nucleotidyltransferase,protein-coding,-,-,-,CCA tRNA nucleotidyltransferase,20201026,-
1365176,16573219,thpR,N186_RS02775,N186_02865,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",protein-coding,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",20201026,-
1365176,16573220,N186_RS02780,N186_RS02780,N186_02870,-,-,-,winged helix DNA-binding protein,protein-coding,-,-,-,winged helix DNA-binding protein,20201026,-
1365176,16573221,N186_RS02785,N186_RS02785,N186_02875,-,-,-,ATP/GTP-binding protein,protein-coding,-,-,-,ATP/GTP-binding protein,20201026,-
1365176,16573222,N186_RS02790,N186_RS02790,N186_02880,-,-,-,orotidine 5'-phosphate decarboxylase,protein-coding,-,-,-,orotidine 5'-phosphate decarboxylase,20201026,-
1365176,16573223,N186_RS02795,N186_RS02795,N186_02885,-,-,-,DUF4763 domain-containing protein,protein-coding,-,-,-,DUF4763 domain-containing protein,20201026,-
1365176,16573224,N186_RS02800,N186_RS02800,N186_02890,-,-,-,transcription initiation factor IIB family protein,protein-coding,-,-,-,transcription initiation factor IIB family protein,20201026,-
1365176,16573225,N186_RS02805,N186_RS02805,N186_02895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573226,N186_RS02810,N186_RS02810,N186_02900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573227,N186_RS02815,N186_RS02815,N186_02905,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,protein-coding,-,-,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,20201026,-
1365176,16573228,N186_RS02820,N186_RS02820,N186_02910,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20200829,-
1365176,16573229,N186_RS02825,N186_RS02825,N186_02915,-,-,-,tRNA (guanine(10)-N(2))-dimethyltransferase,protein-coding,-,-,-,tRNA (guanine(10)-N(2))-dimethyltransferase,20200829,-
1365176,16573230,N186_RS02830,N186_RS02830,N186_02920,-,-,-,translation initiation factor IF-2 subunit beta,protein-coding,-,-,-,translation initiation factor IF-2 subunit beta,20201026,-
1365176,16573231,N186_RS02835,N186_RS02835,N186_02925,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573232,N186_RS02840,N186_RS02840,N186_02930,-,-,-,phosphoribosyltransferase,protein-coding,-,-,-,phosphoribosyltransferase,20200829,-
1365176,16573233,N186_RS02845,N186_RS02845,N186_02935,-,-,-,"ribose 1,5-bisphosphate isomerase",protein-coding,-,-,-,"ribose 1,5-bisphosphate isomerase",20201026,-
1365176,16573234,N186_RS02850,N186_RS02850,N186_02940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573235,prs,N186_RS02855,N186_02945,-,-,-,ribose-phosphate diphosphokinase,protein-coding,-,-,-,ribose-phosphate diphosphokinase,20201026,-
1365176,16573236,N186_RS02860,N186_RS02860,N186_02950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573237,N186_RS02865,N186_RS02865,N186_02955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573238,N186_RS02870,N186_RS02870,N186_02960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573239,N186_RS02875,N186_RS02875,N186_02965,-,-,-,50S ribosomal protein L15e,protein-coding,-,-,-,50S ribosomal protein L15e,20200829,-
1365176,16573240,N186_RS02880,N186_RS02880,N186_02970,-,-,-,50S ribosome-binding GTPase,protein-coding,-,-,-,50S ribosome-binding GTPase,20201026,-
1365176,16573241,psmB,N186_RS02885,N186_02975,-,-,-,archaeal proteasome endopeptidase complex subunit beta,protein-coding,-,-,-,archaeal proteasome endopeptidase complex subunit beta,20201026,-
1365176,16573242,N186_RS02890,N186_RS02890,N186_02980,-,-,-,DNA polymerase II,protein-coding,-,-,-,DNA polymerase II,20200829,-
1365176,16573243,N186_RS02895,N186_RS02895,N186_02985,-,-,-,DUF47 family protein,protein-coding,-,-,-,DUF47 family protein,20201026,-
1365176,16573244,N186_RS02900,N186_RS02900,N186_02990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573245,N186_RS02905,N186_RS02905,N186_02995,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20201026,-
1365176,16573246,N186_RS02910,N186_RS02910,N186_03000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573247,N186_RS02915,N186_RS02915,N186_03005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573248,N186_RS02920,N186_RS02920,N186_03010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573249,N186_RS02925,N186_RS02925,N186_03015,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573250,N186_RS02930,N186_RS02930,N186_03020,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573251,N186_RS02935,N186_RS02935,N186_03025,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201026,-
1365176,16573252,N186_RS02940,N186_RS02940,N186_03030,-,-,-,-,rRNA,-,-,-,-,20200829,-
1365176,16573253,N186_RS02945,N186_RS02945,N186_03035,-,-,-,-,rRNA,-,-,-,-,20200829,-
1365176,16573254,N186_RS02950,N186_RS02950,N186_03040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573255,N186_RS02955,N186_RS02955,N186_03045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573256,N186_RS02960,N186_RS02960,N186_03050,-,-,-,UbiD family decarboxylase,protein-coding,-,-,-,UbiD family decarboxylase,20201217,-
1365176,16573257,N186_RS02965,N186_RS02965,N186_03055,-,-,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20210529,-
1365176,16573258,N186_RS02970,N186_RS02970,N186_03060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573259,argF,N186_RS02975,N186_03065,-,-,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20201026,-
1365176,16573260,serS,N186_RS02980,N186_03070,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20200829,-
1365176,16573261,N186_RS02985,N186_RS02985,N186_03075,-,-,-,translation initiation factor IF-5A,protein-coding,-,-,-,translation initiation factor IF-5A,20200829,-
1365176,16573262,N186_RS02990,N186_RS02990,N186_03080,-,-,-,pantetheine-phosphate adenylyltransferase,protein-coding,-,-,-,pantetheine-phosphate adenylyltransferase,20200829,-
1365176,16573263,N186_RS02995,N186_RS02995,N186_03085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573264,N186_RS03000,N186_RS03000,N186_03090,-,-,-,deoxyhypusine synthase,protein-coding,-,-,-,deoxyhypusine synthase,20200829,-
1365176,16573265,N186_RS03005,N186_RS03005,N186_03095,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200829,-
1365176,16573266,N186_RS03010,N186_RS03010,N186_03100,-,-,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20201217,-
1365176,16573267,N186_RS03015,N186_RS03015,N186_03105,-,-,-,DNA cytosine methyltransferase,protein-coding,-,-,-,DNA cytosine methyltransferase,20200829,-
1365176,16573268,N186_RS03020,N186_RS03020,N186_03110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573269,N186_RS03025,N186_RS03025,N186_03115,-,-,-,snRNP Sm,protein-coding,-,-,-,snRNP Sm,20200829,-
1365176,16573271,N186_RS03030,N186_RS03030,N186_03125,-,-,-,30S ribosomal protein S6e,protein-coding,-,-,-,30S ribosomal protein S6e,20210424,-
1365176,16573272,N186_RS03035,N186_RS03035,N186_03130,-,-,-,translation initiation factor IF-1A,protein-coding,-,-,-,translation initiation factor IF-1A,20200829,-
1365176,16573273,N186_RS03040,N186_RS03040,N186_03135,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20200829,-
1365176,16573274,fen,N186_RS03045,N186_03140,-,-,-,flap endonuclease-1,protein-coding,-,-,-,flap endonuclease-1,20201026,-
1365176,16573275,N186_RS03050,N186_RS03050,N186_03145,-,-,-,ATP-dependent DNA ligase,protein-coding,-,-,-,ATP-dependent DNA ligase,20200829,-
1365176,16573276,N186_RS03055,N186_RS03055,N186_03150,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200829,-
1365176,16573277,N186_RS03060,N186_RS03060,N186_03155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16573278,ftsY,N186_RS03065,N186_03160,-,-,-,signal recognition particle-docking protein FtsY,protein-coding,-,-,-,signal recognition particle-docking protein FtsY,20201026,-
1365176,16573279,pfdA,N186_RS03070,N186_03165,-,-,-,prefoldin subunit alpha,protein-coding,-,-,-,prefoldin subunit alpha,20201026,-
1365176,16573280,N186_RS03075,N186_RS03075,N186_03170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1365176,16573281,N186_RS03080,N186_RS03080,N186_03175,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573282,N186_RS03085,N186_RS03085,N186_03180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573283,N186_RS03090,N186_RS03090,N186_03185,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",protein-coding,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",20201217,-
1365176,16573284,N186_RS03095,N186_RS03095,N186_03190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573285,N186_RS03100,N186_RS03100,N186_03195,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16573286,N186_RS03105,N186_RS03105,N186_03200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573287,N186_RS03110,N186_RS03110,N186_03205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573288,N186_RS03115,N186_RS03115,N186_03210,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,20200829,-
1365176,16573289,N186_RS03120,N186_RS03120,N186_03215,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201026,-
1365176,16573290,porA,N186_RS03125,N186_03220,-,-,-,2-ketoisovalerate ferredoxin oxidoreductase subunit alpha,protein-coding,-,-,-,2-ketoisovalerate ferredoxin oxidoreductase subunit alpha,20201026,-
1365176,16573291,N186_RS03130,N186_RS03130,N186_03225,-,-,-,pyruvate ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,pyruvate ferredoxin oxidoreductase subunit beta,20201026,-
1365176,16573292,rgy,N186_RS03135,N186_03230,-,-,-,reverse gyrase,protein-coding,-,-,-,reverse gyrase,20201026,-
1365176,16573293,N186_RS03140,N186_RS03140,N186_03235,-,-,-,nicotinamide-nucleotide adenylyltransferase,protein-coding,-,-,-,nicotinamide-nucleotide adenylyltransferase,20201026,-
1365176,16573294,N186_RS03145,N186_RS03145,N186_03240,-,-,-,Kae1-associated kinase Bud32,protein-coding,-,-,-,Kae1-associated kinase Bud32,20201026,-
