#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64448209,BM438_RS10330,BM438_RS10330,SAMN05192563_1005122,-,-,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210430,-
1324617,64448210,BM438_RS10335,BM438_RS10335,SAMN05192563_1005123,-,-,-,purine permease,protein-coding,-,-,-,purine permease,20210430,-
1324617,64448211,BM438_RS10340,BM438_RS10340,SAMN05192563_1005124,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210430,-
1324617,64448212,BM438_RS10345,BM438_RS10345,SAMN05192563_1005125,-,-,-,aspartate/glutamate racemase family protein,protein-coding,-,-,-,aspartate/glutamate racemase family protein,20210430,-
1324617,64448213,thrS,BM438_RS10350,SAMN05192563_1005126,-,-,-,threonine--tRNA ligase,protein-coding,-,-,-,threonine--tRNA ligase,20210430,-
1324617,64448214,BM438_RS10355,BM438_RS10355,SAMN05192563_1005127,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64448215,BM438_RS10360,BM438_RS10360,SAMN05192563_1005128,-,-,-,flavin reductase family protein,protein-coding,-,-,-,flavin reductase family protein,20210430,-
1324617,64448216,BM438_RS10365,BM438_RS10365,SAMN05192563_1005129,-,-,-,sensor domain-containing diguanylate cyclase,protein-coding,-,-,-,sensor domain-containing diguanylate cyclase,20210430,-
1324617,64448217,BM438_RS10370,BM438_RS10370,SAMN05192563_1005130,-,-,-,MCP four helix bundle domain-containing protein,protein-coding,-,-,-,MCP four helix bundle domain-containing protein,20210430,-
1324617,64448218,BM438_RS10375,BM438_RS10375,SAMN05192563_1005132,-,-,-,arsenic transporter,protein-coding,-,-,-,arsenic transporter,20210430,-
1324617,64448219,BM438_RS10380,BM438_RS10380,SAMN05192563_1005133,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64448220,BM438_RS10385,BM438_RS10385,SAMN05192563_1005135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448221,BM438_RS10390,BM438_RS10390,SAMN05192563_1005136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448222,BM438_RS10395,BM438_RS10395,SAMN05192563_1005137,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210430,-
1324617,64448223,BM438_RS10400,BM438_RS10400,SAMN05192563_1005138,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20210430,-
1324617,64448224,BM438_RS10405,BM438_RS10405,SAMN05192563_1005139,-,-,-,MEKHLA domain-containing protein,protein-coding,-,-,-,MEKHLA domain-containing protein,20210430,-
1324617,64448225,BM438_RS10410,BM438_RS10410,SAMN05192563_1005140,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210430,-
1324617,64448226,pxpB,BM438_RS10415,SAMN05192563_1005141,-,-,-,5-oxoprolinase subunit PxpB,protein-coding,-,-,-,5-oxoprolinase subunit PxpB,20210430,-
1324617,64448227,BM438_RS10420,BM438_RS10420,SAMN05192563_1005142,-,-,-,biotin-dependent carboxyltransferase family protein,protein-coding,-,-,-,biotin-dependent carboxyltransferase family protein,20210430,-
1324617,64448228,BM438_RS10425,BM438_RS10425,SAMN05192563_1005143,-,-,-,LamB/YcsF family protein,protein-coding,-,-,-,LamB/YcsF family protein,20210430,-
1324617,64448229,BM438_RS10430,BM438_RS10430,SAMN05192563_1005144,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448230,BM438_RS10435,BM438_RS10435,SAMN05192563_1005145,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64448231,BM438_RS10440,BM438_RS10440,SAMN05192563_1005146,-,-,-,putative hydro-lyase,protein-coding,-,-,-,putative hydro-lyase,20210430,-
1324617,64448232,BM438_RS10445,BM438_RS10445,SAMN05192563_1005147,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64448233,BM438_RS10450,BM438_RS10450,SAMN05192563_1005148,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64448234,BM438_RS10455,BM438_RS10455,SAMN05192563_1005149,-,-,-,glutathione S-transferase family protein,protein-coding,-,-,-,glutathione S-transferase family protein,20210430,-
1324617,64448235,BM438_RS10460,BM438_RS10460,SAMN05192563_1005150,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210430,-
1324617,64448236,BM438_RS10465,BM438_RS10465,SAMN05192563_1005151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448237,BM438_RS10470,BM438_RS10470,SAMN05192563_1005152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64448238,BM438_RS10475,BM438_RS10475,SAMN05192563_1005153,-,-,-,dihydrofolate reductase family protein,protein-coding,-,-,-,dihydrofolate reductase family protein,20210430,-
1324617,64448239,lpxA,BM438_RS10480,SAMN05192563_1005154,-,-,-,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,protein-coding,-,-,-,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,20210605,-
1324617,64448240,BM438_RS10485,BM438_RS10485,SAMN05192563_1005155,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64448241,BM438_RS10490,BM438_RS10490,SAMN05192563_1005156,-,-,-,DoxX family protein,protein-coding,-,-,-,DoxX family protein,20210429,-
1324617,64448242,BM438_RS10495,BM438_RS10495,SAMN05192563_1005157,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210430,-
1324617,64448243,BM438_RS10500,BM438_RS10500,SAMN05192563_1005158,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64448244,BM438_RS10505,BM438_RS10505,-,-,-,-,GFA family protein,protein-coding,-,-,-,GFA family protein,20210430,-
1324617,64448245,BM438_RS10510,BM438_RS10510,SAMN05192563_1005159,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,protein-coding,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,20210430,-
1324617,64448246,BM438_RS10515,BM438_RS10515,SAMN05192563_1005160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448247,BM438_RS10520,BM438_RS10520,SAMN05192563_1005161,-,-,-,glutathione S-transferase N-terminal domain-containing protein,protein-coding,-,-,-,glutathione S-transferase N-terminal domain-containing protein,20210430,-
1324617,64448248,BM438_RS10525,BM438_RS10525,SAMN05192563_1005162,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64448249,BM438_RS10530,BM438_RS10530,SAMN05192563_1005163,-,-,-,Asp/Glu racemase,protein-coding,-,-,-,Asp/Glu racemase,20210429,-
1324617,64448250,BM438_RS10535,BM438_RS10535,SAMN05192563_1005164,-,-,-,3'-kinase,protein-coding,-,-,-,3'-kinase,20210430,-
1324617,64448251,BM438_RS10540,BM438_RS10540,SAMN05192563_1005165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448252,BM438_RS10545,BM438_RS10545,SAMN05192563_1005166,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210430,-
1324617,64448253,BM438_RS10550,BM438_RS10550,SAMN05192563_1005167,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64448254,BM438_RS10555,BM438_RS10555,SAMN05192563_1005168,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64448255,BM438_RS10565,BM438_RS10565,SAMN05192563_1005170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64448256,BM438_RS10570,BM438_RS10570,SAMN05192563_1005171,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210430,-
1324617,64448257,BM438_RS10575,BM438_RS10575,SAMN05192563_1005172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448258,BM438_RS10580,BM438_RS10580,SAMN05192563_1005173,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64448259,BM438_RS10585,BM438_RS10585,SAMN05192563_1005174,-,-,-,AEC family transporter,protein-coding,-,-,-,AEC family transporter,20210430,-
1324617,64448260,BM438_RS10590,BM438_RS10590,SAMN05192563_1005175,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210430,-
1324617,64448261,BM438_RS10595,BM438_RS10595,SAMN05192563_1005176,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20210430,-
1324617,64448262,BM438_RS10600,BM438_RS10600,SAMN05192563_1005177,-,-,-,DUF1427 family protein,protein-coding,-,-,-,DUF1427 family protein,20210430,-
1324617,64448263,BM438_RS10605,BM438_RS10605,SAMN05192563_1005178,-,-,-,DUF4337 domain-containing protein,protein-coding,-,-,-,DUF4337 domain-containing protein,20210430,-
1324617,64448264,BM438_RS10610,BM438_RS10610,SAMN05192563_1005179,-,-,-,RNA polymerase sigma factor,protein-coding,-,-,-,RNA polymerase sigma factor,20210430,-
1324617,64448265,BM438_RS10615,BM438_RS10615,SAMN05192563_1005180,-,-,-,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,protein-coding,-,-,-,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,20210430,-
1324617,64448266,BM438_RS10620,BM438_RS10620,SAMN05192563_1005181,-,-,-,SRPBCC family protein,protein-coding,-,-,-,SRPBCC family protein,20210430,-
1324617,64448267,BM438_RS10625,BM438_RS10625,SAMN05192563_1005182,-,-,-,YciI family protein,protein-coding,-,-,-,YciI family protein,20210430,-
1324617,64448268,BM438_RS10630,BM438_RS10630,SAMN05192563_1005183,-,-,-,dehydrogenase,protein-coding,-,-,-,dehydrogenase,20210430,-
1324617,64448269,BM438_RS10635,BM438_RS10635,SAMN05192563_1005184,-,-,-,glycine zipper 2TM domain-containing protein,protein-coding,-,-,-,glycine zipper 2TM domain-containing protein,20210429,-
1324617,64448270,BM438_RS10640,BM438_RS10640,SAMN05192563_1005185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448271,BM438_RS10645,BM438_RS10645,SAMN05192563_1005186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448272,BM438_RS10650,BM438_RS10650,SAMN05192563_1005187,-,-,-,copper-binding protein,protein-coding,-,-,-,copper-binding protein,20210430,-
1324617,64448273,BM438_RS10655,BM438_RS10655,SAMN05192563_1005188,-,-,-,efflux RND transporter permease subunit,protein-coding,-,-,-,efflux RND transporter permease subunit,20210430,-
1324617,64448274,BM438_RS10660,BM438_RS10660,SAMN05192563_1005189,-,-,-,efflux RND transporter periplasmic adaptor subunit,protein-coding,-,-,-,efflux RND transporter periplasmic adaptor subunit,20210430,-
1324617,64448275,BM438_RS10665,BM438_RS10665,SAMN05192563_1005190,-,-,-,TolC family protein,protein-coding,-,-,-,TolC family protein,20210430,-
1324617,64448276,BM438_RS10670,BM438_RS10670,SAMN05192563_1005191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448277,BM438_RS10675,BM438_RS10675,SAMN05192563_1005192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448278,BM438_RS10685,BM438_RS10685,SAMN05192563_1005194,-,-,-,"DOPA 4,5-dioxygenase family protein",protein-coding,-,-,-,"DOPA 4,5-dioxygenase family protein",20210430,-
1324617,64448279,BM438_RS10690,BM438_RS10690,SAMN05192563_1005195,-,-,-,high-potential iron-sulfur protein,protein-coding,-,-,-,high-potential iron-sulfur protein,20210430,-
1324617,64448280,BM438_RS10695,BM438_RS10695,SAMN05192563_1005196,-,-,-,nitroreductase,protein-coding,-,-,-,nitroreductase,20210430,-
1324617,64448281,BM438_RS10700,BM438_RS10700,SAMN05192563_1005197,-,-,-,PepSY-associated TM helix domain-containing protein,protein-coding,-,-,-,PepSY-associated TM helix domain-containing protein,20210430,-
1324617,64448282,BM438_RS10705,BM438_RS10705,SAMN05192563_1005198,-,-,-,Fe2+-dependent dioxygenase,protein-coding,-,-,-,Fe2+-dependent dioxygenase,20210430,-
1324617,64448283,BM438_RS10710,BM438_RS10710,SAMN05192563_1005199,-,-,-,TonB-dependent siderophore receptor,protein-coding,-,-,-,TonB-dependent siderophore receptor,20210430,-
1324617,64448284,BM438_RS10715,BM438_RS10715,SAMN05192563_1005200,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210430,-
1324617,64448285,BM438_RS10720,BM438_RS10720,SAMN05192563_1005201,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,protein-coding,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,20210430,-
1324617,64448286,BM438_RS10725,BM438_RS10725,SAMN05192563_1005202,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20210430,-
1324617,64448287,BM438_RS10730,BM438_RS10730,SAMN05192563_1005203,-,-,-,glucose-6-phosphate dehydrogenase,protein-coding,-,-,-,glucose-6-phosphate dehydrogenase,20210430,-
1324617,64448288,BM438_RS10735,BM438_RS10735,SAMN05192563_1005204,-,-,-,glucosidase,protein-coding,-,-,-,glucosidase,20210430,-
1324617,64448289,BM438_RS10740,BM438_RS10740,SAMN05192563_1005205,-,-,-,glycogen debranching enzyme N-terminal domain-containing protein,protein-coding,-,-,-,glycogen debranching enzyme N-terminal domain-containing protein,20210430,-
1324617,64448290,BM438_RS10745,BM438_RS10745,SAMN05192563_1005206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448291,BM438_RS10750,BM438_RS10750,SAMN05192563_1005207,-,-,-,"phospholipase C, phosphocholine-specific",protein-coding,-,-,-,"phospholipase C, phosphocholine-specific",20210430,-
1324617,64448292,BM438_RS10755,BM438_RS10755,SAMN05192563_1005209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448293,BM438_RS10760,BM438_RS10760,SAMN05192563_1005210,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210430,-
1324617,64448294,BM438_RS10765,BM438_RS10765,SAMN05192563_1005211,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,protein-coding,-,-,-,succinylglutamate desuccinylase/aspartoacylase family protein,20210430,-
1324617,64448295,BM438_RS10770,BM438_RS10770,SAMN05192563_1005212,-,-,-,transporter substrate-binding domain-containing protein,protein-coding,-,-,-,transporter substrate-binding domain-containing protein,20210430,-
1324617,64448296,BM438_RS10775,BM438_RS10775,SAMN05192563_1005213,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64448297,lysA,BM438_RS10780,SAMN05192563_1005214,-,-,-,diaminopimelate decarboxylase,protein-coding,-,-,-,diaminopimelate decarboxylase,20210430,-
1324617,64448298,BM438_RS10785,BM438_RS10785,SAMN05192563_1005215,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64448299,BM438_RS10790,BM438_RS10790,SAMN05192563_1005216,-,-,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20210430,-
1324617,64448300,BM438_RS10795,BM438_RS10795,SAMN05192563_1005217,-,-,-,rubredoxin,protein-coding,-,-,-,rubredoxin,20210430,-
1324617,64448301,BM438_RS10800,BM438_RS10800,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64448302,BM438_RS10805,BM438_RS10805,SAMN05192563_1005218,-,-,-,aromatic ring-hydroxylating dioxygenase subunit alpha,protein-coding,-,-,-,aromatic ring-hydroxylating dioxygenase subunit alpha,20210430,-
1324617,64448303,BM438_RS10810,BM438_RS10810,SAMN05192563_1005219,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210430,-
1324617,64448304,BM438_RS10815,BM438_RS10815,SAMN05192563_1005220,-,-,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210430,-
1324617,64448305,BM438_RS10820,BM438_RS10820,SAMN05192563_1005221,-,-,-,uracil-DNA glycosylase family protein,protein-coding,-,-,-,uracil-DNA glycosylase family protein,20210430,-
1324617,64448306,BM438_RS10825,BM438_RS10825,SAMN05192563_1005222,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210430,-
1324617,64448307,BM438_RS10830,BM438_RS10830,SAMN05192563_1005223,-,-,-,DUF1295 domain-containing protein,protein-coding,-,-,-,DUF1295 domain-containing protein,20210430,-
1324617,64448308,BM438_RS10835,BM438_RS10835,SAMN05192563_1005224,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210430,-
1324617,64448309,BM438_RS10840,BM438_RS10840,SAMN05192563_1005225,-,-,-,DUF3562 domain-containing protein,protein-coding,-,-,-,DUF3562 domain-containing protein,20210430,-
1324617,64448310,BM438_RS10845,BM438_RS10845,SAMN05192563_1005226,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210430,-
1324617,64448311,BM438_RS10850,BM438_RS10850,SAMN05192563_1005227,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210430,-
1324617,64448312,BM438_RS10855,BM438_RS10855,SAMN05192563_1005228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64448313,BM438_RS10860,BM438_RS10860,SAMN05192563_1005229,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64448314,BM438_RS10865,BM438_RS10865,SAMN05192563_1005230,-,-,-,molecular chaperone HscC,protein-coding,-,-,-,molecular chaperone HscC,20210430,-
1324617,64448315,BM438_RS10870,BM438_RS10870,SAMN05192563_1005231,-,-,-,J domain-containing protein,protein-coding,-,-,-,J domain-containing protein,20210430,-
1324617,64448316,BM438_RS10875,BM438_RS10875,SAMN05192563_1005232,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64448317,BM438_RS10880,BM438_RS10880,SAMN05192563_1005233,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210430,-
1324617,64448318,BM438_RS10885,BM438_RS10885,SAMN05192563_1005234,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210430,-
1324617,64448319,BM438_RS10890,BM438_RS10890,SAMN05192563_1005235,-,-,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210430,-
1324617,64448320,BM438_RS10895,BM438_RS10895,SAMN05192563_1005236,-,-,-,aspartate dehydrogenase,protein-coding,-,-,-,aspartate dehydrogenase,20210430,-
1324617,64448321,BM438_RS10900,BM438_RS10900,SAMN05192563_1005237,-,-,-,thiamine pyrophosphate-binding protein,protein-coding,-,-,-,thiamine pyrophosphate-binding protein,20210430,-
1324617,64448322,BM438_RS10905,BM438_RS10905,SAMN05192563_1005238,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
