#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25258687,DI09_173p40,DI09_173p40,-,-,Unknown,-,DNA replication factor A subunit Ssb3,protein-coding,-,-,-,DNA replication factor A subunit Ssb3,20200318,-
1485682,25258688,DI09_174p10,DI09_174p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258689,DI09_174p20,DI09_174p20,-,-,Unknown,-,C-module-binding factor,protein-coding,-,-,-,C-module-binding factor,20200318,-
1485682,25258690,DI09_175p10,DI09_175p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258691,DI09_175p20,DI09_175p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258692,DI09_175p30,DI09_175p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258693,DI09_175p40,DI09_175p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258694,DI09_175p50,DI09_175p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258695,DI09_176p10,DI09_176p10,-,-,Unknown,-,t-SNARE family protein,protein-coding,-,-,-,t-SNARE family protein,20200318,-
1485682,25258696,DI09_176p20,DI09_176p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258697,DI09_176p30,DI09_176p30,-,-,Unknown,-,mitochondrial subunit Rieske of cytochrome b-c1 complex,protein-coding,-,-,-,mitochondrial subunit Rieske of cytochrome b-c1 complex,20200318,-
1485682,25258698,DI09_176p40,DI09_176p40,-,-,Unknown,-,60S ribosomal protein L16,protein-coding,-,-,-,60S ribosomal protein L16,20200318,-
1485682,25258699,DI09_176p50,DI09_176p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258700,DI09_177p10,DI09_177p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258701,DI09_177p20,DI09_177p20,-,-,Unknown,-,ubiquinone biosynthesis monooxygenase Coq6,protein-coding,-,-,-,ubiquinone biosynthesis monooxygenase Coq6,20200318,-
1485682,25258702,DI09_177p30,DI09_177p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258703,DI09_177p40,DI09_177p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258704,DI09_177p50,DI09_177p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258705,DI09_178p10,DI09_178p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258706,DI09_178p20,DI09_178p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258707,DI09_178p30,DI09_178p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258708,DI09_178p40,DI09_178p40,-,-,Unknown,-,eukaryotic translation initiation factor 5A,protein-coding,-,-,-,eukaryotic translation initiation factor 5A,20200318,-
1485682,25258709,DI09_179p10,DI09_179p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258710,DI09_179p20,DI09_179p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258711,DI09_179p30,DI09_179p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258712,DI09_179p40,DI09_179p40,-,-,Unknown,-,putative DNA helicase Ino80,protein-coding,-,-,-,putative DNA helicase Ino80,20200318,-
1485682,25258713,DI09_17p10,DI09_17p10,-,-,Unknown,-,LPXTG-domain-containing protein cell wall anchor domain,protein-coding,-,-,-,LPXTG-domain-containing protein cell wall anchor domain,20200318,-
1485682,25258714,DI09_17p100,DI09_17p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258715,DI09_17p110,DI09_17p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258716,DI09_17p120,DI09_17p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258717,DI09_17p130,DI09_17p130,-,-,Unknown,-,substrate carrier family protein AncA,protein-coding,-,-,-,substrate carrier family protein AncA,20200318,-
1485682,25258718,DI09_17p140,DI09_17p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258719,DI09_17p150,DI09_17p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258720,DI09_17p160,DI09_17p160,-,-,Unknown,-,U6 snRNA-associated Sm-like protein LSm2,protein-coding,-,-,-,U6 snRNA-associated Sm-like protein LSm2,20200318,-
1485682,25258721,DI09_17p170,DI09_17p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258722,DI09_17p180,DI09_17p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258723,DI09_17p190,DI09_17p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258724,DI09_17p20,DI09_17p20,-,-,Unknown,-,Cdc7 cell cycle protein kinase,protein-coding,-,-,-,Cdc7 cell cycle protein kinase,20200318,-
1485682,25258725,DI09_17p200,DI09_17p200,-,-,Unknown,-,Wiscott-Aldrich syndrome protein,protein-coding,-,-,-,Wiscott-Aldrich syndrome protein,20200318,-
1485682,25258726,DI09_17p210,DI09_17p210,-,-,Unknown,-,histone acetyltransferase Gcn5,protein-coding,-,-,-,histone acetyltransferase Gcn5,20200318,-
1485682,25258727,DI09_17p220,DI09_17p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258728,DI09_17p230,DI09_17p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258729,DI09_17p240,DI09_17p240,-,-,Unknown,-,Rer1 protein,protein-coding,-,-,-,Rer1 protein,20200318,-
1485682,25258730,DI09_17p250,DI09_17p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258731,DI09_17p260,DI09_17p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258732,DI09_17p270,DI09_17p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258733,DI09_17p280,DI09_17p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258734,DI09_17p290,DI09_17p290,-,-,Unknown,-,Prp18-domain-containing protein,protein-coding,-,-,-,Prp18-domain-containing protein,20200318,-
1485682,25258735,DI09_17p30,DI09_17p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258736,DI09_17p300,DI09_17p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258737,DI09_17p310,DI09_17p310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258738,DI09_17p40,DI09_17p40,-,-,Unknown,-,oxidoreductase htatip2,protein-coding,-,-,-,oxidoreductase htatip2,20200318,-
1485682,25258739,DI09_17p50,DI09_17p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258740,DI09_17p60,DI09_17p60,-,-,Unknown,-,karyopherin Kap95,protein-coding,-,-,-,karyopherin Kap95,20200318,-
1485682,25258741,DI09_17p70,DI09_17p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258742,DI09_17p80,DI09_17p80,-,-,Unknown,-,anion:cation symporter MFS transporter,protein-coding,-,-,-,anion:cation symporter MFS transporter,20200318,-
1485682,25258743,DI09_17p90,DI09_17p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258744,DI09_180p10,DI09_180p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258745,DI09_180p20,DI09_180p20,-,-,Unknown,-,tRNA-dihydrouridine synthase A,protein-coding,-,-,-,tRNA-dihydrouridine synthase A,20200318,-
1485682,25258746,DI09_180p30,DI09_180p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258747,DI09_180p40,DI09_180p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258748,DI09_180p50,DI09_180p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258749,DI09_181p10,DI09_181p10,-,-,Unknown,-,30S ribosomal protein S17,protein-coding,-,-,-,30S ribosomal protein S17,20200318,-
1485682,25258750,DI09_181p20,DI09_181p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258751,DI09_181p30,DI09_181p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258752,DI09_181p40,DI09_181p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258753,DI09_181p50,DI09_181p50,-,-,Unknown,-,ubiquilin-1-like protein,protein-coding,-,-,-,ubiquilin-1-like protein,20200318,-
1485682,25258754,DI09_181p60,DI09_181p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258755,DI09_182p10,DI09_182p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258756,DI09_182p20,DI09_182p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258757,DI09_182p30,DI09_182p30,-,-,Unknown,-,Rab geranylgeranyltransferase,protein-coding,-,-,-,Rab geranylgeranyltransferase,20200318,-
1485682,25258758,DI09_182p40,DI09_182p40,-,-,Unknown,-,putative tRNAdihydrouridine synthase,protein-coding,-,-,-,putative tRNAdihydrouridine synthase,20200318,-
1485682,25258759,DI09_183p10,DI09_183p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258760,DI09_183p20,DI09_183p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258761,DI09_183p30,DI09_183p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258762,DI09_184p10,DI09_184p10,-,-,Unknown,-,enoyl-CoA hydratase/isomerase domain-containing protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase domain-containing protein,20200318,-
1485682,25258763,DI09_184p20,DI09_184p20,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25258764,DI09_184p30,DI09_184p30,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25258765,DI09_184p40,DI09_184p40,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25258766,DI09_185p10,DI09_185p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258767,DI09_185p20,DI09_185p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258768,DI09_185p30,DI09_185p30,-,-,Unknown,-,precursor of collagen triple helix repeat,protein-coding,-,-,-,precursor of collagen triple helix repeat,20200318,-
1485682,25258769,DI09_186p10,DI09_186p10,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase,20200318,-
1485682,25258770,DI09_186p20,DI09_186p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258771,DI09_186p30,DI09_186p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258772,DI09_186p40,DI09_186p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258773,DI09_186p50,DI09_186p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258774,DI09_187p10,DI09_187p10,-,-,Unknown,-,CmgC/CDK protein kinase,protein-coding,-,-,-,CmgC/CDK protein kinase,20200318,-
1485682,25258775,DI09_187p20,DI09_187p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258776,DI09_187p30,DI09_187p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258777,DI09_188p10,DI09_188p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258778,DI09_188p20,DI09_188p20,-,-,Unknown,-,hexokinase,protein-coding,-,-,-,hexokinase,20200318,-
1485682,25258779,DI09_188p30,DI09_188p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258780,DI09_188p40,DI09_188p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258781,DI09_188p50,DI09_188p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258782,DI09_188p60,DI09_188p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258783,DI09_189p10,DI09_189p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258784,DI09_189p20,DI09_189p20,-,-,Unknown,-,"beta-1,4-mannosyltransferase",protein-coding,-,-,-,"beta-1,4-mannosyltransferase",20200318,-
1485682,25258785,DI09_189p30,DI09_189p30,-,-,Unknown,-,cytoskeleton assembly control protein Sla1-related protein,protein-coding,-,-,-,cytoskeleton assembly control protein Sla1-related protein,20200318,-
1485682,25258786,DI09_18p10,DI09_18p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258787,DI09_18p100,DI09_18p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258788,DI09_18p110,DI09_18p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258789,DI09_18p120,DI09_18p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258790,DI09_18p130,DI09_18p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258791,DI09_18p140,DI09_18p140,-,-,Unknown,-,global transcription activator Snf2l2,protein-coding,-,-,-,global transcription activator Snf2l2,20200318,-
1485682,25258792,DI09_18p150,DI09_18p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258793,DI09_18p160,DI09_18p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258794,DI09_18p170,DI09_18p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258795,DI09_18p180,DI09_18p180,-,-,Unknown,-,ALG-2 interacting protein X,protein-coding,-,-,-,ALG-2 interacting protein X,20200318,-
1485682,25258796,DI09_18p190,DI09_18p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258797,DI09_18p20,DI09_18p20,-,-,Unknown,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20200318,-
1485682,25258798,DI09_18p200,DI09_18p200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258799,DI09_18p210,DI09_18p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258800,DI09_18p220,DI09_18p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258801,DI09_18p230,DI09_18p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258802,DI09_18p240,DI09_18p240,-,-,Unknown,-,putative cationic amino acid transporter,protein-coding,-,-,-,putative cationic amino acid transporter,20200318,-
1485682,25258803,DI09_18p250,DI09_18p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258804,DI09_18p260,DI09_18p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258805,DI09_18p270,DI09_18p270,-,-,Unknown,-,small nucleolar ribonucleoprotein U3,protein-coding,-,-,-,small nucleolar ribonucleoprotein U3,20200318,-
1485682,25258806,DI09_18p280,DI09_18p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258807,DI09_18p290,DI09_18p290,-,-,Unknown,-,subunit beta of AP-2 complex,protein-coding,-,-,-,subunit beta of AP-2 complex,20200318,-
1485682,25258808,DI09_18p30,DI09_18p30,-,-,Unknown,-,subunit beta of coatomer complex,protein-coding,-,-,-,subunit beta of coatomer complex,20200318,-
1485682,25258809,DI09_18p300,DI09_18p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258810,DI09_18p310,DI09_18p310,-,-,Unknown,-,D subunit of V-type ATPase,protein-coding,-,-,-,D subunit of V-type ATPase,20200318,-
1485682,25258811,DI09_18p320,DI09_18p320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258812,DI09_18p330,DI09_18p330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258813,DI09_18p340,DI09_18p340,-,-,Unknown,-,adenylyl-sulfate kinase,protein-coding,-,-,-,adenylyl-sulfate kinase,20200318,-
1485682,25258814,DI09_18p40,DI09_18p40,-,-,Unknown,-,60S ribosomal protein L18,protein-coding,-,-,-,60S ribosomal protein L18,20200318,-
1485682,25258815,DI09_18p50,DI09_18p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258816,DI09_18p60,DI09_18p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258817,DI09_18p70,DI09_18p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258818,DI09_18p80,DI09_18p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258819,DI09_18p90,DI09_18p90,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20200318,-
1485682,25258820,DI09_190p10,DI09_190p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258821,DI09_190p20,DI09_190p20,-,-,Unknown,-,Nup133-like nucleoporin,protein-coding,-,-,-,Nup133-like nucleoporin,20200318,-
1485682,25258822,DI09_190p30,DI09_190p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258823,DI09_190p40,DI09_190p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258824,DI09_191p10,DI09_191p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258825,DI09_191p20,DI09_191p20,-,-,Unknown,-,regulatory subunit B' of serine/threonine-protein phosphatase 2A,protein-coding,-,-,-,regulatory subunit B' of serine/threonine-protein phosphatase 2A,20200318,-
1485682,25258826,DI09_191p30,DI09_191p30,-,-,Unknown,-,putative mevalonate kinase mvk/Erg12,protein-coding,-,-,-,putative mevalonate kinase mvk/Erg12,20200318,-
1485682,25258827,DI09_192p10,DI09_192p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258828,DI09_192p20,DI09_192p20,-,-,Unknown,-,regulatory protein suaprga1,protein-coding,-,-,-,regulatory protein suaprga1,20200318,-
1485682,25258829,DI09_192p30,DI09_192p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25258830,DI09_192p40,DI09_192p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
