#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5661,13385311,LDBPK_291900,LDBPK_291900,-,-,29,-,"diphthamide synthesis protein, putative",protein-coding,-,-,-,"diphthamide synthesis protein, putative",20210424,-
5661,13385860,LDBPK_310490,LDBPK_310490,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385861,LDBPK_310500,LDBPK_310500,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385862,LDBPK_310510,LDBPK_310510,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385863,LDBPK_310520,LDBPK_310520,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385864,LDBPK_310530,LDBPK_310530,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385865,LDBPK_310540,LDBPK_310540,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385866,LDBPK_310550,LDBPK_310550,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385867,LDBPK_310560,LDBPK_310560,-,-,31,-,"ATP-binding cassette protein subfamily D, member 2, putative",protein-coding,-,-,-,"ATP-binding cassette protein subfamily D, member 2, putative",20200918,-
5661,13385868,LDBPK_310570,LDBPK_310570,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385869,LDBPK_310580,LDBPK_310580,-,-,31,-,"mevalonate kinase, putative",protein-coding,-,-,-,"mevalonate kinase, putative",20200918,-
5661,13385870,LDBPK_310590,LDBPK_310590,-,-,31,-,"amino acid transporter aATP11, putative",protein-coding,-,-,-,"amino acid transporter aATP11, putative",20200918,-
5661,13385871,LDBPK_31_snRNA1,LDBPK_31_snRNA1,-,-,31,-,ncRNA,ncRNA,-,-,-,-,20200918,-
5661,13385872,LDBPK_310610,LDBPK_310610,-,-,31,-,"amino acid transporter aATP11, putative",protein-coding,-,-,-,"amino acid transporter aATP11, putative",20200926,-
5661,13385873,LDBPK_310620,LDBPK_310620,-,-,31,-,"C-5 sterol desaturase, putative",protein-coding,-,-,-,"C-5 sterol desaturase, putative",20200918,-
5661,13385874,LDBPK_310630,LDBPK_310630,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385875,LDBPK_310640,LDBPK_310640,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385876,LDBPK_310650,LDBPK_310650,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385877,LDBPK_310660,LDBPK_310660,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385878,LDBPK_310670,LDBPK_310670,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385879,LDBPK_310680,LDBPK_310680,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385880,LDBPK_310690,LDBPK_310690,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385881,LDBPK_310700,LDBPK_310700,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385882,LDBPK_310710,LDBPK_310710,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385883,LDBPK_310720,LDBPK_310720,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385884,LDBPK_310730,LDBPK_310730,-,-,31,-,"ATP-dependent zinc metallopeptidase, putative",protein-coding,-,-,-,"ATP-dependent zinc metallopeptidase, putative",20200918,-
5661,13385885,LDBPK_310740,LDBPK_310740,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385886,LDBPK_310750,LDBPK_310750,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385887,LDBPK_310760,LDBPK_310760,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385888,LDBPK_310770,LDBPK_310770,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385889,LDBPK_310780,LDBPK_310780,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385890,LDBPK_310790,LDBPK_310790,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385891,LDBPK_310800,LDBPK_310800,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385892,LDBPK_310810,LDBPK_310810,-,-,31,-,"c2 domain protein, putative",protein-coding,-,-,-,"c2 domain protein, putative",20200918,-
5661,13385893,LDBPK_310820,LDBPK_310820,-,-,31,-,"c2 domain protein, putative",protein-coding,-,-,-,"c2 domain protein, putative",20200918,-
5661,13385894,LDBPK_310830,LDBPK_310830,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385895,LDBPK_310840,LDBPK_310840,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385896,LDBPK_310850,LDBPK_310850,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385897,LDBPK_310860,LDBPK_310860,-,-,31,-,triacylglycerol lipase-like protein,protein-coding,-,-,-,triacylglycerol lipase-like protein,20200918,-
5661,13385898,LDBPK_310870,LDBPK_310870,-,-,31,-,lipase precursor-like protein,protein-coding,-,-,-,lipase precursor-like protein,20200918,-
5661,13385899,LDBPK_310880,LDBPK_310880,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385900,LDBPK_310890,LDBPK_310890,-,-,31,-,"ras-like small GTPases, putative",protein-coding,-,-,-,"ras-like small GTPases, putative",20200918,-
5661,13385901,LDBPK_030820,LDBPK_030820,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385902,LDBPK_310910,LDBPK_310910,-,-,31,-,amino acid permease 3,protein-coding,-,-,-,amino acid permease 3,20200918,-
5661,13385903,LDBPK_310920,LDBPK_310920,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385904,LDBPK_310930,LDBPK_310930,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385905,LDBPK_310940,LDBPK_310940,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385906,LDBPK_310950,LDBPK_310950,-,-,31,-,"sodium stibogluconate resistance protein, putative",protein-coding,-,-,-,"sodium stibogluconate resistance protein, putative",20200918,-
5661,13385907,LDBPK_310960,LDBPK_310960,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385908,LDBPK_310970,LDBPK_310970,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385909,LDBPK_090950,LDBPK_090950,-,-,31,-,polyubiquitin,protein-coding,-,-,-,polyubiquitin,20200918,-
5661,13385910,LDBPK_310990,LDBPK_310990,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385911,LDBPK_311000,LDBPK_311000,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385912,LDBPK_311010,LDBPK_311010,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385913,LDBPK_311020,LDBPK_311020,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385914,LDBPK_311030,LDBPK_311030,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385915,LDBPK_311040,LDBPK_311040,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385916,LDBPK_311050,LDBPK_311050,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385917,LDBPK_311060,LDBPK_311060,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385918,LDBPK_311070,LDBPK_311070,-,-,31,-,biotin/lipoate protein ligase-like protein,protein-coding,-,-,-,biotin/lipoate protein ligase-like protein,20200918,-
5661,13385919,LDBPK_311080,LDBPK_311080,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385920,LDBPK_311090,LDBPK_311090,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385921,LDBPK_311100,LDBPK_311100,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385922,LDBPK_311110,LDBPK_311110,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385923,LDBPK_311120,LDBPK_311120,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385924,LDBPK_311130,LDBPK_311130,-,-,31,-,"N-acyl-L-amino acid amidohydrolase, putative",protein-coding,-,-,-,"N-acyl-L-amino acid amidohydrolase, putative",20200918,-
5661,13385925,LDBPK_311150,LDBPK_311150,-,-,31,-,"monoglyceride lipase, putative",protein-coding,-,-,-,"monoglyceride lipase, putative",20200918,-
5661,13385926,LDBPK_311160,LDBPK_311160,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385927,LDBPK_311170,LDBPK_311170,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20210424,-
5661,13385928,LDBPK_311180,LDBPK_311180,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385929,LDBPK_311190,LDBPK_311190,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20210424,-
5661,13385930,LDBPK_311200,LDBPK_311200,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20210424,-
5661,13385931,LDBPK_311210,LDBPK_311210,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385932,LDBPK_311220,LDBPK_311220,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385933,LDBPK_311230,LDBPK_311230,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385934,LDBPK_311240,LDBPK_311240,-,-,31,-,"vacuolar-type proton translocating pyrophosphatase 1, putative",protein-coding,-,-,-,"vacuolar-type proton translocating pyrophosphatase 1, putative",20200918,-
5661,13385935,LDBPK_311250,LDBPK_311250,-,-,31,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385936,LDBPK_31_tRNA2,LDBPK_31_tRNA2,-,-,31,-,tRNA,tRNA,-,-,-,-,20200918,-
5661,13385937,LDBPK_311270,LDBPK_311270,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385938,LDBPK_311280,LDBPK_311280,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385939,LDBPK_311290,LDBPK_311290,-,-,31,-,p-glycoprotein e,protein-coding,-,-,-,p-glycoprotein e,20200918,-
5661,13385940,LDBPK_311300,LDBPK_311300,-,-,31,-,"ATP-binding cassette protein subfamily C, member 5, putative",protein-coding,-,-,-,"ATP-binding cassette protein subfamily C, member 5, putative",20200918,-
5661,13385941,LDBPK_311310,LDBPK_311310,-,-,31,-,"ATP-binding cassette protein subfamily C, member 6, putative",protein-coding,-,-,-,"ATP-binding cassette protein subfamily C, member 6, putative",20200918,-
5661,13385942,LDBPK_311320,LDBPK_311320,-,-,31,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385943,LDBPK_180710,LDBPK_180710,-,-,18,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385944,LDBPK_180720,LDBPK_180720,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385945,LDBPK_180740,LDBPK_180740,-,-,18,-,"elongation factor Tu, putative",protein-coding,-,-,-,"elongation factor Tu, putative",20200918,-
5661,13385946,LDBPK_180760,LDBPK_180760,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13385947,LDBPK_180770,LDBPK_180770,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385948,LDBPK_180780,LDBPK_180780,-,-,18,-,"DNA-directed RNA polymerases II, putative",protein-coding,-,-,-,"DNA-directed RNA polymerases II, putative",20210424,-
5661,13385949,LDBPK_180800,LDBPK_180800,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385950,LDBPK_180830,LDBPK_180830,-,-,18,-,periodic tryptophan protein 2-like protein,protein-coding,-,-,-,periodic tryptophan protein 2-like protein,20200918,-
5661,13385951,LDBPK_180850,LDBPK_180850,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385952,LDBPK_180870,LDBPK_180870,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385953,LDBPK_180880,LDBPK_180880,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385954,LDBPK_180890,LDBPK_180890,-,-,18,-,"rab7 GTP binding protein, putative",protein-coding,-,-,-,"rab7 GTP binding protein, putative",20200918,-
5661,13385955,LDBPK_180900,LDBPK_180900,-,-,18,-,"glycosyltransferase, putative",protein-coding,-,-,-,"glycosyltransferase, putative",20200918,-
5661,13385956,LDBPK_180910,LDBPK_180910,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385957,LDBPK_180930,LDBPK_180930,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385958,LDBPK_180990,LDBPK_180990,-,-,18,-,UDP-glucose pyrophosphorylase,protein-coding,-,-,-,UDP-glucose pyrophosphorylase,20200918,-
5661,13385959,LDBPK_181000,LDBPK_181000,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385960,LDBPK_181010,LDBPK_181010,-,-,18,-,"dynein light chain 2B, cytoplasmic, putative",protein-coding,-,-,-,"dynein light chain 2B, cytoplasmic, putative",20210424,-
5661,13385961,LDBPK_181050,LDBPK_181050,-,-,18,-,"5-oxoprolinase, putative",protein-coding,-,-,-,"5-oxoprolinase, putative",20200918,-
5661,13385962,LDBPK_181070,LDBPK_181070,-,-,18,-,"calpain-like cysteine peptidase, putative",protein-coding,-,-,-,"calpain-like cysteine peptidase, putative",20200918,-
5661,13385963,LDBPK_181090,LDBPK_181090,-,-,18,-,protein kinase A catalytic subunit,protein-coding,-,-,-,protein kinase A catalytic subunit,20200918,-
5661,13385964,LDBPK_181110,LDBPK_181110,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13385965,LDBPK_181150,LDBPK_181150,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13385966,LDBPK_181160,LDBPK_181160,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385967,LDBPK_181170,LDBPK_181170,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385968,LDBPK_181180,LDBPK_181180,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385969,LDBPK_181190,LDBPK_181190,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385970,LDBPK_181200,LDBPK_181200,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385971,LDBPK_181210,LDBPK_181210,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385972,LDBPK_181220,LDBPK_181220,-,-,18,-,"prolyl-tRNA synthetase, putative",protein-coding,-,-,-,"prolyl-tRNA synthetase, putative",20200918,-
5661,13385973,LDBPK_181230,LDBPK_181230,-,-,18,-,"prolyl-tRNA synthetase, putative",protein-coding,-,-,-,"prolyl-tRNA synthetase, putative",20200918,-
5661,13385974,LDBPK_181240,LDBPK_181240,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385975,LDBPK_181270,LDBPK_181270,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385976,LDBPK_181290,LDBPK_181290,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385977,LDBPK_181310,LDBPK_181310,-,-,18,-,"cholinephosphate cytidylyltransferase A, putative",protein-coding,-,-,-,"cholinephosphate cytidylyltransferase A, putative",20210424,-
5661,13385978,LDBPK_181330,LDBPK_181330,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385979,LDBPK_181400,LDBPK_181400,-,-,18,-,"pumilio protein, putative",protein-coding,-,-,-,"pumilio protein, putative",20200918,-
5661,13385980,LDBPK_181410,LDBPK_181410,-,-,18,-,"chaperone DNAJ protein, putative",protein-coding,-,-,-,"chaperone DNAJ protein, putative",20200918,-
5661,13385981,LDBPK_181420,LDBPK_181420,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385982,LDBPK_181430,LDBPK_181430,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385983,LDBPK_181440,LDBPK_181440,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385984,LDBPK_181450,LDBPK_181450,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385985,LDBPK_181460,LDBPK_181460,-,-,18,-,NADH:ubiquinone oxidoreductase 78 Kd subunit-like protein,protein-coding,-,-,-,NADH:ubiquinone oxidoreductase 78 Kd subunit-like protein,20200918,-
5661,13385986,LDBPK_181470,LDBPK_181470,-,-,18,-,"chaperone protein DNAj, putative",protein-coding,-,-,-,"chaperone protein DNAj, putative",20210406,-
5661,13385987,LDBPK_181490,LDBPK_181490,-,-,18,-,"P-type H+-ATPase, putative",protein-coding,-,-,-,"P-type H+-ATPase, putative",20200918,-
5661,13385988,LDBPK_181500,LDBPK_181500,-,-,18,-,"P-type H+-ATPase, putative",protein-coding,-,-,-,"P-type H+-ATPase, putative",20200918,-
5661,13385989,LDBPK_181530,LDBPK_181530,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385990,LDBPK_181660,LDBPK_181660,-,-,18,-,"gamma-glutamylcysteine synthetase, putative",protein-coding,-,-,-,"gamma-glutamylcysteine synthetase, putative",20210424,-
5661,13385991,LDBPK_181670,LDBPK_181670,-,-,18,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385992,LDBPK_180010,LDBPK_180010,-,-,18,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385993,LDBPK_190010,LDBPK_190010,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385994,LDBPK_191070,LDBPK_191070,-,-,19,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13385995,LDBPK_190020,LDBPK_190020,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385996,LDBPK_190040,LDBPK_190040,-,-,19,-,histone H2B,protein-coding,-,-,-,histone H2B,20200926,-
5661,13385997,LDBPK_190060,LDBPK_190060,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385998,LDBPK_190070,LDBPK_190070,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13385999,LDBPK_190080,LDBPK_190080,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13386000,LDBPK_190090,LDBPK_190090,-,-,19,-,"fibrillarin, putative",protein-coding,-,-,-,"fibrillarin, putative",20200918,-
5661,13386001,LDBPK_190100,LDBPK_190100,-,-,19,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
