#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48586,64673043,DFJ58DRAFT_100404,DFJ58DRAFT_100404,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
48586,64675713,DFJ58DRAFT_634848,DFJ58DRAFT_634848,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675714,DFJ58DRAFT_634896,DFJ58DRAFT_634896,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675715,DFJ58DRAFT_634901,DFJ58DRAFT_634901,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675716,DFJ58DRAFT_63493,DFJ58DRAFT_63493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675717,DFJ58DRAFT_635001,DFJ58DRAFT_635001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675718,DFJ58DRAFT_635033,DFJ58DRAFT_635033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675719,DFJ58DRAFT_635155,DFJ58DRAFT_635155,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675720,DFJ58DRAFT_635208,DFJ58DRAFT_635208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675721,DFJ58DRAFT_635301,DFJ58DRAFT_635301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675722,DFJ58DRAFT_635311,DFJ58DRAFT_635311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675723,DFJ58DRAFT_635430,DFJ58DRAFT_635430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675724,DFJ58DRAFT_635544,DFJ58DRAFT_635544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675725,DFJ58DRAFT_635616,DFJ58DRAFT_635616,-,-,Unknown,-,"peptidase C14, caspase domain-containing protein",protein-coding,-,-,-,"peptidase C14, caspase domain-containing protein",20210605,-
48586,64675726,DFJ58DRAFT_635633,DFJ58DRAFT_635633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675727,DFJ58DRAFT_635725,DFJ58DRAFT_635725,-,-,Unknown,-,SMAD/FHA domain-containing protein,protein-coding,-,-,-,SMAD/FHA domain-containing protein,20210605,-
48586,64675728,DFJ58DRAFT_635735,DFJ58DRAFT_635735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675729,DFJ58DRAFT_635850,DFJ58DRAFT_635850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675730,DFJ58DRAFT_635999,DFJ58DRAFT_635999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675731,DFJ58DRAFT_636074,DFJ58DRAFT_636074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675732,DFJ58DRAFT_636081,DFJ58DRAFT_636081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675733,DFJ58DRAFT_636344,DFJ58DRAFT_636344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675734,DFJ58DRAFT_636352,DFJ58DRAFT_636352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675735,DFJ58DRAFT_636453,DFJ58DRAFT_636453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675736,DFJ58DRAFT_636576,DFJ58DRAFT_636576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675737,DFJ58DRAFT_636618,DFJ58DRAFT_636618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675738,DFJ58DRAFT_636629,DFJ58DRAFT_636629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675739,DFJ58DRAFT_636686,DFJ58DRAFT_636686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675740,DFJ58DRAFT_636757,DFJ58DRAFT_636757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675741,DFJ58DRAFT_636799,DFJ58DRAFT_636799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675742,DFJ58DRAFT_636807,DFJ58DRAFT_636807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675743,DFJ58DRAFT_636823,DFJ58DRAFT_636823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675744,DFJ58DRAFT_636845,DFJ58DRAFT_636845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675745,DFJ58DRAFT_636908,DFJ58DRAFT_636908,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675746,DFJ58DRAFT_636924,DFJ58DRAFT_636924,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675747,DFJ58DRAFT_637074,DFJ58DRAFT_637074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675748,DFJ58DRAFT_637095,DFJ58DRAFT_637095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675749,DFJ58DRAFT_637331,DFJ58DRAFT_637331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675750,DFJ58DRAFT_6374,DFJ58DRAFT_6374,-,-,Unknown,-,"ribosomal protein S2, flavodoxin-like domain-containing protein",protein-coding,-,-,-,"ribosomal protein S2, flavodoxin-like domain-containing protein",20210605,-
48586,64675751,DFJ58DRAFT_637499,DFJ58DRAFT_637499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675752,DFJ58DRAFT_637557,DFJ58DRAFT_637557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675753,DFJ58DRAFT_637569,DFJ58DRAFT_637569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675754,DFJ58DRAFT_637676,DFJ58DRAFT_637676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675755,DFJ58DRAFT_637770,DFJ58DRAFT_637770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675756,DFJ58DRAFT_637865,DFJ58DRAFT_637865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675757,DFJ58DRAFT_637913,DFJ58DRAFT_637913,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675758,DFJ58DRAFT_638193,DFJ58DRAFT_638193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675759,DFJ58DRAFT_638257,DFJ58DRAFT_638257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675760,DFJ58DRAFT_638296,DFJ58DRAFT_638296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675761,DFJ58DRAFT_638328,DFJ58DRAFT_638328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675762,DFJ58DRAFT_638405,DFJ58DRAFT_638405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675763,DFJ58DRAFT_638414,DFJ58DRAFT_638414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675764,DFJ58DRAFT_638431,DFJ58DRAFT_638431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675765,DFJ58DRAFT_638633,DFJ58DRAFT_638633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675766,DFJ58DRAFT_638663,DFJ58DRAFT_638663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675767,DFJ58DRAFT_638700,DFJ58DRAFT_638700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675768,DFJ58DRAFT_638717,DFJ58DRAFT_638717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675769,DFJ58DRAFT_638866,DFJ58DRAFT_638866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675770,DFJ58DRAFT_638892,DFJ58DRAFT_638892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675771,DFJ58DRAFT_639186,DFJ58DRAFT_639186,-,-,Unknown,-,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",protein-coding,-,-,-,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",20210605,-
48586,64675772,DFJ58DRAFT_639209,DFJ58DRAFT_639209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675773,DFJ58DRAFT_639241,DFJ58DRAFT_639241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675774,DFJ58DRAFT_639360,DFJ58DRAFT_639360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675775,DFJ58DRAFT_639389,DFJ58DRAFT_639389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675776,DFJ58DRAFT_639576,DFJ58DRAFT_639576,-,-,Unknown,-,PIN domain-like protein,protein-coding,-,-,-,PIN domain-like protein,20210605,-
48586,64675777,DFJ58DRAFT_639760,DFJ58DRAFT_639760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675778,DFJ58DRAFT_639890,DFJ58DRAFT_639890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675779,DFJ58DRAFT_639951,DFJ58DRAFT_639951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675780,DFJ58DRAFT_639966,DFJ58DRAFT_639966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675781,DFJ58DRAFT_640008,DFJ58DRAFT_640008,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675782,DFJ58DRAFT_640041,DFJ58DRAFT_640041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675783,DFJ58DRAFT_640062,DFJ58DRAFT_640062,-,-,Unknown,-,heat shock protein 70 family,protein-coding,-,-,-,heat shock protein 70 family,20210605,-
48586,64675784,DFJ58DRAFT_640081,DFJ58DRAFT_640081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675785,DFJ58DRAFT_640250,DFJ58DRAFT_640250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675786,DFJ58DRAFT_640278,DFJ58DRAFT_640278,-,-,Unknown,-,"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B",protein-coding,-,-,-,"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B",20210605,-
48586,64675787,DFJ58DRAFT_640333,DFJ58DRAFT_640333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675788,DFJ58DRAFT_640413,DFJ58DRAFT_640413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675789,DFJ58DRAFT_640426,DFJ58DRAFT_640426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675790,DFJ58DRAFT_640470,DFJ58DRAFT_640470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675791,DFJ58DRAFT_640524,DFJ58DRAFT_640524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675792,DFJ58DRAFT_640568,DFJ58DRAFT_640568,-,-,Unknown,-,Dbl homology domain-containing protein,protein-coding,-,-,-,Dbl homology domain-containing protein,20210605,-
48586,64675793,DFJ58DRAFT_640636,DFJ58DRAFT_640636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675794,DFJ58DRAFT_640821,DFJ58DRAFT_640821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675795,DFJ58DRAFT_640871,DFJ58DRAFT_640871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675796,DFJ58DRAFT_640884,DFJ58DRAFT_640884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675797,DFJ58DRAFT_640948,DFJ58DRAFT_640948,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675798,DFJ58DRAFT_641010,DFJ58DRAFT_641010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675799,DFJ58DRAFT_641099,DFJ58DRAFT_641099,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675800,DFJ58DRAFT_641101,DFJ58DRAFT_641101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675801,DFJ58DRAFT_641293,DFJ58DRAFT_641293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675802,DFJ58DRAFT_641314,DFJ58DRAFT_641314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675803,DFJ58DRAFT_641546,DFJ58DRAFT_641546,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675804,DFJ58DRAFT_641561,DFJ58DRAFT_641561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675805,DFJ58DRAFT_641585,DFJ58DRAFT_641585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675806,DFJ58DRAFT_641619,DFJ58DRAFT_641619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675807,DFJ58DRAFT_641634,DFJ58DRAFT_641634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675808,DFJ58DRAFT_641694,DFJ58DRAFT_641694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675809,DFJ58DRAFT_641725,DFJ58DRAFT_641725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675810,DFJ58DRAFT_641727,DFJ58DRAFT_641727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675811,DFJ58DRAFT_641803,DFJ58DRAFT_641803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675812,DFJ58DRAFT_641997,DFJ58DRAFT_641997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675813,DFJ58DRAFT_642361,DFJ58DRAFT_642361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675814,DFJ58DRAFT_642442,DFJ58DRAFT_642442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675815,DFJ58DRAFT_642443,DFJ58DRAFT_642443,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64675816,DFJ58DRAFT_642451,DFJ58DRAFT_642451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675817,DFJ58DRAFT_642505,DFJ58DRAFT_642505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675818,DFJ58DRAFT_642515,DFJ58DRAFT_642515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675819,DFJ58DRAFT_642548,DFJ58DRAFT_642548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675820,DFJ58DRAFT_642646,DFJ58DRAFT_642646,-,-,Unknown,-,ribonuclease H-like domain-containing protein,protein-coding,-,-,-,ribonuclease H-like domain-containing protein,20210507,-
48586,64675821,DFJ58DRAFT_642772,DFJ58DRAFT_642772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675822,DFJ58DRAFT_642977,DFJ58DRAFT_642977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675823,DFJ58DRAFT_643012,DFJ58DRAFT_643012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675824,DFJ58DRAFT_643103,DFJ58DRAFT_643103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675825,DFJ58DRAFT_643105,DFJ58DRAFT_643105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675826,DFJ58DRAFT_643153,DFJ58DRAFT_643153,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675827,DFJ58DRAFT_643171,DFJ58DRAFT_643171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675828,DFJ58DRAFT_643304,DFJ58DRAFT_643304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675829,DFJ58DRAFT_643416,DFJ58DRAFT_643416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675830,DFJ58DRAFT_643502,DFJ58DRAFT_643502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675831,DFJ58DRAFT_643521,DFJ58DRAFT_643521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675832,DFJ58DRAFT_64354,DFJ58DRAFT_64354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675833,DFJ58DRAFT_643689,DFJ58DRAFT_643689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675834,DFJ58DRAFT_643723,DFJ58DRAFT_643723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675835,DFJ58DRAFT_643751,DFJ58DRAFT_643751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675836,DFJ58DRAFT_643755,DFJ58DRAFT_643755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675837,DFJ58DRAFT_643995,DFJ58DRAFT_643995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675838,DFJ58DRAFT_644019,DFJ58DRAFT_644019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675839,DFJ58DRAFT_644036,DFJ58DRAFT_644036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675840,DFJ58DRAFT_644073,DFJ58DRAFT_644073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64675841,DFJ58DRAFT_644076,DFJ58DRAFT_644076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675842,DFJ58DRAFT_644141,DFJ58DRAFT_644141,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675843,DFJ58DRAFT_644143,DFJ58DRAFT_644143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675844,DFJ58DRAFT_644237,DFJ58DRAFT_644237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675845,DFJ58DRAFT_644239,DFJ58DRAFT_644239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675846,DFJ58DRAFT_644314,DFJ58DRAFT_644314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675847,DFJ58DRAFT_644389,DFJ58DRAFT_644389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675848,DFJ58DRAFT_644400,DFJ58DRAFT_644400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675849,DFJ58DRAFT_644445,DFJ58DRAFT_644445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675850,DFJ58DRAFT_644462,DFJ58DRAFT_644462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675851,DFJ58DRAFT_644481,DFJ58DRAFT_644481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64675852,DFJ58DRAFT_644555,DFJ58DRAFT_644555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
