#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448311,37205778,BO88DRAFT_100227,BO88DRAFT_100227,-,-,Unknown,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200919,-
1448311,37207799,BO88DRAFT_343831,BO88DRAFT_343831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207800,BO88DRAFT_343832,BO88DRAFT_343832,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20200919,-
1448311,37207801,BO88DRAFT_343847,BO88DRAFT_343847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207802,BO88DRAFT_343904,BO88DRAFT_343904,-,-,Unknown,-,L-lactate dehydrogenase,protein-coding,-,-,-,L-lactate dehydrogenase,20200919,-
1448311,37207803,BO88DRAFT_343930,BO88DRAFT_343930,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37207804,BO88DRAFT_343949,BO88DRAFT_343949,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37207805,BO88DRAFT_343959,BO88DRAFT_343959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207806,BO88DRAFT_343972,BO88DRAFT_343972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207807,BO88DRAFT_343977,BO88DRAFT_343977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207808,BO88DRAFT_344044,BO88DRAFT_344044,-,-,Unknown,-,mitochondrial alternative oxidase,protein-coding,-,-,-,mitochondrial alternative oxidase,20210417,-
1448311,37207809,BO88DRAFT_344080,BO88DRAFT_344080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207810,BO88DRAFT_344104,BO88DRAFT_344104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207811,BO88DRAFT_344123,BO88DRAFT_344123,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448311,37207812,BO88DRAFT_344149,BO88DRAFT_344149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207813,BO88DRAFT_344156,BO88DRAFT_344156,-,-,Unknown,-,anucleate primary sterigmata protein A,protein-coding,-,-,-,anucleate primary sterigmata protein A,20200919,-
1448311,37207814,BO88DRAFT_344157,BO88DRAFT_344157,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20200919,-
1448311,37207815,BO88DRAFT_344198,BO88DRAFT_344198,-,-,Unknown,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200919,-
1448311,37207816,BO88DRAFT_344233,BO88DRAFT_344233,-,-,Unknown,-,metallopeptidase MepB,protein-coding,-,-,-,metallopeptidase MepB,20200919,-
1448311,37207817,BO88DRAFT_344268,BO88DRAFT_344268,-,-,Unknown,-,alpha-L-rhamnosidase,protein-coding,-,-,-,alpha-L-rhamnosidase,20200919,-
1448311,37207818,BO88DRAFT_344285,BO88DRAFT_344285,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200919,-
1448311,37207819,BO88DRAFT_344353,BO88DRAFT_344353,-,-,Unknown,-,5-formyltetrahydrofolate cyclo-ligase,protein-coding,-,-,-,5-formyltetrahydrofolate cyclo-ligase,20200919,-
1448311,37207820,BO88DRAFT_344400,BO88DRAFT_344400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207821,BO88DRAFT_344401,BO88DRAFT_344401,-,-,Unknown,-,26S proteasome regulatory subunit S5A,protein-coding,-,-,-,26S proteasome regulatory subunit S5A,20210424,-
1448311,37207822,BO88DRAFT_344405,BO88DRAFT_344405,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37207823,BO88DRAFT_344430,BO88DRAFT_344430,-,-,Unknown,-,CNH domain protein,protein-coding,-,-,-,CNH domain protein,20200919,-
1448311,37207824,BO88DRAFT_344444,BO88DRAFT_344444,-,-,Unknown,-,endo-rhamnogalacturonase F,protein-coding,-,-,-,endo-rhamnogalacturonase F,20200919,-
1448311,37207825,BO88DRAFT_344483,BO88DRAFT_344483,-,-,Unknown,-,GatB/YqeY domain-containing protein,protein-coding,-,-,-,GatB/YqeY domain-containing protein,20200919,-
1448311,37207826,BO88DRAFT_3445,BO88DRAFT_3445,-,-,Unknown,-,glyoxylate reductase,protein-coding,-,-,-,glyoxylate reductase,20200919,-
1448311,37207827,BO88DRAFT_344543,BO88DRAFT_344543,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200919,-
1448311,37207828,BO88DRAFT_344544,BO88DRAFT_344544,-,-,Unknown,-,hyaluronan synthase,protein-coding,-,-,-,hyaluronan synthase,20200919,-
1448311,37207829,BO88DRAFT_344589,BO88DRAFT_344589,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207830,BO88DRAFT_344635,BO88DRAFT_344635,-,-,Unknown,-,"peroxisomal d3,d2-enoyl-CoA isomerase",protein-coding,-,-,-,"peroxisomal d3,d2-enoyl-CoA isomerase",20200919,-
1448311,37207831,BO88DRAFT_344655,BO88DRAFT_344655,-,-,Unknown,-,APH-domain-containing protein,protein-coding,-,-,-,APH-domain-containing protein,20200919,-
1448311,37207832,BO88DRAFT_344665,BO88DRAFT_344665,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20200919,-
1448311,37207833,BO88DRAFT_344676,BO88DRAFT_344676,-,-,Unknown,-,phosphoribosyl pyrophosphokinase,protein-coding,-,-,-,phosphoribosyl pyrophosphokinase,20200919,-
1448311,37207834,BO88DRAFT_344699,BO88DRAFT_344699,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448311,37207835,BO88DRAFT_344704,BO88DRAFT_344704,-,-,Unknown,-,GMC oxidoreductase,protein-coding,-,-,-,GMC oxidoreductase,20200919,-
1448311,37207836,BO88DRAFT_344711,BO88DRAFT_344711,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207837,BO88DRAFT_344734,BO88DRAFT_344734,-,-,Unknown,-,trypsin-like serine protease,protein-coding,-,-,-,trypsin-like serine protease,20200919,-
1448311,37207838,BO88DRAFT_344738,BO88DRAFT_344738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207839,BO88DRAFT_344745,BO88DRAFT_344745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207840,BO88DRAFT_344758,BO88DRAFT_344758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207841,BO88DRAFT_344769,BO88DRAFT_344769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207842,BO88DRAFT_344770,BO88DRAFT_344770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207843,BO88DRAFT_344783,BO88DRAFT_344783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207844,BO88DRAFT_344794,BO88DRAFT_344794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207845,BO88DRAFT_344815,BO88DRAFT_344815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207846,BO88DRAFT_344819,BO88DRAFT_344819,-,-,Unknown,-,histidine kinase G2,protein-coding,-,-,-,histidine kinase G2,20200919,-
1448311,37207847,BO88DRAFT_344823,BO88DRAFT_344823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207848,BO88DRAFT_344829,BO88DRAFT_344829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207849,BO88DRAFT_344834,BO88DRAFT_344834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207850,BO88DRAFT_344848,BO88DRAFT_344848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207851,BO88DRAFT_344858,BO88DRAFT_344858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207852,BO88DRAFT_344862,BO88DRAFT_344862,-,-,Unknown,-,67 kDa myosin-cross-reactive antigen like protein,protein-coding,-,-,-,67 kDa myosin-cross-reactive antigen like protein,20200919,-
1448311,37207853,BO88DRAFT_344863,BO88DRAFT_344863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207854,BO88DRAFT_344866,BO88DRAFT_344866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207855,BO88DRAFT_344867,BO88DRAFT_344867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207856,BO88DRAFT_344870,BO88DRAFT_344870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207857,BO88DRAFT_344871,BO88DRAFT_344871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207858,BO88DRAFT_344874,BO88DRAFT_344874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207859,BO88DRAFT_344885,BO88DRAFT_344885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207860,BO88DRAFT_344895,BO88DRAFT_344895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207861,BO88DRAFT_344901,BO88DRAFT_344901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207862,BO88DRAFT_344903,BO88DRAFT_344903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207863,BO88DRAFT_344908,BO88DRAFT_344908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207864,BO88DRAFT_344910,BO88DRAFT_344910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207865,BO88DRAFT_344917,BO88DRAFT_344917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207866,BO88DRAFT_344922,BO88DRAFT_344922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207867,BO88DRAFT_344929,BO88DRAFT_344929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207868,BO88DRAFT_344930,BO88DRAFT_344930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207869,BO88DRAFT_344934,BO88DRAFT_344934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207870,BO88DRAFT_344940,BO88DRAFT_344940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207871,BO88DRAFT_344980,BO88DRAFT_344980,-,-,Unknown,-,MFS sugar transporter,protein-coding,-,-,-,MFS sugar transporter,20200919,-
1448311,37207872,BO88DRAFT_345008,BO88DRAFT_345008,-,-,Unknown,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200919,-
1448311,37207873,BO88DRAFT_345032,BO88DRAFT_345032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207874,BO88DRAFT_345105,BO88DRAFT_345105,-,-,Unknown,-,C2H2 finger domain protein,protein-coding,-,-,-,C2H2 finger domain protein,20200919,-
1448311,37207875,BO88DRAFT_345143,BO88DRAFT_345143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207876,BO88DRAFT_345164,BO88DRAFT_345164,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448311,37207877,BO88DRAFT_345188,BO88DRAFT_345188,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
1448311,37207878,BO88DRAFT_345219,BO88DRAFT_345219,-,-,Unknown,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20200919,-
1448311,37207879,BO88DRAFT_345230,BO88DRAFT_345230,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200919,-
1448311,37207880,BO88DRAFT_345253,BO88DRAFT_345253,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20200919,-
1448311,37207881,BO88DRAFT_345264,BO88DRAFT_345264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207882,BO88DRAFT_345354,BO88DRAFT_345354,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
1448311,37207883,BO88DRAFT_345380,BO88DRAFT_345380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207884,BO88DRAFT_345383,BO88DRAFT_345383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207885,BO88DRAFT_345441,BO88DRAFT_345441,-,-,Unknown,-,xylanolytic transcriptional activator XlnR,protein-coding,-,-,-,xylanolytic transcriptional activator XlnR,20200919,-
1448311,37207886,BO88DRAFT_345478,BO88DRAFT_345478,-,-,Unknown,-,PLAC8-domain-containing protein,protein-coding,-,-,-,PLAC8-domain-containing protein,20200919,-
1448311,37207887,BO88DRAFT_345484,BO88DRAFT_345484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207888,BO88DRAFT_345496,BO88DRAFT_345496,-,-,Unknown,-,ras-related protein rab-6A,protein-coding,-,-,-,ras-related protein rab-6A,20200919,-
1448311,37207889,BO88DRAFT_345500,BO88DRAFT_345500,-,-,Unknown,-,short chain dehydrogenase/ reductase,protein-coding,-,-,-,short chain dehydrogenase/ reductase,20200919,-
1448311,37207890,BO88DRAFT_345542,BO88DRAFT_345542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207891,BO88DRAFT_345561,BO88DRAFT_345561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207892,BO88DRAFT_345576,BO88DRAFT_345576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207893,BO88DRAFT_345586,BO88DRAFT_345586,-,-,Unknown,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20200919,-
1448311,37207894,BO88DRAFT_345619,BO88DRAFT_345619,-,-,Unknown,-,histidine acid phosphatase,protein-coding,-,-,-,histidine acid phosphatase,20200919,-
1448311,37207895,BO88DRAFT_345647,BO88DRAFT_345647,-,-,Unknown,-,FAS1 domain-containing protein,protein-coding,-,-,-,FAS1 domain-containing protein,20200919,-
1448311,37207896,BO88DRAFT_345667,BO88DRAFT_345667,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448311,37207897,BO88DRAFT_345683,BO88DRAFT_345683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207898,BO88DRAFT_345694,BO88DRAFT_345694,-,-,Unknown,-,proteinase aspergillopepsin II,protein-coding,-,-,-,proteinase aspergillopepsin II,20200919,-
1448311,37207899,BO88DRAFT_345714,BO88DRAFT_345714,-,-,Unknown,-,RTA1-domain-containing protein,protein-coding,-,-,-,RTA1-domain-containing protein,20200919,-
1448311,37207900,BO88DRAFT_345717,BO88DRAFT_345717,-,-,Unknown,-,PTH11-like integral membrane protein,protein-coding,-,-,-,PTH11-like integral membrane protein,20200919,-
1448311,37207901,BO88DRAFT_345718,BO88DRAFT_345718,-,-,Unknown,-,"RNase P/MRP, p29 subunit",protein-coding,-,-,-,"RNase P/MRP, p29 subunit",20200919,-
1448311,37207902,BO88DRAFT_345730,BO88DRAFT_345730,-,-,Unknown,-,YjgF-like protein,protein-coding,-,-,-,YjgF-like protein,20200919,-
1448311,37207903,BO88DRAFT_345741,BO88DRAFT_345741,-,-,Unknown,-,cytochrome b5 reductase,protein-coding,-,-,-,cytochrome b5 reductase,20200919,-
1448311,37207904,BO88DRAFT_345763,BO88DRAFT_345763,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448311,37207905,BO88DRAFT_345802,BO88DRAFT_345802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207906,BO88DRAFT_345828,BO88DRAFT_345828,-,-,Unknown,-,MFS quinate transporter,protein-coding,-,-,-,MFS quinate transporter,20200919,-
1448311,37207907,BO88DRAFT_345833,BO88DRAFT_345833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207908,BO88DRAFT_345839,BO88DRAFT_345839,-,-,Unknown,-,efflux pump antibiotic resistance protein,protein-coding,-,-,-,efflux pump antibiotic resistance protein,20200919,-
1448311,37207909,BO88DRAFT_345867,BO88DRAFT_345867,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20200919,-
1448311,37207910,BO88DRAFT_345875,BO88DRAFT_345875,-,-,Unknown,-,phthalate transporter,protein-coding,-,-,-,phthalate transporter,20200919,-
1448311,37207911,BO88DRAFT_345882,BO88DRAFT_345882,-,-,Unknown,-,beta-glucuronidase,protein-coding,-,-,-,beta-glucuronidase,20200919,-
1448311,37207912,BO88DRAFT_345892,BO88DRAFT_345892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207913,BO88DRAFT_345907,BO88DRAFT_345907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207914,BO88DRAFT_345929,BO88DRAFT_345929,-,-,Unknown,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200919,-
1448311,37207915,BO88DRAFT_345946,BO88DRAFT_345946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207916,BO88DRAFT_345969,BO88DRAFT_345969,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448311,37207917,BO88DRAFT_345987,BO88DRAFT_345987,-,-,Unknown,-,"inositol-1,4,5-trisphosphate 5-phosphatase 1",protein-coding,-,-,-,"inositol-1,4,5-trisphosphate 5-phosphatase 1",20200919,-
1448311,37207918,BO88DRAFT_346016,BO88DRAFT_346016,-,-,Unknown,-,restculine oxidase precursor,protein-coding,-,-,-,restculine oxidase precursor,20200919,-
1448311,37207919,BO88DRAFT_346056,BO88DRAFT_346056,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20200919,-
1448311,37207920,BO88DRAFT_346118,BO88DRAFT_346118,-,-,Unknown,-,multicopper oxidase,protein-coding,-,-,-,multicopper oxidase,20200919,-
1448311,37207921,BO88DRAFT_346125,BO88DRAFT_346125,-,-,Unknown,-,glycogen synthase kinase mutation revertant,protein-coding,-,-,-,glycogen synthase kinase mutation revertant,20200919,-
1448311,37207922,BO88DRAFT_346160,BO88DRAFT_346160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207923,BO88DRAFT_346165,BO88DRAFT_346165,-,-,Unknown,-,G1/S-specific cyclin,protein-coding,-,-,-,G1/S-specific cyclin,20210424,-
1448311,37207924,BO88DRAFT_346252,BO88DRAFT_346252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37207925,BO88DRAFT_346284,BO88DRAFT_346284,-,-,Unknown,-,MYB DNA-binding domain protein,protein-coding,-,-,-,MYB DNA-binding domain protein,20210424,-
1448311,37207926,BO88DRAFT_346306,BO88DRAFT_346306,-,-,Unknown,-,bZIP transcription factor,protein-coding,-,-,-,bZIP transcription factor,20200919,-
1448311,37207927,BO88DRAFT_346393,BO88DRAFT_346393,-,-,Unknown,-,MFS monocarboxylate transporter,protein-coding,-,-,-,MFS monocarboxylate transporter,20200919,-
1448311,37207928,BO88DRAFT_346401,BO88DRAFT_346401,-,-,Unknown,-,von Willebrand and RING finger domain protein,protein-coding,-,-,-,von Willebrand and RING finger domain protein,20200919,-
1448311,37207929,BO88DRAFT_346434,BO88DRAFT_346434,-,-,Unknown,-,SH3 domain protein,protein-coding,-,-,-,SH3 domain protein,20200919,-
1448311,37207930,BO88DRAFT_346470,BO88DRAFT_346470,-,-,Unknown,-,putative RNA binding protein,protein-coding,-,-,-,putative RNA binding protein,20200919,-
1448311,37207931,BO88DRAFT_346506,BO88DRAFT_346506,-,-,Unknown,-,endoglucanase precursor,protein-coding,-,-,-,endoglucanase precursor,20200919,-
1448311,37207932,BO88DRAFT_346538,BO88DRAFT_346538,-,-,Unknown,-,heavy metal tolerance protein precursor,protein-coding,-,-,-,heavy metal tolerance protein precursor,20200919,-
1448311,37207933,BO88DRAFT_346576,BO88DRAFT_346576,-,-,Unknown,-,ubiquitin C-terminal hydrolase,protein-coding,-,-,-,ubiquitin C-terminal hydrolase,20200919,-
1448311,37207934,BO88DRAFT_346605,BO88DRAFT_346605,-,-,Unknown,-,two-component osmosensing histidine kinase,protein-coding,-,-,-,two-component osmosensing histidine kinase,20210424,-
1448311,37207935,BO88DRAFT_346619,BO88DRAFT_346619,-,-,Unknown,-,putative cell polarity protein,protein-coding,-,-,-,putative cell polarity protein,20200919,-
