#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
185431,2828229,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Trypanosoma brucei TREU927; Trypanosoma brucei brucei strain 927/4 GUTat10.1; Trypanosoma brucei strain TREU927).,other,-,-,-,-,20200224,-
185431,3658438,Tb927.7.2260,Tb927.7.2260,Tb07.22O10.210,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658439,Tb927.7.2270,Tb927.7.2270,Tb07.22O10.220,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658440,Tb927.7.2280,Tb927.7.2280,Tb07.22O10.230,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658441,Tb927.7.2290,Tb927.7.2290,Tb07.22O10.250,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658442,Tb927.7.2310,Tb927.7.2310,Tb07.22O10.270,-,7,-,"DNA primase small subunit, putative",protein-coding,-,-,-,"DNA primase small subunit, putative",20200919,-
185431,3658443,Tb927.7.2340,Tb927.7.2340,Tb07.22O10.320,-,7,-,"40S ribosomal protein S15, putative",protein-coding,-,-,-,"40S ribosomal protein S15, putative",20200923,-
185431,3658444,Tb927.7.2320,Tb927.7.2320,Tb07.22O10.280,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658445,Tb927.7.2300,Tb927.7.2300,Tb07.22O10.260,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658446,Tb927.7.2330,Tb927.7.2330,Tb07.22O10.310,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658447,Tb927.7.2350,Tb927.7.2350,Tb07.22O10.330,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658448,Tb927.7.2360,Tb927.7.2360,Tb07.22O10.340,-,7,-,"N-acetyltransferase, putative",protein-coding,-,-,-,"N-acetyltransferase, putative",20200919,-
185431,3658449,Tb927.7.2410,Tb927.7.2410,Tb07.22O10.400,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658450,Tb927.7.2390,Tb927.7.2390,Tb07.22O10.380,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658451,Tb927.7.2380,Tb927.7.2380,Tb07.22O10.370,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658452,Tb927.7.2370,Tb927.7.2370,Tb07.22O10.360,-,7,-,"40S ribosomal protein S15, putative",protein-coding,-,-,-,"40S ribosomal protein S15, putative",20200923,-
185431,3658453,Tb927.7.2430,Tb927.7.2430,Tb07.22O10.460,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658454,Tb927.7.2420,Tb927.7.2420,Tb07.22O10.450,-,7,-,"glycogen synthase kinase-3 alpha, putative",protein-coding,-,-,-,"glycogen synthase kinase-3 alpha, putative",20200919,-
185431,3658455,Tb927.7.2400,Tb927.7.2400,Tb07.22O10.390,-,7,-,"tyrosyl-tRNA synthetase, putative",protein-coding,-,-,-,"tyrosyl-tRNA synthetase, putative",20200919,-
185431,3658456,Tb927.7.2440,Tb927.7.2440,Tb07.22O10.470,-,7,-,"pyrroline-5-carboxylate reductase, putative",protein-coding,-,-,-,"pyrroline-5-carboxylate reductase, putative",20200919,-
185431,3658457,Tb927.7.2450,Tb927.7.2450,Tb07.22O10.480,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658458,Tb927.7.2470,Tb927.7.2470,Tb07.22O10.520,-,7,-,"GTPase activating protein, putative",protein-coding,-,-,-,"GTPase activating protein, putative",20200919,-
185431,3658459,Tb927.7.2480,Tb927.7.2480,Tb07.22O10.530,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658460,Tb927.7.2460,Tb927.7.2460,Tb07.22O10.500,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658461,Tb927.7.2510,Tb927.7.2510,Tb07.22O10.590,-,7,-,"endoplasmatic reticulum retrieval protein, putative",protein-coding,-,-,-,"endoplasmatic reticulum retrieval protein, putative",20200919,-
185431,3658462,Tb927.7.2540,Tb927.7.2540,Tb07.22O10.640,-,7,-,"ubiquitin-conjugating enzyme E2, putative",protein-coding,-,-,-,"ubiquitin-conjugating enzyme E2, putative",20200919,-
185431,3658463,Tb927.7.2500,Tb927.7.2500,Tb07.22O10.570,-,7,-,proteasome regulatory ATPase subunit 1,protein-coding,-,-,-,proteasome regulatory ATPase subunit 1,20200919,-
185431,3658464,Tb927.7.2490,Tb927.7.2490,Tb07.22O10.540,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658465,Tb927.7.2520,Tb927.7.2520,Tb07.22O10.610,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658466,Tb927.7.2530,Tb927.7.2530,Tb07.22O10.620,-,7,-,"N-acetyltransferase, putative",protein-coding,-,-,-,"N-acetyltransferase, putative",20200919,-
185431,3658467,Tb927.7.2590,Tb927.7.2590,Tb07.22O10.720,-,7,-,"prefoldin, putative",protein-coding,-,-,-,"prefoldin, putative",20200919,-
185431,3658468,Tb927.7.2560,Tb927.7.2560,Tb07.22O10.670,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658469,Tb927.7.2570,Tb927.7.2570,Tb07.22O10.680,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658470,Tb927.7.2600,Tb927.7.2600,Tb07.22O10.740,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658471,Tb927.7.2550,Tb927.7.2550,Tb07.22O10.660,-,7,-,proteasome regulatory ATPase subunit 5,protein-coding,-,-,-,proteasome regulatory ATPase subunit 5,20200919,-
185431,3658472,Tb927.7.2580,Tb927.7.2580,Tb07.22O10.700,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658473,Tb927.7.2620,Tb927.7.2620,Tb07.22O10.790,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658474,Tb927.7.2650,Tb927.7.2650,Tb07.22O10.860,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658475,Tb927.7.2660,Tb927.7.2660,Tb07.22O10.880,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658476,Tb927.7.2610,Tb927.7.2610,Tb07.22O10.770,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658477,Tb927.7.2630,Tb927.7.2630,Tb07.22O10.800,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658478,Tb927.7.2640,Tb927.7.2640,Tb07.22O10.840,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658479,Tb927.7.2670,Tb927.7.2670,Tb07.13M20.860,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658480,Tb927.7.2680,Tb927.7.2680,Tb07.13M20.790,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658481,Tb927.7.2690,Tb927.7.2690,Tb07.13M20.770,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658482,Tb927.7.2720,Tb927.7.2720,Tb07.13M20.740,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658483,Tb927.7.2710,Tb927.7.2710,Tb07.13M20.750,-,7,-,"NADH-cytochrome b5 reductase, putative",protein-coding,-,-,-,"NADH-cytochrome b5 reductase, putative",20200919,-
185431,3658484,Tb927.7.2740,Tb927.7.2740,Tb07.13M20.700,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658485,Tb927.7.2730,Tb927.7.2730,Tb07.13M20.730,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658486,Tb927.7.2700,Tb927.7.2700,Tb07.13M20.760,-,7,-,"NADH-cytochrome b5 reductase, putative",protein-coding,-,-,-,"NADH-cytochrome b5 reductase, putative",20200919,-
185431,3658487,Tb927.7.2750,Tb927.7.2750,Tb07.13M20.690,-,7,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3658488,Tb927.7.2760,Tb927.7.2760,Tb07.13M20.680,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658489,Tb927.7.2770,Tb927.7.2770,Tb07.13M20.670,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658490,Tb927.7.2790,Tb927.7.2790,Tb07.13M20.660,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658491,Tb927.7.2780,Tb927.7.2780,Tb07.13M20.666,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658492,Tb927.7.2840,Tb927.7.2840,Tb07.13M20.610,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658493,Tb927.7.2850,Tb927.7.2850,Tb07.13M20.600,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658494,Tb927.7.2860,Tb927.7.2860,Tb07.13M20.590,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658495,Tb927.7.2830,Tb927.7.2830,Tb07.13M20.620,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658496,Tb927.7.2820,Tb927.7.2820,Tb07.13M20.630,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658497,Tb927.7.2800,Tb927.7.2800,Tb07.13M20.650,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658498,Tb927.7.2810,Tb927.7.2810,Tb07.13M20.640,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658499,Tb927.7.2870,Tb927.7.2870,Tb07.13M20.580,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658500,Tb927.7.2880,Tb927.7.2880,Tb07.13M20.570,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658501,Tb927.7.2970,Tb927.7.2970,Tb07.13M20.480,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658502,Tb927.7.2980,Tb927.7.2980,Tb07.13M20.460,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658503,Tb927.7.2910,Tb927.7.2910,Tb07.13M20.540,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658504,Tb927.7.2950,Tb927.7.2950,Tb07.13M20.500,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658505,Tb927.7.2900,Tb927.7.2900,Tb07.13M20.550,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658506,Tb927.7.2890,Tb927.7.2890,Tb07.13M20.560,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658507,Tb927.7.2940,Tb927.7.2940,Tb07.13M20.510,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658508,Tb927.7.2930,Tb927.7.2930,Tb07.13M20.520,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658509,Tb927.7.2960,Tb927.7.2960,Tb07.13M20.490,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658510,Tb927.7.2920,Tb927.7.2920,Tb07.13M20.530,-,7,-,"histone H2A, putative",protein-coding,-,-,-,"histone H2A, putative",20200923,-
185431,3658511,Tb927.7.3010,Tb927.7.3010,Tb07.13M20.390,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658512,Tb927.7.2990,Tb927.7.2990,Tb07.13M20.420,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
185431,3658513,Tb927.7.3090,Tb927.7.3090,Tb07.13M20.230,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658514,Tb927.7.3020,Tb927.7.3020,Tb07.13M20.380,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658515,Tb927.7.3000,Tb927.7.3000,Tb07.13M20.410,-,7,-,"kinesin, putative",protein-coding,-,-,-,"kinesin, putative",20200919,-
185431,3658516,Tb927.7.3050,Tb927.7.3050,Tb07.13M20.300,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658517,Tb927.7.3070,Tb927.7.3070,Tb07.13M20.270,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658518,Tb927.7.3040,Tb927.7.3040,Tb07.13M20.330,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658519,Tb927.7.3030,Tb927.7.3030,Tb07.13M20.340,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
185431,3658520,Tb927.7.3060,Tb927.7.3060,Tb07.13M20.280,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658521,Tb927.7.3080,Tb927.7.3080,Tb07.13M20.240,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658522,Tb927.7.3170,Tb927.7.3170,Tb07.13M20.130,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658523,Tb927.7.3130,Tb927.7.3130,Tb07.13M20.180,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658524,Tb927.7.3100,Tb927.7.3100,Tb07.13M20.220,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658525,Tb927.7.3110,Tb927.7.3110,Tb07.13M20.210,-,7,-,"transporter protein, putative",protein-coding,-,-,-,"transporter protein, putative",20200919,-
185431,3658526,Tb927.7.3120,Tb927.7.3120,Tb07.13M20.190,-,7,-,small nuclear ribonucleoprotein SmD1,protein-coding,-,-,-,small nuclear ribonucleoprotein SmD1,20200919,-
185431,3658527,Tb927.7.3140,Tb927.7.3140,Tb07.13M20.170,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658528,Tb927.7.3150,Tb927.7.3150,Tb07.13M20.160,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658529,Tb927.7.3180,Tb927.7.3180,Tb07.13M20.120,-,7,-,"mu-adaptin 1, putative",protein-coding,-,-,-,"mu-adaptin 1, putative",20200919,-
185431,3658530,Tb927.7.3160,Tb927.7.3160,Tb07.13M20.140,-,7,-,"dynein heavy chain, cytosolic, putative",protein-coding,-,-,-,"dynein heavy chain, cytosolic, putative",20200919,-
185431,3658531,Tb927.7.3210,Tb927.7.3210,Tb07.13M20.90,-,7,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3658532,Tb927.7.3190,Tb927.7.3190,Tb07.13M20.110,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658533,Tb927.7.3200,Tb927.7.3200,Tb07.13M20.100,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658534,Tb927.7.3230,Tb927.7.3230,Tb07.13M20.60,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658535,Tb927.7.3220,Tb927.7.3220,Tb07.13M20.70,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658536,Tb927.7.3240,Tb927.7.3240,Tb07.13M20.50,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658537,Tb927.7.3250,Tb927.7.3250,Tb07.13M20.30,-,7,-,"expression site-associated gene (ESAG) protein, putative",protein-coding,-,-,-,"expression site-associated gene (ESAG) protein, putative",20200919,-
185431,3658538,Tb927.7.3260,Tb927.7.3260,Tb07.13M20.20,-,7,-,"expression site-associated gene (ESAG) protein, putative",protein-coding,-,-,-,"expression site-associated gene (ESAG) protein, putative",20200919,-
185431,3658539,Tb927.7.3280,Tb927.7.3280,Tb07.28B13.850,-,7,-,"translation initiation factor IF-2, putative",protein-coding,-,-,-,"translation initiation factor IF-2, putative",20200919,-
185431,3658540,Tb927.7.3290,Tb927.7.3290,Tb07.28B13.840,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658541,Tb927.7.3270,Tb927.7.3270,Tb07.28B13.860,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658542,Tb927.7.3310,Tb927.7.3310,Tb07.28B13.810,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658543,Tb927.7.3300,Tb927.7.3300,Tb07.28B13.820,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658544,Tb927.7.3350,Tb927.7.3350,Tb07.28B13.730,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658545,Tb927.7.3320,Tb927.7.3320,Tb07.28B13.800,-,7,-,"microtubule-associated protein 1A/1B, light chain 3, putative",protein-coding,-,-,-,"microtubule-associated protein 1A/1B, light chain 3, putative",20200919,-
185431,3658546,Tb927.7.3330,Tb927.7.3330,Tb07.28B13.760,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658547,Tb927.7.3340,Tb927.7.3340,Tb07.28B13.750,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658548,Tb927.7.3360,Tb927.7.3360,Tb07.28B13.710,-,7,-,farnesyl pyrophosphate synthase,protein-coding,-,-,-,farnesyl pyrophosphate synthase,20200919,-
185431,3658549,Tb927.7.3380,Tb927.7.3380,Tb07.28B13.690,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658550,Tb927.7.3400,Tb927.7.3400,Tb07.28B13.670,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658551,Tb927.7.3370,Tb927.7.3370,Tb07.28B13.700,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658552,Tb927.7.3410,Tb927.7.3410,Tb07.28B13.660,-,7,-,"centrin, putative",protein-coding,-,-,-,"centrin, putative",20200922,-
185431,3658553,Tb927.7.3490,Tb927.7.3490,Tb07.28B13.570,-,7,-,"synaptojanin (N-terminal domain), putative",protein-coding,-,-,-,"synaptojanin (N-terminal domain), putative",20200919,-
185431,3658554,Tb927.7.3480,Tb927.7.3480,Tb07.28B13.580,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658555,Tb927.7.3420,Tb927.7.3420,Tb07.28B13.650,-,7,-,"peptidyl-prolyl cis-trans isomerase, putative",protein-coding,-,-,-,"peptidyl-prolyl cis-trans isomerase, putative",20200919,-
185431,3658556,Tb927.7.3430,Tb927.7.3430,Tb07.28B13.640,-,7,-,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",protein-coding,-,-,-,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",20200919,-
185431,3658557,Tb927.7.3390,Tb927.7.3390,Tb07.28B13.680,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658558,Tb927.7.3440,Tb927.7.3440,Tb07.28B13.630,-,7,-,I/6 autoantigen,protein-coding,-,-,-,I/6 autoantigen,20200919,-
185431,3658559,Tb927.7.3510,Tb927.7.3510,Tb07.28B13.550,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658560,Tb927.7.3540,Tb927.7.3540,Tb07.28B13.510,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658561,Tb927.7.3460,Tb927.7.3460,Tb07.28B13.610,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658562,Tb927.7.3450,Tb927.7.3450,Tb07.28B13.620,-,7,-,I/6 autoantigen,protein-coding,-,-,-,I/6 autoantigen,20200919,-
185431,3658563,Tb927.7.3470,Tb927.7.3470,Tb07.28B13.600,-,7,-,"p22 protein precursor, putative",protein-coding,-,-,-,"p22 protein precursor, putative",20200919,-
185431,3658564,Tb927.7.3520,Tb927.7.3520,Tb07.28B13.540,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658565,Tb927.7.3560,Tb927.7.3560,Tb07.28B13.480,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
185431,3658566,Tb927.7.3500,Tb927.7.3500,Tb07.28B13.560,-,7,-,"glutathione-S-transferase/glutaredoxin, putative",protein-coding,-,-,-,"glutathione-S-transferase/glutaredoxin, putative",20200919,-
185431,3658567,Tb927.7.3550,Tb927.7.3550,Tb07.28B13.500,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658568,Tb927.7.3530,Tb927.7.3530,Tb07.28B13.530,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658569,Tb927.7.3570,Tb927.7.3570,Tb07.28B13.470,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658570,Tb927.7.3580,Tb927.7.3580,Tb07.28B13.440,-,7,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3658571,Tb927.7.3660,Tb927.7.3660,Tb07.28B13.290,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658572,Tb927.7.3610,Tb927.7.3610,Tb07.28B13.390,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658573,Tb927.7.3600,Tb927.7.3600,Tb07.28B13.400,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658574,Tb927.7.3620,Tb927.7.3620,Tb07.28B13.380,-,7,-,"tyrosyl-tRNA synthetase, putative",protein-coding,-,-,-,"tyrosyl-tRNA synthetase, putative",20200919,-
185431,3658575,Tb927.7.3630,Tb927.7.3630,Tb07.28B13.340,-,7,-,"TPR-repeat-containing chaperone protein DNAJ, putative",protein-coding,-,-,-,"TPR-repeat-containing chaperone protein DNAJ, putative",20200919,-
185431,3658576,Tb927.7.3590,Tb927.7.3590,Tb07.28B13.420,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658577,Tb927.7.3650,Tb927.7.3650,Tb07.28B13.300,-,7,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3658578,Tb927.7.3700,Tb927.7.3700,Tb07.28B13.190,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3658579,Tb927.7.3640,Tb927.7.3640,Tb07.28B13.320,-,7,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
