#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
573,2827931,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene ('Klebsiella aerogenes' (Kruse) Taylor et al. 1956; Bacillus pneumoniae; Bacterium pneumoniae crouposae; Hyalococcus pneumoniae; Klebsiella pneumoniae aerogenes.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210522,-
573,39634828,EYB55_RS27700,EYB55_RS27700,EYB55_27700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634831,EYB55_RS27715,EYB55_RS27715,EYB55_27715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634833,EYB55_RS27725,EYB55_RS27725,EYB55_27725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634838,EYB55_RS27750,EYB55_RS27750,EYB55_27750,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39634843,EYB55_RS27775,EYB55_RS27775,EYB55_27775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634845,EYB55_RS27785,EYB55_RS27785,EYB55_27785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634856,EYB55_RS27840,EYB55_RS27840,EYB55_27840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39634857,EYB55_RS27845,EYB55_RS27845,EYB55_27845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634858,EYB55_RS27850,EYB55_RS27850,EYB55_27850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,39634859,EYB55_RS27855,EYB55_RS27855,EYB55_27855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634860,EYB55_RS27860,EYB55_RS27860,EYB55_27860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634863,EYB55_RS27875,EYB55_RS27875,EYB55_27875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634880,EYB55_RS27960,EYB55_RS27960,EYB55_27960,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39634881,EYB55_RS27965,EYB55_RS27965,EYB55_27965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190814,-
573,39634905,EYB55_RS28085,EYB55_RS28085,EYB55_28085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634907,EYB55_RS28095,EYB55_RS28095,EYB55_28095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634950,EYB55_RS28230,EYB55_RS28230,EYB55_28230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634952,EYB55_RS28240,EYB55_RS28240,EYB55_28240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634953,EYB55_RS28245,EYB55_RS28245,EYB55_28245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634998,EYB55_RS28465,EYB55_RS28465,EYB55_28465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39634999,EYB55_RS28470,EYB55_RS28470,EYB55_28470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635016,EYB55_RS28555,EYB55_RS28555,EYB55_28555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635018,EYB55_RS28565,EYB55_RS28565,EYB55_28565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635020,EYB55_RS28575,EYB55_RS28575,EYB55_28575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635028,EYB55_RS28615,EYB55_RS28615,EYB55_28615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635030,EYB55_RS28625,EYB55_RS28625,EYB55_28625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635035,EYB55_RS28650,EYB55_RS28650,EYB55_28650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,39635045,EYB55_RS28700,EYB55_RS28700,EYB55_28700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635051,EYB55_RS28730,EYB55_RS28730,EYB55_28730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635065,EYB55_RS28800,EYB55_RS28800,EYB55_28800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635072,EYB55_RS28835,EYB55_RS28835,EYB55_28835,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635073,EYB55_RS28840,EYB55_RS28840,EYB55_28840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635217,B7D45_RS27450,B7D45_RS27450,B7D45_27450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635224,B7D45_RS27485,B7D45_RS27485,B7D45_27485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635225,B7D45_RS27490,B7D45_RS27490,B7D45_27490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39635230,B7D45_RS27515,B7D45_RS27515,B7D45_27515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635269,B7D45_RS27705,B7D45_RS27705,B7D45_27705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635312,B7D45_RS27920,B7D45_RS27920,B7D45_27920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39635359,B7D45_RS28155,B7D45_RS28155,B7D45_28155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635360,B7D45_RS28160,B7D45_RS28160,B7D45_28160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635370,B7D45_RS28210,B7D45_RS28210,B7D45_28210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635373,B7D45_RS28225,B7D45_RS28225,B7D45_28225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635384,B7D45_RS28280,B7D45_RS28280,B7D45_28280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635385,B7D45_RS28290,B7D45_RS28290,B7D45_28290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635455,B7D45_RS28635,B7D45_RS28635,B7D45_28635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635463,B7D45_RS28630,B7D45_RS28630,B7D45_28630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635466,C6M05_RS29940,C6M05_RS29940,C6M05_29930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635468,C6M05_RS29950,C6M05_RS29950,C6M05_29940,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
573,39635469,C6M05_RS29955,C6M05_RS29955,C6M05_29945,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635471,C6M05_RS29965,C6M05_RS29965,C6M05_29955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635476,C6M05_RS29990,C6M05_RS29990,C6M05_29980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635507,DVJ72_RS28150,DVJ72_RS28150,DVJ72_28155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39635523,DVJ72_RS28230,DVJ72_RS28230,DVJ72_28235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635548,DVJ72_RS28355,DVJ72_RS28355,DVJ72_28360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635558,DVJ72_RS28405,DVJ72_RS28405,DVJ72_28410,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635628,DVJ72_RS28760,DVJ72_RS28760,DVJ72_28765,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635633,DVJ72_RS28785,DVJ72_RS28785,DVJ72_28790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635635,DVJ72_RS28795,DVJ72_RS28795,DVJ72_28800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635636,DVJ72_RS28800,DVJ72_RS28800,DVJ72_28805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
573,39635638,DVJ72_RS28810,DVJ72_RS28810,DVJ72_28815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635646,DVJ72_RS28855,DVJ72_RS28855,DVJ72_28860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635651,DVJ72_RS28850,DVJ72_RS28850,DVJ72_28855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635654,WN11_RS26050,WN11_RS26050,WN11_26190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635656,WN11_RS26060,WN11_RS26060,WN11_26200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635657,WN11_RS26065,WN11_RS26065,WN11_26205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635664,WN11_RS26100,WN11_RS26100,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,39635671,WN11_RS26135,WN11_RS26135,WN11_26270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635672,WN11_RS26140,WN11_RS26140,WN11_26275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635689,WN11_RS26220,WN11_RS26220,WN11_26360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635717,WN11_RS26360,WN11_RS26360,WN11_26500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635719,WN11_RS26370,WN11_RS26370,WN11_26505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635720,WN11_RS26375,WN11_RS26375,WN11_26510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635722,WN11_RS26385,WN11_RS26385,WN11_26520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635723,WN11_RS26390,WN11_RS26390,WN11_26525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635724,WN11_RS26395,WN11_RS26395,WN11_26535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635725,WN11_RS26400,WN11_RS26400,WN11_26540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635726,WN11_RS26405,WN11_RS26405,WN11_26545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635728,WN11_RS26415,WN11_RS26415,WN11_26555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635729,WN11_RS26420,WN11_RS26420,WN11_26560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635733,WN11_RS26440,WN11_RS26440,WN11_26580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635736,WN11_RS26455,WN11_RS26455,WN11_26595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
573,39635737,WN11_RS26460,WN11_RS26460,WN11_26600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635742,WN11_RS26485,WN11_RS26485,WN11_26625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635743,WN11_RS26490,WN11_RS26490,WN11_26630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635744,WN11_RS26495,WN11_RS26495,WN11_26635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635747,WN11_RS26510,WN11_RS26510,WN11_26645,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635749,WN11_RS26520,WN11_RS26520,WN11_26655,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635753,WN11_RS26540,WN11_RS26540,WN11_26675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635755,WN11_RS26550,WN11_RS26550,WN11_26685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635759,WN11_RS26570,WN11_RS26570,WN11_26705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
573,39635771,WN11_RS26630,WN11_RS26630,WN11_26760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635775,WN11_RS26650,WN11_RS26650,WN11_26785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635776,WN11_RS26655,WN11_RS26655,WN11_26790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635777,WN11_RS26660,WN11_RS26660,WN11_26795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635779,WN11_RS26670,WN11_RS26670,WN11_26805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635780,WN11_RS26675,WN11_RS26675,WN11_26810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635792,WN11_RS26735,WN11_RS26735,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635794,WN11_RS26745,WN11_RS26745,WN11_26875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635795,WN11_RS26750,WN11_RS26750,WN11_26885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635796,WN11_RS26755,WN11_RS26755,WN11_26890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635797,WN11_RS26760,WN11_RS26760,WN11_26895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635798,WN11_RS26765,WN11_RS26765,WN11_26900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39635799,WN11_RS26770,WN11_RS26770,WN11_26905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190410,-
573,39635891,C2M12_RS25295,C2M12_RS25295,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635898,C2M12_RS25330,C2M12_RS25330,C2M12_25490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635899,C2M12_RS25335,C2M12_RS25335,C2M12_25495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39635915,C2M12_RS25415,C2M12_RS25415,C2M12_25575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636010,C2M12_RS25890,C2M12_RS25890,C2M12_26055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636011,C2M12_RS25895,C2M12_RS25895,C2M12_26060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636016,C2M12_RS25920,C2M12_RS25920,C2M12_26085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636020,C2M08_RS27810,C2M08_RS27810,C2M08_28030,-,-,-,-,tRNA,-,-,-,-,20190405,-
573,39636023,C2M08_RS27820,C2M08_RS27820,C2M08_28040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636025,C2M08_RS27830,C2M08_RS27830,C2M08_28050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636030,C2M08_RS27855,C2M08_RS27855,C2M08_28075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636033,C2M08_RS27870,C2M08_RS27870,C2M08_28090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636048,C2M08_RS27940,C2M08_RS27940,C2M08_28160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
573,39636052,C2M08_RS27960,C2M08_RS27960,C2M08_28180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636055,C2M08_RS27975,C2M08_RS27975,C2M08_28195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
573,39636056,C2M08_RS27980,C2M08_RS27980,C2M08_28200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39636060,C2M08_RS28000,C2M08_RS28000,C2M08_28220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636061,C2M08_RS28005,C2M08_RS28005,C2M08_28225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636069,C2M08_RS28045,C2M08_RS28045,C2M08_28265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636077,C2M08_RS28085,C2M08_RS28085,C2M08_28305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636080,C2M08_RS28100,C2M08_RS28100,C2M08_28320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39636086,C2M08_RS28130,C2M08_RS28130,C2M08_28350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636087,C2M08_RS28135,C2M08_RS28135,C2M08_28355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636091,C2M08_RS28155,C2M08_RS28155,C2M08_28375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636093,C2M08_RS28165,C2M08_RS28165,C2M08_28385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636097,C2M08_RS28185,C2M08_RS28185,C2M08_28405,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636099,C2M08_RS28195,C2M08_RS28195,C2M08_28415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
573,39636101,C2M08_RS28205,C2M08_RS28205,C2M08_28425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,39636107,C2M08_RS28235,C2M08_RS28235,C2M08_28455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636112,C2M08_RS28260,C2M08_RS28260,C2M08_28480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636115,C2M08_RS28275,C2M08_RS28275,C2M08_28495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636116,C2M08_RS28280,C2M08_RS28280,C2M08_28500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636117,C2M08_RS28285,C2M08_RS28285,C2M08_28505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636118,C2M08_RS28290,C2M08_RS28290,C2M08_28510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636128,C2M08_RS28340,C2M08_RS28340,C2M08_28560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636129,C2M08_RS28345,C2M08_RS28345,C2M08_28565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636130,C2M08_RS28350,C2M08_RS28350,C2M08_28570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636132,C2M08_RS28360,C2M08_RS28360,C2M08_28580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,39636134,C2M08_RS28370,C2M08_RS28370,C2M08_28590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636142,C2M08_RS28410,C2M08_RS28410,C2M08_28630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636144,C2M08_RS28420,C2M08_RS28420,C2M08_28640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636162,C2M08_RS28515,C2M08_RS28515,C2M08_28745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636167,C2M08_RS28540,C2M08_RS28540,C2M08_28770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39636168,C2M08_RS28545,C2M08_RS28545,C2M08_28775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636191,C2M08_RS28660,C2M08_RS28660,C2M08_28890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636227,C2M08_RS28840,C2M08_RS28840,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636230,C2M08_RS28855,C2M08_RS28855,C2M08_29085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39636240,C2M08_RS28905,C2M08_RS28905,C2M08_29135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39636246,C2M08_RS28940,C2M08_RS28940,C2M08_29165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39636359,C2M09_RS28015,C2M09_RS28015,C2M09_28210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
