#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448319,63856202,BO72DRAFT_10,BO72DRAFT_10,-,-,Unknown,-,DUF757 domain protein,protein-coding,-,-,-,DUF757 domain protein,20210421,-
1448319,63860223,BO72DRAFT_424836,BO72DRAFT_424836,-,-,Unknown,-,Six-hairpin glycosidase,protein-coding,-,-,-,Six-hairpin glycosidase,20210421,-
1448319,63860224,BO72DRAFT_424853,BO72DRAFT_424853,-,-,Unknown,-,tetratricopeptide repeat domain protein,protein-coding,-,-,-,tetratricopeptide repeat domain protein,20210421,-
1448319,63860225,BO72DRAFT_424868,BO72DRAFT_424868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860226,BO72DRAFT_424872,BO72DRAFT_424872,-,-,Unknown,-,putative alpha/beta fold family hydrolase,protein-coding,-,-,-,putative alpha/beta fold family hydrolase,20210421,-
1448319,63860227,BO72DRAFT_424895,BO72DRAFT_424895,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1448319,63860228,BO72DRAFT_42491,BO72DRAFT_42491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860229,BO72DRAFT_424933,BO72DRAFT_424933,-,-,Unknown,-,CRAL/TRIO domain protein,protein-coding,-,-,-,CRAL/TRIO domain protein,20210421,-
1448319,63860230,BO72DRAFT_424966,BO72DRAFT_424966,-,-,Unknown,-,MFS multidrug transporter,protein-coding,-,-,-,MFS multidrug transporter,20210421,-
1448319,63860231,BO72DRAFT_425047,BO72DRAFT_425047,-,-,Unknown,-,PALP-domain-containing protein,protein-coding,-,-,-,PALP-domain-containing protein,20210421,-
1448319,63860232,BO72DRAFT_425218,BO72DRAFT_425218,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210421,-
1448319,63860233,BO72DRAFT_425223,BO72DRAFT_425223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860234,BO72DRAFT_425227,BO72DRAFT_425227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860235,BO72DRAFT_425284,BO72DRAFT_425284,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20210421,-
1448319,63860236,BO72DRAFT_425313,BO72DRAFT_425313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860237,BO72DRAFT_425366,BO72DRAFT_425366,-,-,Unknown,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210421,-
1448319,63860238,BO72DRAFT_425386,BO72DRAFT_425386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860239,BO72DRAFT_425387,BO72DRAFT_425387,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63860240,BO72DRAFT_425400,BO72DRAFT_425400,-,-,Unknown,-,Sybindin-like protein,protein-coding,-,-,-,Sybindin-like protein,20210421,-
1448319,63860241,BO72DRAFT_425415,BO72DRAFT_425415,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210421,-
1448319,63860242,BO72DRAFT_425435,BO72DRAFT_425435,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63860243,BO72DRAFT_425453,BO72DRAFT_425453,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63860244,BO72DRAFT_425455,BO72DRAFT_425455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860245,BO72DRAFT_425465,BO72DRAFT_425465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860246,BO72DRAFT_425475,BO72DRAFT_425475,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210421,-
1448319,63860247,BO72DRAFT_425478,BO72DRAFT_425478,-,-,Unknown,-,RTA1-domain-containing protein,protein-coding,-,-,-,RTA1-domain-containing protein,20210421,-
1448319,63860248,BO72DRAFT_425581,BO72DRAFT_425581,-,-,Unknown,-,TAM domain methyltransferase,protein-coding,-,-,-,TAM domain methyltransferase,20210421,-
1448319,63860249,BO72DRAFT_425622,BO72DRAFT_425622,-,-,Unknown,-,prolyl-tRNA synthetase,protein-coding,-,-,-,prolyl-tRNA synthetase,20210421,-
1448319,63860250,BO72DRAFT_425677,BO72DRAFT_425677,-,-,Unknown,-,phospholipid:diacylglycerol acyltransferase,protein-coding,-,-,-,phospholipid:diacylglycerol acyltransferase,20210421,-
1448319,63860251,BO72DRAFT_425709,BO72DRAFT_425709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860252,BO72DRAFT_425741,BO72DRAFT_425741,-,-,Unknown,-,FII-CMCase,protein-coding,-,-,-,FII-CMCase,20210421,-
1448319,63860253,BO72DRAFT_425773,BO72DRAFT_425773,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63860254,BO72DRAFT_425807,BO72DRAFT_425807,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1448319,63860255,BO72DRAFT_425815,BO72DRAFT_425815,-,-,Unknown,-,putative MFS multidrug transporter,protein-coding,-,-,-,putative MFS multidrug transporter,20210421,-
1448319,63860256,BO72DRAFT_425835,BO72DRAFT_425835,-,-,Unknown,-,arsenical-resistance protein,protein-coding,-,-,-,arsenical-resistance protein,20210421,-
1448319,63860257,BO72DRAFT_425837,BO72DRAFT_425837,-,-,Unknown,-,Rhodanese-like protein,protein-coding,-,-,-,Rhodanese-like protein,20210421,-
1448319,63860258,BO72DRAFT_425945,BO72DRAFT_425945,-,-,Unknown,-,beta-galactosidase B,protein-coding,-,-,-,beta-galactosidase B,20210421,-
1448319,63860259,BO72DRAFT_425947,BO72DRAFT_425947,-,-,Unknown,-,heme-dependent catalase,protein-coding,-,-,-,heme-dependent catalase,20210421,-
1448319,63860260,BO72DRAFT_425953,BO72DRAFT_425953,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20210421,-
1448319,63860261,BO72DRAFT_425976,BO72DRAFT_425976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860262,BO72DRAFT_425982,BO72DRAFT_425982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860263,BO72DRAFT_425995,BO72DRAFT_425995,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63860264,BO72DRAFT_426003,BO72DRAFT_426003,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210421,-
1448319,63860265,BO72DRAFT_426009,BO72DRAFT_426009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860266,BO72DRAFT_426012,BO72DRAFT_426012,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63860267,BO72DRAFT_426032,BO72DRAFT_426032,-,-,Unknown,-,feruloyl esterase,protein-coding,-,-,-,feruloyl esterase,20210421,-
1448319,63860268,BO72DRAFT_426037,BO72DRAFT_426037,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210421,-
1448319,63860269,BO72DRAFT_426045,BO72DRAFT_426045,-,-,Unknown,-,"mannan endo-1,6-alpha-mannosidase",protein-coding,-,-,-,"mannan endo-1,6-alpha-mannosidase",20210421,-
1448319,63860270,BO72DRAFT_426089,BO72DRAFT_426089,-,-,Unknown,-,putative versicolorin reductase,protein-coding,-,-,-,putative versicolorin reductase,20210421,-
1448319,63860271,BO72DRAFT_426094,BO72DRAFT_426094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860272,BO72DRAFT_426098,BO72DRAFT_426098,-,-,Unknown,-,2OG-Fe(II) oxygenase superfamily protein,protein-coding,-,-,-,2OG-Fe(II) oxygenase superfamily protein,20210421,-
1448319,63860273,BO72DRAFT_426112,BO72DRAFT_426112,-,-,Unknown,-,T-complex protein 1 subunit delta,protein-coding,-,-,-,T-complex protein 1 subunit delta,20210421,-
1448319,63860274,BO72DRAFT_426159,BO72DRAFT_426159,-,-,Unknown,-,Nitroreductase,protein-coding,-,-,-,Nitroreductase,20210421,-
1448319,63860275,BO72DRAFT_426196,BO72DRAFT_426196,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210421,-
1448319,63860276,BO72DRAFT_426244,BO72DRAFT_426244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860277,BO72DRAFT_426250,BO72DRAFT_426250,-,-,Unknown,-,"peptidase M18, aminopeptidase I",protein-coding,-,-,-,"peptidase M18, aminopeptidase I",20210421,-
1448319,63860278,BO72DRAFT_426265,BO72DRAFT_426265,-,-,Unknown,-,replication factor C subunit 2,protein-coding,-,-,-,replication factor C subunit 2,20210421,-
1448319,63860279,BO72DRAFT_426319,BO72DRAFT_426319,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1448319,63860280,BO72DRAFT_426369,BO72DRAFT_426369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860281,BO72DRAFT_426407,BO72DRAFT_426407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860282,BO72DRAFT_426427,BO72DRAFT_426427,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210421,-
1448319,63860283,BO72DRAFT_42653,BO72DRAFT_42653,-,-,Unknown,-,amine oxidase,protein-coding,-,-,-,amine oxidase,20210421,-
1448319,63860284,BO72DRAFT_426566,BO72DRAFT_426566,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210421,-
1448319,63860285,BO72DRAFT_426601,BO72DRAFT_426601,-,-,Unknown,-,Sec23/Sec24 family protein,protein-coding,-,-,-,Sec23/Sec24 family protein,20210421,-
1448319,63860286,BO72DRAFT_426627,BO72DRAFT_426627,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860287,BO72DRAFT_426630,BO72DRAFT_426630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860288,BO72DRAFT_426703,BO72DRAFT_426703,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1448319,63860289,BO72DRAFT_426717,BO72DRAFT_426717,-,-,Unknown,-,DUF1014-domain-containing protein,protein-coding,-,-,-,DUF1014-domain-containing protein,20210421,-
1448319,63860290,BO72DRAFT_426718,BO72DRAFT_426718,-,-,Unknown,-,peroxisome biosynthesis protein (Peroxine-7),protein-coding,-,-,-,peroxisome biosynthesis protein (Peroxine-7),20210421,-
1448319,63860291,BO72DRAFT_426735,BO72DRAFT_426735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860292,BO72DRAFT_426762,BO72DRAFT_426762,-,-,Unknown,-,putative C6 finger domain protein,protein-coding,-,-,-,putative C6 finger domain protein,20210421,-
1448319,63860293,BO72DRAFT_426779,BO72DRAFT_426779,-,-,Unknown,-,phosphoglycerate mutase family protein,protein-coding,-,-,-,phosphoglycerate mutase family protein,20210421,-
1448319,63860294,BO72DRAFT_426788,BO72DRAFT_426788,-,-,Unknown,-,galactose-binding like protein,protein-coding,-,-,-,galactose-binding like protein,20210421,-
1448319,63860295,BO72DRAFT_426810,BO72DRAFT_426810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860296,BO72DRAFT_426845,BO72DRAFT_426845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860297,BO72DRAFT_426865,BO72DRAFT_426865,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1448319,63860298,BO72DRAFT_426883,BO72DRAFT_426883,-,-,Unknown,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20210421,-
1448319,63860299,BO72DRAFT_426903,BO72DRAFT_426903,-,-,Unknown,-,YVTN repeat-like/Quino protein amine dehydrogenase,protein-coding,-,-,-,YVTN repeat-like/Quino protein amine dehydrogenase,20210421,-
1448319,63860300,BO72DRAFT_427005,BO72DRAFT_427005,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1448319,63860301,BO72DRAFT_427046,BO72DRAFT_427046,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860302,BO72DRAFT_427069,BO72DRAFT_427069,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210421,-
1448319,63860303,BO72DRAFT_427078,BO72DRAFT_427078,-,-,Unknown,-,putative 3-hydroxyisobutyrate dehydrogenase,protein-coding,-,-,-,putative 3-hydroxyisobutyrate dehydrogenase,20210421,-
1448319,63860304,BO72DRAFT_427105,BO72DRAFT_427105,-,-,Unknown,-,high affinity methionine permease,protein-coding,-,-,-,high affinity methionine permease,20210421,-
1448319,63860305,BO72DRAFT_427124,BO72DRAFT_427124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860306,BO72DRAFT_427160,BO72DRAFT_427160,-,-,Unknown,-,"1,4-beta-D-arabinoxylan arabinofuranohydrolase axhA",protein-coding,-,-,-,"1,4-beta-D-arabinoxylan arabinofuranohydrolase axhA",20210421,-
1448319,63860307,BO72DRAFT_427161,BO72DRAFT_427161,-,-,Unknown,-,"endo-1,4-beta-xylanase",protein-coding,-,-,-,"endo-1,4-beta-xylanase",20210421,-
1448319,63860308,BO72DRAFT_427166,BO72DRAFT_427166,-,-,Unknown,-,synaptic vesicle transporter,protein-coding,-,-,-,synaptic vesicle transporter,20210421,-
1448319,63860309,BO72DRAFT_427171,BO72DRAFT_427171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860310,BO72DRAFT_427196,BO72DRAFT_427196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860311,BO72DRAFT_427246,BO72DRAFT_427246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860312,BO72DRAFT_427261,BO72DRAFT_427261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860313,BO72DRAFT_427296,BO72DRAFT_427296,-,-,Unknown,-,CBF-domain-containing protein,protein-coding,-,-,-,CBF-domain-containing protein,20210421,-
1448319,63860314,BO72DRAFT_427387,BO72DRAFT_427387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860315,BO72DRAFT_427391,BO72DRAFT_427391,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 10,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 10,20210421,-
1448319,63860316,BO72DRAFT_427404,BO72DRAFT_427404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860317,BO72DRAFT_427515,BO72DRAFT_427515,-,-,Unknown,-,putative mitochondrial inner membrane protease subunit 1,protein-coding,-,-,-,putative mitochondrial inner membrane protease subunit 1,20210421,-
1448319,63860318,BO72DRAFT_427620,BO72DRAFT_427620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860319,BO72DRAFT_427624,BO72DRAFT_427624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860320,BO72DRAFT_427633,BO72DRAFT_427633,-,-,Unknown,-,putative ribonucleotide reductase small subunit RnrA,protein-coding,-,-,-,putative ribonucleotide reductase small subunit RnrA,20210421,-
1448319,63860321,BO72DRAFT_427642,BO72DRAFT_427642,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210421,-
1448319,63860322,BO72DRAFT_427669,BO72DRAFT_427669,-,-,Unknown,-,endo-rhamnogalacturonase F,protein-coding,-,-,-,endo-rhamnogalacturonase F,20210421,-
1448319,63860323,BO72DRAFT_427673,BO72DRAFT_427673,-,-,Unknown,-,putative taurine catabolism dioxygenase,protein-coding,-,-,-,putative taurine catabolism dioxygenase,20210421,-
1448319,63860324,BO72DRAFT_427682,BO72DRAFT_427682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860325,BO72DRAFT_42772,BO72DRAFT_42772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860326,BO72DRAFT_427723,BO72DRAFT_427723,-,-,Unknown,-,putative polyketide synthase,protein-coding,-,-,-,putative polyketide synthase,20210421,-
1448319,63860327,BO72DRAFT_427727,BO72DRAFT_427727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860328,BO72DRAFT_427739,BO72DRAFT_427739,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210421,-
1448319,63860329,BO72DRAFT_427743,BO72DRAFT_427743,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1448319,63860330,BO72DRAFT_427745,BO72DRAFT_427745,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210421,-
1448319,63860331,BO72DRAFT_42775,BO72DRAFT_42775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860332,BO72DRAFT_427818,BO72DRAFT_427818,-,-,Unknown,-,Dyp-type peroxidase,protein-coding,-,-,-,Dyp-type peroxidase,20210421,-
1448319,63860333,BO72DRAFT_427845,BO72DRAFT_427845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860334,BO72DRAFT_427852,BO72DRAFT_427852,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1448319,63860335,BO72DRAFT_427880,BO72DRAFT_427880,-,-,Unknown,-,fungal-specific transcription factor domain protein,protein-coding,-,-,-,fungal-specific transcription factor domain protein,20210421,-
1448319,63860336,BO72DRAFT_427895,BO72DRAFT_427895,-,-,Unknown,-,chitin synthase,protein-coding,-,-,-,chitin synthase,20210421,-
1448319,63860337,BO72DRAFT_427919,BO72DRAFT_427919,-,-,Unknown,-,glyoxylate reductase,protein-coding,-,-,-,glyoxylate reductase,20210421,-
1448319,63860338,BO72DRAFT_427922,BO72DRAFT_427922,-,-,Unknown,-,RNI-like protein,protein-coding,-,-,-,RNI-like protein,20210421,-
1448319,63860339,BO72DRAFT_427926,BO72DRAFT_427926,-,-,Unknown,-,"splicing factor 3a, subunit 2",protein-coding,-,-,-,"splicing factor 3a, subunit 2",20210421,-
1448319,63860340,BO72DRAFT_427935,BO72DRAFT_427935,-,-,Unknown,-,N-terminal acetyltransferase A complex subunit nat1,protein-coding,-,-,-,N-terminal acetyltransferase A complex subunit nat1,20210421,-
1448319,63860341,BO72DRAFT_427979,BO72DRAFT_427979,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1448319,63860342,BO72DRAFT_428017,BO72DRAFT_428017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860343,BO72DRAFT_428023,BO72DRAFT_428023,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860344,BO72DRAFT_428045,BO72DRAFT_428045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860345,BO72DRAFT_428048,BO72DRAFT_428048,-,-,Unknown,-,"beta-1,4-mannosyltransferase",protein-coding,-,-,-,"beta-1,4-mannosyltransferase",20210421,-
1448319,63860346,BO72DRAFT_428069,BO72DRAFT_428069,-,-,Unknown,-,phosphotransferase family protein,protein-coding,-,-,-,phosphotransferase family protein,20210421,-
1448319,63860347,BO72DRAFT_428071,BO72DRAFT_428071,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860348,BO72DRAFT_428076,BO72DRAFT_428076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860349,BO72DRAFT_42813,BO72DRAFT_42813,-,-,Unknown,-,cellobiose response regulator 2,protein-coding,-,-,-,cellobiose response regulator 2,20210421,-
1448319,63860350,BO72DRAFT_428180,BO72DRAFT_428180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1448319,63860351,BO72DRAFT_428193,BO72DRAFT_428193,-,-,Unknown,-,putative FAD dependent oxidoreductase,protein-coding,-,-,-,putative FAD dependent oxidoreductase,20210421,-
1448319,63860352,BO72DRAFT_428195,BO72DRAFT_428195,-,-,Unknown,-,endochitinase 1,protein-coding,-,-,-,endochitinase 1,20210421,-
1448319,63860353,BO72DRAFT_428229,BO72DRAFT_428229,-,-,Unknown,-,Rho guanyl nucleotide exchange factor,protein-coding,-,-,-,Rho guanyl nucleotide exchange factor,20210421,-
