#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
697581,25405473,TCARB_RS00005,TCARB_RS00005,TCARB_0001,-,-,-,adenosine-specific kinase,protein-coding,-,-,-,adenosine-specific kinase,20201026,-
697581,25406142,TCARB_RS03350,TCARB_RS03350,TCARB_0701,-,-,-,PaREP1/PaREP8 domain-contain protein,protein-coding,-,-,-,PaREP1/PaREP8 domain-contain protein,20201217,-
697581,25406143,TCARB_RS03355,TCARB_RS03355,TCARB_0702,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406144,TCARB_RS03360,TCARB_RS03360,TCARB_0703,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406145,TCARB_RS03365,TCARB_RS03365,TCARB_0704,-,-,-,-,pseudo,-,-,-,-,20200829,-
697581,25406147,TCARB_RS03375,TCARB_RS03375,TCARB_0706,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200829,-
697581,25406148,TCARB_RS03380,TCARB_RS03380,TCARB_0707,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
697581,25406149,TCARB_RS03385,TCARB_RS03385,TCARB_0708,-,-,-,-,pseudo,-,-,-,-,20200829,-
697581,25406150,TCARB_RS03390,TCARB_RS03390,TCARB_0709,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200919,-
697581,25406151,TCARB_RS03395,TCARB_RS03395,-,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20200919,-
697581,25406152,TCARB_RS03400,TCARB_RS03400,TCARB_0712,-,-,-,DUF4258 domain-containing protein,protein-coding,-,-,-,DUF4258 domain-containing protein,20201026,-
697581,25406153,TCARB_RS03405,TCARB_RS03405,TCARB_0713,-,-,-,DUF2283 domain-containing protein,protein-coding,-,-,-,DUF2283 domain-containing protein,20200829,-
697581,25406154,TCARB_RS03410,TCARB_RS03410,TCARB_0714,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406155,TCARB_RS03415,TCARB_RS03415,TCARB_0715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406156,TCARB_RS03420,TCARB_RS03420,TCARB_0716,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406157,TCARB_RS03425,TCARB_RS03425,TCARB_0717,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406158,TCARB_RS03430,TCARB_RS03430,TCARB_0718,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20200829,-
697581,25406159,TCARB_RS03435,TCARB_RS03435,TCARB_0719,-,-,-,DUF3131 domain-containing protein,protein-coding,-,-,-,DUF3131 domain-containing protein,20200829,-
697581,25406160,TCARB_RS03440,TCARB_RS03440,TCARB_0720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406161,TCARB_RS03445,TCARB_RS03445,TCARB_0721,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20200829,-
697581,25406162,TCARB_RS03450,TCARB_RS03450,TCARB_0722,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200829,-
697581,25406163,TCARB_RS03455,TCARB_RS03455,TCARB_0723,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20200829,-
697581,25406164,TCARB_RS03460,TCARB_RS03460,TCARB_0724,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,protein-coding,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,20200829,-
697581,25406165,TCARB_RS03465,TCARB_RS03465,TCARB_0725,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20200829,-
697581,25406166,hypA,TCARB_RS03470,TCARB_0726,-,-,-,hydrogenase nickel incorporation protein HypA,protein-coding,-,-,-,hydrogenase nickel incorporation protein HypA,20200829,-
697581,25406167,TCARB_RS03475,TCARB_RS03475,TCARB_0727,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200829,-
697581,25406168,TCARB_RS03480,TCARB_RS03480,TCARB_0728,-,-,-,-,pseudo,-,-,-,-,20200829,-
697581,25406169,TCARB_RS03485,TCARB_RS03485,TCARB_0731,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25406170,TCARB_RS03490,TCARB_RS03490,TCARB_0732,-,-,-,ornithine cyclodeaminase,protein-coding,-,-,-,ornithine cyclodeaminase,20210424,-
697581,25406171,TCARB_RS03495,TCARB_RS03495,TCARB_0735,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210529,-
697581,25406172,TCARB_RS03500,TCARB_RS03500,TCARB_0737,-,-,-,anion transporter,protein-coding,-,-,-,anion transporter,20201217,-
697581,25406173,TCARB_RS03505,TCARB_RS03505,TCARB_0738,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406174,TCARB_RS03510,TCARB_RS03510,TCARB_0740,-,-,-,TIGR01897 family CRISPR-associated protein,protein-coding,-,-,-,TIGR01897 family CRISPR-associated protein,20200919,-
697581,25406175,TCARB_RS03515,TCARB_RS03515,TCARB_0741,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
697581,25406176,TCARB_RS03520,TCARB_RS03520,TCARB_0742,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406177,TCARB_RS03525,TCARB_RS03525,TCARB_0744,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
697581,25406178,TCARB_RS03530,TCARB_RS03530,TCARB_0745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406179,TCARB_RS03535,TCARB_RS03535,TCARB_0746,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406180,TCARB_RS03540,TCARB_RS03540,TCARB_0747,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
697581,25406181,TCARB_RS03545,TCARB_RS03545,TCARB_0748,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20200919,-
697581,25406182,TCARB_RS03550,TCARB_RS03550,TCARB_0749,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,protein-coding,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,20200829,-
697581,25406184,TCARB_RS03560,TCARB_RS03560,TCARB_0752,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
697581,25406185,TCARB_RS03565,TCARB_RS03565,TCARB_0753,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200829,-
697581,25406186,TCARB_RS03570,TCARB_RS03570,TCARB_0754,-,-,-,carotenoid biosynthesis protein,protein-coding,-,-,-,carotenoid biosynthesis protein,20200829,-
697581,25406187,TCARB_RS03575,TCARB_RS03575,TCARB_0755,-,-,-,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3,protein-coding,-,-,-,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3,20200919,-
697581,25406188,TCARB_RS03580,TCARB_RS03580,TCARB_0756,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20201217,-
697581,25406189,TCARB_RS03585,TCARB_RS03585,TCARB_0757,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406190,TCARB_RS03590,TCARB_RS03590,-,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20201217,-
697581,25406191,TCARB_RS03595,TCARB_RS03595,TCARB_0758,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200829,-
697581,25406192,TCARB_RS03600,TCARB_RS03600,TCARB_0759,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406193,TCARB_RS03605,TCARB_RS03605,TCARB_0760,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210424,-
697581,25406194,TCARB_RS03610,TCARB_RS03610,TCARB_0761,-,-,-,S8 family peptidase,protein-coding,-,-,-,S8 family peptidase,20200829,-
697581,25406195,TCARB_RS03615,TCARB_RS03615,TCARB_0762,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406196,TCARB_RS03620,TCARB_RS03620,TCARB_0765,-,-,-,trimethylamine methyltransferase family protein,protein-coding,-,-,-,trimethylamine methyltransferase family protein,20200829,-
697581,25406197,TCARB_RS03625,TCARB_RS03625,TCARB_0766,-,-,-,corrinoid protein,protein-coding,-,-,-,corrinoid protein,20200829,-
697581,25406198,TCARB_RS03630,TCARB_RS03630,TCARB_0767,-,-,-,molecular chaperone TorD family protein,protein-coding,-,-,-,molecular chaperone TorD family protein,20200829,-
697581,25406199,nrfD,TCARB_RS03635,TCARB_0768,-,-,-,polysulfide reductase NrfD,protein-coding,-,-,-,polysulfide reductase NrfD,20200829,-
697581,25406200,TCARB_RS03640,TCARB_RS03640,TCARB_0769,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20200829,-
697581,25406201,TCARB_RS03645,TCARB_RS03645,TCARB_0770,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20200829,-
697581,25406202,TCARB_RS03650,TCARB_RS03650,TCARB_0771,-,-,-,DUF438 domain-containing protein,protein-coding,-,-,-,DUF438 domain-containing protein,20200829,-
697581,25406203,TCARB_RS03655,TCARB_RS03655,TCARB_0772,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406204,TCARB_RS03660,TCARB_RS03660,TCARB_0773,-,-,-,PHP domain-containing protein,protein-coding,-,-,-,PHP domain-containing protein,20201026,-
697581,25406205,TCARB_RS03665,TCARB_RS03665,TCARB_0774,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406206,TCARB_RS03670,TCARB_RS03670,TCARB_0775,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210529,-
697581,25406207,TCARB_RS03675,TCARB_RS03675,TCARB_0776,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406208,TCARB_RS03680,TCARB_RS03680,TCARB_0777,-,-,-,DUF523 domain-containing protein,protein-coding,-,-,-,DUF523 domain-containing protein,20200919,-
697581,25406209,TCARB_RS03685,TCARB_RS03685,TCARB_0778,-,-,-,aldehyde ferredoxin oxidoreductase,protein-coding,-,-,-,aldehyde ferredoxin oxidoreductase,20201217,-
697581,25406210,TCARB_RS03690,TCARB_RS03690,TCARB_0779,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20201026,-
697581,25406211,TCARB_RS03695,TCARB_RS03695,TCARB_0780,-,-,-,nucleotidyl transferase AbiEii/AbiGii toxin family protein,protein-coding,-,-,-,nucleotidyl transferase AbiEii/AbiGii toxin family protein,20210529,-
697581,25406212,TCARB_RS03700,TCARB_RS03700,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406213,TCARB_RS03705,TCARB_RS03705,TCARB_0782,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406214,TCARB_RS03710,TCARB_RS03710,TCARB_0783,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,protein-coding,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,20201026,-
697581,25406216,TCARB_RS03720,TCARB_RS03720,TCARB_0784,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406217,TCARB_RS03725,TCARB_RS03725,TCARB_0785,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406218,TCARB_RS03730,TCARB_RS03730,TCARB_0786,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406219,TCARB_RS03735,TCARB_RS03735,TCARB_0787,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25406220,TCARB_RS03740,TCARB_RS03740,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25406221,TCARB_RS03745,TCARB_RS03745,TCARB_0790,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210424,-
697581,25406222,TCARB_RS03750,TCARB_RS03750,TCARB_0791,-,-,-,DUF4445 domain-containing protein,protein-coding,-,-,-,DUF4445 domain-containing protein,20200829,-
697581,25406223,TCARB_RS03755,TCARB_RS03755,TCARB_0792,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
697581,25406224,TCARB_RS03760,TCARB_RS03760,TCARB_0793,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210529,-
697581,25406225,TCARB_RS03765,TCARB_RS03765,TCARB_0794,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200829,-
697581,25406226,TCARB_RS03770,TCARB_RS03770,TCARB_0795,-,-,-,cysteine synthase family protein,protein-coding,-,-,-,cysteine synthase family protein,20200829,-
697581,25406227,TCARB_RS03775,TCARB_RS03775,TCARB_0797,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200919,-
697581,25406228,TCARB_RS03780,TCARB_RS03780,TCARB_0798,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201217,-
697581,25406230,TCARB_RS03790,TCARB_RS03790,TCARB_0799,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406232,TCARB_RS03800,TCARB_RS03800,TCARB_0802,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406233,TCARB_RS03805,TCARB_RS03805,TCARB_0803,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406234,TCARB_RS03810,TCARB_RS03810,TCARB_0804,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
697581,25406236,TCARB_RS03820,TCARB_RS03820,TCARB_0807,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
697581,25406237,TCARB_RS03825,TCARB_RS03825,TCARB_0808,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20200919,-
697581,25406238,upp,TCARB_RS03830,TCARB_0809,-,-,-,uracil phosphoribosyltransferase,protein-coding,-,-,-,uracil phosphoribosyltransferase,20200919,-
697581,25406239,TCARB_RS03835,TCARB_RS03835,TCARB_0810,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20200829,-
697581,25406240,TCARB_RS03840,TCARB_RS03840,TCARB_0812,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
697581,25406241,TCARB_RS03845,TCARB_RS03845,TCARB_0813,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
697581,25406242,TCARB_RS03850,TCARB_RS03850,TCARB_0815,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
697581,25406243,TCARB_RS03855,TCARB_RS03855,TCARB_0816,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,20200829,-
697581,25406244,TCARB_RS03860,TCARB_RS03860,TCARB_0817,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406245,TCARB_RS03865,TCARB_RS03865,TCARB_0818,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20200829,-
697581,25406246,TCARB_RS03870,TCARB_RS03870,TCARB_0819,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
697581,25406247,TCARB_RS03875,TCARB_RS03875,TCARB_0820,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20200829,-
697581,25406248,TCARB_RS03880,TCARB_RS03880,TCARB_0821,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406249,TCARB_RS03885,TCARB_RS03885,TCARB_0822,-,-,-,-,pseudo,-,-,-,-,20200829,-
697581,25406250,TCARB_RS03890,TCARB_RS03890,TCARB_0823,-,-,-,DUF131 domain-containing protein,protein-coding,-,-,-,DUF131 domain-containing protein,20200829,-
697581,25406251,TCARB_RS03895,TCARB_RS03895,TCARB_0824,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406252,TCARB_RS03900,TCARB_RS03900,TCARB_0825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406253,TCARB_RS03905,TCARB_RS03905,TCARB_0826,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20200829,-
697581,25406254,TCARB_RS03910,TCARB_RS03910,TCARB_0827,-,-,-,cytochrome ubiquinol oxidase subunit I,protein-coding,-,-,-,cytochrome ubiquinol oxidase subunit I,20200829,-
697581,25406255,TCARB_RS03915,TCARB_RS03915,TCARB_0828,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
697581,25406256,TCARB_RS03920,TCARB_RS03920,TCARB_0829,-,-,-,hydrogenase maturation protease,protein-coding,-,-,-,hydrogenase maturation protease,20210424,-
697581,25406257,TCARB_RS03925,TCARB_RS03925,TCARB_0830,-,-,-,DUF3267 domain-containing protein,protein-coding,-,-,-,DUF3267 domain-containing protein,20200829,-
697581,25406258,TCARB_RS03930,TCARB_RS03930,TCARB_0831,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20200829,-
697581,25406259,TCARB_RS03935,TCARB_RS03935,TCARB_0832,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406260,TCARB_RS03940,TCARB_RS03940,TCARB_0833,-,-,-,DHH family phosphoesterase,protein-coding,-,-,-,DHH family phosphoesterase,20201026,-
697581,25406262,TCARB_RS03950,TCARB_RS03950,TCARB_0835,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200829,-
697581,25406263,TCARB_RS03955,TCARB_RS03955,TCARB_0836,-,-,-,UbiA family prenyltransferase,protein-coding,-,-,-,UbiA family prenyltransferase,20201026,-
697581,25406264,TCARB_RS03960,TCARB_RS03960,TCARB_0837,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20201026,-
697581,25406265,TCARB_RS03965,TCARB_RS03965,TCARB_0838,-,-,-,TrmB family transcriptional regulator,protein-coding,-,-,-,TrmB family transcriptional regulator,20201026,-
697581,25406266,TCARB_RS03970,TCARB_RS03970,TCARB_0839,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406267,TCARB_RS03975,TCARB_RS03975,TCARB_0840,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25406268,TCARB_RS03980,TCARB_RS03980,TCARB_0841,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406269,TCARB_RS03985,TCARB_RS03985,TCARB_0842,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406270,TCARB_RS03990,TCARB_RS03990,TCARB_0843,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406271,TCARB_RS03995,TCARB_RS03995,TCARB_0844,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20201026,-
697581,25406272,TCARB_RS04000,TCARB_RS04000,TCARB_0845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406273,TCARB_RS04005,TCARB_RS04005,TCARB_0847,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210529,-
697581,25406274,TCARB_RS04010,TCARB_RS04010,TCARB_0848,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406275,TCARB_RS04015,TCARB_RS04015,TCARB_0849,-,-,-,alpha-glucosidase/alpha-galactosidase,protein-coding,-,-,-,alpha-glucosidase/alpha-galactosidase,20200829,-
697581,25406276,TCARB_RS04020,TCARB_RS04020,TCARB_0850,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20200829,-
697581,25406277,TCARB_RS04025,TCARB_RS04025,TCARB_0851,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
697581,25406278,TCARB_RS04030,TCARB_RS04030,TCARB_0852,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406279,TCARB_RS04035,TCARB_RS04035,TCARB_0853,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
