#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9941832,LOAG_04431,LOAG_04431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941833,LOAG_04432,LOAG_04432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941834,LOAG_04433,LOAG_04433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941835,LOAG_04429,LOAG_04429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941836,LOAG_04430,LOAG_04430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941837,LOAG_16509,LOAG_16509,LOAG_04435,-,Unknown,-,RhoGEF domain-containing protein,protein-coding,-,-,-,RhoGEF domain-containing protein,20201104,-
7209,9941838,LOAG_04434,LOAG_04434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941840,LOAG_04437,LOAG_04437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941841,LOAG_04436,LOAG_04436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941842,LOAG_16688,LOAG_16688,LOAG_04439,-,Unknown,-,DUNC79 protein,protein-coding,-,-,-,DUNC79 protein,20201104,-
7209,9941843,LOAG_04442,LOAG_04442,-,-,Unknown,-,kinesin motor domain-containing protein,protein-coding,-,-,-,kinesin motor domain-containing protein,20201104,-
7209,9941844,LOAG_04441,LOAG_04441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941846,LOAG_04443,LOAG_04443,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9941847,LOAG_17262,LOAG_17262,LOAG_04444,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941848,LOAG_04440,LOAG_04440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941849,LOAG_04447,LOAG_04447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941850,LOAG_04446,LOAG_04446,-,-,Unknown,-,phosphoglycerate mutase,protein-coding,-,-,-,phosphoglycerate mutase,20201104,-
7209,9941852,LOAG_04449,LOAG_04449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941853,LOAG_04450,LOAG_04450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941854,LOAG_18514,LOAG_18514,LOAG_04448,-,Unknown,-,type III restriction enzyme,protein-coding,-,-,-,type III restriction enzyme,20201104,-
7209,9941855,LOAG_04454,LOAG_04454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941856,LOAG_04455,LOAG_04455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941857,LOAG_04456,LOAG_04456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941858,LOAG_04457,LOAG_04457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941860,LOAG_04453,LOAG_04453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941861,LOAG_04452,LOAG_04452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941862,LOAG_04464,LOAG_04464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941863,LOAG_04466,LOAG_04466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941864,LOAG_04459,LOAG_04459,-,-,Unknown,-,CMGC/DYRK/HIPK protein kinase,protein-coding,-,-,-,CMGC/DYRK/HIPK protein kinase,20201104,-
7209,9941866,LOAG_16424,LOAG_16424,LOAG_04465,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941869,LOAG_04460,LOAG_04460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941870,LOAG_04467,LOAG_04467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941871,LOAG_04469,LOAG_04469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941872,LOAG_04470,LOAG_04470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941873,LOAG_04468,LOAG_04468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941874,LOAG_04473,LOAG_04473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941875,LOAG_04474,LOAG_04474,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941876,LOAG_04475,LOAG_04475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941877,LOAG_04476,LOAG_04476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941878,LOAG_04477,LOAG_04477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941879,LOAG_04472,LOAG_04472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941880,LOAG_04471,LOAG_04471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941881,LOAG_04479,LOAG_04479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941882,LOAG_04478,LOAG_04478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941883,LOAG_04481,LOAG_04481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941884,LOAG_04482,LOAG_04482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941885,LOAG_17707,LOAG_17707,LOAG_04480,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941886,LOAG_04486,LOAG_04486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941887,LOAG_04489,LOAG_04489,-,-,Unknown,-,2-oxoisovalerate dehydrogenase subunit beta,protein-coding,-,-,-,2-oxoisovalerate dehydrogenase subunit beta,20201104,-
7209,9941888,LOAG_04491,LOAG_04491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941889,LOAG_04484,LOAG_04484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941891,LOAG_04487,LOAG_04487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941892,LOAG_04488,LOAG_04488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941893,LOAG_04490,LOAG_04490,-,-,Unknown,-,atlastin,protein-coding,-,-,-,atlastin,20201104,-
7209,9941894,LOAG_04492,LOAG_04492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941895,LOAG_04485,LOAG_04485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941896,LOAG_04495,LOAG_04495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941897,LOAG_04496,LOAG_04496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941898,LOAG_04494,LOAG_04494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941899,LOAG_04493,LOAG_04493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941900,LOAG_04499,LOAG_04499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941902,LOAG_18140,LOAG_18140,LOAG_04498,-,Unknown,-,apoptotic enhancer 1 protein,protein-coding,-,-,-,apoptotic enhancer 1 protein,20201104,-
7209,9941903,LOAG_04501,LOAG_04501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941904,LOAG_04500,LOAG_04500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941905,LOAG_04504,LOAG_04504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941906,LOAG_18077,LOAG_18077,LOAG_04505,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941907,LOAG_04506,LOAG_04506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941908,LOAG_04503,LOAG_04503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941909,LOAG_04502,LOAG_04502,-,-,Unknown,-,metallopeptidase family M24 containing protein,protein-coding,-,-,-,metallopeptidase family M24 containing protein,20201104,-
7209,9941910,LOAG_04509,LOAG_04509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941911,LOAG_04510,LOAG_04510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941912,LOAG_04511,LOAG_04511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941913,LOAG_04508,LOAG_04508,-,-,Unknown,-,S4 domain-containing protein,protein-coding,-,-,-,S4 domain-containing protein,20201104,-
7209,9941914,LOAG_04507,LOAG_04507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941915,LOAG_04514,LOAG_04514,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941916,LOAG_04515,LOAG_04515,-,-,Unknown,-,ceramide glucosyltransferase,protein-coding,-,-,-,ceramide glucosyltransferase,20201104,-
7209,9941917,LOAG_04513,LOAG_04513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941918,LOAG_04512,LOAG_04512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941919,LOAG_04518,LOAG_04518,-,-,Unknown,-,ribosomal protein L38e,protein-coding,-,-,-,ribosomal protein L38e,20201104,-
7209,9941920,LOAG_20052,LOAG_20052,LOAG_20035,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9941921,LOAG_04519,LOAG_04519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941922,LOAG_04520,LOAG_04520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941923,LOAG_04517,LOAG_04517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941924,LOAG_17822,LOAG_17822,LOAG_04516,-,Unknown,-,CBR-FRL-1 protein,protein-coding,-,-,-,CBR-FRL-1 protein,20201104,-
7209,9941925,LOAG_04523,LOAG_04523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941926,LOAG_17815,LOAG_17815,LOAG_04524,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941927,LOAG_04525,LOAG_04525,-,-,Unknown,-,metaxin 2,protein-coding,-,-,-,metaxin 2,20201104,-
7209,9941928,LOAG_17817,LOAG_17817,LOAG_04526,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941929,LOAG_04522,LOAG_04522,-,-,Unknown,-,galactokinase,protein-coding,-,-,-,galactokinase,20201104,-
7209,9941931,LOAG_04529,LOAG_04529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941932,LOAG_04530,LOAG_04530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941933,LOAG_16934,LOAG_16934,LOAG_04531,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941934,LOAG_04527,LOAG_04527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941935,LOAG_04528,LOAG_04528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941936,LOAG_04537,LOAG_04537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941937,LOAG_04538,LOAG_04538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941938,LOAG_04535,LOAG_04535,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941939,LOAG_04532,LOAG_04532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941940,LOAG_04536,LOAG_04536,-,-,Unknown,-,sulfate permease,protein-coding,-,-,-,sulfate permease,20201104,-
7209,9941941,LOAG_04539,LOAG_04539,-,-,Unknown,-,serine/threonine protein phosphatase PP1 isozyme 1,protein-coding,-,-,-,serine/threonine protein phosphatase PP1 isozyme 1,20201104,-
7209,9941942,LOAG_04534,LOAG_04534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941943,LOAG_04533,LOAG_04533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941944,LOAG_04542,LOAG_04542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941945,LOAG_04543,LOAG_04543,-,-,Unknown,-,CMGC/CDK/CDC2 protein kinase,protein-coding,-,-,-,CMGC/CDK/CDC2 protein kinase,20201104,-
7209,9941946,LOAG_04541,LOAG_04541,-,-,Unknown,-,CMGC/CDK/CDC2 protein kinase,protein-coding,-,-,-,CMGC/CDK/CDC2 protein kinase,20201104,-
7209,9941947,LOAG_18282,LOAG_18282,LOAG_04540,-,Unknown,-,cadherin domain-containing protein,protein-coding,-,-,-,cadherin domain-containing protein,20201104,-
7209,9941950,LOAG_04550,LOAG_04550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941951,LOAG_04555,LOAG_04555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941953,LOAG_04549,LOAG_04549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941954,LOAG_04547,LOAG_04547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941955,LOAG_04548,LOAG_04548,-,-,Unknown,-,COP9 signalosome complex subunit 2,protein-coding,-,-,-,COP9 signalosome complex subunit 2,20201104,-
7209,9941956,LOAG_04551,LOAG_04551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941958,LOAG_17333,LOAG_17333,LOAG_04553,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941959,LOAG_04554,LOAG_04554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941960,LOAG_04556,LOAG_04556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941961,LOAG_04557,LOAG_04557,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941963,LOAG_04546,LOAG_04546,-,-,Unknown,-,C2 domain-containing protein,protein-coding,-,-,-,C2 domain-containing protein,20201104,-
7209,9941964,LOAG_04560,LOAG_04560,-,-,Unknown,-,LIN-24 Like family member,protein-coding,-,-,-,LIN-24 Like family member,20201104,-
7209,9941965,LOAG_04562,LOAG_04562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941966,LOAG_04561,LOAG_04561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941967,LOAG_18197,LOAG_18197,LOAG_04563,-,Unknown,-,RhoGEF domain-containing protein,protein-coding,-,-,-,RhoGEF domain-containing protein,20201104,-
7209,9941971,LOAG_18080,LOAG_18080,LOAG_04569,-,Unknown,-,CAP-Gly domain-containing protein,protein-coding,-,-,-,CAP-Gly domain-containing protein,20201104,-
7209,9941972,LOAG_18079,LOAG_18079,LOAG_04566,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941973,LOAG_04565,LOAG_04565,-,-,Unknown,-,transcription accessory protein,protein-coding,-,-,-,transcription accessory protein,20201104,-
7209,9941974,LOAG_04572,LOAG_04572,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941975,LOAG_04573,LOAG_04573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941976,LOAG_17713,LOAG_17713,LOAG_04574,-,Unknown,-,ATP synthase F1,protein-coding,-,-,-,ATP synthase F1,20201104,-
7209,9941978,LOAG_04571,LOAG_04571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941979,LOAG_04570,LOAG_04570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941980,LOAG_04578,LOAG_04578,-,-,Unknown,-,Lhx2 protein,protein-coding,-,-,-,Lhx2 protein,20201104,-
7209,9941981,LOAG_04579,LOAG_04579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941982,LOAG_04577,LOAG_04577,-,-,Unknown,-,ATP-dependent RNA helicase An3,protein-coding,-,-,-,ATP-dependent RNA helicase An3,20201104,-
7209,9941983,LOAG_04576,LOAG_04576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941984,LOAG_04582,LOAG_04582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941985,LOAG_04583,LOAG_04583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941986,LOAG_04584,LOAG_04584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941987,LOAG_04581,LOAG_04581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941989,LOAG_04587,LOAG_04587,-,-,Unknown,-,phosphatidylinositol 3,protein-coding,-,-,-,phosphatidylinositol 3,20201104,-
7209,9941990,LOAG_17428,LOAG_17428,LOAG_04586,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941991,LOAG_04585,LOAG_04585,-,-,Unknown,-,FolC protein,protein-coding,-,-,-,FolC protein,20201104,-
7209,9941992,LOAG_04589,LOAG_04589,-,-,Unknown,-,Plekhf2 protein,protein-coding,-,-,-,Plekhf2 protein,20201104,-
7209,9941993,LOAG_04590,LOAG_04590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941994,LOAG_04588,LOAG_04588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941995,LOAG_04593,LOAG_04593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941996,LOAG_04594,LOAG_04594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941997,LOAG_04591,LOAG_04591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941998,LOAG_04592,LOAG_04592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9941999,LOAG_04597,LOAG_04597,-,-,Unknown,-,ABTAP protein,protein-coding,-,-,-,ABTAP protein,20201104,-
7209,9942000,LOAG_04596,LOAG_04596,-,-,Unknown,-,multisynthetase complex auxiliary component p43,protein-coding,-,-,-,multisynthetase complex auxiliary component p43,20201104,-
7209,9942001,LOAG_04595,LOAG_04595,-,-,Unknown,-,methionyl-tRNA synthetase,protein-coding,-,-,-,methionyl-tRNA synthetase,20201104,-
7209,9942002,LOAG_04599,LOAG_04599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9942004,LOAG_04601,LOAG_04601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9942005,LOAG_04602,LOAG_04602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9942006,LOAG_04603,LOAG_04603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9942007,LOAG_18191,LOAG_18191,LOAG_04604,-,Unknown,-,intraflagellar transporter osm-1,protein-coding,-,-,-,intraflagellar transporter osm-1,20201104,-
7209,9942009,LOAG_04607,LOAG_04607,-,-,Unknown,-,CDK-activating kinase assembly factor MAT1,protein-coding,-,-,-,CDK-activating kinase assembly factor MAT1,20201104,-
7209,9942010,LOAG_04608,LOAG_04608,-,-,Unknown,-,transportin-SR,protein-coding,-,-,-,transportin-SR,20201104,-
7209,9942011,LOAG_04606,LOAG_04606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9942013,LOAG_04611,LOAG_04611,-,-,Unknown,-,F-actin-capping protein subunit beta,protein-coding,-,-,-,F-actin-capping protein subunit beta,20201104,-
7209,9942014,LOAG_16863,LOAG_16863,LOAG_04612,-,Unknown,-,phosphatidylinositol 3-and 4-kinase,protein-coding,-,-,-,phosphatidylinositol 3-and 4-kinase,20201104,-
