#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14896669,CAOG_05861,CAOG_05861,-,-,Unknown,-,GlcNAc transferase,protein-coding,-,-,-,GlcNAc transferase,20201223,-
595528,14896670,CAOG_05862,CAOG_05862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896671,CAOG_05863,CAOG_05863,-,-,Unknown,-,Tsr1 protein,protein-coding,-,-,-,Tsr1 protein,20201223,-
595528,14896672,CAOG_05864,CAOG_05864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896673,CAOG_05865,CAOG_05865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896674,CAOG_05866,CAOG_05866,-,-,Unknown,-,phosphatidylinositol transfer protein/retinal degeneration b protein,protein-coding,-,-,-,phosphatidylinositol transfer protein/retinal degeneration b protein,20201223,-
595528,14896676,CAOG_05867,CAOG_05867,-,-,Unknown,-,NIF3-like protein 1,protein-coding,-,-,-,NIF3-like protein 1,20201223,-
595528,14896677,CAOG_05868,CAOG_05868,-,-,Unknown,-,geranyltranstransferase,protein-coding,-,-,-,geranyltranstransferase,20201223,-
595528,14896678,CAOG_05869,CAOG_05869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896679,CAOG_05870,CAOG_05870,-,-,Unknown,-,ubiquitin carboxyl-terminal hydrolase,protein-coding,-,-,-,ubiquitin carboxyl-terminal hydrolase,20201223,-
595528,14896680,CAOG_05871,CAOG_05871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896681,CAOG_05872,CAOG_05872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896682,CAOG_05873,CAOG_05873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896683,CAOG_05874,CAOG_05874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896684,CAOG_05875,CAOG_05875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896685,CAOG_05876,CAOG_05876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896686,CAOG_05877,CAOG_05877,-,-,Unknown,-,ribosomal protein S6 kinase b,protein-coding,-,-,-,ribosomal protein S6 kinase b,20201223,-
595528,14896687,CAOG_05878,CAOG_05878,-,-,Unknown,-,muskelin 1,protein-coding,-,-,-,muskelin 1,20201223,-
595528,14896688,CAOG_05879,CAOG_05879,-,-,Unknown,-,solute carrier family 35,protein-coding,-,-,-,solute carrier family 35,20201223,-
595528,14896689,CAOG_05880,CAOG_05880,-,-,Unknown,-,small GTPase Ran binding protein 1,protein-coding,-,-,-,small GTPase Ran binding protein 1,20201223,-
595528,14896690,CAOG_05881,CAOG_05881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896691,CAOG_05882,CAOG_05882,-,-,Unknown,-,hsp90-like protein,protein-coding,-,-,-,hsp90-like protein,20201223,-
595528,14896692,CAOG_05883,CAOG_05883,-,-,Unknown,-,oligopeptidase A,protein-coding,-,-,-,oligopeptidase A,20201223,-
595528,14896693,CAOG_05884,CAOG_05884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896694,CAOG_05885,CAOG_05885,-,-,Unknown,-,saccharopine dehydrogenase,protein-coding,-,-,-,saccharopine dehydrogenase,20201223,-
595528,14896695,CAOG_05886,CAOG_05886,-,-,Unknown,-,"inositol 1,4,5-trisphosphate 3-kinase",protein-coding,-,-,-,"inositol 1,4,5-trisphosphate 3-kinase",20201223,-
595528,14896696,CAOG_05887,CAOG_05887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896698,CAOG_05888,CAOG_05888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896699,CAOG_05889,CAOG_05889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896700,CAOG_05890,CAOG_05890,-,-,Unknown,-,proteasome 26S subunit,protein-coding,-,-,-,proteasome 26S subunit,20201223,-
595528,14896701,CAOG_05891,CAOG_05891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896702,CAOG_05892,CAOG_05892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896703,CAOG_05893,CAOG_05893,-,-,Unknown,-,CCR4-Not complex subunit not2,protein-coding,-,-,-,CCR4-Not complex subunit not2,20201223,-
595528,14896704,CAOG_05894,CAOG_05894,-,-,Unknown,-,ubiquitin specific protease 41,protein-coding,-,-,-,ubiquitin specific protease 41,20201223,-
595528,14896705,CAOG_05895,CAOG_05895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896706,CAOG_05896,CAOG_05896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896707,CAOG_05897,CAOG_05897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896708,CAOG_05898,CAOG_05898,-,-,Unknown,-,5'-AMP-activated protein kinase catalytic subunit alpha-2,protein-coding,-,-,-,5'-AMP-activated protein kinase catalytic subunit alpha-2,20201223,-
595528,14896709,CAOG_05899,CAOG_05899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896710,CAOG_05900,CAOG_05900,-,-,Unknown,-,NOD3 protein,protein-coding,-,-,-,NOD3 protein,20201223,-
595528,14896711,CAOG_05901,CAOG_05901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896712,CAOG_05902,CAOG_05902,-,-,Unknown,-,glycosyl transferase,protein-coding,-,-,-,glycosyl transferase,20201223,-
595528,14896713,CAOG_05903,CAOG_05903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896714,CAOG_05904,CAOG_05904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896715,CAOG_05905,CAOG_05905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896716,CAOG_05906,CAOG_05906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896717,CAOG_05907,CAOG_05907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896718,CAOG_05908,CAOG_05908,-,-,Unknown,-,pirin-like protein,protein-coding,-,-,-,pirin-like protein,20201223,-
595528,14896719,CAOG_05909,CAOG_05909,-,-,Unknown,-,import inner membrane translocase subunit Tim22,protein-coding,-,-,-,import inner membrane translocase subunit Tim22,20201223,-
595528,14896720,CAOG_05910,CAOG_05910,-,-,Unknown,-,phosphorylase kinase,protein-coding,-,-,-,phosphorylase kinase,20201223,-
595528,14896721,CAOG_05911,CAOG_05911,-,-,Unknown,-,FK506-binding protein,protein-coding,-,-,-,FK506-binding protein,20201223,-
595528,14896722,CAOG_05912,CAOG_05912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896723,CAOG_05913,CAOG_05913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896724,CAOG_05914,CAOG_05914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896725,CAOG_05915,CAOG_05915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896726,CAOG_05916,CAOG_05916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896727,CAOG_05917,CAOG_05917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896728,CAOG_05918,CAOG_05918,-,-,Unknown,-,monoacylglycerol O-acyltransferase 3,protein-coding,-,-,-,monoacylglycerol O-acyltransferase 3,20201223,-
595528,14896729,CAOG_05919,CAOG_05919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896730,CAOG_05920,CAOG_05920,-,-,Unknown,-,UDP-glucuronat epimerase,protein-coding,-,-,-,UDP-glucuronat epimerase,20201223,-
595528,14896731,CAOG_05921,CAOG_05921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896732,CAOG_05922,CAOG_05922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896733,CAOG_05923,CAOG_05923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896734,CAOG_05924,CAOG_05924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896735,CAOG_05925,CAOG_05925,-,-,Unknown,-,cathepsin C,protein-coding,-,-,-,cathepsin C,20201223,-
595528,14896736,CAOG_05926,CAOG_05926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896737,CAOG_05927,CAOG_05927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896738,CAOG_05928,CAOG_05928,-,-,Unknown,-,glycosyltransferase 8 domain-containing protein 1,protein-coding,-,-,-,glycosyltransferase 8 domain-containing protein 1,20201223,-
595528,14896739,CAOG_05929,CAOG_05929,-,-,Unknown,-,WD-repeat protein 50,protein-coding,-,-,-,WD-repeat protein 50,20201223,-
595528,14896740,CAOG_05930,CAOG_05930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896741,CAOG_05931,CAOG_05931,-,-,Unknown,-,dihydroxyacetone kinase 2,protein-coding,-,-,-,dihydroxyacetone kinase 2,20201223,-
595528,14896742,CAOG_05932,CAOG_05932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896743,CAOG_05933,CAOG_05933,-,-,Unknown,-,ubiquitin,protein-coding,-,-,-,ubiquitin,20201223,-
595528,14896744,CAOG_05934,CAOG_05934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896745,CAOG_05935,CAOG_05935,-,-,Unknown,-,zinc finger family protein,protein-coding,-,-,-,zinc finger family protein,20201223,-
595528,14896746,CAOG_05936,CAOG_05936,-,-,Unknown,-,DNA replication factor C subunit Rfc4,protein-coding,-,-,-,DNA replication factor C subunit Rfc4,20201223,-
595528,14896749,CAOG_05939,CAOG_05939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896750,CAOG_05940,CAOG_05940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896751,CAOG_05941,CAOG_05941,-,-,Unknown,-,O-sialoglycoprotein endopeptidase,protein-coding,-,-,-,O-sialoglycoprotein endopeptidase,20201223,-
595528,14896752,CAOG_05942,CAOG_05942,-,-,Unknown,-,translation factor pelota,protein-coding,-,-,-,translation factor pelota,20201223,-
595528,14896753,CAOG_05943,CAOG_05943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896754,CAOG_05944,CAOG_05944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896755,CAOG_05945,CAOG_05945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896756,CAOG_05946,CAOG_05946,-,-,Unknown,-,transmembrane emp24 domain-containing protein,protein-coding,-,-,-,transmembrane emp24 domain-containing protein,20201223,-
595528,14896757,CAOG_05947,CAOG_05947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896758,CAOG_05948,CAOG_05948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896759,CAOG_05949,CAOG_05949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896760,CAOG_05950,CAOG_05950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896761,CAOG_05951,CAOG_05951,-,-,Unknown,-,nuclear protein localization protein,protein-coding,-,-,-,nuclear protein localization protein,20201223,-
595528,14896762,CAOG_05952,CAOG_05952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896763,CAOG_05953,CAOG_05953,-,-,Unknown,-,acetyl-CoA C-acetyltransferase,protein-coding,-,-,-,acetyl-CoA C-acetyltransferase,20201223,-
595528,14896764,CAOG_05954,CAOG_05954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896765,CAOG_05955,CAOG_05955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896766,CAOG_05956,CAOG_05956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896767,CAOG_05957,CAOG_05957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896768,CAOG_05958,CAOG_05958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896769,CAOG_05959,CAOG_05959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896770,CAOG_05960,CAOG_05960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896771,CAOG_05961,CAOG_05961,-,-,Unknown,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20201223,-
595528,14896772,CAOG_05962,CAOG_05962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896773,CAOG_05963,CAOG_05963,-,-,Unknown,-,tyrosyl-tRNA synthetase,protein-coding,-,-,-,tyrosyl-tRNA synthetase,20201223,-
595528,14896774,CAOG_05964,CAOG_05964,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896775,CAOG_05965,CAOG_05965,-,-,Unknown,-,uridine phosphorylase 1,protein-coding,-,-,-,uridine phosphorylase 1,20201223,-
595528,14896776,CAOG_05966,CAOG_05966,-,-,Unknown,-,response regulator receiver domain-containing protein,protein-coding,-,-,-,response regulator receiver domain-containing protein,20201223,-
595528,14896777,CAOG_05967,CAOG_05967,-,-,Unknown,-,ubiquitin ligase E3A isoform 1,protein-coding,-,-,-,ubiquitin ligase E3A isoform 1,20201223,-
595528,14896778,CAOG_05968,CAOG_05968,-,-,Unknown,-,flavoprotein wrbA,protein-coding,-,-,-,flavoprotein wrbA,20201223,-
595528,14896779,CAOG_05969,CAOG_05969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896780,CAOG_05970,CAOG_05970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896781,CAOG_05971,CAOG_05971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896782,CAOG_05972,CAOG_05972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896784,CAOG_05973,CAOG_05973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896785,CAOG_05974,CAOG_05974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896786,CAOG_05975,CAOG_05975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896787,CAOG_05976,CAOG_05976,-,-,Unknown,-,glutamate receptor Gr2,protein-coding,-,-,-,glutamate receptor Gr2,20201223,-
595528,14896788,CAOG_05977,CAOG_05977,-,-,Unknown,-,phospho-2-dehydro-3-deoxyheptonate aldolase,protein-coding,-,-,-,phospho-2-dehydro-3-deoxyheptonate aldolase,20201223,-
595528,14896789,CAOG_05978,CAOG_05978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896790,CAOG_05979,CAOG_05979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896791,CAOG_05980,CAOG_05980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896792,CAOG_05981,CAOG_05981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896793,CAOG_05982,CAOG_05982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896794,CAOG_05983,CAOG_05983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896795,CAOG_05984,CAOG_05984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896796,CAOG_05985,CAOG_05985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896797,CAOG_05986,CAOG_05986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896798,CAOG_05987,CAOG_05987,-,-,Unknown,-,phosphopantothenoylcysteine synthetase,protein-coding,-,-,-,phosphopantothenoylcysteine synthetase,20201223,-
595528,14896799,CAOG_05988,CAOG_05988,-,-,Unknown,-,Ap4A phosphorylase II,protein-coding,-,-,-,Ap4A phosphorylase II,20201223,-
595528,14896800,CAOG_05989,CAOG_05989,-,-,Unknown,-,ribosomal protein P2,protein-coding,-,-,-,ribosomal protein P2,20201223,-
595528,14896801,CAOG_05990,CAOG_05990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896803,CAOG_05991,CAOG_05991,-,-,Unknown,-,NOD3 protein,protein-coding,-,-,-,NOD3 protein,20201223,-
595528,14896804,CAOG_05992,CAOG_05992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896806,CAOG_05993,CAOG_05993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896807,CAOG_05994,CAOG_05994,-,-,Unknown,-,ATPase type 13A2 isoform 3,protein-coding,-,-,-,ATPase type 13A2 isoform 3,20201223,-
595528,14896808,CAOG_05995,CAOG_05995,-,-,Unknown,-,membrane-bound transcription factor protease,protein-coding,-,-,-,membrane-bound transcription factor protease,20201223,-
595528,14896809,CAOG_05996,CAOG_05996,-,-,Unknown,-,vacuolar protein sorting factor 4B,protein-coding,-,-,-,vacuolar protein sorting factor 4B,20201223,-
595528,14896810,CAOG_05997,CAOG_05997,-,-,Unknown,-,ATP synthase subunit,protein-coding,-,-,-,ATP synthase subunit,20201223,-
595528,14896811,CAOG_05998,CAOG_05998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896812,CAOG_05999,CAOG_05999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896813,CAOG_06000,CAOG_06000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896814,CAOG_06001,CAOG_06001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896815,CAOG_06002,CAOG_06002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896816,CAOG_06003,CAOG_06003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896817,CAOG_06004,CAOG_06004,-,-,Unknown,-,NMDA receptor-regulated protein 1,protein-coding,-,-,-,NMDA receptor-regulated protein 1,20201223,-
595528,14896818,CAOG_06005,CAOG_06005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896819,CAOG_06006,CAOG_06006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896820,CAOG_06007,CAOG_06007,-,-,Unknown,-,tyrosine-protein kinase CSK,protein-coding,-,-,-,tyrosine-protein kinase CSK,20201223,-
595528,14896821,CAOG_06008,CAOG_06008,-,-,Unknown,-,cysteine desulfurylase,protein-coding,-,-,-,cysteine desulfurylase,20201223,-
595528,14896822,CAOG_06009,CAOG_06009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896823,CAOG_06010,CAOG_06010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14896824,CAOG_06011,CAOG_06011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
