#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10599958,AHOS_RS02610,AHOS_RS02610,Ahos_0517,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,protein-coding,-,-,-,YbhB/YbcL family Raf kinase inhibitor-like protein,20190827,-
933801,10599959,AHOS_RS02615,AHOS_RS02615,Ahos_0518,-,-,-,replication factor C small subunit,protein-coding,-,-,-,replication factor C small subunit,20190827,-
933801,10599960,AHOS_RS02620,AHOS_RS02620,Ahos_0519,-,-,-,replication factor C large subunit,protein-coding,-,-,-,replication factor C large subunit,20190827,-
933801,10599961,moaC,AHOS_RS02625,Ahos_0520,-,-,-,cyclic pyranopterin monophosphate synthase MoaC,protein-coding,-,-,-,cyclic pyranopterin monophosphate synthase MoaC,20190827,-
933801,10599962,AHOS_RS02630,AHOS_RS02630,Ahos_0521,-,-,-,ORC1-type DNA replication protein,protein-coding,-,-,-,ORC1-type DNA replication protein,20190827,-
933801,10599963,AHOS_RS02635,AHOS_RS02635,Ahos_0522,-,-,-,THUMP domain-containing protein,protein-coding,-,-,-,THUMP domain-containing protein,20200830,-
933801,10599964,AHOS_RS02640,AHOS_RS02640,Ahos_0523,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599965,AHOS_RS02645,AHOS_RS02645,Ahos_0524,-,-,-,minichromosome maintenance protein MCM,protein-coding,-,-,-,minichromosome maintenance protein MCM,20190827,-
933801,10599966,AHOS_RS02650,AHOS_RS02650,Ahos_0525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10599967,AHOS_RS02655,AHOS_RS02655,Ahos_0526,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599968,AHOS_RS02660,AHOS_RS02660,Ahos_0527,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",protein-coding,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",20190827,-
933801,10599969,AHOS_RS02665,AHOS_RS02665,Ahos_0528,-,-,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20190827,-
933801,10599970,AHOS_RS02670,AHOS_RS02670,Ahos_0529,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10599971,AHOS_RS02675,AHOS_RS02675,Ahos_0530,-,-,-,GTPase or GTP-binding protein,protein-coding,-,-,-,GTPase or GTP-binding protein,20190827,-
933801,10599972,tmk,AHOS_RS02680,Ahos_0531,-,-,-,dTMP kinase,protein-coding,-,-,-,dTMP kinase,20190827,-
933801,10599973,AHOS_RS02685,AHOS_RS02685,Ahos_0532,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599974,AHOS_RS02690,AHOS_RS02690,Ahos_0533,-,-,-,UPF0147 family protein,protein-coding,-,-,-,UPF0147 family protein,20200830,-
933801,10599975,AHOS_RS02695,AHOS_RS02695,Ahos_t0001,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10599976,AHOS_RS02700,AHOS_RS02700,Ahos_0534,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599977,AHOS_RS02705,AHOS_RS02705,Ahos_0535,-,-,-,D-glycerate dehydrogenase,protein-coding,-,-,-,D-glycerate dehydrogenase,20200830,-
933801,10599978,AHOS_RS02710,AHOS_RS02710,Ahos_0536,-,-,-,tRNA(Met) cytidine acetyltransferase,protein-coding,-,-,-,tRNA(Met) cytidine acetyltransferase,20190827,-
933801,10599979,AHOS_RS02715,AHOS_RS02715,Ahos_0537,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
933801,10599980,AHOS_RS02720,AHOS_RS02720,Ahos_0538,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599981,AHOS_RS02725,AHOS_RS02725,Ahos_0539,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599982,AHOS_RS02730,AHOS_RS02730,Ahos_0540,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20200905,-
933801,10599983,AHOS_RS02735,AHOS_RS02735,Ahos_0541,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10599984,AHOS_RS02740,AHOS_RS02740,Ahos_0542,-,-,-,biotin--[acetyl-CoA-carboxylase] ligase,protein-coding,-,-,-,biotin--[acetyl-CoA-carboxylase] ligase,20190827,-
933801,10599985,AHOS_RS02745,AHOS_RS02745,Ahos_0543,-,-,-,threonylcarbamoyl-AMP synthase,protein-coding,-,-,-,threonylcarbamoyl-AMP synthase,20190827,-
933801,10599987,nuoB,AHOS_RS02750,Ahos_0544,-,-,-,NADH-quinone oxidoreductase subunit NuoB,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit NuoB,20200905,-
933801,10599988,AHOS_RS02755,AHOS_RS02755,Ahos_0545,-,-,-,DUF4147 domain-containing protein,protein-coding,-,-,-,DUF4147 domain-containing protein,20190827,-
933801,10599989,AHOS_RS02760,AHOS_RS02760,Ahos_0546,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599990,AHOS_RS02765,AHOS_RS02765,Ahos_0547,-,-,-,metal-dependent transcriptional regulator,protein-coding,-,-,-,metal-dependent transcriptional regulator,20190827,-
933801,10599991,AHOS_RS02770,AHOS_RS02770,Ahos_0548,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10599992,AHOS_RS02775,AHOS_RS02775,Ahos_0549,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599993,AHOS_RS02780,AHOS_RS02780,Ahos_0550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10599994,AHOS_RS02785,AHOS_RS02785,Ahos_0551,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20190827,-
933801,10599995,AHOS_RS02790,AHOS_RS02790,Ahos_0552,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20200830,-
933801,10599996,mobB,AHOS_RS02795,Ahos_0553,-,-,-,molybdopterin-guanine dinucleotide biosynthesis protein B,protein-coding,-,-,-,molybdopterin-guanine dinucleotide biosynthesis protein B,20190827,-
933801,10599997,AHOS_RS02800,AHOS_RS02800,Ahos_0554,-,-,-,molybdopterin molybdotransferase MoeA,protein-coding,-,-,-,molybdopterin molybdotransferase MoeA,20200912,-
933801,10599998,AHOS_RS02805,AHOS_RS02805,Ahos_0555,-,-,-,molybdenum cofactor guanylyltransferase,protein-coding,-,-,-,molybdenum cofactor guanylyltransferase,20190827,-
933801,10599999,AHOS_RS02810,AHOS_RS02810,Ahos_0556,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600000,AHOS_RS02815,AHOS_RS02815,Ahos_0557,-,-,-,diphthine--ammonia ligase,protein-coding,-,-,-,diphthine--ammonia ligase,20190827,-
933801,10600001,AHOS_RS02820,AHOS_RS02820,Ahos_0558,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20190827,-
933801,10600002,AHOS_RS02825,AHOS_RS02825,Ahos_0559,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20200830,-
933801,10600003,AHOS_RS02830,AHOS_RS02830,Ahos_0560,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200830,-
933801,10600004,AHOS_RS02835,AHOS_RS02835,Ahos_0561,-,-,-,TatD family hydrolase,protein-coding,-,-,-,TatD family hydrolase,20200905,-
933801,10600005,AHOS_RS02840,AHOS_RS02840,Ahos_0562,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600006,AHOS_RS02845,AHOS_RS02845,Ahos_0563,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600007,AHOS_RS02850,AHOS_RS02850,Ahos_0564,-,-,-,cbb3-type cytochrome c oxidase subunit I,protein-coding,-,-,-,cbb3-type cytochrome c oxidase subunit I,20200830,-
933801,10600008,AHOS_RS02855,AHOS_RS02855,Ahos_t0002,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600009,AHOS_RS02860,AHOS_RS02860,Ahos_0565,-,-,-,pyridine nucleotide-disulfide oxidoreductase,protein-coding,-,-,-,pyridine nucleotide-disulfide oxidoreductase,20190827,-
933801,10600010,AHOS_RS02865,AHOS_RS02865,Ahos_0566,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600011,AHOS_RS02870,AHOS_RS02870,Ahos_0567,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,protein-coding,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,20190827,-
933801,10600012,AHOS_RS02875,AHOS_RS02875,Ahos_0568,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600013,AHOS_RS02880,AHOS_RS02880,Ahos_0569,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10600014,AHOS_RS02885,AHOS_RS02885,Ahos_0570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600015,AHOS_RS02890,AHOS_RS02890,Ahos_0571,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10600016,AHOS_RS02895,AHOS_RS02895,Ahos_0572,-,-,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20190827,-
933801,10600017,AHOS_RS02900,AHOS_RS02900,Ahos_0573,-,-,-,ParB N-terminal domain-containing protein,protein-coding,-,-,-,ParB N-terminal domain-containing protein,20200830,-
933801,10600018,AHOS_RS02905,AHOS_RS02905,Ahos_0574,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20190827,-
933801,10600019,AHOS_RS02910,AHOS_RS02910,Ahos_0575,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20200830,-
933801,10600021,AHOS_RS02915,AHOS_RS02915,Ahos_0577,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20200830,-
933801,10600022,AHOS_RS02920,AHOS_RS02920,Ahos_0578,-,-,-,DUF2192 domain-containing protein,protein-coding,-,-,-,DUF2192 domain-containing protein,20190827,-
933801,10600023,AHOS_RS02925,AHOS_RS02925,Ahos_0579,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600024,AHOS_RS02930,AHOS_RS02930,Ahos_0580,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20200830,-
933801,10600025,AHOS_RS02935,AHOS_RS02935,Ahos_0581,-,-,-,alcohol dehydrogenase,protein-coding,-,-,-,alcohol dehydrogenase,20190827,-
933801,10600026,AHOS_RS02940,AHOS_RS02940,Ahos_0582,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20200830,-
933801,10600027,AHOS_RS02945,AHOS_RS02945,Ahos_0583,-,-,-,nicotinamide mononucleotide deamidase-related protein,protein-coding,-,-,-,nicotinamide mononucleotide deamidase-related protein,20190827,-
933801,10600028,AHOS_RS02950,AHOS_RS02950,Ahos_0584,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20190827,-
933801,10600029,AHOS_RS02955,AHOS_RS02955,Ahos_0585,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20190827,-
933801,10600030,AHOS_RS02960,AHOS_RS02960,Ahos_0586,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20190827,-
933801,10600031,AHOS_RS02965,AHOS_RS02965,Ahos_0587,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20190827,-
933801,10600032,AHOS_RS02970,AHOS_RS02970,Ahos_0588,-,-,-,type II methionyl aminopeptidase,protein-coding,-,-,-,type II methionyl aminopeptidase,20190827,-
933801,10600033,AHOS_RS02975,AHOS_RS02975,Ahos_0589,-,-,-,DUF1512 domain-containing protein,protein-coding,-,-,-,DUF1512 domain-containing protein,20190827,-
933801,10600034,AHOS_RS02980,AHOS_RS02980,Ahos_0590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600035,rrf,AHOS_RS02985,Ahos_r0001,-,-,-,-,rRNA,-,-,-,-,20190827,-
933801,10600036,AHOS_RS02990,AHOS_RS02990,Ahos_0591,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20190827,-
933801,10600037,AHOS_RS02995,AHOS_RS02995,Ahos_0592,-,-,-,phosphoglycolate phosphatase,protein-coding,-,-,-,phosphoglycolate phosphatase,20190827,-
933801,10600038,AHOS_RS03000,AHOS_RS03000,Ahos_0593,-,-,-,glutamate--tRNA ligase,protein-coding,-,-,-,glutamate--tRNA ligase,20200830,-
933801,10600039,AHOS_RS03005,AHOS_RS03005,Ahos_t0003,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600040,AHOS_RS03010,AHOS_RS03010,Ahos_0594,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20200830,-
933801,10600041,AHOS_RS03015,AHOS_RS03015,Ahos_t0004,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600042,glmM,AHOS_RS03020,Ahos_0595,-,-,-,phosphoglucosamine mutase,protein-coding,-,-,-,phosphoglucosamine mutase,20190827,-
933801,10600043,AHOS_RS03025,AHOS_RS03025,Ahos_0596,-,-,-,Trm112 family protein,protein-coding,-,-,-,Trm112 family protein,20200830,-
933801,10600044,AHOS_RS03030,AHOS_RS03030,Ahos_0597,-,-,-,DUF2153 domain-containing protein,protein-coding,-,-,-,DUF2153 domain-containing protein,20190827,-
933801,10600045,AHOS_RS03035,AHOS_RS03035,Ahos_0598,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600046,AHOS_RS03040,AHOS_RS03040,Ahos_0599,-,-,-,orotidine 5'-phosphate decarboxylase,protein-coding,-,-,-,orotidine 5'-phosphate decarboxylase,20200830,-
933801,10600047,AHOS_RS03045,AHOS_RS03045,Ahos_0600,-,-,-,CTP synthase,protein-coding,-,-,-,CTP synthase,20200830,-
933801,10600048,AHOS_RS03050,AHOS_RS03050,Ahos_0601,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20200830,-
933801,10600049,AHOS_RS03055,AHOS_RS03055,Ahos_0602,-,-,-,ribonucleoprotein,protein-coding,-,-,-,ribonucleoprotein,20200830,-
933801,10600050,AHOS_RS03060,AHOS_RS03060,Ahos_0603,-,-,-,methionine adenosyltransferase,protein-coding,-,-,-,methionine adenosyltransferase,20210529,-
933801,10600051,AHOS_RS03065,AHOS_RS03065,Ahos_0604,-,-,-,DUF460 domain-containing protein,protein-coding,-,-,-,DUF460 domain-containing protein,20190827,-
933801,10600052,AHOS_RS03070,AHOS_RS03070,Ahos_0605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600053,AHOS_RS03075,AHOS_RS03075,Ahos_0606,-,-,-,NFACT family protein,protein-coding,-,-,-,NFACT family protein,20200830,-
933801,10600054,AHOS_RS03080,AHOS_RS03080,Ahos_0607,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600055,AHOS_RS03085,AHOS_RS03085,Ahos_0608,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600056,amrA,AHOS_RS03090,Ahos_0609,-,-,-,AmmeMemoRadiSam system protein A,protein-coding,-,-,-,AmmeMemoRadiSam system protein A,20190827,-
933801,10600057,AHOS_RS03095,AHOS_RS03095,Ahos_0610,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20200830,-
933801,10600058,AHOS_RS03100,AHOS_RS03100,Ahos_0611,-,-,-,CopG family transcriptional regulator,protein-coding,-,-,-,CopG family transcriptional regulator,20190827,-
933801,10600059,AHOS_RS03105,AHOS_RS03105,Ahos_0612,-,-,-,dCTP deaminase,protein-coding,-,-,-,dCTP deaminase,20200905,-
933801,10600060,AHOS_RS03110,AHOS_RS03110,Ahos_0613,-,-,-,ATP-dependent DNA ligase,protein-coding,-,-,-,ATP-dependent DNA ligase,20190827,-
933801,10600061,AHOS_RS03115,AHOS_RS03115,Ahos_0614,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20190827,-
933801,10600062,AHOS_RS03120,AHOS_RS03120,Ahos_0615,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20190827,-
933801,10600063,AHOS_RS03125,AHOS_RS03125,Ahos_0616,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20200830,-
933801,10600064,AHOS_RS03130,AHOS_RS03130,Ahos_0617,-,-,-,alkaline phosphatase family protein,protein-coding,-,-,-,alkaline phosphatase family protein,20200830,-
933801,10600065,AHOS_RS03135,AHOS_RS03135,Ahos_0618,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600066,AHOS_RS03140,AHOS_RS03140,Ahos_0619,-,-,-,uroporphyrinogen-III synthase,protein-coding,-,-,-,uroporphyrinogen-III synthase,20190827,-
933801,10600067,hemC,AHOS_RS03145,Ahos_0620,-,-,-,hydroxymethylbilane synthase,protein-coding,-,-,-,hydroxymethylbilane synthase,20190827,-
933801,10600068,hemL,AHOS_RS03150,Ahos_0621,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",protein-coding,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",20200905,-
933801,10600069,hemB,AHOS_RS03155,Ahos_0622,-,-,-,porphobilinogen synthase,protein-coding,-,-,-,porphobilinogen synthase,20190827,-
933801,10600070,AHOS_RS03160,AHOS_RS03160,Ahos_0623,-,-,-,glutamyl-tRNA reductase,protein-coding,-,-,-,glutamyl-tRNA reductase,20190827,-
933801,10600071,AHOS_RS03165,AHOS_RS03165,Ahos_0624,-,-,-,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,protein-coding,-,-,-,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,20200905,-
933801,10600072,AHOS_RS03170,AHOS_RS03170,Ahos_0625,-,-,-,flap endonuclease-1,protein-coding,-,-,-,flap endonuclease-1,20190827,-
933801,10600073,AHOS_RS03175,AHOS_RS03175,Ahos_0626,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600074,AHOS_RS03180,AHOS_RS03180,Ahos_0627,-,-,-,CDC48 family AAA ATPase,protein-coding,-,-,-,CDC48 family AAA ATPase,20190827,-
933801,10600075,AHOS_RS03185,AHOS_RS03185,Ahos_0628,-,-,-,elongation factor 1-beta,protein-coding,-,-,-,elongation factor 1-beta,20200830,-
933801,10600076,AHOS_RS03190,AHOS_RS03190,Ahos_0629,-,-,-,DUF1610 domain-containing protein,protein-coding,-,-,-,DUF1610 domain-containing protein,20200830,-
933801,10600077,AHOS_RS03195,AHOS_RS03195,Ahos_0630,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20190827,-
933801,10600078,truD,AHOS_RS03200,Ahos_0631,-,-,-,tRNA pseudouridine(13) synthase TruD,protein-coding,-,-,-,tRNA pseudouridine(13) synthase TruD,20200830,-
933801,10600079,aspS,AHOS_RS03205,Ahos_0632,-,-,-,aspartate--tRNA(Asn) ligase,protein-coding,-,-,-,aspartate--tRNA(Asn) ligase,20190827,-
933801,10600080,AHOS_RS03210,AHOS_RS03210,Ahos_0633,-,-,-,transcription elongation factor NusA,protein-coding,-,-,-,transcription elongation factor NusA,20200830,-
933801,10600081,AHOS_RS03215,AHOS_RS03215,Ahos_0634,-,-,-,50S ribosomal protein L40e,protein-coding,-,-,-,50S ribosomal protein L40e,20200830,-
933801,10600082,AHOS_RS03220,AHOS_RS03220,Ahos_0635,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20200905,-
933801,10600083,AHOS_RS03225,AHOS_RS03225,Ahos_0636,-,-,-,thiamine pyrophosphate-binding protein,protein-coding,-,-,-,thiamine pyrophosphate-binding protein,20190827,-
933801,10600084,AHOS_RS03230,AHOS_RS03230,Ahos_0637,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20200830,-
933801,10600085,AHOS_RS03235,AHOS_RS03235,Ahos_t0005,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600086,AHOS_RS03240,AHOS_RS03240,Ahos_0638,-,-,-,beta-CASP ribonuclease aCPSF1,protein-coding,-,-,-,beta-CASP ribonuclease aCPSF1,20190827,-
933801,10600087,AHOS_RS03245,AHOS_RS03245,Ahos_0639,-,-,-,NAD(P)-dependent glycerol-1-phosphate dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent glycerol-1-phosphate dehydrogenase,20200830,-
933801,10600088,AHOS_RS03250,AHOS_RS03250,Ahos_0640,-,-,-,peptidylprolyl isomerase,protein-coding,-,-,-,peptidylprolyl isomerase,20190827,-
933801,10600089,AHOS_RS03255,AHOS_RS03255,Ahos_0641,-,-,-,adenosylhomocysteinase,protein-coding,-,-,-,adenosylhomocysteinase,20190827,-
933801,10600090,AHOS_RS03260,AHOS_RS03260,Ahos_t0006,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600091,AHOS_RS03265,AHOS_RS03265,Ahos_0642,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600092,AHOS_RS03270,AHOS_RS03270,Ahos_0643,-,-,-,DUF1464 family protein,protein-coding,-,-,-,DUF1464 family protein,20200830,-
933801,10600093,AHOS_RS03275,AHOS_RS03275,Ahos_0644,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20190827,-
933801,10600094,AHOS_RS03280,AHOS_RS03280,Ahos_0645,-,-,-,triphosphoribosyl-dephospho-CoA synthase,protein-coding,-,-,-,triphosphoribosyl-dephospho-CoA synthase,20210417,-
933801,10600095,AHOS_RS03285,AHOS_RS03285,Ahos_0646,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600096,rimI,AHOS_RS03290,Ahos_0647,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,protein-coding,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,20200830,-
933801,10600097,coaBC,AHOS_RS03295,Ahos_0648,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,protein-coding,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,20210529,-
933801,10600098,AHOS_RS03300,AHOS_RS03300,Ahos_t0007,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600100,AHOS_RS03310,AHOS_RS03310,Ahos_t0008,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600101,AHOS_RS03315,AHOS_RS03315,Ahos_0650,-,-,-,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,protein-coding,-,-,-,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,20210529,-
933801,10600102,AHOS_RS03320,AHOS_RS03320,Ahos_0651,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20190827,-
933801,10600103,AHOS_RS03325,AHOS_RS03325,Ahos_0652,-,-,-,type 2 isopentenyl-diphosphate Delta-isomerase,protein-coding,-,-,-,type 2 isopentenyl-diphosphate Delta-isomerase,20200830,-
