#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392248,36540034,P168DRAFT_10038,P168DRAFT_10038,-,-,Unknown,-,Golgi apparatus membrane protein tvp18,protein-coding,-,-,-,Golgi apparatus membrane protein tvp18,20180512,-
1392248,36543260,P168DRAFT_278912,P168DRAFT_278912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543261,P168DRAFT_278913,P168DRAFT_278913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543262,P168DRAFT_278918,P168DRAFT_278918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543263,P168DRAFT_278920,P168DRAFT_278920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543264,P168DRAFT_278934,P168DRAFT_278934,-,-,Unknown,-,protein FAM96B,protein-coding,-,-,-,protein FAM96B,20180512,-
1392248,36543265,P168DRAFT_278957,P168DRAFT_278957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543266,P168DRAFT_278959,P168DRAFT_278959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543267,P168DRAFT_278962,P168DRAFT_278962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543268,P168DRAFT_278976,P168DRAFT_278976,-,-,Unknown,-,dihydrodipicolinate synthetase family protein,protein-coding,-,-,-,dihydrodipicolinate synthetase family protein,20180512,-
1392248,36543269,P168DRAFT_2790,P168DRAFT_2790,-,-,Unknown,-,NIPSNAP family protein,protein-coding,-,-,-,NIPSNAP family protein,20180512,-
1392248,36543270,P168DRAFT_279005,P168DRAFT_279005,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36543271,P168DRAFT_279008,P168DRAFT_279008,-,-,Unknown,-,oligopeptidase family protein,protein-coding,-,-,-,oligopeptidase family protein,20180512,-
1392248,36543272,P168DRAFT_279012,P168DRAFT_279012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543273,P168DRAFT_279046,P168DRAFT_279046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543274,P168DRAFT_279068,P168DRAFT_279068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543275,P168DRAFT_279102,P168DRAFT_279102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543276,P168DRAFT_279103,P168DRAFT_279103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543277,P168DRAFT_279109,P168DRAFT_279109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543278,P168DRAFT_279112,P168DRAFT_279112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543279,P168DRAFT_279114,P168DRAFT_279114,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20180512,-
1392248,36543280,P168DRAFT_279141,P168DRAFT_279141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543281,P168DRAFT_279152,P168DRAFT_279152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543282,P168DRAFT_279160,P168DRAFT_279160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543283,P168DRAFT_279167,P168DRAFT_279167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543284,P168DRAFT_279168,P168DRAFT_279168,-,-,Unknown,-,Arabinanase/levansucrase/invertase,protein-coding,-,-,-,Arabinanase/levansucrase/invertase,20180512,-
1392248,36543285,P168DRAFT_279194,P168DRAFT_279194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543286,P168DRAFT_279198,P168DRAFT_279198,-,-,Unknown,-,protein kinase,protein-coding,-,-,-,protein kinase,20180512,-
1392248,36543287,P168DRAFT_279200,P168DRAFT_279200,-,-,Unknown,-,"small oligopeptide transporter, OPT family",protein-coding,-,-,-,"small oligopeptide transporter, OPT family",20180512,-
1392248,36543288,P168DRAFT_279202,P168DRAFT_279202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543289,P168DRAFT_279227,P168DRAFT_279227,-,-,Unknown,-,DUF1753-domain-containing protein,protein-coding,-,-,-,DUF1753-domain-containing protein,20180512,-
1392248,36543290,P168DRAFT_279255,P168DRAFT_279255,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20180512,-
1392248,36543291,P168DRAFT_279266,P168DRAFT_279266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543292,P168DRAFT_279293,P168DRAFT_279293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543293,P168DRAFT_279350,P168DRAFT_279350,-,-,Unknown,-,WD repeat-containing protein,protein-coding,-,-,-,WD repeat-containing protein,20180512,-
1392248,36543294,P168DRAFT_279351,P168DRAFT_279351,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20180512,-
1392248,36543295,P168DRAFT_279367,P168DRAFT_279367,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20180512,-
1392248,36543296,P168DRAFT_279377,P168DRAFT_279377,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36543297,P168DRAFT_279385,P168DRAFT_279385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543298,P168DRAFT_279388,P168DRAFT_279388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543299,P168DRAFT_279397,P168DRAFT_279397,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543300,P168DRAFT_279402,P168DRAFT_279402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543301,P168DRAFT_279404,P168DRAFT_279404,-,-,Unknown,-,DUF907 domain protein,protein-coding,-,-,-,DUF907 domain protein,20180512,-
1392248,36543302,P168DRAFT_279406,P168DRAFT_279406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543303,P168DRAFT_279429,P168DRAFT_279429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543304,P168DRAFT_279431,P168DRAFT_279431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543305,P168DRAFT_279436,P168DRAFT_279436,-,-,Unknown,-,putative flavin-containing amine oxidase,protein-coding,-,-,-,putative flavin-containing amine oxidase,20180512,-
1392248,36543306,P168DRAFT_279439,P168DRAFT_279439,-,-,Unknown,-,FtsJ-like methyltransferase family protein,protein-coding,-,-,-,FtsJ-like methyltransferase family protein,20180512,-
1392248,36543307,P168DRAFT_279445,P168DRAFT_279445,-,-,Unknown,-,histidyl-tRNA synthetase mitochondrial precursor,protein-coding,-,-,-,histidyl-tRNA synthetase mitochondrial precursor,20180512,-
1392248,36543308,P168DRAFT_279446,P168DRAFT_279446,-,-,Unknown,-,putative ubiquitin carboxyl-terminal hydrolase creB,protein-coding,-,-,-,putative ubiquitin carboxyl-terminal hydrolase creB,20180512,-
1392248,36543309,P168DRAFT_279472,P168DRAFT_279472,-,-,Unknown,-,exoglucanase 2 precursor,protein-coding,-,-,-,exoglucanase 2 precursor,20180512,-
1392248,36543310,P168DRAFT_279477,P168DRAFT_279477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543311,P168DRAFT_279491,P168DRAFT_279491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543312,P168DRAFT_279492,P168DRAFT_279492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543313,P168DRAFT_279494,P168DRAFT_279494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543314,P168DRAFT_279498,P168DRAFT_279498,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20180512,-
1392248,36543315,P168DRAFT_279502,P168DRAFT_279502,-,-,Unknown,-,UPF0261-domain-containing protein,protein-coding,-,-,-,UPF0261-domain-containing protein,20180512,-
1392248,36543316,P168DRAFT_279504,P168DRAFT_279504,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20180512,-
1392248,36543317,P168DRAFT_279511,P168DRAFT_279511,-,-,Unknown,-,putative C2H2 transcription factor,protein-coding,-,-,-,putative C2H2 transcription factor,20180512,-
1392248,36543318,P168DRAFT_279515,P168DRAFT_279515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543319,P168DRAFT_279516,P168DRAFT_279516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543320,P168DRAFT_279530,P168DRAFT_279530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543321,P168DRAFT_279539,P168DRAFT_279539,-,-,Unknown,-,60S ribosomal protein L35,protein-coding,-,-,-,60S ribosomal protein L35,20180512,-
1392248,36543322,P168DRAFT_279545,P168DRAFT_279545,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543323,P168DRAFT_279583,P168DRAFT_279583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543324,P168DRAFT_279585,P168DRAFT_279585,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36543325,P168DRAFT_279606,P168DRAFT_279606,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20180512,-
1392248,36543326,P168DRAFT_279607,P168DRAFT_279607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543327,P168DRAFT_279616,P168DRAFT_279616,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543328,P168DRAFT_279623,P168DRAFT_279623,-,-,Unknown,-,amidase family protein,protein-coding,-,-,-,amidase family protein,20180512,-
1392248,36543329,P168DRAFT_279634,P168DRAFT_279634,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20180512,-
1392248,36543330,P168DRAFT_279635,P168DRAFT_279635,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20180512,-
1392248,36543331,P168DRAFT_279646,P168DRAFT_279646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543332,P168DRAFT_279667,P168DRAFT_279667,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20180512,-
1392248,36543333,P168DRAFT_279670,P168DRAFT_279670,-,-,Unknown,-,STE3-domain-containing protein,protein-coding,-,-,-,STE3-domain-containing protein,20180512,-
1392248,36543334,P168DRAFT_279712,P168DRAFT_279712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543335,P168DRAFT_279713,P168DRAFT_279713,-,-,Unknown,-,AI-BP family protein,protein-coding,-,-,-,AI-BP family protein,20180512,-
1392248,36543336,P168DRAFT_279716,P168DRAFT_279716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543337,P168DRAFT_279732,P168DRAFT_279732,-,-,Unknown,-,putative small molecule transporter,protein-coding,-,-,-,putative small molecule transporter,20180512,-
1392248,36543338,P168DRAFT_279789,P168DRAFT_279789,-,-,Unknown,-,putative sister chromatid cohesion protein,protein-coding,-,-,-,putative sister chromatid cohesion protein,20180512,-
1392248,36543339,P168DRAFT_279790,P168DRAFT_279790,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543340,P168DRAFT_279802,P168DRAFT_279802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543341,P168DRAFT_279806,P168DRAFT_279806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543342,P168DRAFT_279810,P168DRAFT_279810,-,-,Unknown,-,woronin body major protein,protein-coding,-,-,-,woronin body major protein,20180512,-
1392248,36543343,P168DRAFT_279820,P168DRAFT_279820,-,-,Unknown,-,Isy1-like splicing factor,protein-coding,-,-,-,Isy1-like splicing factor,20180512,-
1392248,36543344,P168DRAFT_279825,P168DRAFT_279825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543345,P168DRAFT_279833,P168DRAFT_279833,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20180512,-
1392248,36543346,P168DRAFT_279839,P168DRAFT_279839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543347,P168DRAFT_279841,P168DRAFT_279841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543348,P168DRAFT_279856,P168DRAFT_279856,-,-,Unknown,-,SYF2-domain-containing protein,protein-coding,-,-,-,SYF2-domain-containing protein,20180512,-
1392248,36543349,P168DRAFT_279861,P168DRAFT_279861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543350,P168DRAFT_279863,P168DRAFT_279863,-,-,Unknown,-,DUF77-domain-containing protein,protein-coding,-,-,-,DUF77-domain-containing protein,20180512,-
1392248,36543351,P168DRAFT_279870,P168DRAFT_279870,-,-,Unknown,-,putative dimethylaniline monooxygenase,protein-coding,-,-,-,putative dimethylaniline monooxygenase,20180512,-
1392248,36543352,P168DRAFT_279895,P168DRAFT_279895,-,-,Unknown,-,putative pheromone processing carboxypeptidase,protein-coding,-,-,-,putative pheromone processing carboxypeptidase,20180512,-
1392248,36543353,P168DRAFT_279911,P168DRAFT_279911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543354,P168DRAFT_279912,P168DRAFT_279912,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20180512,-
1392248,36543355,P168DRAFT_279915,P168DRAFT_279915,-,-,Unknown,-,putative 14-3-3 family protein ArtA,protein-coding,-,-,-,putative 14-3-3 family protein ArtA,20180512,-
1392248,36543356,P168DRAFT_279931,P168DRAFT_279931,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543357,P168DRAFT_279953,P168DRAFT_279953,-,-,Unknown,-,yippee-like protein,protein-coding,-,-,-,yippee-like protein,20180512,-
1392248,36543358,P168DRAFT_279959,P168DRAFT_279959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543359,P168DRAFT_279961,P168DRAFT_279961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543360,P168DRAFT_279967,P168DRAFT_279967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543361,P168DRAFT_279982,P168DRAFT_279982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543362,P168DRAFT_279989,P168DRAFT_279989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543363,P168DRAFT_279991,P168DRAFT_279991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543364,P168DRAFT_280004,P168DRAFT_280004,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20180512,-
1392248,36543365,P168DRAFT_280007,P168DRAFT_280007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543366,P168DRAFT_280031,P168DRAFT_280031,-,-,Unknown,-,"signal recognition particle, SRP9/SRP14 subunit",protein-coding,-,-,-,"signal recognition particle, SRP9/SRP14 subunit",20180512,-
1392248,36543367,P168DRAFT_280036,P168DRAFT_280036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543368,P168DRAFT_280037,P168DRAFT_280037,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20180512,-
1392248,36543369,P168DRAFT_280041,P168DRAFT_280041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543370,P168DRAFT_280085,P168DRAFT_280085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543371,P168DRAFT_280089,P168DRAFT_280089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543372,P168DRAFT_280092,P168DRAFT_280092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543373,P168DRAFT_280107,P168DRAFT_280107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543374,P168DRAFT_280109,P168DRAFT_280109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543375,P168DRAFT_280120,P168DRAFT_280120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543376,P168DRAFT_280131,P168DRAFT_280131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543377,P168DRAFT_280161,P168DRAFT_280161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543378,P168DRAFT_280175,P168DRAFT_280175,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20180512,-
1392248,36543379,P168DRAFT_280178,P168DRAFT_280178,-,-,Unknown,-,DUF28 domain protein,protein-coding,-,-,-,DUF28 domain protein,20180512,-
1392248,36543380,P168DRAFT_280183,P168DRAFT_280183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543381,P168DRAFT_280191,P168DRAFT_280191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543382,P168DRAFT_280232,P168DRAFT_280232,-,-,Unknown,-,gamma-actin,protein-coding,-,-,-,gamma-actin,20180512,-
1392248,36543383,P168DRAFT_280257,P168DRAFT_280257,-,-,Unknown,-,HLA class III protein Dom3z,protein-coding,-,-,-,HLA class III protein Dom3z,20180512,-
1392248,36543384,P168DRAFT_280308,P168DRAFT_280308,-,-,Unknown,-,cell wall assembly and cell proliferation coordinating protein,protein-coding,-,-,-,cell wall assembly and cell proliferation coordinating protein,20180512,-
1392248,36543385,P168DRAFT_280323,P168DRAFT_280323,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20180512,-
1392248,36543386,P168DRAFT_280371,P168DRAFT_280371,-,-,Unknown,-,putative ornithine decarboxylase,protein-coding,-,-,-,putative ornithine decarboxylase,20180512,-
1392248,36543387,P168DRAFT_280382,P168DRAFT_280382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543388,P168DRAFT_280390,P168DRAFT_280390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543389,P168DRAFT_280399,P168DRAFT_280399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36543390,P168DRAFT_280421,P168DRAFT_280421,-,-,Unknown,-,kinase domain protein,protein-coding,-,-,-,kinase domain protein,20180512,-
1392248,36543391,P168DRAFT_280430,P168DRAFT_280430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
